date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,12.071839896656963,34.4972588536904,8.780660614211113,8.979764862041508,7.3217729563619205,1.542638888302839,1.750122487779855,1.055975348128716,1.8110639257212884,0.25243188274929607,78.0635297156439
2024-03-04,12.058126328784448,34.54467624225334,8.699524515941194,9.16545561294826,7.277126733259351,1.5130115537562818,1.7469276785612027,1.063630834369637,1.7833353928801567,0.25261272100695564,78.10442761376083
2024-03-05,12.086337096979339,34.48947708206621,8.672760453807578,9.25858731564293,7.195938222034419,1.511323730018126,1.747590752172621,1.0638116726272966,1.7874629959715265,0.252462022458906,78.06575134377896
2024-03-06,12.10176862829962,34.48375086877713,8.667395585497013,9.37646371992735,7.135628572685827,1.5090391400296936,1.7441246855674795,1.0820763366509116,1.774537159549375,0.25321551519915414,78.12800021218355
2024-03-07,12.184562410598087,34.472759911292805,8.731774005223816,9.46603893688805,7.107418829241063,1.496350322283915,1.7404175012854586,1.0960310222003073,1.7696895790748437,0.2532456549087641,78.31828817299711
2024-03-08,11.902936964002938,34.42113896757027,8.693647272567258,9.605524337514112,7.293583346243175,1.4964708811223546,1.8107937232246356,1.0566082820305243,1.7593411700596948,0.24628338198887123,78.28632832632384
2024-03-11,11.814687894265075,34.39014000497908,8.812005912205437,9.736933471413389,7.226415647090523,1.5028604995596588,1.832855990659101,1.0598332309587863,1.7372528920558357,0.24688617618106973,78.35987171936796
2024-03-12,11.665375772857503,34.36901206854252,8.966385633967693,9.902611455139152,7.25038397990043,1.5165740674321753,1.812180149866692,1.0389162724894978,1.724111978665908,0.24631352169848117,78.49186490056006
2024-03-13,11.477153286343517,34.48651383623649,9.124046454937217,10.045624377238251,7.098373148894385,1.4161274572151752,1.8249593867413008,1.0460593836670502,1.7277211486122774,0.2383264986518508,78.48490497853751
2024-03-14,11.215028231865992,34.703603232423575,9.026062258995347,10.1303742266904,7.24379164177629,1.4302603890072039,1.8872883062146275,1.0565781423209142,1.7243394731940438,0.240023876677953,78.65734977916635
2024-03-15,10.90250958292067,34.954156115256666,9.129562021795833,10.051800003737323,7.214175880878224,1.4257092928561053,1.804677170556397,1.0386148753933986,1.9339004521559238,0.23972247958185372,78.69482787513239
2024-03-18,10.673598488433283,34.884807476576924,9.192071779526819,10.209665563754227,7.339505081856437,1.434690926319863,1.7755923507828186,1.077886917015132,1.7213552199867266,0.24080750912781104,78.54998131338004
2024-03-19,10.664496296131086,34.83847020478727,9.208497921264227,10.207030931178384,7.348829012002235,1.4342086909661043,1.7820723883489529,1.0842162560332163,1.7249521833507038,0.24071708999898128,78.53349097406117
2024-03-20,10.432179414457778,34.772894605655054,9.324746781229711,10.207030931178384,7.557335402524863,1.4499114796728756,1.7902101099436327,1.0972064708750944,1.7175776896224761,0.24225421518908752,78.59134710034897
2024-03-21,10.5248590215083,34.751055884446764,9.450760907108812,10.190333532054485,7.502122046534505,1.4642579814472003,1.7875276757883494,1.1202030693074678,1.7079239406344167,0.24722726727472527,78.74627132610502
2024-03-22,10.755035983799303,34.762064383242084,9.304251778694962,10.069141759712974,7.441544153770387,1.4693515923712779,1.7496722005182825,1.116043789381298,1.7479432662162186,0.25048235591259727,78.66553126361939
