date,BONUS EVENTUS SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,AAA SECURITIES CO. LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-19,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,75.03958543256081,24.96041456743918,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.0,29.4650790402017,9.767054782556789,0.0,0.0,0.0,60.767866177241515
2024-04-03,0.0,0.0,0.0,29.500094722297238,9.659823842501705,0.0,0.0,0.0,60.84008143520106
2024-04-05,0.0,0.0,0.0,29.520141074675948,9.598434514017981,0.0,0.0,0.0,60.88142441130607
2024-04-12,0.0,0.0,0.0,29.7271980145083,8.844596992231416,0.0,0.0,0.0,61.42820499326028
2024-04-18,0.0,0.0,0.0,29.73737267899393,8.847624213527638,0.0,0.0,0.0,61.41500310747844
2024-05-09,0.0,0.0,0.0,29.411208972789055,8.888695463132468,0.0,0.0,0.0,61.700095564078474
2024-05-16,0.0,0.0,0.0,23.554052156208407,7.0332473001431,0.0,20.15648086929032,0.0,49.25621967435818
2024-05-17,0.0,0.0,0.0,23.560525085874424,7.007698946615061,0.0,20.162020106535618,0.0,49.2697558609749
2024-05-20,0.0,0.0,0.0,23.612436881658777,6.802805493510557,0.0,20.206443847795867,0.0,49.3783137770348
2024-05-21,0.0,0.0,0.0,20.222163274923894,5.36944057646938,0.0,17.165052590862896,15.297251547922567,41.946092009821264
2024-05-22,0.0,0.0,0.0,20.19518374513424,4.964485945891252,0.0,17.261980358462313,15.383632200419733,42.19471775009246
2024-05-23,0.0,0.0,0.0,20.209448606306786,4.9091301371824825,0.0,17.274173352419893,15.382725929460698,42.22452197463014
2024-05-24,0.0,59.889225313947804,0.00945743787034312,8.117634172044513,1.9104024498093102,0.0,6.938606917541736,6.159944532883486,16.974729175902805
2024-05-27,0.0,59.91755864335842,0.00946191214265431,8.121474589111616,1.863996692102899,0.0,6.941889541994045,6.1628587755821735,16.982759845708195
2024-05-28,0.0,60.22527562740538,0.009510505428725684,8.163183826322879,1.3029392437354186,0.0,6.97754081620841,6.204019708005387,17.117530272893795
2024-05-29,0.0,60.23673326297951,0.009512314767150337,8.16473684180404,1.293674808332446,0.0,6.978868267499299,6.19568768500392,17.12078681961363
2024-05-30,0.0,60.245329351020075,0.009513672222821961,8.165901991255518,1.279588913969554,0.0,6.9798641874770455,6.196571841131371,17.123230042923613
2024-05-31,0.0,13.890716855312801,0.0021935597086952707,1.8828054166301074,0.28735632183908044,0.0,1.6093416396127638,1.4287385569301863,3.9480892998157406
2024-06-03,0.0,60.36881010145429,0.009533171749143985,8.15880615530906,1.2440789132632901,0.0,6.9941703399553035,6.209272532609115,17.0153287856598
2024-06-04,0.0,56.80465011791349,0.008970335589090168,7.677112208329668,1.170628794376267,5.966768222676477,6.581236210529154,5.8426785803607295,15.947955530225123
2024-06-05,0.0,56.78936752737511,0.03587168892372688,7.675046775972397,1.1703138511365891,5.965162937274748,6.579465610093571,5.84110667974686,15.943664929477
