date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,CHIYU BANKING CORPORATION LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-12-13,50.696,16.7016,6.2733416,3.1429176000000005,2.35046,2.9832,1.4976,1.088,1.1183999999999998,0.9353759999999999,86.7868952
2024-12-16,50.714400000000005,16.6752,6.2941416,3.1445176,2.34726,2.9832,1.4976,1.088,1.1168,0.9353759999999999,86.7964952
2024-12-17,50.7152,16.6968,6.3117415999999995,2.9437176,2.34726,2.9832,1.4976,1.088,1.1168,0.9353759999999999,86.6356952
2024-12-18,50.7432,16.7136,6.3101416,2.8453176,2.34726,2.9832,1.4976,1.088,1.1168,0.9353759999999999,86.5804952
2024-12-19,50.757600000000004,16.732,6.1719196,2.9627396,2.33926,2.9832,1.4976,1.088,1.1168,0.9353759999999999,86.5844952
2024-12-20,50.556,16.8032,6.1863196,2.9627396,2.33926,2.9832,1.5016,1.088,1.1168,0.9353759999999999,86.4724952
2024-12-23,50.589600000000004,16.8144,6.1839196,2.9475396000000003,2.33926,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.4924952
2024-12-27,50.6288,16.8072,6.1855196,3.1322756,2.33926,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.7108312
2024-12-30,50.651999999999994,16.8128,6.1839196,3.1114756,2.33766,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.7156312
2025-01-02,50.7136,16.8272,6.1959196,3.0907396,2.33686,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.7820952
2025-01-03,50.684799999999996,16.8576,6.1919196,3.0435396,2.33686,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.7324952
2025-01-06,50.7656,16.8488,6.1895196,3.0091396,2.3488599999999997,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.77969519999999
2025-01-07,50.8472,16.8552,6.1655196000000005,3.0091396,2.3488599999999997,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.8436952
2025-01-08,50.9064,16.852800000000002,6.1081416,3.0059396,2.3488599999999997,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.8399172
2025-01-09,50.9192,16.8504,6.116141600000001,3.0059396,2.3488599999999997,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.8583172
2025-01-10,50.9552,16.855999999999998,6.1201416,3.0059396,2.3488599999999997,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.90391720000001
2025-01-13,50.9632,16.8504,6.1209416,3.0043395999999998,2.3488599999999997,2.9832,1.4944000000000002,1.088,1.1168,0.9353759999999999,86.9055172
2025-01-14,50.971999999999994,16.859199999999998,6.0985416,3.0043395999999998,2.3488599999999997,2.9832,1.4936,1.088,1.1159999999999999,0.9353759999999999,86.89911719999999
2025-01-15,51.0616,16.8184,6.100141600000001,3.0163396,2.32646,2.9832,1.4936,1.088,1.1159999999999999,0.9353759999999999,86.9391172
2025-01-16,51.0864,16.8168,6.1129416,3.0163396,2.32646,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.9727172
2025-01-17,51.032,16.9336,6.0985416,2.9209148000000003,2.32646,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.9252924
2025-01-20,51.0408,16.9384,6.0993416,2.9209148000000003,2.32486,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.9380924
2025-01-21,51.06,16.8336,6.1057416,2.9209148000000003,2.32486,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.8588924
2025-01-22,51.0544,16.8336,6.1065416,2.9401148,2.32486,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.8732924
2025-01-23,51.068000000000005,16.8288,6.1081416,2.9389148,2.32486,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.8824924
2025-01-24,51.113600000000005,16.8288,6.1105416,2.9237148,2.32486,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.9152924
2025-01-27,51.087199999999996,16.869600000000002,6.1145416,2.9237148,2.32886,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.9376924
2025-02-03,51.123200000000004,16.8456,6.1177416,2.9237148,2.32966,2.9832,1.4936,1.088,1.1136,0.9353759999999999,86.95369240000001
2025-02-04,51.112,16.832,6.1217416,2.9101148,2.32966,2.9832,1.4936,1.088,1.1128,0.9353759999999999,86.9184924
2025-02-05,51.112,16.832,6.1281416,2.9101148,2.32326,2.9832,1.4936,1.088,1.1128,0.9353759999999999,86.9184924
2025-02-06,51.112,16.832,6.127341599999999,2.9101148,2.32326,2.9832,1.4936,1.088,1.1128,0.9353759999999999,86.9176924
2025-02-07,51.144800000000004,16.808799999999998,6.1257416000000005,2.9101148,2.32326,2.9832,1.4936,1.088,1.1128,0.9353759999999999,86.9256924
2025-02-10,51.124,16.8136,6.1129416,2.9101148,2.32086,2.9832,1.4968000000000001,1.088,1.1128,0.9353759999999999,86.89769240000001
2025-02-11,51.04,16.8168,6.1225416,3.0712228,2.32486,2.9832,1.4848,1.088,1.1128,0.9353759999999999,86.9796004
2025-02-12,51.0544,16.836000000000002,6.0881416,3.0712228,2.31686,2.9832,1.5064,1.088,1.1128,0.9353759999999999,86.99240040000001
2025-02-13,51.076,16.8736,6.0785416,3.0720228,2.31686,2.9832,1.5072,1.088,1.1128,0.9353759999999999,87.0436004
2025-02-14,51.016799999999996,16.8768,6.0793416,3.0720228,2.31686,2.9832,1.5072,1.088,1.1128,0.9353759999999999,86.9884004
2025-02-17,51.0544,16.9544,6.0765416000000005,3.0316228,2.31686,2.9832,1.5032,1.088,1.1128,0.9353759999999999,87.0564004
2025-02-18,51.0544,16.988,6.0805416,3.0316228,2.32086,2.9832,1.48,1.088,1.1128,0.9353759999999999,87.0748004
2025-02-19,50.9984,17.0136,6.0717416,3.0596228,2.31926,2.9832,1.48,1.088,1.1128,0.9353759999999999,87.06200039999999
2025-02-20,51.17359999999999,17.0488,5.7973416,3.0540228,2.31926,2.9832,1.48,1.088,1.1143999999999998,0.9353759999999999,86.9940004
2025-02-21,51.1312,17.0544,5.8005416,2.9858324,2.33046,2.9832,1.48,1.088,1.1143999999999998,0.9353759999999999,86.90341000000001
2025-02-24,51.1344,17.081599999999998,5.7957415999999995,2.9698324,2.33046,2.9832,1.48,1.088,1.1143999999999998,0.9353759999999999,86.91301
2025-02-25,51.2192,17.088,5.8141416,2.9130324,2.3128599999999997,2.9832,1.48,1.088,1.1143999999999998,0.9353759999999999,86.94821
2025-02-26,51.2088,17.116,5.8197416,2.8946324,2.3128599999999997,2.9832,1.48,1.1079999999999999,1.1143999999999998,0.9353759999999999,86.97300999999999
2025-02-27,51.1544,17.1192,5.8165416,3.0399488,2.3120600000000002,2.9832,1.4776,1.1079999999999999,1.1143999999999998,0.9353759999999999,87.0607264
2025-02-28,51.076,17.1616,5.7813416,3.0213572,2.3120600000000002,2.9832,1.4776,1.1079999999999999,1.1143999999999998,0.9353759999999999,86.9709348
2025-03-03,51.1008,17.1824,5.8037416,3.0093571999999997,2.3120600000000002,2.9832,1.4776,1.1159999999999999,1.1143999999999998,0.9353759999999999,87.0349348
2025-03-04,50.993599999999994,17.304,5.7640028,2.9901572,2.30806,2.9832,1.4776,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.986396
2025-03-05,50.862399999999994,17.2896,5.7032028,2.9909572,2.30726,2.9832,1.4856,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.787996
2025-03-06,50.8544,17.3104,5.6379228,2.9909572,2.30726,2.9832,1.4856,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.735516
2025-03-07,50.783199999999994,17.2896,5.5955228,3.1420996,2.30726,2.9832,1.4856,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.7522584
2025-03-10,50.760799999999996,17.2432,5.5443228,3.1660996,2.27766,2.9832,1.5016,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.6426584
2025-03-11,50.781600000000005,17.252799999999997,5.5475228,3.0940996,2.29606,2.9832,1.5016,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.62265839999999
2025-03-12,50.8176,17.2632,5.5363228,3.0928996,2.29446,2.9832,1.5016,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.6550584
2025-03-13,51.0144,17.02,5.5355228,3.0926063999999998,2.29446,2.9832,1.5016,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.6075652
2025-03-14,50.94,17.1472,5.4451228,3.0990064,2.29446,2.9832,1.5016,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.5763652
2025-03-17,50.9656,17.157600000000002,5.407522800000001,3.0926063999999998,2.29366,2.9832,1.5024,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.5683652
2025-03-18,50.8728,17.1136,5.4355228,3.0926063999999998,2.27366,2.9832,1.4776,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.4147652
2025-03-19,50.8584,17.124,5.4283228,3.0926063999999998,2.27366,2.9832,1.4671999999999998,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.3931652
2025-03-20,50.795199999999994,17.0808,5.4539228,3.092398,2.26886,2.9832,1.4647999999999999,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.3049568
2025-03-21,50.7512,17.0736,5.4731228,3.2155332000000003,2.26646,2.9832,1.4647999999999999,1.1159999999999999,1.1143999999999998,0.9353759999999999,86.393692
2025-03-24,51.3448,18.2136,5.2931228,2.9784344000000003,2.32886,1.9831999999999999,1.452,1.1119999999999999,1.1128,0.9353759999999999,86.7541932
2025-03-25,51.611200000000004,17.5496,5.2391228,2.8880724,2.24886,1.9831999999999999,1.4552,1.1096,1.1128,0.9353759999999999,86.1330312
2025-03-26,51.2488,17.576800000000002,5.3639228,3.0251032,2.2592600000000003,1.9831999999999999,1.464,1.1096,1.1128,0.9353759999999999,86.078862
2025-03-27,51.3904,17.7312,5.0919228,3.1032724000000003,2.27686,1.9831999999999999,1.4584,1.1096,1.1128,0.9353759999999999,86.19303120000001
2025-03-28,51.3136,17.5952,5.0731228,3.3008556000000002,2.28166,1.9831999999999999,1.4576,1.1096,1.1128,0.9353759999999999,86.16301440000001
2025-03-31,50.7848,17.4232,5.2555228000000005,3.3008556000000002,2.2624600000000004,1.9831999999999999,1.4711999999999998,1.1136,1.1128,0.9353759999999999,85.6430144
2025-04-01,50.5696,17.1792,5.2355228,3.3008556000000002,2.2600599999999997,1.9831999999999999,1.4727999999999999,1.1136,1.1128,0.9353759999999999,85.16301440000001
2025-04-02,50.4184,17.110400000000002,5.2963228,3.4416664,2.2888599999999997,1.9831999999999999,1.4808,1.1136,1.1128,0.9353759999999999,85.1814252
2025-04-03,50.5096,17.150399999999998,5.2059228,3.6376916,2.2888599999999997,1.9831999999999999,1.4808,1.1136,1.1128,0.9353759999999999,85.41825039999999
2025-04-07,50.2728,17.192,5.2610628,3.5881516,2.29446,1.9831999999999999,1.4808,1.1136,1.1128,0.9353759999999999,85.2342504
2025-04-08,50.2448,17.8928,5.1802628,3.3536756,2.29846,1.9831999999999999,1.4808,1.1136,1.1128,0.9353759999999999,85.5957744
2025-04-09,50.4352,17.2328,5.2362628,3.3408756,2.32486,1.9831999999999999,1.484,1.1136,1.1128,0.9353759999999999,85.19897440000001
2025-04-10,50.168,16.9504,5.2674628000000006,3.5034108,2.32646,1.9831999999999999,1.4888000000000001,1.1136,1.1128,0.9353759999999999,84.84950959999999
2025-04-11,50.0616,16.9904,5.3002628000000005,3.5010108,2.32646,1.9831999999999999,1.484,1.1136,1.1128,0.9353759999999999,84.8087096
2025-04-14,50.1152,17.152800000000003,5.3546628,3.5010108,2.33046,1.9831999999999999,1.484,1.1136,1.1048,0.9353759999999999,85.0751096
2025-04-15,50.1224,17.086399999999998,5.3922628,3.0758107999999997,2.33046,1.9831999999999999,1.484,1.1136,1.1048,0.9353759999999999,84.6283096
2025-04-16,50.0016,17.1088,5.394662800000001,3.0758107999999997,2.33046,1.9831999999999999,1.5248,1.1136,1.1048,0.9353759999999999,84.5731096
2025-04-17,50.0288,17.133599999999998,5.3898627999999995,3.0662108,2.32966,1.9831999999999999,1.5248,1.1136,1.1039999999999999,0.9353759999999999,84.6091096
2025-04-22,50.065599999999996,17.127200000000002,5.378662800000001,3.0510108000000002,2.33766,1.9831999999999999,1.5328,1.1136,1.0832,0.9353759999999999,84.6083096
2025-04-23,50.005599999999994,17.103199999999998,5.3890628000000005,3.7810908,2.33766,1.9831999999999999,1.5328,1.1136,1.0832,0.9353759999999999,85.2647896
2025-04-24,50.6368,17.475199999999997,5.1729028,3.0884907999999998,2.34566,1.9831999999999999,1.5455999999999999,1.1136,1.0832,0.9353759999999999,85.3800296
2025-04-25,50.2912,17.3608,5.2337028,3.293432,2.44246,1.9831999999999999,1.5464,1.1136,1.0832,0.9353759999999999,85.2833708
2025-04-28,50.2296,17.2336,5.2489028,3.293432,2.44886,1.9831999999999999,1.5408,1.1136,1.0832,0.9353759999999999,85.11057079999999
2025-04-29,50.087199999999996,17.3136,5.2769028,3.293432,2.4448600000000003,1.9848000000000001,1.5408,1.1136,1.0832,0.9353759999999999,85.0737708
2025-04-30,50.084799999999994,17.366400000000002,5.2105027999999995,3.293432,2.4448600000000003,1.9831999999999999,1.5408,1.1136,1.0832,0.9353759999999999,85.0561708
2025-05-02,50.096799999999995,17.3608,5.2073028,3.2851388000000004,2.4448600000000003,1.9831999999999999,1.5408,1.1136,1.0832,0.9353759999999999,85.0510776
