date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,DBS BANK LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-05-16,2.2103542791740196,9.443439312945983,5.12459832812683,0.7059029687419108,0.0,0.0,0.0,0.0,17.484294888988742
2024-05-21,2.2103542791740196,9.443439312945983,5.118350722728322,0.7059029687419108,0.0,0.0,0.0,0.0,17.478047283590232
2024-05-24,2.2048416861753353,9.442336794346247,5.118350722728322,0.7059029687419108,0.0,0.0,0.0,0.0,17.471432171991815
2024-05-31,2.198226574576914,9.441969288146336,5.118350722728322,0.7059029687419108,0.0,0.0,0.19698332315298286,0.0,17.661432877346463
2024-06-03,2.187201388579546,9.441969288146336,5.118350722728322,0.7059029687419108,0.0,0.0,0.19698332315298286,0.0,17.650407691349095
2024-06-04,2.1688260785839315,9.441969288146336,5.118350722728322,0.7059029687419108,0.0,0.0,0.19698332315298286,0.0,17.63203238135348
2024-06-06,2.1688260785839315,9.44454183154572,5.118350722728322,0.7059029687419108,0.0,0.0,0.19698332315298286,0.0,17.634604924752868
2024-06-07,2.1504507685883176,9.450054424544405,5.118350722728322,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.740079204127692
2024-06-11,2.139425582590949,9.450789436944229,5.122025784727445,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.733464092529267
2024-06-12,2.1137001485970894,9.476514870938088,5.122025784727445,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.733464092529267
2024-06-13,2.0876072084033175,9.494890180933703,5.122025784727445,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.725746462331113
2024-06-14,2.058206712410335,9.524290676926684,5.122025784727445,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.725746462331113
2024-06-17,2.039831402414721,9.526128207926247,5.122025784727445,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.70920868333506
2024-06-18,2.022191104818931,9.536050875323879,5.122025784727445,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.701491053136902
2024-07-04,2.2048416861753353,9.536050875323879,5.12129077232762,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.88340662209348
2024-07-16,2.2048416861753353,9.551853641920106,5.12129077232762,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,17.89920938868971
2024-07-22,69.30302114755995,9.551853641920106,5.12129077232762,0.7059029687419108,0.0,0.0,0.19698332315298286,0.11833699637175461,84.99738885007432
2024-07-31,69.16823232650366,9.534438933778489,5.111953759068012,0.7046159835516237,0.0,0.0,0.1969910241021526,0.11812124722698908,84.8343532742309
2024-08-02,69.15869458604432,9.566353680700066,5.111953759068012,0.7046159835516237,0.0,0.0,0.1969910241021526,0.11812124722698908,84.85673028069317
2024-08-05,69.15869458604432,9.566353680700066,5.111953759068012,0.6532589195398892,0.0,0.0,0.1969910241021526,0.11812124722698908,84.80537321668143
2024-08-07,69.15172469878559,9.581760799903586,5.111953759068012,0.6448216875951043,0.0,0.0,0.1969910241021526,0.11812124722698908,84.80537321668143
2024-08-08,69.07835746448312,9.64045458734557,5.111953759068012,0.6448216875951043,0.0,0.0,0.1969910241021526,0.11812124722698908,84.79069976982095
2024-08-19,69.05341260482028,9.722625889764345,5.111953759068012,0.6448216875951043,0.0,0.0,0.1969910241021526,0.11812124722698908,84.84792621257688
2024-08-21,69.0512115877912,9.722992725935855,5.111953759068012,0.6448216875951043,0.0,0.0,0.1969910241021526,0.11812124722698908,84.84609203171931
2024-08-22,68.99435198120678,9.802596175154045,5.111953759068012,0.6448216875951043,0.0,0.0,0.1969910241021526,0.11812124722698908,84.86883587435308
2024-08-23,68.99435198120678,9.802596175154045,5.111586922896499,0.6448216875951043,0.0,0.0,0.19882520495971456,0.11812124722698908,84.87030321903913
2024-08-26,68.99435198120678,9.804063519840094,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.19882520495971456,0.11812124722698908,85.08453554320236
2024-08-27,68.99435198120678,9.809199226241267,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.19882520495971456,0.11812124722698908,85.08967124960354
2024-08-29,68.99435198120678,9.89687307123273,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.19882520495971456,0.11812124722698908,85.177345094595
2024-08-30,68.99435198120678,9.89687307123273,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.20175989433181366,0.11812124722698908,85.1802797839671
2024-09-03,68.99435198120678,9.897239907404241,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.20175989433181366,0.11812124722698908,85.18064662013862
2024-09-04,68.99435198120678,9.904943467006001,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.20175989433181366,0.11812124722698908,85.18835017974037
2024-09-23,68.99435198120678,9.919616913866497,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.20175989433181366,0.11812124722698908,85.20302362660087
2024-09-24,68.99435198120678,9.919616913866497,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.2032272390178632,0.11812124722698908,85.20449097128692
2024-10-03,68.99435198120678,9.919616913866497,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.2057950922184499,0.11812124722698908,85.2070588244875
2024-10-08,68.99435198120678,9.925486292610694,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.2057950922184499,0.11812124722698908,85.2129282032317
2024-10-14,68.99435198120678,9.925486292610694,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.21439554791776
2024-10-17,68.99435198120678,9.925853128782206,5.111586922896499,0.6448216875951043,0.0,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.21476238408925
2024-10-21,68.99435198120678,9.925853128782206,5.111586922896499,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.4737076355258
2024-10-25,68.99435198120678,9.92658680112523,5.111586922896499,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.47444130786882
2024-11-07,68.99435198120678,9.941260247985726,5.111586922896499,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.48911475472933
2024-12-06,68.99435198120678,9.941993920328752,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.4902611177653
2024-12-10,68.99435198120678,9.96033572890437,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.50860292634091
2024-12-12,68.99435198120678,9.96767245233462,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.11812124722698908,85.51593964977117
2024-12-13,68.99435198120678,9.96767245233462,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.17681503466897122,85.57463343721314
2024-12-16,68.99435198120678,9.985280588567214,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.17681503466897122,85.59224157344573
2025-01-03,68.99435198120678,9.9878484417678,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.17681503466897122,85.59480942664632
2025-01-06,68.99435198120678,9.989682622625363,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.17681503466897122,85.59664360750389
2025-03-07,68.99435198120678,9.989682622625363,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.59187473727422
2025-03-10,68.99068361949165,9.989682622625363,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.58820637555911
2025-03-11,68.99068361949165,9.992617311997462,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.5911410649312
2025-03-12,68.99233438226345,9.992617311997462,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.59279182770301
2025-03-13,68.99967110569371,9.992617311997462,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.60012855113325
2025-04-02,68.9980203429219,9.992617311997462,5.11199961358945,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.59847778836145
2025-04-14,68.9980203429219,9.992617311997462,5.120070009362722,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.60654818413472
2025-04-28,68.9980203429219,9.979778045994529,5.132909275365657,0.6448216875951043,0.2589452514365369,0.2127649794771853,0.2072624369044995,0.1720461644393102,85.60654818413472
