date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,DEUTSCHE BANK AG,DBS VICKERS (HONG KONG) LTD,DBS BANK LTD,IFAST SECURITIES (HK) LTD
2024-03-26,61.76430636554653,3.7639052290515687,34.25253487320739,0.0,0.07631659157236056,0.04877344415359469,0.0,0.0,0.0,0.09416349646856043
2024-03-27,61.5070217309656,3.7223646178614613,34.07989709159678,0.0,0.0832215872455319,0.5138060736458323,0.0,0.0,0.0,0.09368889868479913
2024-03-28,78.7074279405799,2.4775512337047627,18.44426275020631,0.0,0.04015944351291703,0.27989358850740886,0.0,0.0,0.0,0.0507050434887017
2024-04-02,78.70701509479129,2.584647709570084,18.44416600411258,0.0,0.03285075113777674,0.18061566286383635,0.0,0.0,0.0,0.05070477752443106
2024-04-03,78.6382679244462,2.7036608611050523,18.42805582358254,0.0,0.03282205742881429,0.14653284434105635,0.0,0.0,0.0,0.05066048909634643
2024-04-05,78.90595902703531,2.500044781542213,18.43440994686357,0.0,0.03376968757054142,0.07512706736384268,0.0,0.0,0.0,0.05068948962451869
2024-04-08,78.86136820847737,2.631201349653147,18.42285789452794,0.0,0.0336786528351607,0.0002361698061884713,0.0,0.0,0.0,0.05065772470018986
2024-04-09,78.97128023831,2.633520341734652,18.08686929002727,0.19842039783248872,0.05899126502708382,0.00023628383356426815,0.0,0.0,0.0,0.05068218323493917
2024-04-10,78.80132925332433,2.8651266688831867,18.047937262136013,0.19692045040630873,0.03362238516460944,0.004490890367007378,0.0,0.0,0.0,0.050573089718551546
2024-04-11,78.69255922866593,3.2491764499247093,17.705621140125483,0.19664863973446614,0.09264740252244605,0.0128438556970591,0.0,0.0,0.0,0.0505032833299048
2024-04-12,78.6941265719417,3.3059529376412,17.705621140125483,0.19664863973446614,0.035870914805955625,0.01301800494992084,0.0,0.0,0.0,0.04876179080128739
2024-04-15,78.69061372123039,3.30567661070746,17.704141221901633,0.19663220292587663,0.03586791654793873,0.01831061162283765,0.0,0.0,0.0,0.04875771506385558
2024-04-16,78.53643956701166,3.4665597992176984,17.669102580022624,0.19624304395714467,0.03350672414260898,0.04948706801377693,0.0,0.0,0.0,0.04866121763449437
2024-04-17,74.57307549941547,7.411871945391993,17.669102580022624,0.19624304395714467,0.07519409412982839,0.0258516194484511,0.0,0.0,0.0,0.04866121763449437
2024-04-18,74.57446581991931,7.45134627271722,17.669102580022624,0.19624304395714467,0.03485081648969891,0.025330249259510083,0.0,0.0,0.0,0.04866121763449437
2024-04-19,74.60888663370639,7.425842396454876,17.678057787205688,0.19633362248424224,0.031772011387779915,0.0104238709091914,0.0,0.0,0.0,0.04868367785184134
2024-04-22,75.11756367807479,7.476207447976536,17.085489075004638,0.19766504173943555,0.037308971167178115,0.03675196409062552,0.0,0.0,0.0,0.049013821946802816
2024-04-23,74.4051565285462,7.476207447976536,17.085489075004638,0.19766504173943555,0.037308971167178115,0.7491591136191997,0.0,0.0,0.0,0.049013821946802816
2024-04-24,74.39808453423674,7.493257256039461,17.085489075004638,0.2047370360489028,0.032757687700689285,0.736660589022765,0.0,0.0,0.0,0.049013821946802816
2024-04-25,75.35863866285558,6.101648881589675,17.30673145901087,0.4096835359367219,0.03241409284837134,0.7412348589868514,0.0,0.0,0.0,0.049648508771930444
2024-04-26,75.35746968743263,6.10069105010956,17.306730538382265,0.4096835141436767,0.03244955434277416,0.7433271494582208,0.0,0.0,0.0,0.04964850613088656
2024-04-29,75.35580078836225,5.884083838297355,17.52362358373691,0.4096835141436767,0.03241409112410924,0.7447456782048175,0.0,0.0,0.0,0.04964850613088656
2024-04-30,75.35580078836225,5.924597019300158,17.52362358373691,0.4096835141436767,0.03241409112410924,0.7042324972020142,0.0,0.0,0.0,0.04964850613088656
2024-05-03,75.35580078836225,5.919206610063091,17.862439174861546,0.4096835141436767,0.03759172104918741,0.36541690607737826,0.0,0.0,0.0,0.049861285442876074
2024-05-06,75.32707558124366,5.919206610063091,17.862439174861546,0.4096835141436767,0.042698424536935745,0.38903540970821426,0.0,0.0,0.0,0.049861285442876074
2024-05-08,75.32707558124366,6.129929055370039,17.860134065648325,0.4096835141436767,0.04291120384892526,0.18040529430249597,0.0,0.0,0.0,0.049861285442876074
2024-05-09,75.32707558124366,7.75725246670712,16.224286715072942,0.4096835141436767,0.05143514308722519,0.18040529430249597,0.0,0.0,0.0,0.049861285442876074
2024-05-10,75.33597219590787,7.918908356054079,15.91291930131719,0.40973190041556484,0.03533759639034862,0.33726347553187463,0.0,0.0,0.0,0.049867174383072206
2024-05-13,75.33586579368657,7.918908356054079,15.91291930131719,0.40973190041556484,0.03533759639034862,0.3373698777531757,0.0,0.0,0.0,0.049867174383072206
2024-05-14,75.33668154404988,8.078724492448194,15.91291930131719,0.40973190041556484,0.03533759639034862,0.17673799099575457,0.0,0.0,0.0,0.049867174383072206
2024-05-16,75.33668154404988,8.06240948518204,15.932142635965574,0.40973190041556484,0.032429269008121084,0.17673799099575457,0.0,0.0,0.0,0.049867174383072206
2024-05-17,75.318270136598,8.0607486026611,15.92880940991458,0.40964617879760085,0.03242248435355563,0.20024644619923393,0.0,0.0,0.0,0.04985674147592713
2024-05-20,75.31185202678506,8.173871882761437,15.93215032094561,0.4097320980526026,0.03675631040401599,0.08577016261441592,0.0,0.0,0.0,0.04986719843685131
2024-05-21,75.31185202678506,8.173871882761437,15.93215032094561,0.4097320980526026,0.03704004979768229,0.11276087243692222,0.0,0.0,0.0,0.02259274922067872
2024-05-22,75.31211913947283,8.338327371267734,15.767885669217604,0.4097335512719701,0.036580167046131026,0.11276127237211035,0.0,0.0,0.0,0.02259282935162499
2024-05-23,79.24920970041704,4.34575214258061,15.654879514656805,0.5728495190089301,0.042925084870622125,0.11195312865256071,0.0,0.0,0.0,0.022430909813442406
2024-05-24,79.20455687364236,4.398075560701989,15.646058800535002,0.5725267479625442,0.034726148376907844,0.12163759762413626,0.0,0.0,0.0,0.022418271157055997
2024-05-28,79.20860412824685,4.398075560701989,15.644123157028506,0.5725267479625442,0.036661791883404043,0.11759034301964422,0.0,0.0,0.0,0.022418271157055997
2024-05-29,79.20860412824685,4.398075560701989,15.645178962577505,0.5725267479625442,0.036661791883404043,0.11653453747064628,0.0,0.0,0.0,0.022418271157055997
2024-05-30,79.20623454865972,4.398087174563028,15.643595254254006,0.5725267479625442,0.036661791883404043,0.12047621152023855,0.0,0.0,0.0,0.022418271157055997
2024-05-31,79.20623454865972,4.141139297455234,15.642609835741608,0.5725267479625442,0.036661791883404043,0.3784095071404323,0.0,0.0,0.0,0.022418271157055997
2024-06-04,79.20384409740792,4.345446959524658,15.43623303438602,0.5725266734104009,0.03872835023492445,0.3808026167982273,0.0,0.0,0.0,0.022418268237838386
2024-06-05,79.34868425406465,4.368785381428914,15.2770856343344,0.5666239294358512,0.039687457441276365,0.3769462071665495,0.0,0.0,0.0,0.022187136128355198
2024-06-06,80.59250038813317,4.000248957401255,14.664449003384531,0.5460169481141636,0.04080939313219259,0.13453195055339598,0.0,0.0,0.0,0.021443359281283464
2024-06-07,85.06852033945975,4.21891861172138,9.88963907801173,0.5763421364598686,0.046575731173039335,0.17736980300509167,0.0,0.0,0.0,0.022634300169135868
2024-06-11,84.80624765479568,4.525455875495191,9.82358521302914,0.5745473155216024,0.03817092102020491,0.2094292067741828,0.0,0.0,0.0,0.022563813363995957
2024-06-12,84.80927431158054,4.555258637995778,9.793480077356818,0.5745475180838363,0.038443110572395175,0.2064325230915415,0.0,0.0,0.0,0.02256382131908741
2024-06-13,84.80942381350907,5.102050720393749,9.166445173577596,0.574548530897148,0.04407427192440215,0.2808936286034085,0.0,0.0,0.0,0.022563861094628816
2024-06-14,84.58853338039798,7.446546869144502,7.028209915765049,0.5730626722484546,0.0592513760799435,0.28189027840473785,0.0,0.0,0.0,0.022505507959336625
2024-06-17,84.58868210784004,7.467547440023859,7.028222273086322,0.573063679833549,0.038264002239583296,0.2847039674783585,0.0,0.0,0.0,0.019516529498284883
2024-06-18,84.40169944084708,7.451040480683223,7.422399512316182,0.5717969267344114,0.03817941994074265,0.09541083112667095,0.0,0.0,0.0,0.019473388351678726
2024-06-19,84.39990391742793,7.448570526130677,7.43617494803422,0.5717958634108906,0.03979335650627151,0.08428803635138012,0.0,0.0,0.0,0.01947335213862669
2024-06-20,84.36716407249276,7.4599654231766594,7.428024768619529,0.5717356817338062,0.034626992642233304,0.1190117587722428,0.0,0.0,0.0,0.01947130256278127
2024-06-21,84.36716407249276,7.4956112385692055,7.428024768619529,0.5717356817338062,0.034626992642233304,0.08336594337969748,0.0,0.0,0.0,0.01947130256278127
2024-06-24,83.48167441950802,8.261933007036225,7.428103366583841,0.5717417314256298,0.15342847096059906,0.08364749589172218,0.0,0.0,0.0,0.019471508593966083
2024-06-25,82.29918463312447,8.058630821409023,7.3151810614643695,0.5630500922467755,0.1421820284659325,1.6025958612971607,0.0,0.0,0.0,0.01917550199227074
2024-06-26,82.40864047152358,8.19391070567136,7.179901177202034,0.5630500922467755,0.03272619006680873,1.6025958612971607,0.0,0.0,0.0,0.01917550199227074
2024-06-27,82.41175956462484,8.789799037190404,6.574701866272147,0.5630442562163664,0.04118647834869696,1.6003334941099012,0.0,0.0,0.0,0.019175303237640773
2024-06-28,82.41175956462484,8.875137774121885,6.574701866272147,0.5630442562163664,0.04118647834869696,1.514994757178419,0.0,0.0,0.0,0.019175303237640773
2024-07-02,82.41204429902842,8.939189986855613,6.5747245820086455,0.5630462015463936,0.04118662064886638,1.4506329404233327,0.0,0.0,0.0,0.019175369488726293
2024-07-03,82.41366815914729,7.567028186414595,7.948544792783823,0.5630462015463936,0.03272181790159081,1.4558154727175832,0.0,0.0,0.0,0.019175369488726293
2024-07-04,82.41950714553215,5.5248686109728915,10.010363440728382,0.5630462015463936,0.03272181790159081,1.4287972043568913,0.0,0.0,0.0,0.020695578961706398
2024-07-05,82.41366815914729,5.603677652060792,10.154126886570888,0.5630462015463936,0.03272181790159081,1.2120637038113418,0.0,0.0,0.0,0.020695578961706398
2024-07-08,80.83244358000114,6.889366897738772,10.175220249588728,0.56421582824672,0.6032652750813645,0.9147495990574815,0.0,0.0,0.0,0.0207385702858035
2024-07-09,80.83213342262266,6.883825447590275,10.169109761607576,0.5642168049620677,0.6088196957430431,0.9211562612879775,0.0,0.0,0.0,0.020738606186391315
2024-07-10,80.83213342262266,7.458475260212122,10.169109761607576,0.5642168049620677,0.03416988312119707,0.9211562612879775,0.0,0.0,0.0,0.020738606186391315
2024-07-11,80.8374998399163,7.458479068637297,10.169109761607576,0.5642168049620677,0.03416607469602094,0.9157898439943369,0.0,0.0,0.0,0.020738606186391315
2024-07-12,80.83978489502199,7.458479068637297,10.169109761607576,0.5642168049620677,0.03416607469602094,0.9135047888886577,0.0,0.0,0.0,0.020738606186391315
2024-07-15,80.83909390663831,7.528186281421497,10.169127365407883,0.5642177816807971,0.034823953873908575,0.8438120688905006,0.0,0.0,0.0,0.020738642087103427
2024-07-18,80.6519650855773,7.6500981694750765,10.155669213947624,0.5643125961418369,0.03607329468515231,0.9211395130430027,0.0,0.0,0.0,0.02074212713000003
2024-07-19,80.63856182440115,7.665445468855994,10.153981479659329,0.5642188150528943,0.03606729979352584,0.9209864321669212,0.0,0.0,0.0,0.020738680070192157
2024-07-22,81.28354569824575,7.726976146365478,10.23548768336277,0.5687478102815282,0.03736891511290449,0.12696859677947336,0.0,0.0,0.0,0.020905149852092752
2024-07-23,82.32660981311784,6.539679137527905,10.366833699447808,0.5760462176802293,0.031197734432041904,0.13845998440314763,0.0,0.0,0.0,0.021173413391034457
2024-07-24,82.32784699086189,6.197228337974748,10.366833699447808,0.5760462176802293,0.0312330823675862,0.47963825827671114,0.0,0.0,0.0,0.021173413391034457
2024-07-25,82.34012370504165,6.194805579512361,10.353000954999706,0.5761321175917087,0.03458462791031088,0.4801764441775183,0.0,0.0,0.0,0.02117657076674526
2024-07-26,82.33934593449595,6.194805579512361,10.353000954999706,0.5761321175917087,0.03458462791031088,0.48095421472320843,0.0,0.0,0.0,0.02117657076674526
2024-07-30,82.33965997763143,5.862651840118955,10.22797393679953,0.576131099187619,0.03458456677654412,0.9376099272873148,0.0,0.0,0.0,0.021388652198606906
2024-07-31,79.90338861261023,6.552112636063197,11.742366646375133,0.661435260281573,0.039705289229872716,1.0764360180735737,0.0,0.0,0.0,0.024555537366418943
2024-08-01,79.91701495311459,6.532369043110942,11.743939621365323,0.6615238643214045,0.03589485644519393,1.0523461325265004,0.0,0.0,0.0,0.05691152911605398
2024-08-02,79.90611633233397,6.238720081164742,11.7423380507301,0.6614336495187271,0.03588996131205364,1.358598157089897,0.0,0.0,0.0,0.05690376785051817
2024-08-05,79.90611633233397,6.125724296788249,11.7423380507301,0.6614336495187271,0.03588996131205364,1.4715939414663897,0.0,0.0,0.0,0.05690376785051817
2024-08-06,79.91377100525058,6.126311115645447,11.74346291777633,0.6614970121056666,0.035893399420767254,1.4621553308068969,0.0,0.0,0.0,0.05690921899431806
2024-08-07,78.65534325931843,6.4807229953766265,12.502535589426639,0.7044325299748307,0.03822311771731676,1.5581395056307041,0.0,0.0,0.0,0.060603002555445346
2024-08-08,77.18665895549027,6.947980108457094,13.331019195679616,0.7552217876781498,0.04097898672302333,1.6731685151251694,0.0,0.0,0.0,0.0649724508466726
2024-08-15,73.80596974599833,10.3226859818642,13.331179206578977,0.7552308525302582,0.04097947858973091,1.6789815037339635,0.0,0.0,0.0,0.06497323070454701
2024-08-16,79.00810806391533,11.340080186325858,6.72770680014298,0.86854236249091,0.047127859023138284,1.9337132001004786,0.0,0.0,0.0,0.07472152800131168
2024-08-19,79.03598665193658,11.340048879256388,6.727688226660191,0.8685399646669411,0.04712772891513797,1.9058872268505322,0.0,0.0,0.0,0.07472132171422821
2024-08-20,79.04716821216782,16.128608270215928,1.934116519611611,0.8685205233398335,0.05130820302260274,1.895558622483897,0.0,0.0,0.0,0.07471964915831086
2024-08-21,78.8683633456014,16.121040374224144,1.934116519611611,0.8685205233398335,0.05088184268503748,2.0823577453796744,0.0,0.0,0.0,0.07471964915831086
2024-08-22,78.82945796479856,16.121040374224144,1.934116519611611,0.8685205233398335,0.05088184268503748,2.1212631261825035,0.0,0.0,0.0,0.07471964915831086
2024-08-23,79.41570342895079,16.11837562211436,1.934116519611611,0.8685205233398335,0.05088184268503748,1.5376824141400616,0.0,0.0,0.0,0.07471964915831086
2024-08-26,79.39316343501295,16.136025391566346,1.936234394977264,0.8694715612955586,0.05093755877043823,1.5393661905165537,0.0,0.0,0.0,0.07480146786089575
2024-08-27,79.85480079501174,16.127122408757245,1.9360815161083844,0.869402910604734,0.05125363203273472,1.0684044517400764,0.018138723968617085,0.0,0.0,0.07479556177647398
2024-08-28,79.82563075222122,16.045847900947898,1.9435526474634424,0.8692368949688452,0.04713674189498013,1.175678522897129,0.01813526031355321,0.0,0.0,0.0747812792929459
2024-08-29,80.40533378986291,16.035769325834654,1.9435723444227857,0.8692457042613553,0.04852404768156029,0.6035705158366245,0.019202234935322634,0.0,0.0,0.07478203716478425
2024-08-30,80.40389362224276,16.035769325834654,1.9435723444227857,0.8692457042613553,0.04852404768156029,0.6050106834567738,0.019202234935322634,0.0,0.0,0.07478203716478425
2024-09-02,80.69445203258124,16.035444303000922,1.9435329509033286,0.8692280858548873,0.04852306416632251,0.31483719632420987,0.01920184573261674,0.0,0.0,0.07478052143646853
2024-09-03,81.21840332240379,15.756220816354668,1.9412803935711695,0.8682206493217424,0.047081633202462995,0.07667787282206223,0.017261631690578476,0.0,0.0,0.07485368063352703
2024-09-04,81.15186467644898,15.71875127043867,1.9396899883979222,0.867509354540847,0.047043061302567385,0.18310180254848804,0.01724748999913076,0.0,0.0,0.0747923563233911
2024-09-05,81.44255521849715,15.568196870816392,1.9397416175246955,0.8695021184128026,0.04704431345739126,0.04091756512555408,0.017247949079114165,0.0,0.0,0.07479434708689939
2024-09-09,81.42555815143507,15.585114370335068,1.9397932493999883,0.8695252627452946,0.04704556567887464,0.04091865426577809,0.017248408183537074,0.0,0.0,0.07479633795638763
2024-09-10,79.03332203166606,15.582679202094837,1.9397419376338547,0.8695022619038684,0.0470443212209591,2.435667934124961,0.017247951925486293,0.0,0.0,0.07479435942996371
2024-09-11,79.03865059130615,15.571949421821385,1.9397316115852172,0.8694976331836903,0.04704407078457907,2.4410848499428184,0.017247860107504207,0.0,0.0,0.07479396126865251
2024-09-13,79.03865059130615,15.561302594594531,1.9397316115852172,0.8694976331836903,0.04704407078457907,2.4517316771696733,0.017247860107504207,0.0,0.0,0.07479396126865251
2024-09-16,78.39085671154791,16.036959087148254,1.9991726707661477,0.8962162719166389,0.04848967970155571,2.53343542072007,0.01777786654517726,0.0,0.0,0.0770922916542409
2024-09-17,78.39294176996988,16.036959087148254,1.9991726707661477,0.8962162719166389,0.04848967970155571,2.5313503622981055,0.01777786654517726,0.0,0.0,0.0770922916542409
2024-09-19,78.3931568414329,15.956058151122047,1.999178155507266,0.9694522190816401,0.05620125785335294,2.531082956526577,0.017777915318851027,0.0,0.0,0.07709250315736325
2024-09-20,78.3926393814889,15.551838788645428,1.9991649592710374,0.9694458198918229,0.05625575662519408,2.9357855018249595,0.017777797969844605,0.0,0.0,0.07709199428281381
2024-09-23,78.3926393814889,15.544047284596916,1.9991649592710374,0.9694458198918229,0.05307331130960461,2.9467594511890614,0.017777797969844605,0.0,0.0,0.07709199428281381
2024-09-24,78.76297895630663,13.902791870949141,3.2465428037628787,0.9743106963842183,0.04876260115726502,2.9692672032552725,0.017867010579415407,0.0,0.0,0.07747885760518101
2024-09-25,79.33417928851418,13.898262322912853,3.245485075810248,0.9739932646667254,0.048746714237115,2.3722653037358943,0.017861189483664597,0.0,0.03175322574873707,0.0774536148905826
2024-09-26,80.9848080003751,13.082112268177962,3.2448715158752672,0.9738091309455155,0.04873749865604801,1.5386175780966385,0.017857812820391693,0.0,0.03174722279180745,0.07743897226126643
2024-09-27,80.94599315460181,13.092975281268018,3.274111767829599,0.9733423983303059,0.04871413947868599,1.5378801409714236,0.01784925382929711,0.0,0.0317320068076393,0.0774018568832174
2024-09-30,76.53026732149313,17.452082342700397,3.276106089876906,0.9739352791915038,0.09621922462544491,1.5443292768264594,0.017860126140007305,0.0,0.03175133536001299,0.07744900378614278
2024-10-02,77.63666255680718,16.740793281277497,3.886248220096887,0.9674795382567578,0.04837964441314548,0.5939994817550105,0.0177417400933313,0.0,0.03154087127703342,0.07715466602315987
2024-10-03,75.46334893170818,17.068860544277566,3.8862503481476156,3.149926114647198,0.04837967090510681,0.2567970436856584,0.017741749808439754,0.0,0.031540888548337344,0.0771547082718877
2024-10-04,81.40939308128591,13.298056556421495,3.899282111670536,0.9674662940163739,0.04843209709978376,0.2507700398438435,0.017741497219077806,0.0,0.031540439500582766,0.07731788294240081
2024-10-07,81.40944398009732,13.29802014796664,3.899271435912305,0.9674636452118105,0.04843196449861656,0.2507693532660991,0.01774144864502506,0.0,0.03154035314671122,0.07731767125547959
2024-10-08,81.41836052122045,13.299476641681727,3.8996985118436562,0.9675696087088684,0.048437269111718105,0.2398441083119505,0.017743391814621774,0.0,0.03154380767043871,0.07732613963656156
2024-10-09,81.41178889462245,13.487479925939741,3.8996985118436562,0.9675696087088684,0.05960903432833182,0.046693049885496794,0.017743391814621774,0.0,0.032091443220272714,0.07732613963656156
2024-10-10,86.92832701487335,8.251114517423835,3.693347417308082,0.9163710231797425,0.0458742290543492,0.044533499110139124,0.016804506844257803,0.0,0.03039333645288602,0.07323445575337043
2024-10-14,86.7355874603798,8.447880531684273,3.684593447765119,0.9141990412022617,0.04576549798776534,0.051723684824427754,0.016764676813535603,0.0,0.03032129818744402,0.07316436115536834
2024-10-15,86.7445642788086,8.267584461433845,3.6849747898109046,1.095497689021798,0.045736598230502905,0.04137940106474892,0.016766411896725546,0.0,0.030324436331732006,0.07317193340114174
2024-10-16,86.76727926679555,8.247093716606404,3.684975476297756,1.1006923768704884,0.04573660675093388,0.03390800445057242,0.016766415020199106,0.0,0.030324441980977394,0.07322369522710412
2024-10-17,86.77442135405407,8.230494684961196,3.685004080143941,1.1007009207632894,0.045736961771712964,0.043326512161124514,0.016766545165965173,0.0,0.030324677368072817,0.07322426361061951
2024-10-18,86.7746009726055,8.116090163773624,3.6850117079112543,1.1007031991571046,0.046358040884549485,0.15645444214672727,0.016766579871844028,0.0,0.030790478468355538,0.07322441518104722
2024-10-21,87.14448810508193,8.118987882843614,3.426202589800173,1.100682124374209,0.046150162433223396,0.04260647908165736,0.01676625884794678,0.0,0.030789888933729432,0.07332650860352034
2024-10-22,86.22855958275363,8.039306990451255,4.410594536174655,1.0937768693561545,0.04555209571445454,0.008502804179566122,0.016661073808161012,0.0,0.03059672504893766,0.12644932251317262
2024-10-23,86.22017762278226,8.00273079113561,4.410594536174655,1.0937768693561545,0.049268955019559094,0.04974410416149554,0.016661073808161012,0.0,0.03059672504893766,0.12644932251317262
2024-10-24,86.22785723548824,7.9759889440516405,4.41093477186816,1.0834729830159084,0.04557000919777648,0.055044925962736066,0.043918687132411455,0.0,0.030753366399510595,0.12645907688360628
2024-10-25,86.28576407589938,7.951406821745676,4.41093477186816,1.0834729830159084,0.04557000919777648,0.02172020785758077,0.043918687132411455,0.0,0.030753366399510595,0.12645907688360628
2024-10-28,80.72823512912257,12.93812119039896,4.795673287738133,1.1779776195680836,0.09656849416772155,0.044749726023597496,0.047749442149250025,0.0,0.033435792043620044,0.13748931878806303
2024-10-29,80.7278437402525,12.96996458886833,4.795673287738133,1.1779776195680836,0.05354255655332941,0.05632365403869674,0.047749442149250025,0.0,0.033435792043620044,0.13748931878806303
2024-10-30,80.7278437402525,12.962416374945438,4.795673287738133,1.1779776195680836,0.0499082313311968,0.06750619318372017,0.047749442149250025,0.0,0.033435792043620044,0.13748931878806303
2024-10-31,80.72567924562303,12.963111138398336,4.6390062065905315,1.1779492987701734,0.04990703144343143,0.225677783541182,0.04774829416283757,0.0,0.03343498818428205,0.13748601328620327
2024-11-01,80.72567924562303,12.76004110982758,4.834695936766095,1.1779492987701734,0.049515651983080305,0.23328172734228964,0.04774829416283757,0.0,0.03343498818428205,0.13765374734063948
2024-11-04,80.69486393233704,12.481476863517779,4.916685407052269,1.177499641647238,0.5105893206254806,0.00013134151999372556,0.04773006726580495,0.0,0.03342222508776506,0.137601200946618
2024-11-05,80.67753954160504,12.76408928180009,4.916685022341275,1.2117070265432974,0.056446668575980984,0.15477898295070394,0.047730063531117826,0.0,0.03342222247260944,0.13760119017987366
2024-11-06,72.04616541738656,15.730033557719134,6.086585387276858,1.5067489714798514,4.359360934251794,0.00030097105508779774,0.059087191044822816,0.0,0.041374871481035184,0.1703426983048639
2024-11-07,72.04011795178214,19.984172097264775,5.809376197974379,1.506631178104198,0.10884061307757029,0.2800783717169764,0.05908257177524123,0.0,0.04137163691053192,0.17032938139419665
2024-11-08,72.03807457961365,20.02929471571681,5.8092114187100385,1.5065884434682062,0.06633041242872216,0.2797245205870668,0.059080895935636306,0.0,0.041370463430340176,0.1703245501095276
2024-11-11,71.7162610580004,20.386170026397515,5.783348912033345,1.499881138316128,0.0700772894345779,0.2784791919598425,0.05502983278121216,0.0,0.041186282857528,0.16956626821945472
2024-11-12,72.04236204316454,20.098073466423408,5.8096463758154675,1.5067012473070085,0.07039593785245578,0.20721373773254026,0.05528005891429037,0.0,0.04137356098966914,0.16895357180062215
2024-11-13,72.02313617507482,5.462488430345783,5.798703465535315,1.5063208546969848,14.70310250826555,0.24824786223072293,0.04772667175792667,0.0,0.04136311552353645,0.16891091656935786
2024-11-14,72.0230394180303,5.462507322178677,5.798723520156623,1.5063260642571028,14.689319492707439,0.2650568676673638,0.04475255568392077,0.0,0.04136325857648318,0.16891150074209352
2024-11-15,72.19448041638124,19.672940657275255,5.800930375686933,1.506899335942466,0.20977284942349886,0.35985199298945625,0.0447695874366269,0.0,0.0413790004437448,0.16897578442077726
2024-11-18,71.93751158269764,19.801336280885053,6.073514581888964,1.505858389386485,0.06764250468488808,0.3591885247698917,0.04473866118512271,0.0,0.041350416365847575,0.16885905813612004
2024-11-19,76.9212413583785,11.106289852321362,6.768888587342935,1.6782684109243713,0.06845125699913968,3.173801566246264,0.04878201105620776,0.0,0.04608474346226262,0.1881922132689721
2024-11-20,71.33712702322985,17.256115632192216,6.470840548452124,1.690620954207922,0.13562544630641193,2.8245280315516355,0.04914106083579489,0.0,0.04642394056841287,0.18957736265562578
2024-11-21,73.22904546937886,16.760163769361398,6.47209162770417,1.6909478206765125,0.07491461856353204,1.4876392005251922,0.049150561821203954,0.0,0.04643291622287514,0.189614015746256
2024-11-22,69.9791183989059,18.818804406377023,7.228600284984192,1.88534190662062,0.07686076868404462,1.6932899772375043,0.05480098960025258,0.0,0.05177091908523072,0.21141234850523982
2024-11-25,69.97942131687903,18.63335817511326,7.3795297401972535,1.8853500676829782,0.07686110139055473,1.727493965090649,0.05480122681679767,0.0,0.05177114318553713,0.2114132636439493
