date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,DBS BANK LTD,TIGER BROKERS (HK) GLOBAL LTD,UBS SECURITIES HONG KONG LTD
2024-11-27,45.31607905800321,0.0,10.15791092729945,0.0,12.11205779813378,13.293826263800115,11.079486105889188,3.7743104214376046,0.3271012065488601,3.9392282188877874
2024-11-28,45.842873572894085,0.0,9.057142383849612,0.0,13.304312850892005,13.889550090821592,10.058919092886166,3.733100473056599,0.32352973988817435,3.7905717957117604
2024-11-29,52.65742465870636,0.0,10.845868751016017,0.0,10.728622603069248,12.317063265480167,6.059272908375977,2.775356952738241,0.2558285282176455,4.360562332396343
2024-12-02,56.236675089964315,0.0,13.347025402852445,0.0,9.866301309340129,11.286326607858838,4.031169548897276,1.7689446978859917,0.18709535785419118,3.2764619853468115
2024-12-03,60.41438704875386,0.0,14.199996731271417,0.0,9.100950179025004,11.005475275659219,2.753806777999873,0.3610353422155015,0.17686849668105645,1.9874801483940663
2024-12-04,61.23884773039033,0.0,13.863829820205428,0.0,9.014404498473116,10.808028596651068,2.5795749621118187,0.35814593257553917,0.16559435592202348,1.9715741036706778
2024-12-05,60.05737464126062,0.0,15.357554958569262,0.0,9.02093873308274,10.584415113234789,2.508545023466598,0.3503764976306524,0.16501602791637177,1.9557790048389707
2024-12-06,60.52824585168687,0.0,15.083679796492142,0.0,9.010854958974289,10.587704494669891,2.515662210585921,0.35021727925681423,0.16306333337709794,1.7605720749569773
2024-12-09,61.8349398055061,0.0,14.290921620884195,0.0,8.587879871003047,10.574996265169295,2.449086569804418,0.349762102373984,0.16194917637866754,1.7504645888802868
2024-12-10,62.75285264378081,0.0,13.781416281636034,0.0,8.58365943320057,10.282247107743318,2.3455723367430945,0.3496759326429143,0.15484359871977718,1.7497326655334822
2024-12-11,62.87535472911034,0.0,13.764049558123382,0.0,8.569238308380482,10.085919694707957,2.3837464373180444,0.35451513995870326,0.15135589202811217,1.815820240372977
2024-12-12,63.38922434976107,0.0,13.742079149475591,0.0,8.797966135977497,9.969367207077719,2.414200913990184,0.3524808426211485,0.14973302091746274,1.1849483801793188
