date,THE HONGKONG AND SHANGHAI BANKING,IFAST SECURITIES (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,UBS SECURITIES HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-05-10,72.03548669249031,0.0,8.330209504769046,1.9784247573826481,5.681202882252489,0.0,7.9136990295305925,4.060977133574909,0.0
2024-05-13,72.12257100149478,0.0,8.304268393954493,1.9722637435641919,5.663511044676964,0.0,7.8890549742567675,4.048330842052815,0.0
2024-05-14,72.15147870090007,0.0,8.295657223443527,1.9702185905678378,5.657638226388485,0.0,7.880874362271351,4.04413289642872,0.0
2024-05-16,72.1803265103174,0.0,8.287063893262617,1.9681776746498716,5.651777575205105,0.0,7.872710698599486,4.039943647965526,0.0
2024-05-20,72.07673821165162,0.0,8.287063893262617,1.9681776746498716,5.651777575205105,0.0,7.9762989972652685,4.039943647965526,0.0
2024-05-23,72.07673821165162,0.0,8.3906521919284,1.9681776746498716,5.651777575205105,0.0,7.872710698599486,4.039943647965526,0.0
2024-05-30,74.89573928371813,0.0,8.70630723590868,2.0422202158304312,5.86439657766886,0.0,4.299410980695645,4.191925706178254,0.0
2024-06-03,75.00322455823553,0.0,8.59882196139129,2.0422202158304312,5.86439657766886,0.0,4.299410980695645,4.191925706178254,0.0
2024-06-04,75.1107098327529,0.0,8.59882196139129,2.0422202158304312,5.86439657766886,0.0,4.191925706178254,4.191925706178254,0.0
2024-06-05,75.2181951072703,0.0,8.59882196139129,2.0422202158304312,5.86439657766886,0.0,4.0844404316608625,4.191925706178254,0.0
2024-06-07,75.32568038178769,0.0,8.061395588804334,2.0422202158304312,5.86439657766886,0.0,4.514381529730427,4.191925706178254,0.0
2024-06-12,75.43316565630509,0.0,8.061395588804334,2.0422202158304312,5.86439657766886,0.0,4.406896255213036,4.191925706178254,0.0
2024-06-13,75.64813620533987,0.0,8.061395588804334,2.0422202158304312,5.86439657766886,0.0,4.191925706178254,4.191925706178254,0.0
2024-06-14,75.86310675437466,0.0,7.523969216217378,2.0422202158304312,5.86439657766886,0.0,4.514381529730427,4.191925706178254,0.0
2024-06-17,75.97059202889204,0.0,6.986542843630422,2.1497054903478223,5.86439657766886,0.0,4.836837353282601,4.191925706178254,0.0
2024-06-18,75.97059202889204,0.0,6.986542843630422,2.1497054903478223,5.97188185218625,0.0,4.72935207876521,4.191925706178254,0.0
2024-06-19,76.18556257792683,0.0,5.696719549421729,2.2571907648652134,5.97188185218625,0.0,5.696719549421729,4.191925706178254,0.0
2024-06-21,76.4005331269616,0.0,5.696719549421729,2.2571907648652134,5.97188185218625,0.0,5.481749000386947,4.191925706178254,0.0
2024-06-24,77.47538587213552,0.0,5.696719549421729,2.2571907648652134,5.97188185218625,0.0,4.406896255213036,4.191925706178254,0.0
2024-06-25,78.12029751923987,0.0,5.696719549421729,2.2571907648652134,5.97188185218625,0.0,3.761984608108689,4.191925706178254,0.0
2024-06-26,78.12029751923987,0.0,5.80420482393912,2.2571907648652134,5.97188185218625,0.0,3.654499333591298,4.191925706178254,0.0
2024-06-27,78.22778279375726,0.0,5.80420482393912,2.2571907648652134,5.97188185218625,0.0,3.5470140590739065,4.191925706178254,0.0
2024-06-28,79.9463948328134,0.0,5.931719319829519,2.306779735489257,6.103080100180149,0.0,1.428006502921921,4.284019508765763,0.0
2024-07-04,80.58737670839047,0.0,5.971073466318723,2.322084125790614,6.143571144234597,0.0,0.6634526073687469,4.312441947896855,0.0
2024-07-05,80.76599140032803,0.0,5.984307815062724,2.327230816968837,6.157187818608981,0.0,0.4432820603750166,4.322000088656412,0.0
2024-07-09,80.78728303223521,0.0,5.977683315621679,2.324654622741764,6.150371944739639,0.0,0.4427913567127169,4.317215727948991,0.0
2024-07-10,80.82972519218873,0.0,5.964478218609172,2.3195193072369005,6.1367853671467705,0.0,0.44181320137845714,4.307678713439957,0.0
2024-07-11,80.85087603159893,0.0,5.9578975241625844,2.3169601482854496,6.130014563749504,0.0,0.44132574253056184,4.3029259896729775,0.0
2024-07-16,80.89303800255405,0.0,5.944779602800652,2.3118587344224757,6.116517680214892,0.0,0.44035404465190015,4.2934519353560265,0.0
2024-07-17,80.89303800255405,0.0,6.054868113963627,2.3118587344224757,6.116517680214892,0.0,0.3302655334889251,4.2934519353560265,0.0
2024-07-18,80.86720154325047,0.0,6.0283221535358855,2.3017230040773375,6.089701433644614,0.0,0.43842342934806433,4.274628436143627,0.0
2024-07-22,80.90905113959491,0.0,6.015136270178048,2.296688394067982,6.0763812940198605,0.0,0.4374644560129489,4.265278446126252,0.0
2024-07-23,81.01841725359814,0.0,6.015136270178048,2.296688394067982,6.0763812940198605,0.0,0.3280983420097117,4.265278446126252,0.0
2024-07-26,81.03915399405697,0.0,6.008564936199965,2.2941793392763503,6.069743051914001,0.0,0.32773990561090716,4.260618772941793,0.0
2024-07-29,81.08049184616726,0.0,5.995465248103253,2.2891776401848785,6.056509985174849,0.0,0.3270253771692683,4.251329903200488,0.0
2024-07-31,81.10109325319047,0.0,5.988936800383292,2.286684960146348,6.049915065987195,0.0,0.32666928002090684,4.246700640271789,0.0
2024-08-07,78.74144782662133,0.0,5.633168093735917,2.150845999426441,5.690523987053956,0.0,3.789585808513253,3.994428284649105,0.0
2024-08-08,78.25161659981991,0.0,5.627404436441025,2.148645330277482,5.684701645248424,0.0,4.297290660554964,3.9903413276581814,0.0
2024-08-14,79.17246459851027,0.0,5.627404436441025,2.148645330277482,5.684701645248424,0.0,3.3764426618646146,3.9903413276581814,0.0
2024-08-15,78.76319882131456,0.0,5.627404436441025,2.148645330277482,5.684701645248424,0.0,3.7857084390603255,3.9903413276581814,0.0
2024-08-20,78.68269348705998,0.0,5.621652561429331,3.270779672104338,5.678891205691157,0.0,2.759720348338035,3.986262725377162,0.0
2024-08-26,78.76319882131456,0.0,5.627404436441025,3.274126217565687,5.684701645248424,0.0,2.660227551772121,3.9903413276581814,0.0
2024-08-27,78.87128954762002,0.0,5.598762164583249,3.2574616230302533,5.655767742986278,0.0,2.6466875687120814,3.9700313530681215,0.0
2024-08-28,76.83763735173946,0.0,5.454401205918521,3.173469792534412,5.509936927287874,0.0,5.15688841286842,3.867666309651315,0.0
2024-08-30,76.83763735173946,0.0,5.454401205918521,3.570153516601214,5.509936927287874,0.0,4.760204688801618,3.867666309651315,0.0
2024-09-09,76.88348707391425,0.0,5.4436042598677705,3.563086424640722,5.499030048695515,0.0,4.750781899520963,3.860010293360782,0.0
2024-09-11,76.78451245100756,0.0,5.4436042598677705,3.563086424640722,5.499030048695515,0.0,4.849756522427649,3.860010293360782,0.0
2024-09-16,73.10178467105139,4.7961856660950195,5.182518892637054,3.3921941842715264,5.235286357725722,0.0,4.617153195258466,3.6748770329608202,0.0
2024-09-25,73.03296744676445,4.791670589121307,5.177640125769586,3.483139720972267,5.230357916141058,0.0,4.612806657503812,3.6714175437275247,0.0
2024-09-27,74.43440216452709,4.883618291021434,5.276994224089958,3.5499779325696084,5.330723619826147,0.0,2.7824151363383414,3.741868631627425,0.0
2024-09-30,74.48336621147989,4.8742650297818555,5.266887556738744,3.5431789018060633,5.3205140482255375,0.0,2.7770861662804283,3.7347020856874726,0.0
2024-10-02,74.50777796911773,4.869601821556359,5.261848726632609,3.539789143371027,5.315423913667413,0.0,2.7744293285881025,3.7311290970667583,0.0
2024-10-07,74.43656452507025,4.960526064267008,5.2568195286066555,3.536405864699023,5.31034350926156,0.0,2.771777569628964,3.727562938466538,0.0
2024-10-08,70.92700451799031,4.708507974525067,4.98974833523851,3.356739789160452,5.040553045560939,4.536134850216827,2.903126304138769,3.538185183169125,0.0
2024-10-09,71.10844991199899,4.708507974525067,4.98974833523851,3.356739789160452,5.040553045560939,4.536134850216827,2.7216809101300963,3.538185183169125,0.0
2024-10-10,71.47134070001633,4.708507974525067,4.98974833523851,3.356739789160452,5.040553045560939,4.536134850216827,2.3587901221127505,3.538185183169125,0.0
2024-10-14,72.12568436086646,4.751615915624486,5.035431124457547,3.3874718473623497,5.086700968633841,4.5776646585977705,1.4648526907512864,3.5705784337062605,0.0
2024-10-15,72.21723765403841,4.751615915624486,5.035431124457547,3.3874718473623497,5.086700968633841,4.5776646585977705,1.373299397579331,3.5705784337062605,0.0
2024-10-16,72.21723765403841,4.84316920879644,5.035431124457547,3.3874718473623497,5.086700968633841,4.5776646585977705,1.2817461044073755,3.5705784337062605,0.0
2024-10-18,72.21723765403841,4.84316920879644,5.035431124457547,3.479025140534305,5.086700968633841,4.5776646585977705,1.19019281123542,3.5705784337062605,0.0
2024-10-23,72.0852448229854,4.834317255496866,5.026227770365361,3.6554383784475357,5.077403907663626,4.569297973059419,1.188017472995449,3.564052418986347,0.0
2024-10-24,72.21221549042083,4.812328293579317,5.003365900696832,3.638811564143151,5.0543092625948365,4.548514455178938,1.182613758346524,3.547841275039572,0.0
2024-10-30,72.46272289634531,4.7689450624740815,4.958260461929575,3.606007608676054,5.008744568451039,4.507509510845068,1.1719524728197177,3.5158574184591527,0.0
2024-11-04,72.70875399817737,4.726337044118435,4.913961009953004,3.573789825420367,4.96399406750889,4.467237281775459,1.1614816932616192,3.484445079784858,0.0
2024-11-06,72.88744348944839,4.726337044118435,4.913961009953004,3.573789825420367,4.96399406750889,4.467237281775459,0.9827922019906008,3.484445079784858,0.0
2024-11-07,72.91164551086355,4.722118079731491,4.9095745630478635,3.570599682216628,4.959562958598897,4.463249602770785,0.9819149126095729,3.4813346901612126,0.0
2024-11-13,72.91164551086355,4.722118079731491,4.9095745630478635,4.195454626604538,4.959562958598897,4.463249602770785,0.35705996822166286,3.4813346901612126,0.0
2024-11-15,72.84661898221644,4.71790664074345,4.905195940281469,4.280898275154737,4.955139753491608,4.459269036619517,0.35674152292956135,3.478229848563223,0.0
2024-11-18,72.84661898221644,4.89627740220823,4.905195940281469,4.280898275154737,4.955139753491608,4.459269036619517,0.17837076146478067,3.478229848563223,0.0
2024-11-19,66.88174508294712,4.577239899775642,4.503545518562796,3.9303669980184397,4.549399800206344,4.094132289602541,8.270147224997135,3.1934231858899826,0.0
2024-11-20,67.86433683245173,4.904770482943845,4.503545518562796,3.9303669980184397,4.549399800206344,4.094132289602541,6.960024892324321,3.1934231858899826,0.0
2024-11-21,67.86433683245173,4.904770482943845,4.5854281643548465,3.9303669980184397,4.549399800206344,4.094132289602541,6.878142246532271,3.1934231858899826,0.0
2024-11-22,67.80881318213801,4.982573265917235,4.581676566360676,3.927151342594865,4.545677679053557,4.090782648536318,6.872514849541014,3.190810465858328,0.0
2024-11-25,67.97244448807946,4.982573265917235,4.581676566360676,3.927151342594865,4.545677679053557,4.090782648536318,6.708883543599561,3.190810465858328,0.0
2024-11-27,68.05426014105018,4.982573265917235,4.581676566360676,3.927151342594865,4.545677679053557,4.090782648536318,6.627067890628835,3.190810465858328,0.0
2024-11-28,68.05426014105018,4.982573265917235,4.172598301507045,3.927151342594865,4.545677679053557,4.090782648536318,7.036146155482467,3.190810465858328,0.0
2024-11-29,68.08385098257749,4.990739678429187,4.015537672299346,3.9335879238850735,4.553128021896972,4.097487420713619,7.129628112041695,3.1960401881566223,0.0
2024-12-02,70.99277083724984,5.203971766957769,4.187103720540734,4.101652624203169,4.7476629125151675,4.2725548168783005,3.1616905644899425,3.3325927571650746,0.0
2024-12-03,71.0782219335874,5.203971766957769,4.187103720540734,4.2725548168783005,4.7476629125151675,4.2725548168783005,2.9053372754772444,3.3325927571650746,0.0
2024-12-04,71.16367302992498,5.203971766957769,4.101652624203169,4.2725548168783005,4.7476629125151675,4.2725548168783005,2.9053372754772444,3.3325927571650746,0.0
2024-12-05,71.0782219335874,5.203971766957769,3.9307504315280366,4.2725548168783005,4.7476629125151675,4.2725548168783005,3.1616905644899425,3.3325927571650746,0.0
2024-12-06,66.69018488526851,4.882702884723313,3.6880842807433893,4.088963006911149,4.4545644051761455,4.008787261677598,9.05985921139137,3.126854064108526,0.0
2024-12-09,65.66476905366407,4.8018545093277405,3.6270165423493608,4.021257470865596,4.380805197672402,3.942409285162348,10.486808698531846,3.0750792424266318,0.0
2024-12-10,65.74361723936732,4.8018545093277405,3.6270165423493608,4.021257470865596,4.380805197672402,3.942409285162348,10.4079605128286,3.0750792424266318,0.0
2024-12-11,60.452706523788116,4.415411162507431,3.335121731943216,3.697634963676174,4.028247031016632,3.6251323173295824,17.618143062221773,2.8276032075170745,0.0
2024-12-12,66.08984087744277,4.764288955298609,3.59864190383803,3.9897986325160764,4.346533569070455,3.911567286780467,10.248306291364823,3.0510224836887643,0.0
2024-12-16,66.08984087744277,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,10.170074945629215,3.0510224836887643,0.0
2024-12-17,66.16807222317838,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,10.091843599893606,3.0510224836887643,0.0
2024-12-18,66.24630356891399,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,10.013612254157996,3.0510224836887643,0.0
2024-12-19,66.3245349146496,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,9.935380908422387,3.0510224836887643,0.0
2024-12-20,66.08984087744277,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,10.170074945629215,3.0510224836887643,0.0
2024-12-23,66.48099760612082,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,9.778918216951169,3.0510224836887643,0.0
2024-12-27,66.55922895185643,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,9.700686871215558,3.0510224836887643,0.0
2024-12-30,67.34154240921252,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,8.918373413859465,3.0510224836887643,0.0
2025-01-02,68.12385586656862,4.764288955298609,3.59864190383803,4.068029978251686,4.346533569070455,3.911567286780467,8.136059956503372,3.0510224836887643,0.0
2025-01-03,69.57988005663108,4.843866821500724,3.6587499801154895,4.135978238391423,4.4191336716351435,3.976902152299445,6.283505400633123,3.101983678793567,0.0
2025-01-06,69.65941809967707,4.843866821500724,3.6587499801154895,4.135978238391423,4.4191336716351435,3.976902152299445,6.203967357587134,3.101983678793567,0.0
2025-01-07,70.12941308207893,4.870986834738375,3.6792347191784107,4.159134899940812,4.4438756738598375,3.9991681730200117,5.598835442228016,3.119351174955609,0.0
2025-01-08,70.80903848949333,4.918191656033466,3.7148902492206806,4.199441151292943,4.486941353189152,4.037924183935523,3.8764072165781016,3.149580863469707,0.8075848367871045
2025-01-09,70.9653178246451,4.974433535360136,3.75737180010782,5.6360577001617305,4.53825167856501,4.084099782725891,2.0420498913629457,3.1855978305261954,0.8168199565451784
2025-01-10,71.89207932235854,5.027822267721216,3.79769826461701,5.696547396925515,4.586959034393937,4.127932896322838,0.8255865792645675,3.2197876591318133,0.8255865792645675
2025-01-15,71.974637980285,5.027822267721216,3.79769826461701,5.696547396925515,4.586959034393937,4.127932896322838,0.7430279213381108,3.2197876591318133,0.8255865792645675
2025-01-21,72.03410837340736,5.031976600069407,3.800836183960471,5.701254275940707,4.590749095235735,4.131343678217904,0.6610149885148645,3.2224480690099653,0.8262687356435807
2025-01-23,72.2729759753287,5.048662809012983,3.8134398885812346,5.720159832871852,4.605972178468987,4.145043357153516,0.33160346857228123,3.2331338185797422,0.8290086714307032
2025-01-27,72.21311068038368,5.044480890611799,3.8102811324818187,5.715421698722727,4.602156950449779,4.141609926610672,0.4141609926610672,3.230455742756324,0.8283219853221344
2025-02-04,72.2959428789159,5.044480890611799,3.8102811324818187,5.715421698722727,4.602156950449779,4.141609926610672,0.3313287941288538,3.230455742756324,0.8283219853221344
2025-02-14,72.58984833699948,5.036137803284654,3.803979293121413,5.70596893968212,4.594545424474472,4.1347601012189275,0.08269520202437854,3.225112878950763,0.8269520202437856
2025-02-19,72.50715313497511,5.036137803284654,3.803979293121413,5.70596893968212,4.594545424474472,4.1347601012189275,0.16539040404875707,3.225112878950763,0.8269520202437856
2025-02-26,72.32771847623447,5.023674789236632,3.7945655222477024,6.021810502697441,4.583175226436572,4.12452774157359,0.0824905548314718,3.2171316384274,0.8249055483147181
2025-03-04,71.99775625690859,5.023674789236632,3.7945655222477024,5.279395509214195,4.583175226436572,4.12452774157359,1.1548677676406052,3.2171316384274,0.8249055483147181
2025-03-05,72.11673524697173,5.031976600069407,3.800836183960471,5.288119908118916,4.590749095235735,4.131343678217904,0.9915224827722968,3.2224480690099653,0.8262687356435807
2025-03-06,70.95995901707072,5.031976600069407,3.800836183960471,5.288119908118916,4.590749095235735,4.131343678217904,2.1482987126733097,3.2224480690099653,0.8262687356435807
2025-03-07,70.794705269942,5.031976600069407,3.800836183960471,5.288119908118916,4.590749095235735,4.131343678217904,2.313552459802026,3.2224480690099653,0.8262687356435807
2025-03-11,70.87733214350635,5.031976600069407,3.800836183960471,5.288119908118916,4.590749095235735,4.131343678217904,2.2309255862376682,3.2224480690099653,0.8262687356435807
2025-03-13,71.17431830598832,5.041307263124783,3.80788397543087,5.297925531034255,4.413834208042913,4.139004321120511,2.0695021605602557,3.2284233704739993,0.8278008642241023
2025-03-17,69.57249279979405,4.8993580151566345,3.7006645106273433,5.148750623481521,4.2895528631880415,4.022461424594939,4.424707567054432,3.1375199111840515,0.8044922849189876
2025-03-18,69.23828281372596,4.875822644953644,3.682887383708828,6.084770460040672,4.268946854333798,4.003138460553073,3.9230756913420124,3.1224479992313974,0.8006276921106148
2025-03-19,68.1174040447711,4.875822644953644,3.682887383708828,6.084770460040672,4.268946854333798,4.003138460553073,5.043954460296873,3.1224479992313974,0.8006276921106148
2025-03-27,68.17198442332655,4.879729491514559,3.6858383679748723,6.089645999262832,4.272367430009134,4.006346052146601,4.967869104661784,3.124949920674348,0.8012692104293201
2025-03-28,68.25211134436948,4.879729491514559,3.6858383679748723,6.089645999262832,4.272367430009134,4.006346052146601,4.887742183618853,3.124949920674348,0.8012692104293201
2025-04-02,68.25211134436948,4.879729491514559,5.047996025704717,4.727488341532989,4.272367430009134,4.006346052146601,4.887742183618853,3.124949920674348,0.8012692104293201
2025-04-03,68.33223826541241,4.879729491514559,5.047996025704717,4.727488341532989,4.272367430009134,4.006346052146601,4.80761526257592,3.124949920674348,0.8012692104293201
2025-04-07,70.23713661238105,5.00402622799954,5.176578856551249,4.847907183119423,4.381193406846231,4.108395917897816,2.218533795664821,3.2045488159602966,0.8216791835795632
2025-04-08,70.31930453073902,5.00402622799954,5.176578856551249,4.847907183119423,4.381193406846231,4.108395917897816,2.1363658773068646,3.2045488159602966,0.8216791835795632
2025-04-09,70.33463825326366,5.151430770994742,5.1596206450344795,4.832025683444988,4.366840837987912,4.094937019868635,2.0474685099343173,3.1940508754975347,0.8189874039737268
2025-04-11,70.41653699366104,5.233329511392115,5.1596206450344795,4.832025683444988,4.366840837987912,4.094937019868635,1.883671029139572,3.1940508754975347,0.8189874039737268
2025-04-14,70.25273951286628,5.233329511392115,5.1596206450344795,4.832025683444988,4.366840837987912,4.094937019868635,2.0474685099343173,3.1940508754975347,0.8189874039737268
2025-04-15,68.56804847244649,5.10783200908059,5.035890713178047,4.716151620277853,4.262122108359579,3.996738661252418,4.3964125273776595,3.1174561557768863,0.7993477322504836
2025-04-16,68.64798324567153,5.10783200908059,5.035890713178047,4.716151620277853,4.262122108359579,3.996738661252418,4.316477754152611,3.1174561557768863,0.7993477322504836
2025-04-24,69.12759188502181,5.10783200908059,5.035890713178047,4.716151620277853,4.262122108359579,3.996738661252418,3.8368691148023215,3.1174561557768863,0.7993477322504836
