date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CMB INTERNATIONAL SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,BNP PARIBAS,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,10.462344566982997,0.0,5.0872319097638865,0.0,0.0,6.760961775212632,3.246811524564694,2.368115307143491,1.0260721108599955,0.7373100336134437,29.688847228141142
2024-03-04,10.462525705569233,0.0,5.0872319097638865,4.73233613468293,0.0,6.7616863295575715,3.2490757568926316,2.368115307143491,1.025981541566878,0.7385780037170888,34.42553068889371
2024-03-05,10.46359877055409,0.0,5.098009655644869,4.7486386074440805,0.0,6.765309101282272,3.2562307310489147,2.368115307143491,1.025981541566878,0.7312418909745706,34.457125605659165
2024-03-06,10.46359877055409,0.0,5.100455026559042,4.7504499933064315,0.0,6.765671378454742,3.2562307310489147,2.367209614212316,1.025981541566878,0.7312418909745706,34.460838946676986
2024-03-07,10.46359877055409,0.0,5.103172105352567,4.752985933513721,0.0,6.765671378454742,3.2561401617557975,2.367209614212316,1.0255286951012905,0.7313324602676881,34.46563911921221
2024-03-08,10.468127235209964,0.0,5.103172105352567,4.752985933513721,0.0,6.765671378454742,3.256864716100737,2.3671190449191983,1.025438125808173,0.7314230295608056,34.47080156891991
2024-03-11,10.468127235209964,0.0,5.103624951818155,4.754253903617366,0.0,6.765852517040977,3.2565024389282673,2.3671190449191983,1.0258004029806431,0.7311513216814531,34.47243181619603
2024-03-12,10.467312111571907,0.0,5.1048929219218,4.756518135945305,5.368404280247191,6.766305363506564,3.256321300342033,2.3671190449191983,1.0256192643944082,0.7310607523883356,39.84355317523674
2024-03-13,10.456896642863393,0.0,5.1092402479914405,4.756518135945305,5.368404280247191,6.767301625730856,3.25568731529021,2.3669379063329634,1.026343818739348,0.730970183095218,39.838300156235924
2024-03-14,10.449198252948404,0.0,5.112229034664318,4.758691798980124,5.368404280247191,6.7677544721964455,3.25568731529021,2.3669379063329634,1.026343818739348,0.730970183095218,39.83621706249422
2024-03-15,10.453545579018044,0.0,5.112229034664318,4.758691798980124,5.368404280247191,6.768207318662032,3.25568731529021,2.3669379063329634,1.026343818739348,0.7332344154231557,39.843281467357386
2024-03-18,10.453545579018044,0.0,5.1303428932878195,4.768563851929933,5.368404280247191,6.7678450414895615,3.2554156074108573,2.3748174348341866,1.026343818739348,0.7377628800790312,39.88304138703597
2024-03-19,10.453545579018044,0.0,5.13831299108216,4.786677710553435,5.368404280247191,6.768297887955149,3.2555967459970927,2.386591442939463,1.026343818739348,0.7377628800790312,39.92153333661091
2024-03-20,10.446118896982409,0.0,5.148094474738851,4.797546025727535,5.368404280247191,6.767392195023975,3.25604959246268,2.384780057077113,1.026343818739348,0.7377628800790312,39.932492221078135
2024-03-21,10.445666050516822,0.0,5.148094474738851,4.797546025727535,5.368404280247191,6.765943086334095,3.25604959246268,2.384780057077113,1.026343818739348,0.7377628800790312,39.93059026592267
2024-03-22,10.445666050516822,0.0,5.148094474738851,4.797546025727535,5.368404280247191,6.765671378454742,3.25604959246268,2.384780057077113,1.0290608975328734,0.7343212469405659,39.92959400369837
