date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE BANK OF EAST ASIA LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,33.49130861068558,55.70185815332206,3.6782621491579763,3.708774105570181,2.5158243117945975,0.0,0.0,0.0,0.0,0.9039726694696111
2024-03-04,33.48747224445866,55.69394960755023,3.6893006740110215,3.7148590020596823,2.51164384678919,0.0,0.0,0.0,0.0,0.9027746251312179
2024-03-05,33.28237654121409,55.34986748513803,3.690864709320693,3.704191828137958,2.4938065864105585,0.0,0.0,0.5820026720711338,0.0,0.896890177707535
2024-03-06,32.57617284534424,54.17167765009854,3.6811007978840604,3.609932137144815,2.44220788523739,2.065282499047537,0.0,0.5696133021609747,0.0,0.8840128830824533
2024-03-07,32.56141193870625,54.17098994841041,3.6949877604602293,3.620526790463731,2.4337382870475213,2.0643355842532056,0.0,0.5693521392144466,0.0,0.8846575514442077
2024-03-08,32.52121091796519,54.13529042911964,3.677654281431037,3.687007639786951,2.468299189501892,2.0647664882364216,0.0,0.566260961754086,0.0,0.8795100922047846
2024-03-11,32.518929127288324,54.13915843998281,3.7053995691324544,3.6567171676056867,2.4718190943157476,2.064930995367259,0.0,0.5640011939939363,0.0,0.8790444123137887
2024-03-12,32.51342125950183,54.132599367612364,3.7083923714300604,3.6680204840572848,2.471017678686577,2.064553504733057,0.0,0.5638107033561769,0.0,0.8781846306226422
2024-03-13,32.51563056785392,54.13482274679243,3.7106420217298113,3.6513050620708634,2.4772364007358245,2.0646383017930945,0.0,0.5639212496637511,0.0,0.8818036493603071
2024-03-14,32.52083988204238,54.12945368567756,3.7125950381878594,3.6670587366024012,2.476295611386515,2.0649468775399535,0.0,0.5640055319424598,0.0,0.8648046366208674
2024-03-15,32.52206640961855,54.1217644935409,3.7184838257167634,3.700478592656485,2.4720054496880595,2.0650136575301534,0.0,0.5641985815594902,0.0,0.8359889896895912
2024-03-18,32.50610754238075,54.08296683606182,3.73093002844946,3.6974710627706964,2.5113883906476353,2.063969096068632,0.0,0.5656604023258432,0.0,0.8415066412951684
2024-03-19,32.505918260947524,54.08332067296122,3.7307736891426955,3.6988870585920903,2.526728620929673,2.062438215601937,0.0,0.5656631894288975,0.0,0.826270292395959
2024-03-20,32.51877166251172,54.105280321761754,3.7680758508655305,3.600086227537675,2.551207748057285,2.0634422894769857,0.0,0.5664629977699416,0.0,0.8266729020191129
2024-03-21,32.38420148688084,53.86416990132794,3.787472520821071,3.570815395083822,2.5397218048544357,2.0553453709904854,0.0,0.5644928040946847,0.4077927353311918,0.8259879806155277
2024-03-22,32.38256391309574,53.849101128853995,3.8050058969269918,3.562847491794467,2.538121692471344,2.054535013824739,0.0,0.5639631325592723,0.407787387469313,0.836074343004146
2024-03-25,31.794875288642977,52.85890573617199,3.7459757074212034,3.50985050123837,2.509902002721272,2.01515840486733,1.7919644601071791,0.5519847306204784,0.40036198575798376,0.8210211824512126
2024-03-26,31.799059370760773,52.851586917132806,3.7572683096965513,3.5186314462837474,2.493893250939874,2.015439843473798,1.7922147272719218,0.552061821241743,0.4004179006275457,0.8194264125712404
2024-03-27,31.801684499079396,52.84102145543375,3.769590464249236,3.509139613564058,2.4924482367313683,2.015584554871134,1.7923434107939575,0.5547512735311301,0.40044665119239414,0.8229898405535769
2024-03-28,31.789597670199882,52.818792259982274,3.7962526942229284,3.4964331320439856,2.5134582875006024,2.0148497834355674,1.791614041211739,0.5545255251046992,0.40028369491687127,0.8241929113814467
2024-04-02,31.77235472404022,52.813643118542984,3.871937956902099,3.479289262514656,2.4955286235173118,2.013559058552357,1.7901058173320452,0.5525947817683141,0.4000612013024567,0.8109254555275502
2024-04-03,31.760376910180867,52.78405064319844,4.051023067247649,3.4068652128602945,2.425801440256056,2.0165114232733385,1.7916295722211106,0.5560388467455124,0.4000200843417347,0.8076827996749932
2024-04-05,31.769882354269953,52.78608508610843,4.097469193935681,3.4127386026419453,2.3616337508239083,2.017055742210335,1.792113188576063,0.5549932009745666,0.40012806216153435,0.8079008182975885
2024-04-08,31.7660605107902,52.77152664246619,4.1304082664520285,3.4199090866514195,2.341270487427231,2.01667022229425,1.7916189339495605,0.5548401370057238,0.40001770911733076,0.8076780038460548
2024-04-09,31.794200649133046,52.7676776981742,4.133675963375678,3.422614685149365,2.302872954015961,2.016095146362569,1.7966254020015942,0.5575863424587644,0.40033417580855474,0.8083169835202686
2024-04-10,31.791656381984236,52.72634962770268,4.17108692597212,3.442937989784635,2.2934784424582113,2.0159156252842663,1.7949086559974865,0.5550203556599493,0.40033246531112093,0.8083135298452903
2024-04-11,31.810366844723582,52.73038650946445,4.207782553352623,3.402655321461609,2.2719806044329807,2.015622772159847,1.7960182875762711,0.555363475133718,0.4005799550895215,0.8092436766053926
2024-04-12,31.804209653191247,52.711704375607894,4.211595865730854,3.428336766859171,2.2671272860379705,2.0167597684267036,1.7956754783573898,0.5554284518910966,0.4005034956779143,0.8086588582197604
2024-04-15,31.799048101452716,52.70601005676917,4.228227391072667,3.4280071162487937,2.2669768276211424,2.0103633454014247,1.7953685062933527,0.5570430084504595,0.40043502930623187,0.8085206173840407
