date,KINGSWAY FINANCIAL SERVICES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,CHEONG LEE SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GLORY SUN SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-15,0.0,0.0,0.0,0.0,44.295671313279534,26.54071900220103,0.0,0.0,29.163609684519443,0.0
2024-03-18,0.0,0.0,0.0,0.0,44.214573416331014,26.675210545587696,0.0,0.0,29.110216038081287,0.0
2024-03-19,0.0,0.0,0.0,0.0,44.13377192982456,26.80921052631579,0.0,0.0,29.057017543859647,0.0
2024-03-20,0.0,41.4446227929374,0.0,0.0,25.842696629213485,15.698234349919742,0.0,0.0,17.014446227929376,0.0
2024-03-21,0.0,35.97770552717139,0.0,0.0,22.43381328379006,13.627496516488621,13.190896423594983,0.0,14.770088248954947,0.0
2024-03-27,0.0,17.745704467353953,0.0,50.6758304696449,11.065292096219931,6.767468499427262,6.506300114547538,0.0,7.239404352806416,0.0
2024-03-28,0.0,4.040140617339328,0.0,88.77043280514901,2.519220137070611,1.5407404316576783,1.4812805774907942,0.0,1.6481854312925739,0.0
2024-04-17,0.0,4.413952266852973,0.6378074835402067,86.46195311050293,2.428535648773919,1.5169475284199512,1.6661072753655224,0.0,1.562577634555578,1.3121190519889148
2024-04-18,0.0,4.37052142037428,1.5953959423328123,85.61121536238781,2.374519448468912,1.542182610083826,1.649713702232249,0.0,1.557242987135426,1.2992085269846816
2024-04-19,0.0,4.3806420591828354,1.5950596315402212,85.5931684469299,2.3740188977927144,1.5518956515803537,1.6493659412106592,0.0,1.5468765841431598,1.3089727876201689
2024-04-22,0.0,4.379762766195538,1.5947394673429673,85.5759879807427,2.3635062590262357,1.5515841513607473,1.6490348765205978,0.0,1.5465660913628148,1.3388184074484066
2024-04-24,0.0,4.379762766195538,1.5947394673429673,85.56595186074682,2.3635062590262357,1.5616202713566123,1.6490348765205978,0.0,1.5465660913628148,1.3388184074484066
2024-04-25,0.0,4.3793232520589545,1.594579433437598,85.55736522090795,2.363269078505691,1.5614635609999388,1.64886939400964,0.0,1.5464108917100936,1.348719168370127
2024-04-29,0.0,4.36056578943406,1.5950596315402212,85.5831303120555,2.353942628043939,1.5619337864547416,1.6493659412106592,0.0,1.5468765841431598,1.3491253271177202
2024-05-02,0.0,4.359821793287842,1.5947874837786327,85.5886010331493,2.3505300736372297,1.5616672905975786,1.649084527751209,0.0,1.546612657333463,1.3488951404647465
2024-05-07,0.0,4.379894637639996,1.5947874837786327,85.56852818879715,2.3505300736372297,1.5616672905975786,1.649084527751209,0.0,1.546612657333463,1.3488951404647465
2024-05-08,0.0,4.379894637639996,1.5947874837786327,85.55849176662107,2.3505300736372297,1.5717037127736557,1.649084527751209,0.0,1.546612657333463,1.3488951404647465
2024-05-16,0.0,4.379894637639996,1.6148603281307867,85.54845534444499,2.3505300736372297,1.5717037127736557,1.649084527751209,0.0,1.5365762351573862,1.3488951404647465
2024-05-17,0.0,4.379938596552855,1.6249130586203193,85.53927743056985,2.350553664786157,1.5717194872139715,1.6491010788258473,0.0,1.5355880047492827,1.3489086786817228
2024-05-20,0.0,4.380070478585932,1.624961985524891,85.541853058873,2.3506244410743014,1.5717668124348234,1.6491507340432046,0.0,1.5326231945006228,1.34894929496322
2024-05-21,0.0,4.3791914150187,1.6246358618046002,85.55478956500099,2.3401178688871695,1.571451364784437,1.6488197557326365,0.0,1.5323156028262042,1.348678565945264
2024-05-24,0.0,4.379235359816803,1.6246521648816232,85.55564809973899,2.340141351762783,1.570463643014046,1.648836301492894,0.0,1.5323309794776026,1.3486920998152572
2024-05-29,0.0,4.379674856310737,1.624815213649652,85.56423439489934,2.340376206442859,1.560585334913656,1.6490017773611758,0.0,1.5324847629666576,1.3488274534559186
2024-05-30,0.0,4.391473673747843,1.5752679913375323,85.59859681673379,2.3413160967489643,1.5612120627978727,1.6496640131081572,0.0,1.5230602567616547,1.3594090887641928
2024-05-31,0.0,4.391782326640568,1.565338053779754,85.60461307835425,2.341480655172795,1.561321791935547,1.6497799590542106,0.0,1.5261795007987342,1.3595046342641355
2024-06-03,0.0,4.402085304241058,1.56901028562227,85.80543869889897,2.3369094824983394,1.564984601759224,1.4291177713814136,0.0,1.5297598679575692,1.3626939876411506
2024-06-04,0.0,4.420878943979395,1.5685367031551836,85.77953960077271,2.3362041210560203,1.5645122343850613,1.428686413393432,0.0,1.5393593045717964,1.3622826786864133
2024-06-06,0.0,4.420434196495041,1.568378905857025,85.77091004205147,2.3359690951892316,1.5744150017102272,1.428542685257842,0.0,1.5392044425665479,1.3621456308726183
2024-06-11,0.0,4.421768707482993,1.5688523930282174,85.79680392867206,2.3366743146962925,1.5547639174012802,1.4289739564464838,0.0,1.529605925210321,1.3625568570623514
2024-06-12,0.0,4.4219467031639965,1.5689155462523146,85.80025762821029,2.3357620159407455,1.5548265035021336,1.4290314789469447,0.0,1.5266484180017712,1.362611705981805
2024-06-14,0.0,4.429971367504133,1.5717627132314393,85.78457071419929,2.3299189418074766,1.5274025083679477,1.4316247933217727,0.0,1.5294188813162883,1.3953300802516433
2024-06-17,0.0,4.398957344056255,1.5750974964133444,85.79482309200024,2.3348622926306857,1.5306431732304149,1.4346622481763625,0.0,1.5326638242841844,1.398290529208511
2024-06-18,0.0,4.554187142308237,1.5763716151994984,85.63166090315273,2.3367509959756516,1.5318813322817448,1.4358227668911403,0.0,1.5339036178689154,1.3994216263220691
2024-06-19,0.0,4.5426915751509505,1.5591441423187584,85.61413461928112,2.3615107184827977,1.5246991125339384,1.4385865380718887,0.0,1.557117964096122,1.4021153300644325
2024-06-20,0.0,4.544993817024468,1.5599343185550083,85.60684384439173,2.362707535121328,1.5254718319852418,1.4393156155608262,0.0,1.557907113462669,1.4028259238987209
2024-06-21,0.0,4.548266385421209,1.5607094687097527,85.5986776054924,2.3638815929580463,1.516088795140403,1.4400308288290116,0.0,1.5688223184496344,1.4035230049995435
2024-06-24,0.0,4.598505359007899,1.5605512122410488,85.53929770125433,2.3636418945639277,1.5159350632231112,1.4398848092152627,0.0,1.5686632393352193,1.4135207211592087
2024-06-25,0.0,4.6674457567799585,1.4889202642149315,85.2688114280965,2.4234229759958485,1.5051372310137328,1.6653811341943867,0.0,1.5679779773590874,1.4129032323455513
2024-06-26,0.0,5.099972604706127,1.4850068892593262,84.82229956703304,2.4170534188012587,1.521399161562482,1.6610039617031989,0.0,1.5638568125828305,1.4294075843517273
2024-06-27,0.0,5.153643307192544,1.485908148825485,84.85354852870816,2.4185203429828013,1.5223225078164433,1.5709761374682514,0.0,1.5648059266392278,1.4302751003670768
2024-06-28,0.0,5.224449005230518,1.485908148825485,84.80297303010961,2.4185203429828013,1.5223225078164433,1.55074593802883,0.0,1.5648059266392278,1.4302751003670768
2024-07-03,0.0,5.227092633392064,1.4866600345504246,84.79528316876173,2.4703452309990372,1.5230928196040767,1.5009295420297717,0.0,1.5655977355000044,1.4309988351629002
2024-07-04,0.0,5.237742922468247,1.4868105030156242,84.78362302015849,2.470595260627052,1.523246975519751,1.501081454746407,0.0,1.5657561934412325,1.431143670023208
2024-07-05,0.0,5.2478346977703545,1.4896752021303674,84.75430499908227,2.475355458407234,1.52618187828877,1.5039736502924084,0.0,1.5687730004735727,1.4339011135550301
2024-07-08,0.0,5.243049539979393,1.6605523084108649,84.42373566519862,2.4730983433989753,1.524790252689659,1.6647062220560658,0.0,1.5774740355068433,1.4325936327595867
2024-07-09,0.0,5.248366921191334,1.6622364026729655,84.397796801488,2.4857482751381563,1.526336660172552,1.666394529122605,0.0,1.579073873680175,1.4340465365342119
2024-07-10,0.0,5.359568633467483,1.6652763962565316,84.26765939763528,2.490294354621574,1.5291281124869314,1.669442127327094,0.0,1.5819617748452839,1.4366692033598145
2024-07-12,0.0,5.359568633467483,1.6652763962565316,84.257499077951,2.490294354621574,1.53928843217123,1.669442127327094,0.0,1.5819617748452839,1.4366692033598145
2024-07-15,0.0,5.371252851091561,1.6689068100358424,84.43100358422939,2.4957233626588464,1.5630091234929946,1.4459107201042685,0.0,1.5843923101987618,1.439801238188335
2024-07-16,0.0,5.370159221403266,1.67874740399886,84.39345196888871,2.4952152135847214,1.5626908824367798,1.4456163212118744,0.0,1.614610905240868,1.439508083234923
