date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHIEF SECURITIES LTD
2024-03-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,72.05869431508654,27.941305684913452,0.0,0.0,0.0,0.0
2024-03-22,0.0,56.658913479031845,21.785689611496213,0.0,0.0,21.555396909471938,0.0
2024-03-27,0.0,56.68502177268853,21.749648641798956,0.0,0.0,21.565329585512522,0.0
2024-03-28,0.0,56.658913479031845,21.785689611496213,0.0,0.0,21.555396909471938,0.0
2024-04-03,38.87791829474952,34.45653543968741,13.248743050011905,0.0,0.0,13.416803215551168,0.0
2024-04-10,38.84527657669003,34.42760589395911,13.32157899892252,0.0,0.0,13.405538530428334,0.0
2024-04-18,38.8344081809661,34.38999482394415,13.373809157422045,0.0,0.0,13.401787837667698,0.0
2024-04-29,38.72605778217987,34.29404461308818,13.615501583360071,0.0,0.0,13.364396021371874,0.0
2024-05-07,38.73686560707757,34.30361553381801,13.591393048016409,0.0,0.0,13.368125811088008,0.0
2024-05-08,38.586102887007776,34.448104749593426,13.64969489734929,0.0,0.0,13.316097466049511,0.0
2024-05-13,34.026696738291065,30.37765220695488,12.061336307809226,11.791672284667149,0.0,11.742642462277681,0.0
2024-05-31,3.4352353112985554,3.066838498555911,1.2374766971536584,1.190452582661819,0.0,1.1855026758732046,0.0
2024-06-03,33.92689097197609,30.386321694389107,12.221502511518766,11.757085416081054,0.0,11.708199406034977,0.0
2024-06-27,33.943484587261416,30.40118362006774,12.227480038638836,11.762835797170561,0.0,11.66501595686145,0.0
2024-07-24,33.82875566356875,30.559456785901833,12.212547170963447,11.748470378466838,0.0,11.65077000109913,0.0
2024-07-26,33.83702038772095,30.469198539022514,12.288824010847392,11.751340654508141,0.0,11.653616407901007,0.0
2024-07-29,33.812238321350534,30.520122554105683,12.279823736923696,11.74273403073618,0.0,11.645081356883903,0.0
2024-07-30,33.83702038772095,30.469198539022514,12.288824010847392,11.751340654508141,0.0,11.653616407901007,0.0
2024-07-31,3.427810451115633,3.08663812571037,1.242426603942273,1.190452582661819,0.0,1.1805527690845898,0.0
2024-08-01,33.77925197858615,30.417179859273443,12.34101191419826,11.731278123971075,0.0,11.731278123971075,0.0
2024-08-02,33.762782930902084,30.47548236900162,12.3106176029643,11.725558548565996,0.0,11.725558548565996,0.0
2024-08-07,30.405145823957497,27.444760326224166,11.086352809457427,10.559476636334699,9.944787767691514,10.559476636334699,0.0
2024-08-09,28.10955623433425,25.372679946825244,10.249332778583968,9.762235775245324,9.193955938016906,9.762235775245324,7.550003551748982
2024-08-23,28.1152624260325,25.357530728865342,10.251413375556977,9.76421749236219,9.195822295301605,9.76421749236219,7.551536189519198
2024-08-30,28.09245154812734,25.33695729338864,10.243096051844264,9.75629544740018,9.188361408882082,9.75629544740018,7.626542802957313
2024-09-02,28.103852358390064,25.34723983644978,10.247253025983381,9.76025486237229,9.19209033815935,9.719671682071365,7.629637896573765
2024-09-05,28.09815079679052,25.34209752188511,10.24517411724131,9.758274753253604,9.190225495267947,9.677124859255652,7.688952456305855
2024-09-16,28.09815079679052,25.463822362882038,10.24517411724131,9.758274753253604,9.190225495267947,9.555400018258727,7.688952456305855
2024-09-25,28.09815079679052,25.463822362882038,10.387186431737723,9.758274753253604,9.190225495267947,9.413387703762313,7.688952456305855
2024-09-30,3.427810451115633,3.1064377528648284,1.2671761378853459,1.190452582661819,1.1211538876212144,1.1360036079870584,0.9404822898367802
2024-10-02,28.106373688860003,25.48967842165653,10.377425545525623,9.76818334128733,9.199557283998255,9.321405724845913,7.737375993826346
2024-10-04,28.086065615385397,25.48967842165653,10.377425545525623,9.76818334128733,9.199557283998255,9.301097651371302,7.777992140775565
2024-10-07,28.086065615385397,25.48967842165653,10.539890133322501,9.76818334128733,9.199557283998255,9.138633063574424,7.777992140775565
2024-10-08,27.93290447673773,25.451662745018833,10.563202488310797,9.916887995718167,9.149389535764419,9.088797552083859,7.897155206366198
2024-10-15,27.93290447673773,25.431465417125317,10.563202488310797,9.937085323611687,9.149389535764419,9.088797552083859,7.897155206366198
2024-10-16,27.944192437085157,25.401331541779903,10.567471181920128,9.941100997140923,9.153086893709022,9.092470424214259,7.900346524150612
2024-10-22,27.961141493889187,25.436956016295504,10.614316185315852,9.94713059652457,9.158638537043963,9.097985301699302,7.783831869231625
2024-11-07,27.91035589235442,25.572384287054884,10.595037486251679,9.929063701401573,9.142003773851448,9.081460702501438,7.769694156584564
2024-11-18,29.614888229904533,24.967734943794763,10.344521836793001,9.69429474990887,8.925844556318532,8.866733002965429,7.585982680314868
2024-12-05,29.644093370018638,24.992357228089897,10.354723233040444,9.703854915535043,8.934646903937752,8.875477056891807,7.494847292486416
2024-12-12,29.636060495447058,25.002219744877323,10.37854049307933,9.668222132336258,8.938172706016989,8.8789795092884,7.497804918954648
2024-12-16,29.61048696527031,24.997287513685727,10.415947446810609,9.666314865411362,8.93640945720683,8.877227937622678,7.496325813992484
2024-12-23,29.61048696527031,24.800015781738555,10.61321917875778,9.666314865411362,8.93640945720683,8.877227937622678,7.496325813992484
2025-01-07,29.584923522972694,24.795124404603413,10.65057246827017,9.664408350837746,8.934646903937752,8.875477056891807,7.494847292486416
2025-01-15,28.789958062627758,24.627889792040534,12.533228409930617,9.404719633791734,8.694567334913582,8.636987418788326,7.31264934790745
2025-01-24,28.863764947306848,24.51310376571445,12.60032795374126,9.39750486656502,8.68789735623256,8.63036161215155,7.307039498288312
2025-01-27,28.918294797964794,24.494313118633997,12.590669106867377,9.39030116037293,8.681237603365178,8.623745963607792,7.30143824918793
2025-02-04,28.90721530990489,24.48492859400592,12.624158309627118,9.38670344721895,8.677911554265682,8.620441941323525,7.298640843653918
2025-02-05,28.824388985988943,24.701297957078594,12.587986972675091,9.35980821943975,8.65304719062491,8.595742242342626,7.2777284318500906
2025-02-13,28.75013089877479,24.659425187780244,12.813800062831412,9.329512675761356,8.625039269632437,8.567919804270632,7.254172100949136
2025-02-21,28.242146709713268,24.79618328655049,12.89482003774561,9.388501959131275,8.756215092495905,8.622093635936887,7.3000392784265635
2025-02-24,35.81359136914693,22.14436658881103,11.515789293567073,8.384452828897274,7.9224523668968105,7.700007700007699,6.519339852673187
2025-02-28,5.194927174651057,3.2029609352428134,1.6903931683118971,1.2127271632105852,1.1384785613813655,1.1137290274382923,0.9429572432310875
2025-03-11,35.2840894414644,22.28545844347055,11.7613631471548,8.43787400015498,7.9212694695332475,7.749067959326003,6.560877538896016
2025-03-18,35.24160883362143,22.258627658385148,11.712804107221174,8.42771514322816,7.911732583438679,7.739738396842187,6.707773277263228
2025-03-19,35.52881405893726,22.301310005808762,10.958619075279817,8.496397700770745,7.976210086437842,7.733455866415821,7.005193206349756
2025-03-21,35.52493426932655,22.268597658859974,10.968128216030475,8.50377029407426,7.983131296477877,7.740166430932899,7.011271834297962
2025-04-08,35.54459143698479,22.204946014263005,10.97956099128758,8.512634312865371,7.991452620240961,7.7482344970162345,7.01858012734206
2025-04-10,35.7615779406801,22.124230805847173,10.93965017352847,8.481690799096441,7.962403607315026,7.720069584483699,7.010377089049098
