date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,PARTNERS CAPITAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),USMART SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,47.06386593247562,7.513049571678927,0.0,1.7834087083788661,3.68352619751542,0.0,0.0,0.0,0.01889282454261365,0.0,60.06274323459145
2024-03-04,47.067973068245756,7.494567460713326,0.0,1.8064086686916132,3.68352619751542,0.0,0.0,0.0,0.01889282454261365,0.0,60.07136821970873
2024-03-05,47.074133771900954,7.325353466983831,0.0,1.8598014337033473,3.7369189625271546,0.0,2.2654225730752993,0.0,0.01889282454261365,0.0,62.28052303273321
2024-03-06,47.07409270054326,7.329460602753963,0.0,1.8585692929723074,3.7369189625271546,0.0,2.2695297088454325,0.0,0.01889282454261365,0.0,62.28746409218473
2024-03-07,47.07409270054326,7.304817788133162,0.0,1.8585692929723074,3.7599189228399013,0.0,2.2695297088454325,0.0,0.01889282454261365,0.0,62.28582123787667
2024-03-08,47.07409270054326,7.306049928864203,0.0,1.8380336141216405,3.7599189228399013,0.0,2.2695297088454325,0.0,0.01889282454261365,0.0,62.26651769975705
2024-03-12,47.07902126346742,7.247728600928309,0.0,1.866783564512574,3.794008149732009,0.0,2.2695297088454325,0.0,0.01889282454261365,0.0,62.27596411202836
2024-03-13,47.07902126346742,7.2547107317375366,0.0,1.866783564512574,3.7952402904630484,0.0,2.2695297088454325,0.0,0.01889282454261365,0.0,62.28417838356862
2024-03-14,47.07902126346742,7.255942872468575,0.0,1.8585692929723074,3.7952402904630484,0.0,2.2695297088454325,0.0,0.01889282454261365,0.0,62.277196252759396
2024-03-15,47.07902126346742,7.2929070943997765,0.0,1.8174979352709735,3.7952402904630484,0.0,2.2715832767304995,0.0,0.01889282454261365,0.0,62.27514268487433
2024-03-19,47.07902126346742,7.293728521553803,0.0,1.8298193425813736,3.807561697773449,0.0,2.2756904125006328,0.0,0.01889282454261365,0.0,62.304714062419286
2024-03-21,47.07902126346742,7.294549948707829,0.0,1.8298193425813736,3.807561697773449,0.0,2.2756904125006328,0.0,0.01889282454261365,0.0,62.305535489573316
2024-03-22,47.07902126346742,7.294960662284843,0.0,1.8298193425813736,3.807561697773449,0.0,2.2761011260776463,0.0,0.01889282454261365,0.0,62.306356916727346
2024-03-25,47.07885697803661,7.294755305496336,0.0,1.8298193425813736,3.807561697773449,0.0,2.2761011260776463,0.0,0.01889282454261365,0.0,62.305987274508034
2024-03-26,47.07885697803661,7.266416068682416,0.0,1.8265336339652671,3.807561697773449,0.0,2.2761011260776463,0.0,0.01889282454261365,0.1718622748740782,62.44622460395208
2024-03-27,47.082964113806746,7.266416068682416,0.0,1.8265336339652671,3.807561697773449,0.0,2.2761011260776463,0.0,0.01889282454261365,0.16652299837290477,62.44499246322104
2024-03-28,47.082964113806746,7.286130320379056,0.0,1.9053906407518282,3.8063295570424085,0.0,2.2650118594982858,0.0,0.01889282454261365,0.14311232448314437,62.50783164050409
2024-04-02,47.082964113806746,7.286130320379056,0.0,1.9062120679058552,3.8063295570424085,0.0,2.2650118594982858,0.0,0.01889282454261365,0.14311232448314437,62.5086530676581
2024-04-03,47.06388687886805,7.286130320379056,0.0,1.9062120679058552,3.8063295570424085,0.0,2.2840890944369785,0.0,0.01889282454261365,0.14311232448314437,62.5086530676581
2024-04-05,47.06388687886805,7.28810174554872,0.0,1.9062120679058552,3.826865235893076,0.0,2.2840890944369785,0.0,0.01889282454261365,0.14311232448314437,62.53116017167844
2024-04-08,47.06396902158345,7.28810174554872,0.0,1.908676349367935,3.826865235893076,0.0,2.284006951721576,0.0,0.01889282454261365,0.14188018375210434,62.53239231240948
2024-04-09,47.06396902158345,7.287855317402513,0.0,1.908676349367935,3.826865235893076,0.0,2.284006951721576,0.0,0.01889282454261365,0.14188018375210434,62.532145884263265
2024-04-10,47.07218329312372,7.274712482938085,0.0,1.913194198715082,3.826865235893076,0.0,2.284006951721576,0.0,0.01889282454261365,0.16816585268095813,62.55802083961511
2024-04-11,47.073826147431774,7.274712482938085,0.0,1.914837053023135,3.826865235893076,0.0,2.2848283788756025,0.0,0.01889282454261365,0.14188018375210434,62.53584230645639
2024-04-12,47.07300472027775,7.274630340222682,0.0,1.9144263394461218,3.826865235893076,0.0,2.2848283788756025,0.0,0.01889282454261365,0.14229089732911768,62.534938736586966
2024-04-15,47.07300472027775,7.274630340222682,0.0,1.913194198715082,3.826865235893076,0.0,2.2848283788756025,0.0,0.01889282454261365,0.14229089732911768,62.53370659585592
2024-04-16,47.07300472027775,7.278737475992816,0.0,1.913194198715082,3.826865235893076,0.0,2.2848283788756025,0.0,0.01889282454261365,0.14188018375210434,62.53740301804904
2024-04-17,47.07300472027775,7.278737475992816,0.0,1.9164799073311884,3.826865235893076,0.0,2.2971497861860026,0.0,0.01889282454261365,0.14188018375210434,62.55301013397555
2024-04-18,47.07300472027775,7.278737475992816,0.0,1.9164799073311884,3.7825081695756353,0.0,2.3012569219561363,0.0,0.01889282454261365,0.17063013414303818,62.54151015381918
