date,CMB INTERNATIONAL SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SPDB INTERNATIONAL SECURITIES LTD,CAITONG INTERNATIONAL SECURITIES CO LTD,UBS SECURITIES HONG KONG LTD,GET NICE SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITRUS SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,7.859072440523924,0.0,0.0,0.0,0.0,0.0,0.0,2.6595054798182307,10.518577920342155
2024-03-11,0.0,7.859072440523924,0.0,0.0,0.0,0.0,4.501915708812261,0.0,3.0381921054976386,15.399180254833825
2024-03-13,0.0,7.8724378508420205,0.0,0.0,0.0,0.0,4.488550298494164,0.0,3.0381921054976386,15.399180254833825
2024-03-14,0.0,7.8724378508420205,0.0,0.0,0.0,0.0,4.488550298494164,0.0,3.045320324333957,15.40630847367014
2024-03-21,0.0,7.872226677358995,0.0,0.0,0.0,0.0,4.488550298494164,0.0,3.045320324333957,15.406097300187117
2024-03-28,0.0,7.872226677358995,0.0,7.4400784104071995,0.0,0.0,4.488550298494164,0.0,2.5998066470640646,22.400662033324423
2024-04-12,0.0,7.872226677358995,0.0,7.4400784104071995,0.0,0.0,4.488550298494164,0.0,2.1364724227033767,21.937327808963737
2024-04-15,0.0,7.881582464581663,0.0,7.4400784104071995,0.0,0.0,4.488550298494164,0.0,2.1364724227033767,21.946683596186404
2024-04-18,0.0,7.881582464581663,0.0,7.4400784104071995,0.0,0.0,4.043036621224272,0.0,2.5819860999732693,21.946683596186404
2024-04-22,0.0,7.881582464581663,0.0,7.4400784104071995,0.0,0.00044551367726989216,4.043036621224272,0.0,2.5819860999732693,21.947129109863674
2024-04-23,0.0,7.881582464581663,0.0,7.4400784104071995,0.0,0.00044551367726989216,4.043036621224272,0.0,2.6091624342867323,21.974305444177137
2024-04-24,0.0,7.881582464581663,0.0,7.4400784104071995,0.0,4.8525349728236655,4.043036621224272,0.0,2.6091624342867323,26.826394903323532
2024-04-26,0.0,8.067361668003208,0.0,7.4400784104071995,0.0,4.8525349728236655,4.043036621224272,0.0,2.6091624342867323,27.01217410674508
2024-04-29,0.0,8.316849327274348,0.0,7.4400784104071995,0.0,4.8525349728236655,4.043036621224272,0.0,2.6091624342867323,27.261661766016214
2024-04-30,0.0,8.476343223736968,0.0,7.4400784104071995,0.0,4.8525349728236655,4.043036621224272,0.0,2.6091624342867323,27.421155662478835
2024-05-02,0.0,8.939888621580682,0.0,7.4400784104071995,0.0,4.8525349728236655,4.043036621224272,0.0,2.6091624342867323,27.884701060322552
2024-05-09,0.0,11.331406041165463,0.0,7.4400784104071995,0.0,4.8525349728236655,4.043036621224272,0.0,2.6091624342867323,30.276218479907335
2024-05-20,0.0,11.331406041165463,0.0,9.66764679675666,0.0,4.8525349728236655,4.043036621224272,0.0,0.3815940479372717,30.276218479907335
2024-05-30,0.0,11.331406041165463,0.0,9.66764679675666,0.0,4.8525349728236655,4.043036621224272,0.0,9.291867593335116,39.18649202530518
2024-06-18,0.0,11.156764679675666,0.0,9.66764679675666,0.0,4.8525349728236655,4.043036621224272,0.0,9.295431702753275,39.01541477323354
2024-06-19,0.0,11.156764679675666,0.0,9.66764679675666,0.0,4.8525349728236655,4.043036621224272,0.0,9.296768243785085,39.01675131426535
