date,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,53.32672894588318,0.36616788802234523,11.311270118258228,26.971251297156307,3.0516252433699522,0.0,2.2156016236593055,1.3740907163228764,0.0,1.383264167327804
2024-03-04,53.344354662893835,0.3616952045566175,11.224878231894808,27.0108276265496,3.075829266785536,0.0,2.216380433814423,1.3748224495465406,0.0,1.3912121239586381
2024-03-05,51.65172968916815,0.3500724707988737,10.860566398662442,26.2026819924995,2.9514728507156813,3.1778976360004414,2.1475664579016693,1.3066910361495643,0.0,1.3513214681036814
2024-03-06,51.73043226304124,0.350300579156526,10.73732253013536,26.22348951599046,2.967969790931666,3.1817750277481807,2.1489658191726178,1.3075424802677915,0.0,1.3522019935561571
2024-03-07,51.69516055499167,0.3498271541211084,10.78410665272916,26.23327475691144,2.957944560049881,3.177474915088277,2.1460615298862487,1.3057753597379844,0.0,1.3503745164842305
2024-03-08,51.717495718722795,0.34981958029632065,10.759216012512232,26.23932213770832,2.963653904315142,3.1743991511431506,2.146015067243714,1.3057470894517296,0.0,1.344331338606595
2024-03-11,51.738732157781385,0.3421171638762319,10.784142216526424,26.210965994819936,2.9608523252281307,3.1710122687224027,2.1437254053707604,1.304353940180752,0.0,1.344098527493979
2024-03-12,51.79967685229132,0.3404160309856767,10.727796118045461,26.187737977004083,2.9748010393604205,3.1730748126015103,2.1451197638085837,1.3052023403153228,0.0,1.34617506558762
2024-03-13,51.556367796829484,0.3389715468338295,10.76537418352674,26.221120064544383,2.98801984375222,3.1786956973280067,2.1465108638140245,1.4504786406078047,0.0,1.3544613627635012
2024-03-14,51.52760567793112,0.34186483887842484,10.732556178169679,26.294826981202878,2.967442820324757,3.180658470225131,2.144261433513099,1.4489586154078247,0.0,1.361824984347084
2024-03-15,50.66885177560149,0.33646507725117747,10.545630593976227,25.831911988380003,2.8981834965152995,3.124921008153136,2.1066856637655165,1.4235672454678552,1.7137655006886126,1.3500176502006829
2024-03-18,50.64405066770424,0.33630195533534124,10.51350137027683,25.797885148358006,2.8902801911170974,3.123406012582567,2.1056643197248643,1.5292118331387565,1.712934648601228,1.3467638531610697
2024-03-19,50.687310964086976,0.33616528728835393,10.37115078540525,25.848788912198177,2.8919643485970132,3.1243319902597992,2.1062885735516015,1.574220839395541,1.7134424721889308,1.346335827028358
2024-03-20,50.73055771811347,0.3350430845315246,10.41846049136709,25.78368092676953,2.8863692704025152,3.1182873508092626,2.1022135408580223,1.5711751971848757,1.710127478137112,1.3440849418265954
2024-03-21,50.742387685210645,0.3351508264146542,10.421157605400458,25.77061542596975,2.8825776969640353,3.1192901178169303,2.1028895627074196,1.571680449739806,1.710677414439017,1.3435732153372917
2024-03-22,50.57089106652464,0.3340825795943611,10.678802302040397,25.7225843621689,2.876918418112737,3.109347812778998,2.0961868936052093,1.5666709360802036,1.705224867214023,1.339290761880533
2024-03-25,50.42224994120099,0.33353736607755313,10.890330576551966,25.631286901579386,2.8724582189142813,3.1042734432681938,2.0927659746529637,1.6141376437874337,1.7024419874603676,1.3365179465068655
2024-03-26,50.51265189114788,0.33356905317030144,10.859551821805951,25.558562181335777,2.8693254342291272,3.104568358952364,2.0929647939646325,1.6348424922445097,1.7026037247727104,1.3313602483767426
2024-03-27,50.78065328554896,0.33454162471422866,10.565846493414746,25.539211772818,2.884640384457517,3.113620202381474,2.0990671526268203,1.6396091253348648,1.7075679260904297,1.335242032612962
2024-03-28,50.76690126629756,0.3342370654325375,10.62902615424909,25.501840761152245,2.88507375227225,3.1107856315471074,2.097156208406436,1.638116461520929,1.7060133940902542,1.3308493050315917
