date,UBS SECURITIES HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA CITIC BANK INTERNATIONAL LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-04-18,0.0,81.94447084342252,0.0,1.47395413442336,8.730087589087312,0.0,0.0,1.3586158098444485,6.492871623222356,0.0
2024-04-24,0.0,81.94683784474553,0.0,1.4737609054486793,8.728943112584064,0.0,0.0,1.3584377012223485,6.49202043599937,0.0
2024-04-25,0.0,55.58817846377849,32.16409059336798,0.9998374184423983,5.921940197456623,0.0,0.0,0.9215991815792373,4.40435414537527,0.0
2024-04-30,0.0,55.58694250658508,32.163375451403674,1.0020386052140005,5.921808528011998,0.0,0.0,0.9215786905833205,4.404256218201925,0.0
2024-05-02,0.0,55.587436244904694,32.163017892346836,1.0020274655878396,5.9217426954853325,0.0,0.0,0.9215684454270586,4.404207256248233,0.0
2024-05-03,0.0,55.590398444305244,32.16087270494343,1.001960633031758,5.921347731061314,0.0,0.0,0.9215069792727593,4.403913507385495,0.0
2024-05-07,0.0,55.600269589141085,32.15372414649219,1.0017379222173848,5.9200315634077185,0.0,0.0,0.921302151295453,4.402934627446179,0.0
2024-05-08,0.0,55.60273668972911,32.151937503397384,1.0016822599826347,5.919702612911485,0.0,0.0,0.9212509585278802,4.402689975451494,0.0
2024-05-14,0.0,54.0715083552885,33.26083372901174,1.0362295303374065,6.1238687190294545,0.0,0.0,0.9530242135812411,4.554535452751654,0.0
2024-05-16,0.0,54.07098033613418,33.261216113816225,1.0362414434009692,6.123939122386203,0.0,0.0,0.9530351700708031,4.554587814191623,0.0
2024-05-17,0.0,53.582435616561796,32.96209445314606,1.026922413683454,6.068865885320459,0.0,0.0,0.944464423235415,4.513627920663161,0.9015892873896498
2024-05-20,0.0,53.56762450946923,32.96209445314606,1.0417335207760205,6.068865885320459,0.0,0.0,0.944464423235415,4.513627920663161,0.9015892873896498
2024-05-22,0.0,53.55000555833003,32.96246999981775,1.058835323208494,6.068935029664046,0.0,0.0,0.9444751837916407,4.513679345730985,0.9015995594570572
2024-05-27,0.0,53.547888588990176,32.963972272082664,1.0588835798755212,6.0692116227947395,0.0,0.0,0.9445182284686179,4.513885057720828,0.9016406500674465
2024-05-28,0.0,53.54524210594606,32.96585030498655,1.0589439068952133,6.069557399663928,0.0,0.0,0.944572039832635,4.514142224077868,0.9016920185977418
2024-05-29,0.0,53.548947097779894,32.963221118834,1.058859450992193,6.069073323078015,0.0,0.0,0.9444967056396978,4.513782199382117,0.901620104294084
2024-06-05,0.0,53.55061567597631,32.96284555504697,1.0588473869628945,6.069004175583213,0.0,0.0,0.9433466027014608,4.513730771970623,0.9016098317585326
2024-06-06,0.0,53.551755017867904,32.96284555504697,1.0588473869628945,6.069004175583213,0.0,0.0,0.942207260809856,4.513730771970623,0.9016098317585326
2024-06-07,0.0,53.565427120567165,32.96284555504697,1.0588473869628945,6.069004175583213,0.0,0.0,0.9285351581105987,4.513730771970623,0.9016098317585326
2024-06-11,0.0,53.56847876116328,32.9647234595661,1.0589077098585538,6.069349928814648,0.0,0.0,0.9228910230727736,4.5139879207474385,0.9016611967772089
2024-06-12,0.0,53.57059484036218,32.963221118834,1.058859450992193,6.069073323078015,0.0,0.0,0.9228489630574072,4.513782199382117,0.901620104294084
2024-06-17,0.0,53.5742975148865,32.96059235202865,1.0587750085596324,6.068589323700848,0.0,0.0,0.9227753672546276,4.513422232109211,0.9015482014605392
2024-06-18,0.0,53.57490787453081,32.960967864473176,1.0587870709396838,6.068658461742648,0.0,0.0,0.9216466032317542,4.513473652490177,0.901558472591755
2024-06-19,0.0,53.57035076656958,32.960967864473176,1.0633441789009026,6.068658461742648,0.0,0.0,0.9216466032317542,4.513473652490177,0.901558472591755
2024-06-20,0.0,53.567705804350375,32.96284555504697,1.0634047545293135,6.069004175583213,0.0,0.0,0.9216991067609701,4.513730771970623,0.9016098317585326
2024-06-24,0.0,53.56937414981283,32.96246999981775,1.063392638851507,6.067795700753293,0.0,0.0,0.9216886055765766,4.513679345730985,0.9015995594570572
2024-06-25,0.0,53.56990314132963,32.96209445314606,1.063380523449772,6.0677265693902624,0.0,0.0,0.9216781046314664,4.513627920663161,0.9015892873896498
2024-06-27,0.0,53.56713681797301,32.957588560465915,1.0723484416518758,6.066897115886542,0.0,0.0,0.921552111951268,4.5130109112362415,0.9014660408351471
2024-07-02,0.0,53.55985393407629,32.958714918141006,1.0780810857963803,6.067104458001936,0.0,0.0,0.9215836068918758,4.513165147777799,0.9014968493147195
2024-07-11,0.0,53.565020942796714,32.95909038780817,1.0723973069445272,6.067173575189823,0.0,0.0,0.921594105683804,4.513216562301093,0.9015071192758757
2024-07-12,0.0,53.56481683416982,32.96246999981775,1.0725072701375324,6.067795700753293,0.0,0.0,0.9171312899335639,4.513679345730985,0.9015995594570572
2024-07-15,0.0,53.56534587760884,32.96209445314606,1.0724950508913513,6.0677265693902624,0.0,0.0,0.9171208409106768,4.513627920663161,0.9015892873896498
2024-07-16,0.0,53.56762450946923,32.96209445314606,1.0724950508913513,6.065447937529867,0.0,0.0,0.9171208409106768,4.513627920663161,0.9015892873896498
2024-07-17,0.0,53.56921148957928,32.960967864473176,1.0724583948233404,6.065240630771734,0.0,0.0,0.9170894952705354,4.513473652490177,0.901558472591755
2024-07-18,0.0,53.57604715152111,32.960967864473176,1.0724583948233404,6.065240630771734,0.0,0.0,0.9102538333287071,4.513473652490177,0.901558472591755
2024-07-19,0.0,53.584022090453246,32.960967864473176,1.0724583948233404,6.065240630771734,0.0,0.0,0.902278894396574,4.513473652490177,0.901558472591755
2024-07-22,0.0,53.585771857812404,32.96134338547406,1.0747491931742112,6.065309731449895,0.0,0.0,0.8977320140896263,4.513525074042797,0.9015687439570066
2024-07-23,0.0,53.590857752395074,32.960967864473176,1.0724583948233404,6.062962076791124,0.0,0.0,0.8977217864353553,4.513473652490177,0.901558472591755
2024-07-30,0.0,53.5983040474821,32.96134338547406,1.0724706132342647,6.063031151509948,0.0,0.0,0.888617694329841,4.51466436401277,0.9015687439570066
2024-07-31,0.0,53.5988326913272,32.960967864473176,1.0724583948233404,6.062962076791124,0.0,0.0,0.8886075705129176,4.5146129294804815,0.901558472591755
2024-08-01,0.0,53.601886061098526,32.96284555504697,1.066822780204128,6.06330746612519,0.0,0.0,0.8886581919044317,4.514870113862228,0.9016098317585326
2024-08-02,0.0,53.622757508123605,32.960967864473176,1.066762009871817,6.062962076791124,0.0,0.0,0.8703791386680423,4.5146129294804815,0.901558472591755
2024-08-05,0.0,53.64318148209241,32.96021684814016,1.0655984526455522,6.062823932075083,0.0,0.0,0.852131290551726,4.514510063931715,0.9015379305633514
2024-08-06,0.0,53.648877737251674,32.96021684814016,1.0655984526455522,6.062823932075083,0.0,0.0,0.846435035392451,4.514510063931715,0.9015379305633514
2024-08-07,0.0,53.65229549034724,32.96021684814016,1.0655984526455522,6.062823932075083,0.0,0.0,0.8430172822968861,4.514510063931715,0.9015379305633514
2024-08-08,0.0,53.667105753761355,32.96021684814016,1.066737703677407,6.046874417629113,0.0,0.0,0.8430172822968861,4.514510063931715,0.9015379305633514
2024-08-09,44.72650389135726,29.664315314301227,18.218264176956964,0.5889935192567964,3.342318895922741,0.0,0.0,0.4659651247255551,2.495327544511581,0.49831153296787223
2024-08-13,44.72713359523202,29.664315314301227,18.218264176956964,0.5883638153820364,3.342318895922741,0.0,0.0,0.4659651247255551,2.495327544511581,0.49831153296787223
2024-08-14,44.72488052078705,29.667858388068684,18.217346454264955,0.5889638494313499,3.3421505307116033,0.0,0.0,0.4653119801502453,2.49520184544995,0.49828643113615817
2024-08-15,44.723754068684315,29.66900013480217,18.21688762758994,0.5902083282297723,3.3420663544667675,0.0,0.0,0.46467060439042646,2.4951390006679666,0.49827388116863264
2024-08-16,44.723190863911015,29.67114510751664,18.21665822291942,0.5895712473897065,3.3420242679343923,0.0,0.0,0.4640351044428141,2.4951075794640785,0.4982676064219319
2024-08-19,44.723190863911015,29.672404404248397,18.21665822291942,0.5883119506579508,3.3420242679343923,0.0,0.0,0.4640351044428141,2.4951075794640785,0.4982676064219319
2024-08-20,44.723190863911015,29.672404404248397,18.234288377164003,0.5902008957555844,3.3420242679343923,0.0,0.0,0.44451600510060135,2.4951075794640785,0.4982676064219319
2024-08-22,44.723190863911015,29.67429334934603,18.234288377164003,0.5895712473897065,3.3420242679343923,0.0,0.0,0.4432567083688456,2.4951075794640785,0.4982676064219319
2024-08-23,43.77463678476378,29.046766923466045,17.847549231624566,0.5770667681507106,3.271141786368966,2.12094454985023,0.0,0.4320065977513155,2.4421877312445353,0.4876996267798568
2024-08-26,43.77463678476378,29.049232098958754,17.848165525497745,0.575217886531175,3.271141786368966,2.12094454985023,0.0,0.43139030387813704,2.441571437371357,0.4876996267798568
2024-08-28,43.77463678476378,29.049848392831933,17.848165525497745,0.5746015926579964,3.271141786368966,2.12094454985023,0.0,0.43139030387813704,2.441571437371357,0.4876996267798568
2024-08-29,43.77517635222345,29.050206462117078,17.84838552251062,0.5752249766837515,3.2711821065587725,2.1209706926750918,0.0,0.4295467167987976,2.4416015322526583,0.48770563817979123
2024-08-30,43.77463678476378,29.05169727445147,17.848165525497745,0.5746015926579964,3.271141786368966,2.12094454985023,0.0,0.4295414222586015,2.441571437371357,0.4876996267798568
2024-09-02,43.77463678476378,29.053546156071004,17.848165525497745,0.5764504742775319,3.271141786368966,2.12094454985023,0.0,0.4258436590195303,2.441571437371357,0.4876996267798568
2024-09-03,43.77490656683094,29.05865559377049,17.84827552332626,0.5758377292569983,3.271161946339623,2.120957621182102,0.0,0.42091590211301805,2.4415864847192705,0.4877026324612999
2024-09-04,43.77463678476378,29.059709094802788,17.848165525497745,0.575217886531175,3.271141786368966,2.12094454985023,0.0,0.42091330803410215,2.441571437371357,0.4876996267798568
2024-09-05,43.77490656683094,29.059888189113252,17.84827552332626,0.5746051339142317,3.271161946339623,2.120957621182102,0.0,0.42091590211301805,2.4415864847192705,0.4877026324612999
2024-09-10,43.77463678476378,29.060325388675967,17.848165525497745,0.575217886531175,3.271141786368966,2.12094454985023,0.0,0.4202970141609236,2.441571437371357,0.4876996267798568
2024-09-11,43.7743670060219,29.06137887292487,17.84805552902504,0.5752143415204305,3.270505336571776,2.120931478679472,0.0,0.4202944239121397,2.441556390208914,0.487696621135461
2024-09-12,43.77355768974732,29.06392296908196,17.847725547741536,0.5752037067503629,3.269828591609515,2.120892266133858,0.0,0.4196703746765184,2.441511249834374,0.4876876044245515
2024-09-13,43.771399659312124,29.067420108023047,17.846845657301646,0.5751753492859227,3.269667389505071,2.1207877064338554,0.0,0.41964968498417665,2.4413908836621205,0.4876635614920423
2024-09-16,43.7711299204688,29.069089715147438,17.84673567709672,0.5739393157979106,3.2696472403595895,2.120774637196241,0.0,0.4196470989160704,2.4413758387250577,0.4876605562921623
2024-09-20,43.770860184949974,29.068910579584557,17.84662569824728,0.5745520196534616,3.2696270914624423,2.120761568119703,0.0,0.41964451287983695,2.4413607939734203,0.4876575511293209
2024-09-23,43.76978127611822,29.06203180427564,17.846185796403876,0.5831650146978858,3.269546498357107,2.1207092934242504,0.0,0.4196341690536195,2.441300616821065,0.4876455308483267
2024-09-24,43.76978127611822,29.065729157356625,17.846185796403876,0.5813163381573949,3.269546498357107,2.1207092934242504,0.0,0.41778549251312846,2.441300616821065,0.4876455308483267
2024-09-25,43.768972129398456,29.06888912070385,17.846472098374385,0.5806893775756016,3.269486056135393,2.120670089093812,0.0,0.4159291267884455,2.441255485903603,0.487636516026452
2024-09-27,43.768972129398456,29.049786482931424,17.846472098374385,0.59671094473957,3.2725671267438488,2.120670089093812,0.0,0.4159291267884455,2.441255485903603,0.487636516026452
2024-09-30,43.768972129398456,29.05040269705312,17.846472098374385,0.59671094473957,3.2725671267438488,2.120670089093812,0.0,0.41531291266675446,2.441255485903603,0.487636516026452
2024-10-02,43.76951155722088,29.05076072683323,17.84545960261531,0.5967182988644186,3.2726074592824714,2.1206962251530475,0.0,0.4153180311634703,2.4412855729965064,0.4876425258706676
2024-10-03,43.768972129398456,29.060878337121864,17.845239670131004,0.59671094473957,3.2725671267438488,2.120670089093812,0.0,0.41531291266675446,2.4418717000252945,0.4777770900793945
2024-10-07,43.77005099833975,29.06159466372309,17.845679540520766,0.5917958186836664,3.2751127100586954,2.1207223618565147,0.0,0.41532314978635293,2.441931890141891,0.47778886688927313
2024-10-08,43.76816301259459,29.060341115344574,17.844909781568774,0.5930026975103312,3.278668657102954,2.120630886212843,0.0,0.4153052351582329,2.441826559385036,0.4771520551226666
2024-10-10,43.76678758268033,29.06374116746704,17.844348999003515,0.5923678788261066,3.2785656237874217,2.1205642446414985,0.0,0.41529218404517104,2.4417498241267097,0.4765824954222113
2024-10-14,43.767057268006965,29.060223131532563,17.844458953591325,0.5954524647347406,3.2785858258879177,2.1205773112861523,0.0,0.4152947430222971,2.441764869875673,0.47658543206236803
2024-10-15,43.767057268006965,29.057142195718754,17.844458953591325,0.598533400548549,3.2785858258879177,2.1205773112861523,0.0,0.4152947430222971,2.441764869875673,0.47658543206236803
2024-10-17,43.76716514306821,29.05783000312882,17.844502935805863,0.5979186871050648,3.278593906797827,2.120582537989102,0.0,0.4150492911493729,2.441770888227176,0.476586606728564
2024-10-18,43.76689545641216,29.058267138057182,17.844392980676034,0.5979150028204924,3.278573704597744,2.1205694712800365,0.0,0.41504673367837697,2.4417558424040453,0.4765836700739311
2024-10-22,43.76689545641216,29.05457002874928,17.844392980676034,0.5985311877051427,3.2816546290209962,2.1205694712800365,0.0,0.41504673367837697,2.4417558424040453,0.4765836700739311
2024-10-23,43.76716514306821,29.054749059721257,17.844502935805863,0.5979186871050648,3.2816748502053863,2.120582537989102,0.0,0.4150492911493729,2.441770888227176,0.476586606728564
2024-10-24,43.76770452635111,29.05325853945818,17.84472285013076,0.5985422520857996,3.2817152933217804,2.120608671890333,0.0,0.41505440618591893,2.4418009804297087,0.47659248014640326
2024-10-25,43.76824392292881,29.052384186325963,17.844942769876145,0.5985496285668345,3.2817557374350224,2.120634806435716,0.0,0.41505952134854124,2.441831073373959,0.4765983537090113
2024-10-28,43.76824392292881,29.051767982456532,17.844942769876145,0.5991658324362604,3.2817557374350224,2.120634806435716,0.0,0.41505952134854124,2.441831073373959,0.4765983537090113
2024-10-30,43.767434833047844,29.05307951546433,17.844612892290765,0.5991547563918822,3.28169507163898,2.1205956048592,0.0,0.41505184865188677,2.4417859342357295,0.47658954341938786
2024-11-04,43.76716514306821,29.053516682358232,17.844502935805863,0.5991510644680885,3.2816748502053863,2.120582537989102,0.0,0.4150492911493729,2.441770888227176,0.476586606728564
2024-11-05,43.767434833047844,29.05985763272695,17.844612892290765,0.5929928316076802,3.2860084189879206,2.1205956048592,0.0,0.41012230882452505,2.4417859342357295,0.47658954341938786
2024-11-06,43.767434833047844,29.058009055291688,17.844612892290765,0.5929928316076802,3.2878569964231814,2.1205956048592,0.0,0.41012230882452505,2.4417859342357295,0.47658954341938786
2024-11-07,43.77444793929531,29.04725790580966,17.84747223661003,0.5924715590240306,3.288383828542321,2.120935400013783,0.0,0.4101880250662289,2.4421771955526355,0.4766659100860016
2024-11-08,43.776066667612774,29.044634155694325,17.848132215434763,0.5924934679351656,3.288505429162604,2.121013829745124,0.0,0.41020319334368105,2.4422675044330164,0.4766835366385442
2024-11-11,43.77741569933092,29.041831216033444,17.848682235075664,0.5962097245804847,3.2855251048982814,2.1210791922856354,0.0,0.4102158344318562,2.4423427669355324,0.4766982264281803
2024-11-12,43.77654939013562,29.042278708900305,17.84895725760863,0.5962189113151957,3.2855757301166912,2.121111875066605,0.0,0.4102221552681153,2.4423803999263205,0.47670557166252125
2024-11-14,43.77654939013562,29.043511393887773,17.84895725760863,0.5962189113151957,3.2849593876229553,2.121111875066605,0.0,0.4096058127743797,2.4423803999263205,0.47670557166252125
2024-11-15,43.77654939013562,29.042895051394034,17.84895725760863,0.5968352538089313,3.2849593876229553,2.121111875066605,0.0,0.4096058127743797,2.4423803999263205,0.47670557166252125
2024-11-18,43.75794017433785,29.033629448754834,17.841369745527402,0.5947333003379722,3.324840358828602,2.1202101998737395,0.0,0.4094316911711896,2.441342154917162,0.47650292625125307
2024-11-20,43.75794017433785,29.034861609733415,17.841369745527402,0.5935011393593883,3.324840358828602,2.1202101998737395,0.0,0.4094316911711896,2.441342154917162,0.47650292625125307
2024-11-21,43.75767059186676,29.04145957634937,17.841259829006553,0.5941135596309551,3.3180430316306464,2.120197137752839,0.0,0.40942916875796337,2.4413271143771302,0.4764999906277793
2024-11-22,43.75767059186676,29.04207565304314,17.841259829006553,0.5941135596309551,3.3174269549368827,2.120197137752839,0.0,0.40942916875796337,2.4413271143771302,0.4764999906277793
2024-11-25,43.75740101271733,29.04436102427907,17.841149913840034,0.5941098994583293,3.315558298473647,2.1201840757928836,0.0,0.409426646375817,2.4413120740224206,0.47649705504047674
2024-11-26,43.75794017433785,29.043486736583503,17.841369745527402,0.5941172198486803,3.3155991514892227,2.1202101998737395,0.0,0.4094316911711896,2.441342154917162,0.47650292625125307
2024-11-27,43.75847934924521,29.043228515422896,17.841589582632196,0.5935084523389427,3.315640005511561,2.120236324598385,0.0,0.40943673609088366,2.4413722365532027,0.47650879760671666
2024-11-28,43.75820976013065,29.046130006080535,17.84147966340261,0.5922726272569043,3.31438740980481,2.120223262155587,0.0,0.40943421361549615,2.441357195642518,0.47650586191089855
2024-11-29,43.75794017433785,29.04595105854067,17.841369745527402,0.5941172198486803,3.3131348295320553,2.1202101998737395,0.0,0.4094316911711896,2.441342154917162,0.47650292625125307
2024-12-02,43.75794017433785,29.04656713902996,17.841369745527402,0.5935011393593883,3.3131348295320553,2.1202101998737395,0.0,0.4094316911711896,2.441342154917162,0.47650292625125307
2024-12-03,43.75767059186676,29.04638818989948,17.841259829006553,0.5941135596309551,3.313114418080537,2.120197137752839,0.0,0.40942916875796337,2.4413271143771302,0.4764999906277793
2024-12-04,43.75767059186676,29.04330780643066,17.841259829006553,0.5996582498748277,3.3106501113054825,2.120197137752839,0.0,0.40942916875796337,2.4413271143771302,0.4764999906277793
2024-12-05,43.75820976013065,29.043665668941067,17.84147966340261,0.6002817229601756,3.308842651241007,2.120223262155587,0.0,0.40943421361549615,2.441357195642518,0.47650586191089855
2024-12-06,43.75820976013065,29.04058524751673,17.84147966340261,0.6033621443845106,3.308842651241007,2.120223262155587,0.0,0.40943421361549615,2.441357195642518,0.47650586191089855
2024-12-09,43.75982734464677,29.038578238794866,17.84213919909675,0.6027683414657992,3.3089649673199397,2.1203016392267333,0.0,0.40944934893405577,2.441447443886669,0.4765234766284179
2024-12-10,43.75982734464677,29.036729917616967,17.84213919909675,0.6046166626436981,3.3089649673199397,2.1203016392267333,0.0,0.40944934893405577,2.441447443886669,0.4765234766284179
2024-12-11,43.759557738922425,29.034086608322568,17.842029273094877,0.6095417636882596,3.307096270888458,2.120288575979139,0.0,0.40944682630325485,2.441432402049292,0.47652054075172723
2024-12-12,43.759288136520155,29.036372127340083,17.841919348447508,0.6089219088370637,3.3058436969506686,2.12027551289251,0.0,0.4094443037035378,2.44141736039726,0.47651760491121253
2024-12-13,43.759288136520155,29.03822042574299,17.841919348447508,0.6083058093694286,3.3046114980153987,2.12027551289251,0.0,0.4094443037035378,2.44141736039726,0.47651760491121253
2024-12-16,43.759288136520155,29.04006872414589,17.841919348447508,0.6083058093694286,3.3027631996124933,2.12027551289251,0.0,0.4094443037035378,2.44141736039726,0.47651760491121253
2024-12-17,43.759288136520155,29.042533122016433,17.841919348447508,0.6095380083046986,3.2990666028066835,2.12027551289251,0.0,0.4094443037035378,2.44141736039726,0.47651760491121253
2024-12-18,43.75901853743991,29.04728295760185,17.841809425154622,0.6064537746080467,3.297814086056386,2.1202624499668437,0.0,0.40944178113490387,2.4414023189305705,0.47651466910687296
2024-12-19,43.75901853743991,29.050363435961213,17.841809425154622,0.6033732962486824,3.297814086056386,2.1202624499668437,0.0,0.40944178113490387,2.4414023189305705,0.47651466910687296
2024-12-20,43.759288136520155,29.054239011901494,17.841919348447508,0.6027609141607134,3.2941378070656038,2.12027551289251,0.0,0.4094443037035378,2.44141736039726,0.47651760491121253
2024-12-23,43.75874894168162,29.057577561545976,17.841699503216194,0.600289119534034,3.2940972172347665,2.120249387202136,0.0,0.4094392585973527,2.441387277649219,0.47651173333870783
2024-12-27,43.75632272933485,29.05596645850597,17.840710266716776,0.6058003558384487,3.293914575373808,2.1201318295624443,0.0,0.4094165571580181,2.4412519144567253,0.47648531305296465
2024-12-30,43.75632272933485,29.06089492024056,17.837629978132657,0.6039521826879781,3.293914575373808,2.1201318295624443,0.0,0.4094165571580181,2.4412519144567253,0.47648531305296465
2025-01-02,43.75713143688948,29.074369476984195,17.837959654513586,0.5922580320222598,3.2908951082294906,2.1201710139938688,0.0,0.4094241240247498,2.4412970338530284,0.4764941194893446
2025-01-03,43.75713143688948,29.094083688275308,17.837959654513586,0.5836330645823975,3.282886209892476,2.1201710139938688,0.0,0.4094241240247498,2.4412970338530284,0.4734137739751081
2025-01-06,43.75713143688948,29.09839617199524,17.837959654513586,0.5836330645823975,3.278573726172544,2.1201710139938688,0.0,0.4094241240247498,2.4412970338530284,0.4734137739751081
2025-01-07,43.75901853743991,29.10211547239853,17.838728946795257,0.5811938520612595,3.274402450525217,2.1202624499668437,0.0,0.40944178113490387,2.4414023189305705,0.4734341907475087
2025-01-08,43.75901853743991,29.10581204642977,17.838728946795257,0.5811938520612595,3.2707058764939805,2.1202624499668437,0.0,0.40944178113490387,2.4414023189305705,0.4734341907475087
2025-01-09,43.75874894168162,29.10563272788626,17.838619043835408,0.5855029145062547,3.266989174683837,2.120249387202136,0.0,0.4094392585973527,2.441387277649219,0.4734312739579205
2025-01-10,43.759557738922425,29.117876652150944,17.838948756777654,0.5855137364139461,3.2596563196032746,2.120288575979139,0.0,0.40944682630325485,2.441432402049292,0.46727899180006816
2025-01-13,43.75874894168162,29.11117755477168,17.838619043835408,0.5935121088963018,3.259596072169947,2.120249387202136,0.0,0.4094392585973527,2.441387277649219,0.4672703551963458
2025-01-14,43.75740101271733,29.107200459903844,17.838069549348624,0.599654555542868,3.259495664729977,2.1201840757928836,0.0,0.409426646375817,2.4413120740224206,0.4672559615662454
2025-01-15,43.75740101271733,29.11582548047979,17.838069549348624,0.5978063368480218,3.252718862848874,2.1201840757928836,0.0,0.409426646375817,2.4413120740224206,0.4672559615662454
2025-01-16,43.756861864383154,29.116698866095174,17.837849761032594,0.6014953629378833,3.248982393259192,2.1201579523557927,0.0,0.4094216017047614,2.4412819938689507,0.4672502043624929
2025-01-17,43.756861864383154,29.111770343635502,17.837849761032594,0.6064238853975576,3.248982393259192,2.1201579523557927,0.0,0.4094216017047614,2.4412819938689507,0.4672502043624929
2025-01-21,43.75551405167229,29.110873633669726,17.837300313937487,0.6094854377931728,3.2488823170750134,2.120092646579385,0.0,0.4094089905709787,2.441206796728161,0.46723581197378494
2025-01-22,43.75551405167229,29.106561309351182,17.837300313937487,0.6137977621117175,3.2488823170750134,2.120092646579385,0.0,0.4094089905709787,2.441206796728161,0.46723581197378494
2025-01-23,43.75551405167229,29.10594526301996,17.837300313937487,0.6174940400990415,3.24580208541891,2.120092646579385,0.0,0.4094089905709787,2.441206796728161,0.46723581197378494
2025-01-27,43.75551405167229,29.112721772663384,17.837300313937487,0.6174940400990415,3.2390255757754822,2.120092646579385,0.0,0.4094089905709787,2.441206796728161,0.46723581197378494
2025-02-03,43.7557836075719,29.11290112162266,17.837410200648613,0.6205780948037304,3.235349229038386,2.120105707412814,0.0,0.4094115127355825,2.441221835785717,0.46723869038059507
2025-02-04,43.7557836075719,29.11351717174903,17.837410200648613,0.6199620446773554,3.235349229038386,2.120105707412814,0.0,0.4094115127355825,2.441221835785717,0.46723869038059507
