date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,NANYANG COMMERCIAL BANK LTD,ICBC (ASIA) SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,CHINA CITIC BANK INTERNATIONAL LTD
2024-05-23,28.645833333333332,64.32291666666666,4.427083333333334,0.0,0.0,0.0,0.5208333333333333,0.0,2.083333333333333
2024-05-27,27.22772277227723,66.0891089108911,4.207920792079208,0.0,0.0,0.0,0.49504950495049505,0.0,1.9801980198019802
2024-05-30,28.467153284671532,64.96350364963503,4.13625304136253,0.0,0.0,0.0,0.48661800486618007,0.0,1.9464720194647203
2024-06-03,28.606356968215156,65.28117359413203,3.6674816625916873,0.0,0.0,0.0,0.4889975550122249,0.0,1.9559902200488997
2024-06-06,28.78411910669975,66.25310173697271,2.481389578163772,0.0,0.0,0.0,0.49627791563275436,0.0,1.9851116625310175
2024-06-12,27.230046948356808,62.676056338028175,7.276995305164319,0.0,0.0,0.0,0.9389671361502347,0.0,1.8779342723004695
2024-06-13,28.400954653937948,63.72315035799523,5.011933174224343,0.0,0.0,0.0,0.9546539379474941,0.0,1.9093078758949882
2024-06-14,29.166666666666668,65.44117647058823,2.450980392156863,0.0,0.0,0.0,0.9803921568627451,0.0,1.9607843137254901
2024-06-17,27.674418604651162,62.093023255813954,7.441860465116279,0.0,0.0,0.0,0.9302325581395349,0.0,1.8604651162790697
2024-06-19,29.238329238329236,65.6019656019656,2.211302211302211,0.0,0.0,0.0,0.9828009828009828,0.0,1.9656019656019657
2024-06-24,29.216152019002372,63.42042755344418,2.137767220902613,0.0,0.0,0.0,0.9501187648456058,2.375296912114014,1.9002375296912115
2024-06-26,27.828054298642535,60.40723981900452,6.787330316742081,0.0,0.0,0.0,0.904977375565611,2.262443438914027,1.809954751131222
2024-06-28,28.153153153153156,60.13513513513513,6.756756756756757,0.0,0.0,0.0,0.9009009009009009,2.2522522522522523,1.8018018018018018
2024-07-02,29.4811320754717,62.97169811320755,2.358490566037736,0.0,0.0,0.0,0.9433962264150944,2.358490566037736,1.8867924528301887
2024-07-05,29.342723004694836,62.676056338028175,2.8169014084507045,0.0,0.0,0.0,0.9389671361502347,2.3474178403755865,1.8779342723004695
2024-07-11,30.324074074074076,61.80555555555556,2.7777777777777777,0.0,0.0,0.0,0.9259259259259258,2.314814814814815,1.8518518518518516
2024-07-12,30.324074074074076,61.80555555555556,2.7777777777777777,0.0,0.0,0.0,0.9259259259259258,2.314814814814815,1.8518518518518516
2024-07-15,29.772727272727273,60.68181818181818,1.8181818181818181,2.727272727272727,0.0,0.0,0.9090909090909091,2.272727272727273,1.8181818181818181
2024-07-16,28.47826086956522,58.04347826086956,6.086956521739131,2.608695652173913,0.0,0.0,0.8695652173913043,2.1739130434782608,1.7391304347826086
2024-07-17,29.24107142857143,59.59821428571429,3.571428571428571,2.6785714285714284,0.0,0.0,0.8928571428571428,2.232142857142857,1.7857142857142856
2024-07-25,29.867256637168143,59.070796460176986,3.5398230088495577,2.6548672566371683,0.0,0.0,0.8849557522123894,2.2123893805309733,1.7699115044247788
2024-07-26,28.96995708154507,57.2961373390558,6.437768240343347,2.575107296137339,0.0,0.0,0.8583690987124464,2.1459227467811157,1.7167381974248928
2024-07-30,30.405405405405407,60.13513513513513,1.8018018018018018,2.7027027027027026,0.0,0.0,0.9009009009009009,2.2522522522522523,1.8018018018018018
2024-08-01,28.90792291220557,57.17344753747323,6.638115631691649,2.569593147751606,0.0,0.0,0.8565310492505354,2.141327623126338,1.7130620985010707
2024-08-02,29.735682819383257,58.81057268722467,3.9647577092511015,2.643171806167401,0.0,0.0,0.881057268722467,2.2026431718061676,1.762114537444934
2024-08-05,30.269058295964125,59.865470852017935,2.242152466367713,2.690582959641256,0.0,0.0,0.8968609865470852,2.242152466367713,1.7937219730941705
2024-08-06,34.97409326424871,53.626943005181346,2.5906735751295336,3.1088082901554404,0.0,0.0,1.0362694300518136,2.5906735751295336,2.072538860103627
2024-08-08,47.2027972027972,37.41258741258741,3.4965034965034967,4.195804195804196,0.0,0.0,1.3986013986013985,3.4965034965034967,2.797202797202797
2024-08-13,54.87804878048781,27.235772357723576,4.0650406504065035,4.878048780487805,0.0,0.0,1.6260162601626018,4.0650406504065035,3.2520325203252036
2024-08-15,55.32786885245902,27.459016393442624,3.278688524590164,4.918032786885246,0.0,0.0,1.639344262295082,4.098360655737705,3.278688524590164
2024-08-21,49.815498154981555,24.723247232472325,12.915129151291513,4.428044280442804,0.0,0.0,1.4760147601476015,3.6900369003690034,2.952029520295203
2024-08-27,46.075085324232084,22.866894197952217,19.453924914675767,4.09556313993174,0.0,0.0,1.3651877133105803,3.4129692832764507,2.7303754266211606
2024-09-04,47.70318021201413,27.915194346289752,12.36749116607774,4.240282685512367,0.0,0.0,1.4134275618374559,3.53356890459364,2.8268551236749118
2024-09-05,49.815498154981555,24.723247232472325,12.915129151291513,4.428044280442804,0.0,0.0,1.4760147601476015,3.6900369003690034,2.952029520295203
2024-09-11,43.40836012861736,21.54340836012862,11.254019292604502,3.858520900321544,0.0,12.861736334405144,1.2861736334405145,3.215434083601286,2.572347266881029
2024-09-13,43.40836012861736,21.54340836012862,11.254019292604502,3.858520900321544,0.0,12.861736334405144,1.2861736334405145,3.215434083601286,2.572347266881029
2024-09-20,40.54054054054054,20.12012012012012,17.117117117117118,3.6036036036036037,0.0,12.012012012012011,1.2012012012012012,3.003003003003003,2.4024024024024024
2024-09-23,43.54838709677419,21.612903225806452,10.967741935483872,3.870967741935484,0.0,12.903225806451612,1.2903225806451613,3.225806451612903,2.5806451612903225
2024-09-26,42.31974921630094,23.824451410658305,10.658307210031348,3.761755485893417,0.0,12.539184952978054,1.2539184952978055,3.1347962382445136,2.507836990595611
2024-09-27,39.017341040462426,21.965317919075144,15.31791907514451,3.4682080924855487,0.0,11.560693641618498,1.1560693641618496,2.8901734104046244,4.624277456647398
2024-09-30,39.45783132530121,22.89156626506024,15.963855421686745,3.614457831325301,0.0,12.048192771084338,0.6024096385542169,3.0120481927710845,2.4096385542168677
2024-10-02,46.391752577319586,26.11683848797251,15.463917525773196,4.123711340206185,0.0,1.0309278350515463,0.6872852233676976,3.436426116838488,2.7491408934707904
2024-10-03,47.2027972027972,26.573426573426573,13.286713286713287,4.195804195804196,0.0,1.048951048951049,1.3986013986013985,3.4965034965034967,2.797202797202797
2024-10-04,47.21189591078067,28.25278810408922,11.524163568773234,4.4609665427509295,0.0,1.1152416356877324,0.7434944237918215,3.717472118959108,2.973977695167286
2024-10-07,46.81647940074906,28.46441947565543,11.610486891385769,4.49438202247191,0.0,1.1235955056179776,0.7490636704119851,3.7453183520599254,2.9962546816479403
2024-10-09,20.670391061452513,42.45810055865922,17.318435754189945,6.70391061452514,0.0,1.675977653631285,1.1173184357541899,5.58659217877095,4.4692737430167595
2024-10-10,27.142857142857142,42.38095238095238,13.80952380952381,5.714285714285714,0.0,1.4285714285714286,0.9523809523809524,4.761904761904762,3.8095238095238098
2024-10-14,22.61904761904762,36.507936507936506,26.984126984126984,4.761904761904762,0.0,1.1904761904761905,0.7936507936507936,3.968253968253968,3.1746031746031744
2024-10-15,23.651452282157674,38.17427385892116,23.651452282157674,4.979253112033195,0.0,1.2448132780082988,0.8298755186721992,4.149377593360995,3.319502074688797
2024-10-17,22.957198443579767,35.797665369649806,27.626459143968873,4.669260700389105,0.0,1.1673151750972763,0.7782101167315175,3.8910505836575875,3.11284046692607
2024-10-21,22.519083969465647,37.02290076335878,27.099236641221374,4.580152671755725,0.0,1.1450381679389312,0.7633587786259541,3.816793893129771,3.0534351145038165
2024-10-22,23.741007194244602,44.96402877697842,18.705035971223023,4.316546762589928,0.0,1.079136690647482,0.7194244604316548,3.597122302158273,2.877697841726619
2024-10-23,29.411764705882355,43.25259515570934,15.22491349480969,4.1522491349480966,0.0,1.0380622837370241,0.6920415224913495,3.4602076124567476,2.768166089965398
2024-10-24,27.659574468085108,44.32624113475177,15.602836879432624,4.25531914893617,0.0,1.0638297872340425,0.7092198581560284,3.546099290780142,2.8368794326241136
2024-10-25,27.857142857142858,43.57142857142857,16.071428571428573,4.285714285714286,0.0,1.0714285714285714,0.7142857142857143,3.571428571428571,2.857142857142857
2024-10-29,23.77358490566038,46.0377358490566,16.9811320754717,4.528301886792453,0.0,1.1320754716981132,0.7547169811320755,3.7735849056603774,3.018867924528302
2024-10-30,28.52233676975945,41.92439862542955,15.463917525773196,4.123711340206185,0.0,1.0309278350515463,0.6872852233676976,3.436426116838488,4.810996563573884
2024-10-31,30.23255813953488,40.53156146179402,14.950166112956811,3.9867109634551494,0.0,0.9966777408637874,1.3289036544850499,3.322259136212625,4.651162790697675
2024-11-01,30.434782608695656,40.802675585284284,15.050167224080269,4.013377926421405,0.0,1.0033444816053512,0.6688963210702341,3.3444816053511706,4.682274247491638
2024-11-04,28.52852852852853,36.63663663663664,22.52252252252252,3.6036036036036037,0.0,0.9009009009009009,0.6006006006006006,3.003003003003003,4.2042042042042045
2024-11-06,29.166666666666668,36.30952380952381,22.321428571428573,3.571428571428571,0.0,0.8928571428571428,0.5952380952380952,2.976190476190476,4.166666666666666
2024-11-07,50.62240663900415,25.311203319502074,15.560165975103734,2.4896265560165975,0.0,0.6224066390041494,0.4149377593360996,2.0746887966804977,2.904564315352697
2024-11-08,50.82644628099173,25.206611570247933,15.495867768595042,2.479338842975207,0.0,0.6198347107438017,0.4132231404958678,2.066115702479339,2.8925619834710745
2024-11-11,58.01886792452831,14.622641509433961,17.68867924528302,2.8301886792452833,0.0,0.7075471698113208,0.4716981132075472,2.358490566037736,3.30188679245283
2024-11-13,55.940594059405946,15.346534653465346,18.564356435643564,2.9702970297029703,0.0,0.7425742574257426,0.49504950495049505,2.4752475247524752,3.4653465346534658
2024-11-14,41.11111111111111,37.407407407407405,13.88888888888889,2.2222222222222223,0.0,0.5555555555555556,0.3703703703703704,1.8518518518518516,2.5925925925925926
2024-11-15,40.89219330855018,37.54646840148699,13.940520446096654,2.2304832713754648,0.0,0.5576208178438662,0.37174721189591076,1.858736059479554,2.6022304832713754
2024-11-19,38.61003861003861,38.996138996138995,14.478764478764477,2.3166023166023164,0.0,0.5791505791505791,0.3861003861003861,1.9305019305019304,2.7027027027027026
2024-11-20,40.89219330855018,37.54646840148699,13.940520446096654,2.2304832713754648,0.0,0.5576208178438662,0.37174721189591076,1.858736059479554,2.6022304832713754
2024-11-26,39.11439114391143,39.48339483394834,13.837638376383765,2.214022140221402,0.0,0.5535055350553505,0.36900369003690037,1.8450184501845017,2.5830258302583027
2024-12-05,43.00202839756592,43.40770791075051,5.273833671399594,2.434077079107505,0.0,0.6085192697768762,0.4056795131845842,2.028397565922921,2.839756592292089
2024-12-06,43.17718940936864,43.58452138492871,5.295315682281059,2.4439918533604885,0.0,0.20366598778004072,0.40733197556008144,2.0366598778004072,2.8513238289205702
2024-12-10,42.74193548387097,43.145161290322584,5.241935483870968,3.4274193548387095,0.0,0.20161290322580644,0.4032258064516129,2.0161290322580645,2.82258064516129
2024-12-16,39.83050847457627,45.33898305084746,5.508474576271186,3.6016949152542375,0.0,0.211864406779661,0.423728813559322,2.11864406779661,2.9661016949152543
2024-12-19,38.188976377952756,42.125984251968504,11.023622047244094,3.346456692913386,0.0,0.19685039370078738,0.39370078740157477,1.968503937007874,2.7559055118110236
2024-12-20,37.94466403162055,42.29249011857708,11.067193675889328,3.3596837944664033,0.0,0.1976284584980237,0.3952569169960474,1.9762845849802373,2.766798418972332
2024-12-30,37.8698224852071,42.209072978303745,11.045364891518737,3.353057199211045,0.0,0.39447731755424065,0.39447731755424065,1.9723865877712032,2.7613412228796843
2025-01-02,39.626168224299064,41.495327102803735,10.46728971962617,3.177570093457944,0.0,0.3738317757009346,0.3738317757009346,1.8691588785046727,2.6168224299065423
2025-01-03,53.80710659898477,20.812182741116754,14.213197969543149,4.314720812182741,0.0,0.25380710659898476,0.5076142131979695,2.5380710659898478,3.5532994923857872
2025-01-06,53.92405063291139,20.759493670886076,14.177215189873419,4.30379746835443,0.0,0.25316455696202533,0.5063291139240507,2.5316455696202533,3.5443037974683547
2025-01-07,56.49867374005305,19.893899204244033,11.936339522546419,4.509283819628647,0.0,0.2652519893899204,0.5305039787798408,2.6525198938992043,3.7135278514588856
2025-01-09,56.95538057742782,19.68503937007874,11.811023622047244,4.4619422572178475,0.0,0.26246719160104987,0.5249343832020997,2.6246719160104988,3.674540682414698
2025-01-10,57.10526315789474,19.473684210526315,11.842105263157894,4.473684210526316,0.0,0.2631578947368421,0.5263157894736842,2.631578947368421,3.684210526315789
2025-01-16,56.21761658031088,20.72538860103627,11.658031088082902,4.404145077720207,0.0,0.2590673575129534,0.5181347150259068,2.5906735751295336,3.6269430051813467
2025-01-17,51.78997613365155,19.09307875894988,10.739856801909307,4.05727923627685,7.875894988066825,0.23866348448687352,0.47732696897374705,2.386634844868735,3.341288782816229
2025-01-21,48.99497487437186,20.100502512562816,11.557788944723619,4.271356783919598,8.291457286432161,0.25125628140703515,0.5025125628140703,2.512562814070352,3.5175879396984926
2025-02-03,50.728155339805824,19.41747572815534,11.165048543689322,4.12621359223301,8.009708737864079,0.24271844660194172,0.48543689320388345,2.4271844660194173,3.3980582524271843
2025-02-05,51.20192307692307,19.230769230769234,11.057692307692307,4.086538461538462,7.9326923076923075,0.2403846153846154,0.4807692307692308,2.403846153846154,3.3653846153846154
2025-02-06,49.88290398126464,21.07728337236534,11.00702576112412,3.9812646370023423,7.728337236533958,0.234192037470726,0.468384074941452,2.3419203747072603,3.278688524590164
2025-02-07,51.05882352941177,19.76470588235294,11.058823529411764,4.0,7.764705882352942,0.2352941176470588,0.4705882352941176,2.3529411764705883,3.294117647058824
2025-02-10,50.93896713615024,19.718309859154928,11.267605633802818,3.9906103286384975,7.746478873239436,0.2347417840375587,0.4694835680751174,2.3474178403755865,3.286384976525822
2025-02-11,51.421800947867304,19.90521327014218,10.42654028436019,4.028436018957346,7.819905213270142,0.23696682464454977,0.47393364928909953,2.3696682464454977,3.3175355450236967
2025-02-12,54.109589041095894,18.2648401826484,10.045662100456621,3.881278538812785,7.534246575342466,0.228310502283105,0.45662100456621,2.28310502283105,3.1963470319634704
2025-02-17,54.79704797047971,23.247232472324722,7.9335793357933575,3.136531365313653,6.088560885608856,0.18450184501845018,0.18450184501845018,1.8450184501845017,2.5830258302583027
2025-02-18,47.023809523809526,25.0,10.317460317460316,5.952380952380952,6.547619047619048,0.1984126984126984,0.1984126984126984,1.984126984126984,2.7777777777777777
2025-02-20,48.36734693877551,25.71428571428571,7.755102040816326,6.122448979591836,6.73469387755102,0.20408163265306123,0.20408163265306123,2.0408163265306123,2.857142857142857
2025-02-21,52.666666666666664,19.11111111111111,8.444444444444445,6.666666666666667,7.333333333333333,0.2222222222222222,0.2222222222222222,2.2222222222222223,3.111111111111111
2025-02-24,50.31315240083507,19.41544885177453,10.855949895615867,6.263048016701461,6.8893528183716075,0.20876826722338201,1.0438413361169103,2.0876826722338206,2.9227557411273484
2025-02-25,50.72463768115942,19.25465838509317,9.937888198757763,6.211180124223603,6.832298136645963,0.2070393374741201,1.8633540372670807,2.070393374741201,2.898550724637681
2025-02-26,50.72463768115942,16.77018633540373,12.422360248447205,6.211180124223603,6.832298136645963,0.2070393374741201,1.8633540372670807,2.070393374741201,2.898550724637681
2025-02-27,49.09819639278557,19.438877755511022,12.024048096192384,6.012024048096192,6.613226452905812,0.2004008016032064,1.8036072144288577,2.004008016032064,2.80561122244489
2025-03-03,46.389496717724285,21.2253829321663,12.910284463894966,6.564551422319474,7.2210065645514225,0.2188183807439825,0.2188183807439825,2.1881838074398248,3.063457330415755
2025-03-04,46.652267818574515,20.950323974082075,12.742980561555076,6.479481641468683,7.127429805615551,0.21598272138228944,0.6479481641468683,2.159827213822894,3.023758099352052
2025-03-06,47.109207708779444,20.770877944325484,12.633832976445397,6.423982869379015,7.066381156316917,0.21413276231263384,0.6423982869379015,2.141327623126338,2.9978586723768736
2025-03-10,47.5583864118896,20.59447983014862,12.526539278131635,6.369426751592357,7.006369426751593,0.21231422505307856,0.6369426751592357,2.1231422505307855,2.9723991507431
2025-03-11,47.66146993318486,18.70824053452116,12.026726057906458,6.6815144766147,7.349665924276169,1.55902004454343,0.22271714922048996,2.6726057906458798,3.11804008908686
2025-03-12,46.62309368191721,20.47930283224401,11.76470588235294,6.535947712418301,7.18954248366013,1.5250544662309369,0.2178649237472767,2.6143790849673203,3.0501089324618738
2025-03-13,46.95259593679458,18.961625282167045,12.18961625282167,6.772009029345373,7.44920993227991,1.580135440180587,0.2257336343115124,2.708803611738149,3.160270880361174
2025-03-14,49.14004914004914,13.75921375921376,14.742014742014742,7.371007371007371,8.108108108108109,0.2457002457002457,0.2457002457002457,2.9484029484029484,3.43980343980344
2025-03-17,51.52224824355972,13.114754098360656,14.05152224824356,7.02576112412178,7.728337236533958,0.234192037470726,0.234192037470726,2.810304449648712,3.278688524590164
2025-03-20,49.75845410628019,13.526570048309178,14.734299516908212,7.246376811594203,7.971014492753622,0.24154589371980675,0.24154589371980675,2.898550724637681,3.3816425120772946
2025-03-24,49.142857142857146,7.428571428571429,17.42857142857143,8.571428571428571,9.428571428571429,0.2857142857142857,0.2857142857142857,3.428571428571429,4.0
2025-03-25,48.85057471264368,7.471264367816093,17.52873563218391,8.620689655172415,9.482758620689655,0.28735632183908044,0.28735632183908044,3.4482758620689653,4.022988505747127
2025-03-27,53.02593659942363,7.492795389048991,16.42651296829971,8.645533141210375,8.069164265129682,0.2881844380403458,0.2881844380403458,1.729106628242075,4.034582132564841
2025-03-31,46.58227848101266,13.670886075949367,14.430379746835442,7.59493670886076,7.088607594936709,5.3164556962025316,0.25316455696202533,1.5189873417721518,3.5443037974683547
2025-04-01,45.566502463054185,15.270935960591133,14.532019704433496,7.389162561576355,6.896551724137931,5.172413793103448,0.24630541871921183,1.477832512315271,3.4482758620689653
2025-04-02,43.838862559241704,17.535545023696685,13.981042654028435,7.109004739336493,6.6350710900473935,4.976303317535545,0.23696682464454977,2.3696682464454977,3.3175355450236967
2025-04-03,44.10377358490566,17.452830188679243,13.915094339622641,7.0754716981132075,6.60377358490566,4.952830188679245,0.2358490566037736,2.358490566037736,3.30188679245283
2025-04-09,50.19762845849802,19.76284584980237,9.090909090909092,5.928853754940711,5.533596837944664,4.150197628458498,0.592885375494071,1.9762845849802373,2.766798418972332
2025-04-11,45.878136200716845,26.881720430107524,8.24372759856631,5.376344086021505,5.017921146953405,3.763440860215054,0.5376344086021506,1.7921146953405016,2.5089605734767026
2025-04-14,47.66031195840554,25.99653379549394,7.9722703639514725,5.1993067590987865,4.852686308492201,3.6395147313691507,0.5199306759098787,1.733102253032929,2.4263431542461005
2025-04-15,45.878136200716845,26.881720430107524,8.24372759856631,5.376344086021505,5.017921146953405,3.763440860215054,0.5376344086021506,1.7921146953405016,2.5089605734767026
2025-04-16,45.39007092198582,26.595744680851062,8.156028368794328,5.319148936170213,4.964539007092199,3.723404255319149,0.8865248226950355,2.4822695035460995,2.4822695035460995
2025-04-22,46.247818499127405,26.17801047120419,8.027923211169284,5.2356020942408374,4.886561954624781,3.664921465968586,0.8726003490401396,2.4432809773123907,2.4432809773123907
2025-04-24,45.65587734241908,26.916524701873932,7.836456558773425,5.110732538330494,4.770017035775128,3.577512776831346,1.362862010221465,2.385008517887564,2.385008517887564
2025-04-25,46.02368866328257,26.73434856175973,7.7834179357022,5.0761421319796955,4.737732656514383,3.5532994923857872,1.353637901861252,2.3688663282571913,2.3688663282571913
2025-04-28,46.833333333333336,26.333333333333332,7.666666666666666,5.0,4.666666666666667,3.5000000000000004,1.3333333333333335,2.3333333333333335,2.3333333333333335
2025-04-29,46.36963696369637,26.072607260726073,7.590759075907591,4.9504950495049505,4.62046204620462,3.4653465346534658,2.31023102310231,2.31023102310231,2.31023102310231
2025-05-02,45.79288025889968,25.5663430420712,7.443365695792881,6.148867313915858,4.53074433656958,3.3980582524271843,2.5889967637540456,2.26537216828479,2.26537216828479
