date,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMBC SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,PRIME CHINA SECURITIES LTD,LIGHTHOUSE CAPITAL (HK) FINANCIAL LTD,CHIEF SECURITIES LTD,WEST BULL SECURITIES LTD,FUNDERSTONE SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,4.005899518153337,0.9227757051568721,0.0,1.6346723249695785,0.0,0.0,0.6844622115590363,0.5494813536025986,0.0,7.797291113441422
2024-03-04,0.0,3.891977815647132,0.9624351316168215,0.0,1.6230719427300433,0.0,0.0,0.6839664687282869,0.7267589898785723,0.0,7.888210348600857
2024-03-05,42.82646466190679,3.884938267450491,1.0179583286607505,0.0,1.682858528118417,0.0,0.0,0.6909068683587781,0.7385576692504072,0.0,50.841684323745625
2024-03-06,42.76866104784141,3.9055611692096646,1.0179583286607505,0.0,1.6284259653021365,0.0,0.0,0.6928898396817755,0.7714749932121653,0.0,50.784971343907905
2024-03-07,42.65840784228275,3.944526555706565,1.0477028985057126,0.0,1.662235626359243,3.1141573142013748,0.0,0.6958642966662717,0.7714749932121653,0.0,53.894369526934085
2024-03-08,42.4567396587339,3.9666366859579867,2.047913633825636,0.0,1.7223196574460666,3.072514916418428,0.0,0.6998302393122667,0.7714749932121653,10.88611170560316,65.62354149050962
2024-03-11,42.43978525392228,3.9756592054776254,2.0548540334561274,0.0,1.7221213603137668,3.072514916418428,0.0,0.6998302393122667,0.7714749932121653,10.88611170560316,65.62235170771582
2024-03-12,42.301968746973955,3.974171976985377,2.0905475172700814,0.0,1.7588063297892198,3.072514916418428,2.155192382399799,0.6998302393122667,0.7714749932121653,10.88611170560316,67.71061880796445
2024-03-13,42.161871823004184,4.018392237488221,2.1460707143140105,0.0,1.8014402132336653,3.072514916418428,2.155192382399799,0.6998302393122667,0.7714749932121653,10.88611170560316,67.7128992249859
2024-03-14,42.14402508109721,4.027811351272458,2.1797812268049674,0.0,1.802431698895164,3.072514916418428,2.155192382399799,0.6998302393122667,0.7714749932121653,10.88611170560316,67.73917359501561
2024-03-15,42.10079630625586,4.05854740677892,2.219440653264917,0.0,1.802431698895164,3.072514916418428,2.155192382399799,0.6998302393122667,0.7714749932121653,10.88611170560316,67.76634030214068
2024-03-18,41.92232888718609,4.0425844876287895,2.425669670856654,0.0,1.802431698895164,3.072514916418428,2.155192382399799,0.6998302393122667,0.7714749932121653,10.88611170560316,67.77813898151251
2024-03-19,41.92232888718609,4.0367347222259475,2.4547202007385667,0.0,1.8090746528272055,3.072514916418428,2.155192382399799,0.6976489708569695,0.7714749932121653,10.88611170560316,67.80580143146832
2024-03-20,41.92232888718609,4.0189871288851196,2.5188693230375345,0.0,1.7872619682742334,3.072514916418428,2.155192382399799,0.6846605086913361,0.7714749932121653,10.88611170560316,67.81740181370786
2024-03-21,41.92232888718609,4.028604539801658,2.5320560823354676,0.0,1.7971768248892208,3.072514916418428,2.155192382399799,0.6717711950918525,0.7714749932121653,10.88611170560316,67.83723152693784
2024-03-22,41.92232888718609,4.019482871715869,2.6687819550561436,0.0,1.7971768248892208,3.0690447166031825,2.155192382399799,0.6712754522611031,0.7714749932121653,10.88611170560316,67.96086978892674
2024-03-26,41.92232888718609,4.017896494657471,2.6687819550561436,0.0,1.7971768248892208,3.0690447166031825,2.155192382399799,0.6712754522611031,0.7714749932121653,10.88611170560316,67.95928341186833
2024-03-27,41.92232888718609,4.019780317414319,2.6821670114863765,0.0,1.8401081540321162,3.0690447166031825,2.155192382399799,0.6712754522611031,0.7714749932121653,10.88611170560316,68.0174836201983
2024-03-28,41.92232888718609,4.037032167924397,2.706061815928496,0.0,1.8391166683706175,3.066863448147885,2.155192382399799,0.6712754522611031,0.7714749932121653,10.88611170560316,68.05545752103372
2024-04-02,41.91737145887859,4.090770690777628,2.706061815928496,0.0,1.8108593270179034,3.0639881397295388,2.155192382399799,0.6712754522611031,0.7714749932121653,10.88611170560316,68.0731059658084
2024-04-03,41.91737145887859,4.186548205678406,2.706061815928496,0.0,1.815816755325397,3.0639881397295388,2.155192382399799,0.6683009952766069,0.7782170957103566,10.88611170560316,68.17760855453035
2024-04-05,41.91737145887859,3.9870612905848604,2.706061815928496,0.0,1.8406038968628655,3.0639881397295388,2.155192382399799,0.6683009952766069,0.7714749932121653,10.88611170560316,67.99616667847609
2024-04-08,41.91737145887859,3.97218900566238,2.706061815928496,0.0,1.8406038968628655,3.0639881397295388,2.155192382399799,0.6683009952766069,0.7714749932121653,10.88611170560316,67.98129439355361
2024-04-09,41.91737145887859,3.956721829342999,2.706061815928496,0.0,1.834654982893873,3.0639881397295388,2.155192382399799,0.6603691099846171,0.7807949584302534,10.88611170560316,67.96126638319133
2024-04-10,41.91737145887859,3.8838476332228424,2.706061815928496,0.0,1.8445698395088603,3.0639881397295388,2.155192382399799,0.6628478241383639,0.7714749932121653,10.88611170560316,67.89146579262182
2024-04-11,41.9136038133649,3.90932881472336,2.706061815928496,0.0,1.8584506387698425,3.0639881397295388,2.155192382399799,0.6659214296890099,0.6594371134628082,10.88611170560316,67.81809585367091
2024-04-12,41.91875953880469,3.816030013976329,2.706061815928496,0.0,1.8544846961238477,3.0331529356569282,2.155192382399799,0.6311202829704043,0.6607260448227565,10.88611170560316,67.6616394162864
2024-04-15,41.9136038133649,3.8274320990835644,2.706061815928496,0.0,1.8544846961238477,3.0314674100323806,2.155192382399799,0.6281458259859082,0.6574541421398108,10.88611170560316,67.65995389066187
2024-04-16,41.9136038133649,3.847360960879689,2.705863518796196,0.0,1.8544846961238477,3.069342162301632,2.155192382399799,0.6256671118321614,0.6544796851553146,10.88611170560316,67.7121060364567
2024-04-17,41.90368895674991,3.8777995706877,2.705863518796196,0.0,1.8492298221179044,3.0311699643339307,2.155192382399799,0.6254688146998616,0.6544796851553146,10.88611170560316,67.68900442054377
2024-04-18,41.90368895674991,3.9056603177758142,2.705863518796196,0.0,1.8482383364564057,3.029186993010933,2.155192382399799,0.6234858433768641,0.6594371134628082,10.88611170560316,67.7168651676319
2024-04-19,41.90368895674991,3.9025867122251685,2.705863518796196,0.0,1.8482383364564057,3.029186993010933,2.155192382399799,0.6234858433768641,0.6594371134628082,10.88611170560316,67.71379156208125
2024-04-22,41.91469444759255,3.883550187524393,2.743044231102399,0.0,1.8482383364564057,3.029186993010933,2.155192382399799,0.6234858433768641,0.6544796851553146,10.88611170560316,67.73798381222181
2024-04-23,41.915190190423296,3.913195608803205,2.743044231102399,0.0,1.8482383364564057,3.0242295647034396,2.155192382399799,0.6234858433768641,0.6544796851553146,10.88611170560316,67.76316754802389
2024-04-24,41.915190190423296,3.929455973651784,2.743044231102399,0.0,1.8481391878902558,3.0242295647034396,2.155192382399799,0.6234858433768641,0.6594371134628082,10.88611170560316,67.7842861926138
2024-04-25,41.90368895674991,3.9409572073251695,2.743044231102399,0.0,1.9026708992726862,3.0242295647034396,2.155192382399799,0.6234858433768641,0.6623124218811546,10.88611170560316,67.84169321241458
2024-04-26,41.90368895674991,3.921920682624394,2.743044231102399,0.0,1.903662384934185,3.02403126757114,2.155192382399799,0.6234858433768641,0.7452006231824487,10.88611170560316,67.9063380775443
2024-04-29,41.90368895674991,3.934809996223877,2.762873944332373,0.0,1.9079257732786297,3.02403126757114,2.155192382399799,0.6234858433768641,0.7452006231824487,10.88611170560316,67.9433204927182
2024-04-30,41.90368895674991,3.9386767903037225,2.762873944332373,0.0,1.9079257732786297,3.02403126757114,2.452638080849419,0.6234858433768641,0.7452006231824487,10.88611170560316,68.24463298524766
