date,HAITONG INTERNATIONAL SECURITIES CO LTD,UPBEST SECURITIES CO LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,2.413128034341383,0.0,1.1525188800742803,3.5656469144156633
2024-03-06,0.0,0.0,0.0,0.0,0.0,2.393210105351477,0.0,1.1525188800742803,3.545728985425758
2024-03-07,0.0,0.0,0.0,5.605970826960412,0.0,2.3819450471522683,1.557116424605055,1.1525188800742803,10.697551178792015
2024-03-12,0.0,0.0,0.0,5.605970826960412,0.0,2.3819450471522683,1.5603816588656954,1.1525188800742803,10.700816413052657
2024-03-13,0.0,0.0,0.0,5.605970826960412,3.045647256612214,2.3819450471522683,1.5603816588656954,1.1525188800742803,13.746463669664871
2024-03-14,0.0,0.0,6.713811425015495,5.6152767446032374,3.038300479525773,2.340150048616073,1.565279510256656,1.1525188800742803,20.425337088091513
2024-03-15,0.0,0.0,6.713811425015495,5.617562408585686,3.038300479525773,2.340150048616073,1.565279510256656,1.1525188800742803,20.42762275207396
2024-03-18,0.0,0.0,6.713811425015495,5.617562408585686,3.038300479525773,2.340150048616073,1.565279510256656,1.1566004229000806,20.431704294899763
2024-03-19,0.0,0.0,6.713811425015495,5.619684810855102,3.038300479525773,2.340150048616073,1.565279510256656,1.1566004229000806,20.43382669716918
2024-03-20,0.0,0.0,6.713811425015495,5.626215279376382,3.038300479525773,2.320558643052231,1.565279510256656,1.1566004229000806,20.42076576012662
2024-03-21,0.0,0.0,6.713811425015495,5.6325824861846305,3.038300479525773,2.30259985461871,1.565279510256656,1.1566004229000806,20.409174178501345
2024-03-22,0.0,0.0,6.713811425015495,5.6325824861846305,3.038300479525773,2.2288055603282397,1.565279510256656,1.1566004229000806,20.335379884210873
2024-03-27,0.0,0.0,6.713811425015495,5.6347048884540465,3.040912666934285,2.2124793890250385,1.5822587284119851,1.1533351886394403,20.33750228648029
2024-03-28,0.0,6.408262884271543,6.713811425015495,5.643521020957776,3.040912666934285,2.1414605438561125,1.5740956427603845,1.1533351886394403,26.675399372435038
2024-04-02,0.0,6.465404483832747,6.713811425015495,5.643521020957776,3.040912666934285,2.1414605438561125,1.5489533389534544,1.1533351886394403,26.70739866818931
2024-04-05,0.0,6.465404483832747,6.713811425015495,5.637806861001655,3.040912666934285,2.0929718150856043,1.5489533389534544,1.1454986264139035,26.645359217237147
2024-04-08,0.0,6.576585710407549,6.707280956494214,5.620827642846326,3.040912666934285,2.0485646291408965,1.5476472452491985,1.1454986264139035,26.68731747748637
2024-04-09,0.0,6.576585710407549,6.707280956494214,5.620827642846326,3.0449942097600857,2.0452993948802565,1.5476472452491985,1.1471312435442238,26.689766403181853
2024-04-10,0.0,6.818539569120993,6.707280956494214,5.555849481059584,3.0449942097600857,1.9790151393892588,1.5476472452491985,1.1471312435442238,26.800457844617558
2024-04-11,0.0,6.826702654772594,6.707280956494214,5.555849481059584,3.0449942097600857,1.9493015076174323,1.5476472452491985,1.1471312435442238,26.778907298497334
2024-04-12,0.0,6.854293884275004,6.707280956494214,5.528258251557174,3.0449942097600857,1.9223633249671503,1.5476472452491985,1.1471312435442238,26.751969115847054
2024-04-15,0.0,6.860497829370221,6.707280956494214,5.528258251557174,3.0449942097600857,1.9223633249671503,1.5476472452491985,1.1471312435442238,26.75817306094227
2024-04-16,0.0,6.860497829370221,6.707280956494214,5.5261358492877575,3.0449942097600857,1.9223633249671503,1.5476472452491985,1.1471312435442238,26.75605065867285
2024-04-18,0.0,6.8931501719766235,6.707280956494214,5.5261358492877575,3.0436881160558293,1.9223633249671503,1.5476472452491985,1.1471312435442238,26.787396907574994
2024-04-19,0.0,6.8931501719766235,6.707280956494214,5.5261358492877575,3.0436881160558293,1.9223633249671503,1.5476472452491985,1.1459884115529995,26.78625407558377
2024-04-22,0.0,6.8936399571157185,6.707280956494214,5.5261358492877575,3.0436881160558293,1.9223633249671503,1.5474839835361665,1.1459884115529995,26.786580599009834
2024-04-23,0.0,6.904088706749769,6.707280956494214,5.5261358492877575,3.0436881160558293,1.9223633249671503,1.5474839835361665,1.1459884115529995,26.797029348643886
2024-04-24,0.0,6.9352716939388825,6.707280956494214,5.5261358492877575,3.0436881160558293,1.9223633249671503,1.5474839835361665,1.1451721029878394,26.82739602726784
2024-04-26,0.0,6.951597865242085,6.702383105103254,5.5261358492877575,3.0436881160558293,1.9174654735761898,1.5474839835361665,1.1401109898838473,26.82886538268513
2024-04-29,0.0,6.982617590718167,6.702383105103254,5.53038065382659,3.0436881160558293,1.9166491650110296,1.5474839835361665,1.1401109898838473,26.863313604134888
2024-04-30,0.0,6.984250207848487,6.702383105103254,5.53038065382659,3.0436881160558293,1.9166491650110296,1.5474839835361665,1.1401109898838473,26.8649462212652
