date,THE HONGKONG AND SHANGHAI BANKING,WK SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,UBS SECURITIES HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,PRUDENTIAL BROKERAGE LTD,DAH SING SECURITIES LTD,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,62.12436286103129,0.0,37.875637138968706,0.0,0.0
2024-03-06,77.76716820653522,0.0,0.0,0.0,0.0,8.809037069204244,0.0,5.370644884089288,8.053149840171251,0.0
2024-03-11,77.76820640046972,0.0,0.0,0.0,0.0,8.809154670102732,0.0,5.370716582353113,8.051922347074436,0.0
2024-03-13,77.74537253531315,0.0,0.0,0.0,0.0,8.83326039351096,0.0,5.37714732805125,8.044219743124636,0.0
2024-03-15,61.16194911195936,0.0,0.0,0.0,21.325181824315813,6.949087837159816,0.0,4.235428264452266,6.328352962112745,0.0
2024-04-03,61.03441465021585,0.0,0.0,0.0,21.397522205697168,6.969500408416026,0.0,4.2497959026036325,6.348766833067317,0.0
2024-04-05,61.11821086379533,0.0,0.0,0.0,21.352083723842508,6.954700399573903,0.0,4.241822550623038,6.333182462165215,0.0
2024-04-11,61.117568360995556,0.0,0.0,0.0,21.351859260897996,6.9388585972621115,0.0,4.258597896011905,6.333115884832438,0.0
2024-04-19,61.12270876166562,0.0,0.0,0.0,21.35365509660605,6.897388822046501,0.0,4.292598776989932,6.33364854269189,0.0
2024-04-30,14.6403866258326,0.0,12.303562345457811,0.0,5.121771407572803,1.6493267684786865,1.9921222056927355,1.0313645343396567,1.5191544428724246,0.0
2024-05-02,38.27741597770224,0.0,32.16776892173772,0.0,13.39091512545465,4.312178934456778,5.189301016811262,2.6965113910250365,3.965908632812322,0.0
2024-05-07,38.279450576291254,0.0,32.16670855626053,0.0,13.390473712680842,4.312036789513972,5.189129958766722,2.6964225043013457,3.9657779021853354,0.0
2024-05-08,38.34849882082321,0.0,32.144457018569064,0.0,13.381210762136705,4.309053908968982,5.159187705100317,2.6945572358396497,3.9630345485620664,0.0
2024-05-09,37.340564692701115,0.0,31.29958704307535,0.0,13.029505234737321,4.195796737806668,5.017171012795066,2.6237347452156783,3.8588719895245887,2.6347685441442135
2024-05-10,37.33686530225974,0.0,31.302075893347187,0.0,13.030541302325071,4.196130375111118,5.006022046282435,2.6342081919820166,3.859178835572968,2.634978053119469
2024-05-13,37.332314691703125,0.0,31.29826080185916,0.0,13.028953142249804,4.1956189514812205,5.0054119131985235,2.633887135152267,3.8708964618967174,2.6346569024591795
2024-05-14,37.37595038178396,0.0,31.334843618105552,0.0,13.044181969234895,4.2037340924849005,4.951535767948453,2.6369657410112,3.8150520213742447,2.637736408056795
2024-05-16,37.37739065794548,0.0,31.33605110120169,0.0,13.044684624662914,4.210318555552971,4.938881628854208,2.6370673560566162,3.8177680229263786,2.63783805279974
2024-05-17,37.39216234552203,0.0,31.33605110120169,0.0,13.044684624662914,4.210318555552971,4.924109941277661,2.6370673560566162,3.8177680229263786,2.63783805279974
2024-05-20,37.41189220998832,0.0,31.34289526360329,0.0,13.05010328756866,4.211238138683072,4.925185424848088,2.6376433226067886,3.782628165022632,2.638414187679153
2024-05-21,37.46459848450822,0.0,31.38705147021106,0.0,13.068488412879267,4.210738050457887,4.862648482055348,2.641359262775401,3.703685846378674,2.6614299907341423
2024-05-22,37.48065591076024,0.0,31.427485605725145,0.0,13.085323795838132,4.248368566402327,4.7600562565219695,2.6447619741920443,3.6730304217320953,2.6803174688280405
