date,CHINA INDUSTRIAL SECURITIES,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,ICBC INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,0.0,23.08341417738199,17.012452219705054,35.451835454714335,11.097119607285915,3.234773486462731,8.0214107610564,0.0,0.0,2.0989942933935772
2024-03-04,0.0,23.20098131515202,17.202108217492583,35.52107151393154,10.648450915156639,3.2649894950195386,8.059304995433846,0.0,0.0,2.103093547813834
2024-03-05,0.0,23.284592332282518,17.07994438849211,35.522981794774296,10.653442046283178,3.286855753864574,8.068977034627876,0.0,0.0,2.103206649675453
2024-03-06,49.18773259426933,11.83087567175363,8.66366771143833,18.047877418247126,5.419037598968913,1.686660917486344,4.095078501953788,0.0,0.0,1.0690695858825405
2024-03-07,49.12401139808739,11.82052065701182,8.738600754693932,18.024496947609823,5.415889859054241,1.7143345800317307,4.094461164427679,0.0,0.0,1.0676846390833847
2024-03-08,49.17662425010737,11.829499236032497,8.66290218195671,18.043801563899283,5.429239568020683,1.7053569829289998,4.083748065209765,0.0,0.0,1.0688281518446874
2024-03-11,48.99741183655297,11.784391546009351,8.988201699369698,17.978045256359408,5.411588533168397,1.7050375778803288,4.070390486688466,0.0,0.0,1.0649330639713763
2024-03-12,49.120657901573765,11.8917991561051,8.68709049510141,18.023229099672783,5.419992485842764,1.7105456080633,4.079075715780622,0.0,0.0,1.0676095378602544
2024-03-13,48.98548920742144,11.84370299603244,8.930937947465962,17.97385705797997,5.4090067737326315,1.7225255684114977,4.069795473743451,0.0,0.0,1.0646849752126077
2024-03-14,49.01907228375285,11.827237985826383,8.894369547087463,17.98696302329269,5.300069900764832,1.8350354153298918,4.07087528335152,0.0,0.0,1.0663765605943711
2024-03-15,49.0170487177368,11.76435457808305,8.893365286814202,17.986220499915355,5.296800397019466,1.9045158625379335,4.070650286147748,0.0,0.0,1.0670443717454479
2024-03-18,49.02970693841309,11.70168236589322,8.882413331405438,17.99086528278532,5.313425740677373,1.9402016343841335,4.07438477989449,0.0,0.0,1.0673199265469362
2024-03-19,49.21752659549759,11.346623397695854,8.904066442152631,18.060600312456796,5.364718246387962,1.9477175493871464,4.087338913501029,0.0,0.0,1.071408542920991
2024-03-20,49.39883510898629,11.341673534926171,8.578078891614462,18.12713231481192,5.38786282250575,1.9765163770827776,4.11454553083149,0.0,0.0,1.0753554192411403
2024-03-21,49.21352360784811,11.204467693995591,8.918920476852675,18.058831679936453,5.392473556338398,1.9834646978358343,4.154768547071723,0.0,0.0,1.0735497401212162
2024-03-22,48.9038716866637,10.839036596480744,9.250983524256668,17.941147198162664,5.3837007701687964,1.9709847206007076,4.026664552638549,0.0,0.6168159952659189,1.0667949557622574
2024-03-25,48.94531967327524,10.919189623847561,9.23515841136073,17.95452532034573,5.305106387709617,1.9112235956556267,4.043119091042253,0.0,0.6209942063256563,1.0653636904375794
2024-03-26,48.30401982380825,10.891762682367084,9.0291806767975,17.720863372678618,5.23650943218456,1.8496272766202952,3.964500458564671,1.3408879125758917,0.6129645253278677,1.0496838390752614
2024-03-27,48.316228425467884,10.824522122885906,9.076015431591228,17.727549226389876,5.185747459358075,1.879000828178597,3.98626703356283,1.3413938123302172,0.613195788955398,1.0500798712799873
2024-03-28,48.26923182946203,10.881932848199288,9.051416078896237,17.71030585917524,5.194326085993524,1.870061276361522,4.020979154068304,1.3400890552095308,0.6125993410184385,1.0490584716158857
2024-04-02,48.26543288714289,10.886282185762367,9.073691668409921,17.70891200168335,5.190712177934496,1.8664085205913037,4.0070499376731625,1.3399835859316844,0.6125511274987062,1.0489759073721217
2024-04-03,48.218010767441115,10.857565150357637,9.185820216393726,17.69298114963146,5.219065477913686,1.8243015471519612,4.003445214824264,1.3387781431434769,0.6120000794509509,1.0480322536917175
2024-04-05,48.18809483745849,10.705282024155057,9.40480537837172,17.68216075197418,5.205302274391981,1.8115951859538848,4.0057660865745435,1.3379669614401835,0.6116292612766275,1.0473972384033297
