date,FUNDERSTONE SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SKY SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,96.71506925990418,0.0,0.0,0.0,0.0,3.2849307400958185,0.0,0.0,0.0,0.0
2024-03-06,96.71469032680248,0.0,0.0,0.0,0.0,3.2853096731975118,0.0,0.0,0.0,0.0
2024-03-07,92.92862249450855,0.0,0.0,0.0,3.9128688113413883,3.1585086941500693,0.0,0.0,0.0,0.0
2024-03-08,92.9234697629928,0.0,0.0,0.0,3.9126518495281175,3.1638783874790883,0.0,0.0,0.0,0.0
2024-03-11,87.21415544704561,6.144103669943822,0.0,0.0,3.6722544636491357,2.9694864193614263,0.0,0.0,0.0,0.0
2024-03-14,86.22650740083121,6.074742869044897,0.0,0.0,3.630798374301332,2.9493419139356094,0.0,0.0,0.4033991731551846,0.7152102687317686
2024-03-15,86.22473275869343,6.074617843748193,0.0,0.0,3.6307236482341048,2.949281213037511,0.0,0.0,0.40339087072948504,0.7172536655572732
2024-03-18,86.21284738142302,6.08388727489165,0.0,0.0,3.6319570218075947,2.9502830974719596,0.0,0.0,0.40352790446929804,0.7174973199364814
2024-03-19,82.07212323432671,8.365693759616533,0.0,0.0,3.458178117834464,2.8091203689455173,0.0,2.2216162694528645,0.38422023190043364,0.6890480179234817
2024-03-20,81.99181080854888,8.36430004874472,0.0,0.0,3.4576019910268165,2.8086523740952485,0.0,2.221246151822851,0.3841562214394059,0.7722324043220711
2024-03-22,81.98130457902766,8.364627938934799,0.0,0.0,3.457737533004919,2.80876247650136,0.0,2.221333227228884,0.3851513095830546,0.7810829357193244
2024-03-25,82.07844915776657,8.317269678213021,0.0,0.0,3.4381607584261835,2.792860023141954,0.0,2.2087566393766758,0.3829706870533105,0.7815330560222773
2024-03-26,82.05081389191362,8.31743178165139,0.0,0.0,3.4382277681183258,2.792914455934222,0.0,2.2078251888920355,0.3829781511452021,0.8098087623451983
2024-03-27,82.04406778141548,8.316945490291536,0.0,0.0,3.4380267468775463,2.7927511639224103,0.0,2.2076961050183574,0.3829557597423263,0.8175569527323454
2024-03-28,82.02967980965077,8.31548695733335,0.0,0.0,3.4374238241666424,2.7922614024322874,0.0,2.207308943946473,0.38288860124071494,0.8349504612297524
2024-04-08,82.02568404636447,8.315081900071528,0.0,0.0,3.437256383162997,2.792125388057692,0.0,2.207201423301991,0.37799883132113904,0.8446520277201741
2024-04-10,81.90511175998012,8.303352381078389,0.0,0.0,3.43240767998543,2.9341141553302132,0.0,2.2040878747732533,0.3774656141472556,0.8434605347053364
2024-04-11,81.88715625122211,8.303110050779319,0.0,0.0,3.4323075064240247,2.93402852428288,0.0,2.2040235492756275,0.3774545979515111,0.861919520064533
2024-04-15,81.88761532924092,8.305129902240777,0.0,0.0,3.4331424648059596,2.9347422691045786,0.0,2.204559709841954,0.35321997469660543,0.8815903500692135
2024-04-16,81.49113740236405,8.749091933073313,0.0,0.0,3.4165201074244864,2.9205330321388394,0.0,2.1938858214899715,0.35150977807241335,0.8773219254369324
2024-04-17,81.47535812685246,8.747397830665507,0.0,0.0,3.4158585604908644,2.9199675240747256,0.0,2.193461015432261,0.35144171460183204,0.8965152278823594
2024-04-24,81.47277561095672,8.748160095554,0.0,0.0,3.4161562249043422,2.92022197559988,0.0,2.1830014808313956,0.35147233990144444,0.9082122722522173
2024-04-26,81.46535100621841,8.748922493304498,0.0,0.0,3.416453941200428,2.9204764714756792,0.0,2.1831917283120243,0.3524712982815475,0.9131330612074156
2024-05-02,81.4609391386397,8.749176655418891,0.0,0.0,3.416553191497603,2.920561313291982,0.0,2.184223507381099,0.35248153781110125,0.9160646559596204
2024-05-10,82.00393214632065,8.492033728709725,0.0,0.0,3.3180186779769913,2.8347244724884164,0.0,2.1200280239207134,0.34212191909342954,0.8891410314900668
2024-05-13,81.96698352822315,8.489959013659169,0.0,0.0,3.3172080425615964,2.8340319121765836,0.0,2.1195100733108427,0.3420383342282084,0.9302690958404568
2024-05-16,81.97468640876934,8.49075686100342,0.0,0.0,3.317519778533799,2.8342982414758198,0.0,2.1197092551302585,0.3326729368310478,0.9303565182563203
2024-05-17,81.98060412523725,8.491953913227041,0.0,0.0,3.3179874923657717,2.8346978292944214,0.0,2.120008098062499,0.3233209725720428,0.931427569240972
2024-05-20,81.96855507523627,8.491874099244695,0.0,0.0,3.3179563073407645,2.8346711866012537,0.0,2.1209280502932324,0.3233179337502756,0.9426973475335072
2024-05-21,81.98499941055817,8.493869899001446,0.0,0.0,3.3328375880002805,2.8353374042110024,0.0,2.0866428721441452,0.3233939214352072,0.9429189046497465
2024-05-22,81.98422867796492,8.493790048999358,0.0,0.0,3.3328062563350302,2.8353107494940906,0.0,2.0866232558279454,0.324330971013084,0.9429100403655746
2024-05-23,81.98193350019302,8.494428891056272,0.0,0.0,3.333056926152839,2.8355240012628236,0.0,2.087720357163205,0.32435536486593974,0.942980959305906
2024-05-24,76.43129780028589,7.922397527568547,0.0,6.764007343779402,3.108602389832348,2.6445742998235255,0.0,1.9471292076220559,0.30251264371323483,0.8794787873749987
2024-05-28,76.42938755953841,7.922744879814787,0.0,6.764303907179089,3.108738684434963,2.644690249423403,0.0,1.9472145782061037,0.3034027938662127,0.8795173475370269
2024-06-05,76.42830397578649,7.92281435391913,0.0,6.764363222979683,3.108765944789678,2.644713440563485,0.0,1.94810854759809,0.3034054543882513,0.8795250599751909
2024-06-06,76.4180796847287,7.924482098029011,0.0,6.765787114341802,3.10942033675973,2.6452701499682236,0.0,1.94939570136584,0.3078547157290605,0.8797101990776287
2024-06-07,76.3296418187002,7.916219749763917,0.0,6.758732862879732,3.114939988865702,2.642512096765008,0.0,1.956124836617227,0.31191455784096245,0.9699140885672626
2024-06-11,76.11170423945843,7.897606020550891,0.0,6.742840779624139,3.1076157038786283,2.9203825570034025,0.0,1.9427842775204318,0.3085588274834484,0.9685075944806255
2024-06-14,76.10857169932953,7.898641656078419,0.0,6.74372498750304,3.1080232143597106,2.9207655150696987,0.0,1.9430390403453794,0.30859928967961797,0.9686345976346082
2024-06-19,76.11123321462773,7.898917871426221,0.0,6.743960815437008,3.1081319018721354,2.920867654183957,0.0,1.939609990294082,0.30861008139088203,0.968668470767981
2024-06-20,76.10806133834944,7.899677563253227,0.0,6.74460942730974,3.1084308317308253,2.9211485735859273,0.0,1.9397965355754978,0.3095140960938097,0.9687616341015287
2024-06-27,76.10606507564273,7.899470360081352,0.0,6.744432520789796,3.1083492997033813,2.9210719538447902,0.0,1.9423685880459698,0.30950597774949284,0.9687362241424805
2024-06-28,76.08928221376746,7.899815704740072,0.0,6.744727370145637,3.113731282157459,2.9211996556464315,0.0,1.944202201225802,0.3095195085599631,0.9775220637571717
2024-07-04,76.08968182578991,7.901128289868932,0.0,6.7458480328515975,3.107252687364311,2.9216850243397965,0.0,1.947148720501344,0.30957093643109485,0.9776844828530057
2024-07-05,76.08734352811085,7.901611983822267,0.0,6.74626100246605,3.1074429082139443,2.9218638850452514,0.0,1.9481424694183784,0.30958988784975133,0.9777443350735083
2024-07-08,76.07951036209116,7.901888406957375,0.0,6.746497007805262,3.107551616299411,2.9219661009952524,0.0,1.948210621543557,0.3096007182736664,0.9847751660343175
2024-07-11,76.09782545729347,7.906244623847392,0.0,6.750216271188933,3.109264772464158,2.9235769460775503,0.0,1.941409102833778,0.28614476544967343,0.9853180608450529
2024-07-12,76.09740713302254,7.906382995107801,0.0,6.750334410201564,3.1093191893088146,2.923628113103892,0.0,1.9414430804346887,0.28614977341663356,0.9853353054040654
2024-07-15,76.11763785242697,7.908666820374358,0.0,6.752284301105313,3.120721284716186,2.9244726276889876,0.0,1.9043647557019336,0.2862324301868599,0.9856199277994013
2024-07-24,76.08766708473397,7.905552840188919,0.0,6.749625638147617,3.138742168675542,2.9434457670117427,0.0,1.9036149258949906,0.2861197282440071,0.9852318471032171
2024-08-27,76.08745785384527,7.905622013107023,0.0,6.749684696800558,3.1387696324038066,2.9434715219130254,0.0,1.9036315823644407,0.28612223176740764,0.985240467798474
2024-08-30,76.06732514700087,7.908805276432715,0.0,6.752402512516979,3.140033483653216,2.9446567347818404,0.0,1.9078994706095425,0.2932401920784532,0.985637182926383
2024-09-02,76.05997750869686,7.9094976294488655,0.0,6.752993631666131,3.142059209589846,2.944914516064929,0.0,1.908066492037788,0.29676754487099016,0.9857234676245867
2024-09-11,76.05331964528966,7.908805276432715,0.0,6.752402512516979,3.1417841713671173,2.9446567347818404,0.0,1.9166529091790483,0.29674156750625563,0.985637182926383
2024-09-23,76.0440005944607,7.907836185816931,0.0,6.751575119544191,3.141399198738399,2.944295916793707,0.0,1.9120418727192428,0.31333470220337317,0.9855164097234584
2024-09-24,76.0405164123159,7.917954107316157,0.0,6.7602136276582305,3.143665844585896,2.9480630857456944,0.0,1.906601084824118,0.2962084788888361,0.986777358665176
2024-09-25,76.0418492076109,7.918092888751084,0.0,6.76033211687084,3.1516082912484986,2.9481147577331486,0.0,1.9066345026528648,0.28657358079035067,0.9867946543423083
2024-09-26,76.0498469606245,7.918925679535671,0.0,6.761043139381788,3.1519397637859456,2.9484248277003284,0.0,1.897193930451882,0.28660372136088214,0.9860219771589981
2024-09-27,76.04539134089762,7.918370466216347,0.0,6.760569107757372,3.1692468249250982,2.9482181071423126,0.0,1.8970609140072086,0.2822016142984021,0.978941624755637
2024-09-30,76.04405843679523,7.918231675051063,0.0,6.760450610237148,3.1691912751801365,2.9481664315319898,0.0,1.897027662810388,0.28394944227597047,0.9789244661180833
2024-10-02,67.63534288735546,7.042658235406088,11.039761067861285,6.012901001022521,2.8382389324505057,2.62216735382937,0.0,1.687260242003286,0.2509922377922286,0.8706780422792527
2024-10-03,67.56148771974418,7.0360220733574215,11.0091111550323,6.007235159504787,2.835564514232413,2.619696535723892,0.11136046510360183,1.685670368973822,0.2507557326109076,0.8830962757166747
2024-10-04,69.3861385435074,6.687610870083023,10.335908132103624,5.709767640435932,2.695152441321664,2.4899738582352184,0.002220547436000492,1.6021989933222218,0.2383387581307195,0.852690215424189
2024-10-07,69.09220490031015,6.755414113128919,10.440700128048862,5.767656888267611,2.7224776071506382,2.496526620420735,0.0044861215101900005,1.6184431034928792,0.24075518771353005,0.8613353299564801
