date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD
2024-03-01,0.0,27.66089934520273,0.0,46.55449341065514,10.995314325129554,1.1648618266933384,13.62443109231924,0.0,0.0,0.0
2024-03-04,0.0,27.660396684669042,0.0,46.553647411173664,10.981485334753785,1.1648406585433024,13.639629910860204,0.0,0.0,0.0
2024-03-05,0.0,27.614229939637823,0.0,46.62380334879987,10.982205629368666,1.1628964745065358,13.616864607687102,0.0,0.0,0.0
2024-03-06,0.0,27.604554029062694,0.0,46.53873158625868,11.059238075791754,1.1622217569608189,13.63525455192605,0.0,0.0,0.0
2024-03-07,0.0,25.041513402440312,0.0,42.21850392469622,10.13438179569954,1.0543112441845988,12.377465975507256,9.173823657472074,0.0,0.0
2024-03-08,0.0,25.047474599733764,0.0,42.21335046407033,10.134131767718117,1.0542852329963992,12.37716060780991,9.173597327671477,0.0,0.0
2024-03-11,79.41812794001017,5.1549848164208205,0.0,8.684991821130588,2.081967579836445,0.2169809314161713,2.554942004830588,1.8880049063552191,0.0,0.0
2024-03-12,79.40724168074225,5.1542781956191295,0.0,8.678047548081889,2.0811745075333667,0.21695118870204722,2.588437524798879,1.8738693545224405,0.0,0.0
2024-03-13,79.39125369948908,5.153240424989891,0.0,8.69389653693612,2.0832933998772853,0.2169075074021506,2.587916364640869,1.8734920666645969,0.0,0.0
2024-03-14,78.91351962105512,5.1235412657094805,0.0,8.64463296316454,2.083566986743388,0.21565742588446826,2.57300168300771,1.8626947557088276,0.0,0.583385298726471
2024-03-18,78.89679692451031,5.130864721135018,0.0,8.63018727397065,2.0789208577298828,0.21561172555697028,2.572456433897534,1.8606181902002825,0.031282200431822525,0.5832616725675297
2024-03-19,78.87583720728978,5.161111824385594,0.0,8.623691099220048,2.077527875801106,0.21555444616194708,2.5717730353120603,1.8601238985098443,0.03127389000477547,0.5831067233148459
2024-03-20,78.86085385886898,5.172067028416778,0.0,8.615496749647091,2.0771332261197943,0.2197161805227073,2.5791855391504486,1.8597705471482102,0.03278091446207186,0.5829959556639241
2024-03-21,78.85753972776064,5.171849672055611,0.0,8.615134682989241,2.077045934497855,0.21970694693984272,2.58327965347975,1.8596923902031215,0.032779536842593215,0.5829714552313501
2024-03-22,78.8730522604954,5.172867057173305,0.0,8.615652484254872,2.0920821158320817,0.21975016679197387,2.5879911571120564,1.8227326382492643,0.03278598509903206,0.5830861349920163
2024-03-25,78.87358271138925,5.172229309096004,0.0,8.615710427753067,2.0920961858699023,0.21975164469436329,2.588008562324397,1.8227448968107056,0.03278620559709322,0.5830900564652272
2024-03-27,78.86655481604107,5.171768446471896,0.0,8.616623933711702,2.095272161353461,0.22359881044693117,2.5877779622589383,1.8225824842520155,0.03278328423845983,0.5830381012255318
2024-03-28,78.85020928226784,5.1244183350115735,0.0,8.609676567186,2.0999129112911614,0.21288354786151592,2.5854589179658274,1.8533984711924394,0.032790119931276146,0.6312518472923624
2024-04-02,78.8527285755043,5.132821893920677,0.0,8.604570534843232,2.1040158402931173,0.2028007595423193,2.585541524330788,1.8534576879564206,0.03279116758768845,0.6312720160214483
2024-04-03,78.70655321987834,5.119118770062778,0.0,8.543207561493853,2.1027625569538286,0.1952973050421101,2.584960503151953,1.8559121369951854,0.03576812207564011,0.8564198243463125
2024-04-05,78.63102547736122,5.1173939248774465,0.0,8.53115081894426,2.0730636094882056,0.19510989543050763,2.7081354144341954,1.8541311816835513,0.03573379856121937,0.8542558792193851
2024-04-08,78.52103070414569,5.319144794267405,0.0,8.430593652189343,2.0904347433980215,0.19483696157812938,2.7036769599558395,1.8515374887029115,0.0356838115358053,0.8530608842268571
2024-04-09,78.45645864459951,5.409358519718056,0.0,8.416983006018743,2.091398398607843,0.19467715203945266,2.6930897339524797,1.8500188171453404,0.03565454289286622,0.8523611850257033
2024-04-10,78.45764063247833,5.4094400145537005,0.0,8.415603259623575,2.091429906626426,0.19468008495330028,2.6931303067679893,1.8500466886533746,0.03565508004733702,0.852374026295963
2024-04-11,78.44871093930301,5.548415661973306,0.0,8.290452671888351,2.0871748529929692,0.1946579273481013,2.6928237868786997,1.8498361247215953,0.03565102194767461,0.852277012946287
2024-04-12,78.43453266256574,5.646481379977486,0.0,8.212142756122393,2.086797631464272,0.19462274622236958,2.6881534685666666,1.8495017981510133,0.03564457862886047,0.8521229783012088
2024-04-15,78.37760863506146,5.749574010685871,0.0,8.089125984410622,2.1663867679912263,0.19448149835382447,2.686202535517334,1.848159518320265,0.03561870950074344,0.8528423401586457
2024-04-16,78.36987649431015,5.7898054291533345,0.0,8.04569006229815,2.1661730486943043,0.19446231228340224,2.6859375351370867,1.847977192911575,0.035615195628860424,0.8644627295831381
2024-04-17,78.36371808397968,5.78935045845335,0.0,8.052247178277225,2.169179520586548,0.19444703117328155,2.685726470552028,1.8453240611001793,0.03561239693887272,0.8643947989388355
2024-04-18,78.35572669666819,5.783744752131055,0.0,8.077338506730781,2.15993073737399,0.19442720182398995,2.668734854958954,1.8451358783588798,0.05065472240126308,0.8643066495529046
2024-04-19,78.36856611317715,5.784525275329743,0.0,8.07699001732289,2.145737856421659,0.1944590607822325,2.6691721554575825,1.8454382234337918,0.05066302271454552,0.8644482753603973
2024-04-22,78.37249738804385,5.7988613487993526,0.0,8.061509947951935,2.1508618875465295,0.19446881561195786,2.656765070378841,1.8455307978582791,0.05501310433046787,0.8644916394787809
2024-04-23,78.3707937871771,5.807095770042558,0.0,8.061334713069899,2.150647924322355,0.19446458839891917,2.656707319670015,1.8394711409944193,0.05501190849806054,0.8644728478266657
2024-04-24,79.19605571710599,4.79511603596841,0.0,8.146222364727183,2.186474402098479,0.19651234386711983,2.684683040010949,1.8588411821858861,0.06251897440312498,0.8735759396328544
2024-04-26,79.18628822728293,4.802972107833978,0.0,8.145217666408266,2.191273218421423,0.20071184144060525,2.6843519299066134,1.850164457589283,0.06555235225501249,0.8734681988618933
2024-04-30,79.17946579398686,4.867260329813887,0.0,8.13573129104173,2.1351670048687974,0.2006945487605136,2.6841206548665153,1.8500050534313002,0.07416237955039182,0.8733929436800129
