date,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,SPDB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,81.29989742970157,0.8977320025136496,3.5669444938276507,8.597977246574336,0.0,0.9030956777863999,0.0,0.2273777635232557,0.0,4.506975386073139
2024-03-04,76.47495619160432,0.78034821624472,3.284224767649909,8.191782069636908,0.0,0.8030028487903641,0.0,0.18192956004995436,6.043763793759012,4.239992552264819
2024-03-05,76.65349270249445,0.8068982977774919,3.1095108885056124,7.394456385437853,0.0,1.223742831589991,0.0,0.4782648543147455,6.061781291397166,4.271852748482692
2024-03-06,76.64695214495812,0.8126832279589303,3.0663839912774318,7.505444126844919,0.0,1.1771058254797642,0.0,0.451137912041174,6.064438993561224,4.275853777878434
2024-03-07,76.70722834191315,0.82851441174953,3.017658701382003,7.5144246429378665,0.0,1.1037591324314207,0.0,0.4794937792831352,6.0692081501808675,4.279712840122034
2024-03-08,76.70943722416801,0.8433335961241448,2.942279505091571,7.52407429205965,0.0,1.2042799780753126,0.0,0.4599459810722994,6.031848468929743,4.284800954479264
2024-03-11,76.76248858922439,0.8688577432601583,2.895923029617521,7.526992433569632,0.0,1.1784827121529593,0.0,0.4356212656052761,6.036020025998461,4.295614200571607
2024-03-12,76.77042210691984,0.8747113741899037,2.8544842252009723,7.470529533342128,0.0,1.197088526867937,0.0,0.5011553578777193,6.036643857671541,4.294965017929968
2024-03-13,76.81981459969307,0.8793512005040712,2.804611748073369,7.470363898109676,0.0,1.1850309008715385,0.0,0.50843861677907,6.025909974235646,4.306479061733562
2024-03-14,76.78331757132278,0.8935442111586706,2.7584529791765386,7.471784390942549,0.0,1.231480842742595,0.0,0.555110613940064,6.012710184347067,4.293599206369736
2024-03-15,76.79759156699713,0.9000726634208348,2.7389840423349883,7.47913808966198,0.0,1.2202774401911582,0.0,0.5607808586654438,6.0137285337603075,4.289426804968157
2024-03-18,76.82837122243686,0.8975493109737707,2.697218224177356,7.452896922945869,0.0,1.1460784775248456,0.0,0.6958617760535704,5.991275910203638,4.2907481556841
2024-03-19,76.78461498803011,0.8970381277036101,2.6362439772151918,7.420622922459074,0.0,1.1707714245120027,0.0,0.8259708411320777,5.976532677481342,4.288205041466594
2024-03-20,76.84067470768541,0.894311156036324,2.6176783949956532,7.339504033891877,0.0,1.1827665394759124,0.0,0.8539274023547816,5.980896087344926,4.290241678215119
2024-03-21,76.82974657174407,0.8997533495312473,2.6130296249235396,7.3384602234603635,0.0,1.1870737238869202,0.0,0.8622594827496314,5.98004549557511,4.289631528129124
2024-03-22,76.87906236156917,0.9053499060225604,2.5693823367924833,7.267580204422318,0.0,1.1879297206290087,0.0,0.9251503930319559,5.973898968174234,4.291646109358279
2024-03-25,76.87193345975251,0.912931464769434,2.5560245400474733,7.266346963891257,0.0,1.1862338551052705,0.0,0.9418834107423967,5.973375939720098,4.29127036597155
2024-03-26,76.99884449272038,0.9848438638534183,2.504560496309085,7.2722233264315355,0.0,1.0198246568318183,0.0,0.9542481275446753,5.96688862644214,4.298566409866952
2024-03-27,77.01292729100486,1.1275646884066008,2.4492302315856547,7.1301880898169845,0.0,1.0244337717840457,0.0,0.9550819669827916,6.0027399841856965,4.297833976233366
2024-03-28,77.01755127226588,1.2063004130534702,2.4313373102103593,7.081400610577811,0.0,1.0191897713460607,0.0,0.9392415909255266,6.005307073858368,4.299671957762518
2024-04-02,77.08284486617687,1.366107494650597,2.367730585403252,6.821363740153682,0.0,1.0639914054158608,0.0,0.9838727727687364,6.0106160580578125,4.303473077373193
2024-04-03,76.98623978703147,1.3664939111464118,2.3196715020794385,6.698028221841651,0.0,1.0633158440683443,0.0,0.9473068795453756,6.3336733655083135,4.285270488779005
