date,CHEONG LEE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,FUTU SECURITIES INTERNATIONAL,RIFA SECURITIES LTD,VALUABLE CAPITAL LTD,LEEDS SECURITIES INVESTMENT LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD
2024-03-01,0.0,68.42308662682109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.576913373178918
2024-03-04,0.0,30.443546333208232,55.505780470481525,0.0,0.0,0.0,0.0,0.0,0.0,14.050673196310246
2024-03-05,0.0,30.443475473979298,55.505837015871606,0.0,0.0,0.0,0.0,0.0,0.0,14.050687510149096
2024-03-06,0.0,21.282028772306038,38.69870048181126,0.0,30.22312358818277,0.0,0.0,0.0,0.0,9.796147157699933
2024-03-08,0.0,21.28197286212259,38.69872796792923,0.0,30.223145054442096,0.0,0.0,0.0,0.0,9.796154115506086
2024-03-11,0.0,21.28130193372626,38.69905780439032,0.0,30.223402651932542,0.0,0.0,0.0,0.0,9.796237609950877
2024-03-14,0.0,21.3909925192868,38.702743390898746,0.0,30.13777935104448,0.0,0.0,0.0,0.0,9.76848473876997
2024-03-15,0.0,21.391068270762236,38.70252632020302,0.0,30.137886077333604,0.0,0.0,0.0,0.0,9.768519331701134
2024-03-18,0.0,21.391340980516198,38.70174485296847,0.0,30.138270298233333,0.0,0.0,0.0,0.0,9.768643868282002
2024-03-19,0.0,20.30567911653018,36.73753847175771,0.0,28.608680791007174,0.0,0.0,0.0,5.0752398597865875,9.272861760918355
2024-03-20,0.0,20.30568457728689,36.73752145873838,0.0,28.60868848466985,0.0,0.0,0.0,5.075241224658452,9.272864254646429
2024-03-21,0.0,20.316611970998853,36.75729155609478,0.0,28.57026963867763,0.0,0.0,0.0,5.077972438119093,9.277854396109646
2024-03-22,0.0,20.090313160542216,36.63894663522929,0.0,28.961107649757768,0.0,0.0,0.0,5.061632502975081,9.24800005149564
2024-03-25,0.0,20.101163516042416,36.683220680289935,0.0,28.88869166811449,0.0,0.0,0.0,5.067748916412077,9.259175219141074
2024-03-27,0.0,20.1432658101738,36.4678318642895,0.0,29.092740633010266,0.0,0.0,0.0,5.037982110927626,9.258179581598805
2024-04-02,0.0,20.132852656739626,36.4473120563279,0.0,29.13106406061082,0.0,0.0,0.0,5.035377703022069,9.253393523299575
2024-04-03,0.0,19.78374098799177,36.24338982313341,0.0,29.764043450263582,0.0,0.0,0.0,5.007204830778676,9.201620907832558
2024-04-08,0.0,19.911237062579353,36.18578442007534,0.0,29.71673634880433,0.0,0.0,0.0,4.999246357416254,9.186995811124717
2024-04-09,0.0,19.910977200457324,36.185916352581785,0.0,29.716822940894115,0.0,0.0,0.0,4.99926092480294,9.187022581263834
2024-04-10,0.0,19.879380733289818,36.12849339907982,0.0,29.828354387794935,0.0,0.0,0.0,4.991327663563069,9.172443816272361
2024-04-11,0.0,19.47070980533412,35.86291161851914,0.0,30.60672546093608,0.0,0.0,0.0,4.954636244587801,9.105016870622853
2024-04-12,0.0,19.59785388590904,35.42831118394963,0.0,30.339563655282436,0.0,0.7449983958868308,0.0,4.894594073780906,8.994678805191155
2024-04-15,0.0,19.458030295076675,36.002250645161205,0.0,28.389111013626533,0.0,2.07667651565731,0.0,4.978259854552189,9.09567167592609
2024-04-16,0.0,16.154811173816217,33.221609316965214,0.0,29.20805604979767,0.0,8.647813174334527,0.0,4.547036736725735,8.22067354836064
2024-04-17,0.0,14.872306688116463,32.80461173735806,1.947411896347758,29.083117799311296,0.0,8.588198782334814,0.0,4.585117415023396,8.119235681508217
2024-04-18,0.0,14.840158025721708,32.66791055296785,1.9432022811944318,29.255211916496553,0.0,8.61662644125398,0.0,4.575206014263104,8.101684768102375
2024-04-19,0.0,14.449371223035632,31.78179608312671,1.9457906393454947,29.371820632843683,0.0,10.133860599157082,0.0,4.2048845572763405,8.112476265215054
2024-04-22,0.0,13.802333467715389,30.384785877077398,1.864731384703354,32.79297542612189,0.0,9.801885677849238,0.0,3.623862374738338,7.729425791794398
2024-04-23,0.0,13.734073040532946,30.63453305699707,1.8744945621230746,32.51136215281177,0.0,9.853205428085483,0.0,3.622436999321852,7.769894760127796
2024-04-24,0.0,13.640477442932802,30.619500963032337,1.8735747642485063,32.993802702290026,0.0,9.57651950010217,0.0,3.5300424857878534,7.766082141606305
2024-04-25,0.0,13.80741686237611,28.575554776361496,1.8965833155797867,34.72906788031365,0.0,9.739989464827453,0.0,3.3899337045487226,7.861453995992782
2024-04-26,0.0,13.431632003615734,27.79783792152421,1.8449656016745524,36.683958594851994,0.0,9.474904358623318,0.0,3.119206109090844,7.647495410619344
2024-04-29,0.0,13.38944203524476,27.527619884991704,1.8270324722807034,37.25523181704712,0.0,9.382807960889226,0.0,3.0447043385476613,7.573161490998823
2024-04-30,83.47245471778977,1.927455675135035,3.9240762092014805,0.26128314848484413,5.99762556889222,1.5884096472285743,1.2849641315006497,0.0,0.4606962494701665,1.0830346522972676
2024-05-02,82.09434416052494,1.8956338361398353,3.882128081437523,0.2569694252742385,7.458388193046763,1.562185378258556,1.3321066569616327,0.0,0.4530902629536129,1.0651540054029045
2024-05-03,80.07287261714748,1.801981496087977,3.786527909248022,0.2506418714576905,7.377775909565147,3.9482193889639507,1.299305180473482,0.0,0.42374971974285014,1.0389259073133916
2024-05-06,79.84676723072717,1.790849022766586,3.7922682163067813,0.24993412268651785,7.628929106340074,3.937070623577673,1.2956362737600495,0.0,0.42255315852309644,1.0359922453120503
2024-05-07,79.82764859506183,1.7901936181977047,3.7913601896341014,0.24987427806665777,7.651273181853277,3.9361279251886025,1.295326044570667,0.0,0.42245198172950504,1.0357441856976517
2024-05-08,79.81318241792678,1.7717444199493029,3.8087948911430782,0.24982899644266382,7.680094608953791,3.9354146294221093,1.2950913086572562,0.0,0.4102922369120069,1.0355564905930033
2024-05-09,79.732134839951,1.8031403008800289,3.7284277400160035,0.21939800606826224,7.859394978078231,3.931418349429476,1.2937761873872566,0.0,0.39780468006730807,1.0345049181224282
2024-05-10,79.92629759267128,1.8619826996668647,3.711793996026892,0.21993228150043348,7.618377333679785,3.9409920929439637,1.296926775872706,0.0,0.38667309536180294,1.037024132276276
2024-05-13,80.55991778636661,1.8279587121301226,3.5643739722666954,0.22167580696078132,6.940899933403958,3.972234528143563,1.3072082354134076,0.0,0.5604858262389203,1.045245199075946
2024-05-14,79.31446972694684,1.8117063453437574,3.5062671947267283,0.21824872174041463,6.869617394708005,5.411785097760661,1.2869989302801708,0.0,0.5518207728997065,1.029085815593714
2024-05-16,79.27639268172565,1.7928337029950514,3.5465906460885503,0.21814394556936045,6.8903232953402975,5.409187024715425,1.2863810718157995,0.0,0.5515558564904305,1.0285917752594376
2024-05-17,79.621355712823,1.788580885825267,3.4112108124741205,0.21909317640761597,6.64803276232986,5.432724543120301,1.2919786261276034,0.0,0.5539558948074905,1.033067586084734
2024-05-20,79.53267608950513,1.810670268327646,3.4676151304137397,0.218849157699552,6.670730209752242,5.426673754839185,1.290539663215279,0.0,0.5503287365518114,1.0319169896954143
2024-05-22,79.3416100314233,1.8063203879053407,3.471296469341234,0.21832340340669854,6.882928845858431,5.413636935083915,1.2874393233502996,0.0,0.5490066492348478,1.0294379543959247
2024-05-23,79.57108964638924,1.7993853314308237,3.421103805588636,0.21895485984591095,6.685998649402412,5.429294788749052,1.2911629820975499,0.0,0.5505945403102905,1.0324153961860842
2024-05-24,79.39427037465708,1.7953868188393407,3.4133513365426715,0.21846830827256664,6.869467507124943,5.4172300557558,1.3123333552994605,0.0,0.5493710340585851,1.0301212094495453
2024-05-27,78.68025295981947,1.7673286746589412,3.3826540042824247,0.2165035546957579,6.765997396525622,6.321444899989759,1.3064869679916424,0.0,0.5384745336364893,1.020857008399902
2024-05-28,78.63365421333685,1.8377096637300063,3.380650611684482,0.2163753294565355,6.851274825179966,6.317700994788426,1.222380880995771,0.0,0.5200010797486971,1.0202524010792606
2024-05-29,78.63369750814667,1.8377106755523762,3.38059741415223,0.21637544859036986,6.8512785974151935,6.317704473243876,1.2223815540250014,0.0,0.5200013660554709,1.0202529628188124
2024-05-30,78.6149097000908,1.8491733731328805,3.356075400444636,0.2163237503932236,6.891297858446049,6.3161949954657945,1.2161386033515855,0.0,0.5198771230634226,1.020009195611606
2024-05-31,78.614915547949,1.8491660720736054,3.3560756500900664,0.2163237664847083,6.891298371062966,6.31619546530304,1.2161386938154188,0.0,0.5198771617350652,1.0200092714861335
2024-06-03,77.77716907827457,2.818556555968398,3.361524526337914,0.2140185490788751,6.853187272927447,6.248888003150976,1.2031791187745102,0.0,0.5143371792282816,1.0091397162590277
2024-06-04,79.4572683863883,2.9184464776778483,3.4483810147958662,2.1192720128631772,6.2854823177321055,2.757037249287459,1.4216384239612228,0.0,0.5615355240744607,1.0309385932195734
2024-06-05,81.23778914862521,3.5003969151248553,3.0444610738766387,2.7571073143011264,6.280589199271931,0.10076921407115619,1.4842424172730673,0.0,0.5433715481620791,1.0512731692939399
2024-06-06,78.24971133065816,3.6559615268656476,3.1975453125275806,4.46820870055971,7.118723092919484,0.09706273391634648,1.411879470495073,0.08292542907097813,0.7306988990701572,0.9872835039168643
2024-06-07,76.20712651111734,3.696091197855316,2.8457478390214748,4.559243795169979,6.64922781578198,0.0945290649293405,1.3980991043945437,3.056346025843627,0.5443349491548801,0.9492536967315156
2024-06-11,76.49306300751557,3.2494878721151164,2.7093524393795385,5.369617844044744,6.2543816077322605,0.09488374710765035,1.194895098936793,3.218360814979689,0.45735190748511123,0.9586056607035256
2024-06-12,76.49339298111725,3.316958854725491,2.4561862669199725,6.4292654370777065,5.820136280440318,0.14699683328633542,0.9343368690819541,3.0736172624979226,0.3820800138040691,0.9470292010489703
2024-06-13,76.93463763595824,3.2880468973097687,2.4819990216769403,6.058693152224861,5.3295763297417516,0.1478447701399426,1.0107756178878267,3.4116505237149877,0.38428400498869636,0.9524920463569871
