date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,MIRAE ASSET SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-05-14,34.68780971258672,13.082259663032705,11.298315163528246,0.0,2.973240832507433,3.9643211100099105,5.153617443012884,28.344895936570865,0.0,0.4955401387512388
2024-05-16,36.37236084452975,12.859884836852206,10.9404990403071,0.0,2.8790786948176583,3.934740882917467,4.990403071017274,27.447216890595012,0.0,0.5758157389635317
2024-05-17,36.33748801534036,12.847555129434324,11.025886864813039,0.0,2.876318312559923,3.9309683604985617,4.985618408437201,27.4209012464046,0.0,0.5752636625119847
2024-05-20,36.901408450704224,12.582159624413144,11.173708920187792,0.0,2.8169014084507045,3.8497652582159625,4.882629107981221,26.854460093896716,0.0,0.9389671361502347
2024-05-21,36.462093862815884,12.274368231046932,10.740072202166065,0.0,2.707581227436823,3.7003610108303246,7.400722021660649,25.812274368231048,0.0,0.9025270758122743
2024-05-22,34.34518647007806,14.830875975715523,10.320901994796184,0.0,2.6019080659150045,5.117085862966175,7.111882046834345,24.804856895056375,0.0,0.8673026886383347
2024-05-23,33.93162393162393,15.2991452991453,10.34188034188034,0.0,2.564102564102564,5.042735042735043,7.0085470085470085,24.957264957264957,0.0,0.8547008547008548
2024-05-24,37.58389261744966,13.795674869500374,9.321401938851604,0.0,2.237136465324385,4.399701715137957,6.86055182699478,25.05592841163311,0.0,0.7457121551081283
2024-05-27,37.56345177664975,14.865844815083392,9.064539521392314,0.0,2.1754894851341553,4.278462654097172,6.671501087744742,24.36548223350254,0.0,1.015228426395939
2024-05-28,37.81094527363184,15.280739161336177,9.168443496801707,0.0,2.1321961620469083,4.193319118692253,6.538734896943852,23.88059701492537,0.0,0.9950248756218906
2024-05-29,37.29372937293729,15.247524752475247,8.514851485148515,0.0,1.9801980198019802,3.8943894389438944,6.072607260726072,24.488448844884488,1.3201320132013201,1.188118811881188
2024-05-30,36.753246753246756,15.519480519480519,8.376623376623376,0.0,1.948051948051948,3.831168831168831,5.974025974025974,24.87012987012987,1.2987012987012987,1.4285714285714286
2024-05-31,38.08338518979465,15.370255133789671,8.027380211574362,0.0,2.4891101431238334,3.7336652146857494,5.7249533291848165,23.833229620410705,1.2445550715619167,1.4934660858742999
2024-06-03,38.82078225335668,16.053706946876826,7.530647985989491,0.0,3.502626970227671,3.7361354349095155,5.370694687682429,22.416812609457093,1.1675423234092235,1.4010507880910683
2024-06-04,39.171044950379454,16.053706946876826,7.530647985989491,0.0,3.502626970227671,3.7361354349095155,5.370694687682429,22.416812609457093,1.1675423234092235,1.0507880910683012
2024-06-05,17.046271877247662,64.13330136657875,3.0927835051546393,0.0,1.6782546152001916,1.5583792855430352,2.2057060656916807,9.30232558139535,0.4795013186286262,0.5034763845600575
2024-06-06,16.98158335326477,64.19516861994738,3.0853862712269793,0.0,1.6742406122937097,1.5546519971298733,2.20043051901459,9.32791198277924,0.4783544606553456,0.5022721836881129
2024-06-07,17.101518026565465,64.13662239089184,3.05977229601518,0.0,1.6603415559772294,1.5417457305502846,2.2058823529411766,9.297912713472485,0.47438330170777987,0.5218216318785579
2024-06-11,16.87233032747983,64.45182724252491,3.061224489795918,0.0,1.6611295681063125,1.5662078785002371,2.2069292833412435,9.30232558139535,0.47460844803037494,0.40341718082581873
2024-06-12,16.15909090909091,65.95454545454545,2.931818181818182,0.0,1.5909090909090908,1.5,2.1136363636363638,8.90909090909091,0.45454545454545453,0.38636363636363635
2024-06-13,14.028974876214928,67.70584999083073,2.4023473317439943,0.0,1.2836970474967908,3.0625343847423436,2.952503209242619,7.68384375573079,0.5501558774986246,0.3300935264991748
2024-06-14,14.844731646024053,66.63076646921559,2.3514629330461316,0.0,1.2565069107880094,3.0156165858912223,3.2489678693232813,7.592891760904685,0.6462035541195477,0.41285227068748875
2024-06-17,14.936345705576477,66.55908194369732,2.3489331181638873,0.0,1.2551551013089475,3.012372243141474,3.2454724762417073,7.584722969338353,0.6455083378160301,0.41240810471579703
2024-06-18,15.147190008920608,66.26226583407671,2.3371989295272075,0.0,1.2488849241748439,3.175735950044603,3.2292595896520964,7.546833184656557,0.6422836752899197,0.41034790365744866
2024-06-19,15.47409235107508,65.52696510398309,2.9961226647867467,0.0,1.2336975678533662,3.1723651744800843,3.189989425449418,7.455058160028198,0.6344730348960169,0.31723651744800846
2024-06-20,12.747222974803577,72.31102682199946,2.3977241939853697,0.0,0.948252506095909,2.438363587103766,2.479002980222162,5.9468978596586295,0.4876727174207532,0.2438363587103766
2024-06-24,12.941176470588237,69.03684550743374,3.2062055591467353,0.0,0.904977375565611,2.4563671622495153,2.495151906916613,8.312863606981253,0.4654169360051713,0.18099547511312217
2024-06-25,13.45768652979469,67.56384576865298,3.8182273410115175,0.0,1.0015022533800702,2.641462193289935,2.791687531296945,8.099649474211317,0.4506760140210316,0.17526289434151227
2024-06-26,13.36399801093983,67.69020387866733,3.791645947289905,0.0,0.9945300845350571,2.722526106414719,2.772252610641472,8.043262058677275,0.44753853804077576,0.174042764793635
2024-06-27,14.265181458857349,65.32518864534674,4.383758533956163,0.0,1.030063480656366,3.257875194634088,3.0542579949694573,7.821295963588454,0.6946939753263863,0.1676847526649898
2024-06-28,14.10978184377199,64.08632418484636,4.644616467276566,0.0,1.771053248885761,3.823598404879193,2.9908515130190008,7.682383298146844,0.7271874266948158,0.16420361247947454
2024-07-02,14.238665056537492,60.24810626852564,4.457130310681744,0.0,1.8992205511033045,7.7944889669557575,2.7994291360193215,7.443188055769019,0.9111867383906027,0.20858491601712595
2024-07-03,13.14279753833316,57.47366225096485,4.234901429018462,0.0,1.908834880567435,11.734640659226034,3.2126838427036613,7.197246270991968,0.8657557108584543,0.2294774173359758
2024-07-04,13.30603889457523,56.59160696008188,4.155578300921188,0.0,1.9754350051177074,12.661207778915045,3.1525076765609006,7.082906857727737,0.849539406345957,0.22517911975435007
2024-07-05,13.156010230179028,56.61381074168798,4.30690537084399,0.0,1.9744245524296675,12.65473145780051,3.1508951406649617,7.079283887468031,0.8491048593350383,0.21483375959079282
2024-07-08,12.881082172420754,56.14778921865536,4.310518877448011,0.0,2.0694528568544315,13.093074904098525,3.4625479507369272,6.9856652533817885,0.8378760347264284,0.21199273167777105
2024-07-09,13.278590026036452,55.69797716803525,4.275986380933307,0.0,2.1530142199078712,13.128379731624273,3.434808732225115,6.989785699979972,0.8311636290807131,0.21029441217704786
2024-07-10,13.665264599432653,55.150151618898555,4.568130685708696,0.0,2.269392546219309,12.92184290325736,3.55081678567935,6.827741367504646,0.8118947471388046,0.2347647461606182
2024-07-11,14.29122468659595,54.44551591128255,4.705882352941177,0.0,2.237222757955641,12.796528447444553,3.5294117647058822,6.74059787849566,0.8003857280617165,0.4532304725168756
2024-07-12,15.970910464676994,53.721193804306765,4.60899131091802,0.0,2.3800528900642237,11.550812240272005,3.4567434831885153,6.819040423120513,0.9539100868908197,0.5383452965621458
2024-07-15,15.919176659427817,53.70597677273157,4.636011708054008,0.0,2.3793787177792467,11.594750259654424,3.455764328203191,6.817108866018318,0.95363988291946,0.5381928052119724
2024-07-16,15.377358490566037,53.34905660377358,4.745283018867925,0.0,2.3773584905660377,11.075471698113208,4.830188679245283,6.811320754716981,0.9528301886792453,0.48113207547169806
2024-07-17,15.245671502105756,53.111839026672904,4.838558727187646,0.0,2.3584464202152553,11.174543752924661,4.791764155357979,6.944314459522695,1.0575573233504914,0.47730463266261114
2024-07-18,15.537885019650854,51.87825610090485,5.1183621241202815,0.0,2.385522347134631,11.955031532766657,4.679645370624257,6.891509002833379,1.0693720866465588,0.48441641531852664
2024-07-19,16.51591895803184,51.51049204052099,5.2188856729377715,0.0,2.2702604920405207,9.732272069464544,4.667149059334299,6.946454413892909,2.659189580318379,0.47937771345875546
2024-07-22,16.755650471614167,50.7652607225485,5.401316960313223,0.0,2.5449368214984873,9.574657412350952,4.769531945185976,6.922940024915465,2.616123865456487,0.6495817761167467
2024-07-23,17.75859150160826,48.561029287286274,5.459624174707973,0.0,2.5055019468427293,10.377518198747248,4.875571356018284,6.839343152192315,3.0133739630946335,0.6094464195022855
2024-07-24,17.331476779425014,47.12916700794496,5.430420181833074,0.0,2.440822344172332,12.621836350233433,4.898026046359243,6.6426406749119495,2.915881726595135,0.5897288885248587
2024-07-25,17.887096774193548,46.403225806451616,5.451612903225807,0.0,2.403225806451613,12.830645161290322,4.838709677419355,6.556451612903226,3.0483870967741935,0.5806451612903226
2024-07-26,19.05492482356551,44.722307456274926,5.607548327707885,0.0,2.5007671064743784,12.818349186867136,4.6486652347345805,6.459036514268181,3.5900583000920525,0.598343050015342
2024-07-29,19.71675961256237,43.65277370120341,5.444672732609334,0.0,2.9057822130906956,12.62841209275022,4.806281185793954,6.347226298796595,3.911065453478133,0.587026709715292
2024-07-30,19.65996686117715,43.087673798717674,5.6335998847345286,0.0,2.924861321230459,12.78005907355378,4.898782508464808,6.238743606368417,4.1279446725740225,0.6483682731791658
2024-07-31,19.715504978662874,42.59601706970128,5.561877667140825,0.0,2.887624466571835,13.13655761024182,4.829302987197724,6.472261735419631,4.075391180654338,0.7254623044096729
2024-08-01,20.744606819763394,41.71189979123173,5.58107167710508,0.0,2.9227557411273484,13.068893528183716,4.7459986082115515,6.374391092553931,4.126652748782185,0.7237299930410578
2024-08-02,20.503473416328497,41.316459178760574,5.584978334135773,0.0,3.088245408900199,12.958250223536695,5.275465988032189,6.437856798954536,4.119953229245478,0.7153174221060596
2024-08-05,20.814886552296624,41.53292750415052,5.658550083010515,0.0,3.105976757055894,12.105700055340343,5.444106253458771,6.474820143884892,4.14360819037078,0.7194244604316548
2024-08-06,20.823360459550024,41.03125213704438,5.758052383231895,0.0,3.1388907884838955,12.193120426725022,5.655474252889284,6.482937837653012,4.205703344047049,0.7112083703754359
2024-08-07,20.50650239561944,41.2457221081451,5.728952772073922,0.0,3.1074606433949348,12.128678986995208,5.660506502395619,6.536618754277892,4.360027378507871,0.7255304585900069
2024-08-08,20.42645660736113,41.00230884150482,5.4257775363303,0.0,3.0829824799674044,12.447371995110688,5.595545294037756,6.906152383539318,4.3256824663859845,0.7877223957625967
2024-08-09,20.452084461288575,40.87709799675149,5.678126691932864,0.0,3.0657823497563617,12.472929074174337,5.603681645912291,6.754195993502978,4.311044937736871,0.785056848944234
2024-08-12,20.254521098459477,40.45545880776959,5.6195579370395174,0.0,3.034159410582719,13.054253181513731,5.746818486269257,6.697923643670463,4.360348292029471,0.7769591426657736
2024-08-13,20.145420585684747,40.29084117136949,5.796811420185445,0.0,3.015142418784604,13.014475351877794,5.836835434594089,6.7440464278567145,4.382629577746648,0.7737976119004736
2024-08-14,21.128238766808792,39.90160708428993,5.70022958346999,0.0,2.964906526730075,12.79763857002296,5.739586749754018,6.631682518858642,4.309609708101017,0.8265004919645786
2024-08-15,21.11666026379818,38.94864899474965,5.813804584453836,0.0,2.9581252401075684,13.029837367140479,5.487258291714689,7.568190549366117,4.270713279549239,0.8067614291202458
2024-08-16,21.626178729782055,38.03784425154562,5.807781177793043,0.0,3.134952850808718,12.708424405170799,6.226191219634048,7.381502529195029,4.290264160369699,0.7868606757009929
2024-08-19,22.175629008386778,37.56166748889985,5.981746423285643,0.0,3.1203749383325112,12.648001973359646,6.148248643315244,7.289097187962507,4.298223976319685,0.7770103601381352
2024-08-20,21.945224719101123,39.261470037453186,5.617977528089887,0.0,2.9494382022471908,12.5,5.846207865168539,6.9171348314606735,4.078885767790262,0.8836610486891386
2024-08-21,21.916063675832127,39.06801736613604,5.713458755426918,0.0,3.0911722141823446,12.364688856729378,5.794500723589001,6.9232995658466,4.196816208393632,0.9319826338639653
2024-08-22,21.89328544116795,39.04177046521059,5.718092810381785,0.0,3.0936793928509356,12.403684606917329,5.7992005098198245,6.917328080644227,4.200220149469904,0.9327385435374544
2024-08-23,22.15758553162078,38.84921092040087,5.742425987789425,0.0,3.1102407556733094,12.38912567676535,5.776984218408018,6.871328187996776,4.175786199746573,0.9273125215988942
2024-08-26,22.16618911174785,38.78510028653295,5.8166189111747855,0.0,3.1060171919770774,12.326647564469914,5.765042979942693,6.8424068767908315,4.269340974212034,0.9226361031518625
2024-08-27,23.322809786898187,38.15537264629609,5.73345360243545,0.0,3.0555868756342317,12.222347502536927,5.671439846656895,6.731311309054008,4.200022550456647,0.9076558800315706
2024-08-28,23.215373539347624,38.267707814144096,5.643240848424433,0.0,3.1677465802735782,12.189178711856897,5.593398681951597,6.795148695796644,4.236584150191062,0.8916209780140665
2024-08-29,23.224568138195778,38.15190567589799,5.917192212777626,0.0,3.3561831642445847,12.070194680559364,5.538799012887305,6.7726898820948715,4.085549766931725,0.8829174664107486
2024-08-30,23.78888045952097,38.21393735775442,5.846970846428959,0.0,3.468082800476861,12.1003576460388,5.689823344532351,5.928254037065135,4.091253928687547,0.8724395794949604
2024-09-02,24.518792558039785,37.64945579325506,5.613640019301914,0.0,3.431451396707951,11.8545922470645,5.629724947723982,5.887083802477079,4.49841831537183,0.9168409200579057
2024-09-03,24.04281378135151,37.53128494595027,5.628627722455935,0.0,3.418712391501145,11.869641620959582,6.4806432717397096,5.852281804142925,4.4677565365567915,0.7082379253421375
2024-09-04,23.97956496550271,37.341338810765265,5.703902670248064,0.0,3.5392637067467216,11.992415863485542,6.493916890504028,5.8303049454890195,4.418812871965028,0.700479275293622
2024-09-05,24.003580266413945,37.329542463012686,5.702100773969357,0.0,3.5381456326014846,11.93597641236245,6.491865424103617,5.870583899331332,4.427947138419418,0.7002579897857105
2024-09-09,19.867407120409833,30.591071505445775,4.937793275646821,17.21985449222954,3.073744026862973,9.819622024193896,5.402729346937019,4.8129493305781565,3.620474406991261,0.6543544707047225
2024-09-10,19.171684896153373,29.9045512269059,4.805210765638441,19.663266560157304,3.101060997091475,9.454754004342304,5.141124902707796,4.641350210970464,3.4533611896276266,0.6636352464053091
2024-09-11,19.445007911071443,29.757799505050915,4.835895979552923,19.473406629072173,3.071118503793257,9.468943973386343,5.107712280417055,4.738528946407563,3.420017039230801,0.6815692320175261
2024-09-12,19.077355397705098,28.7097025993287,4.714698306143158,21.85621731324643,3.094996487393646,9.113262040434002,4.92155179142924,4.566388260088986,3.2901412848333464,0.6556865193973929
2024-09-13,18.366380185423292,25.333288218176897,4.087433173174528,29.776003248291268,2.689991202544495,8.056439060702443,4.273533193476348,3.9622386140623944,2.8524057657169926,0.602287338431346
2024-09-16,16.57736539466806,24.460925248301095,3.9466806063774174,33.311552535284896,2.597360167276529,7.762676424464192,4.126372190277052,3.8159958180867743,2.819524307370622,0.5815473078933612
2024-09-17,16.206344120474206,30.397308554950335,3.989106055751362,28.196090996475487,2.5472604934315926,7.6129445690483815,3.9314322332585707,3.7199615507850043,2.8292214033963474,0.5703300224287088
2024-09-19,14.30849724406144,38.83215354914524,3.67924792255393,24.621583055874204,2.2243361965249995,6.653423239416917,3.441425813491508,3.2483702190761314,2.4761478414146216,0.5148149184410061
2024-09-20,14.45534619244063,38.73620247519233,3.665403054967109,24.528932991414873,2.1880923179841676,6.633961422678114,3.436837997547107,3.2361467276173483,2.5783253428475863,0.540751477310737
2024-09-23,14.479813664596271,38.534272404614015,3.829303460514641,24.40106477373558,2.20441437444543,6.6437444543034605,3.4189219165927236,3.2303682342502222,2.736801242236025,0.5212954747116237
2024-09-24,14.218940148246487,38.36984179665892,4.239960172585463,24.338975550392743,2.2458236530589666,6.693218276358004,3.4766013939595086,3.2221484677508574,2.7298373713906408,0.46465316959840686
2024-09-25,14.080364995602462,38.12939753737907,4.323328935795955,24.186455584872473,2.2702286719437117,7.294415127528583,3.430079155672823,3.125,2.7264731750219875,0.43425681618293754
2024-09-26,13.89347255660454,37.6795520328942,4.214569751399897,23.80501528390186,2.661833527199935,7.525630968160792,4.003570752292585,3.0486650255633405,2.7375767576487138,0.4301133443341359
2024-09-27,13.844661763517335,37.70845119749993,4.280826530887147,23.707535224548078,2.669791750855357,7.527142433794014,4.003340607236186,3.0388749696920714,2.807187693633988,0.4121878283358926
2024-09-30,13.93774228873289,37.956537232988204,4.308257882405952,23.829459060447753,2.7268483265762375,6.899711555229645,4.048300147201068,3.057211281732445,2.8216245842030183,0.41430764048278484
2024-10-02,14.156083941277132,37.610491372987994,4.503287399801855,23.588648284676385,3.0477605795087555,6.717403704704434,4.02883390589416,3.069204805222098,2.819915681304495,0.45837032462268884
2024-10-03,13.83857593000522,37.35076511408641,4.5487209658664405,24.024934678872047,3.155274754491862,6.521435046720489,4.060213960729376,3.1205720710668245,2.8829921614646454,0.4965153166966889
2024-10-04,18.01839916465632,13.536078205451338,6.391099269074281,33.755805998631764,4.497023488039943,8.949039234748376,5.682227343103014,4.422010585820761,4.050696719835812,0.6976199906383899
2024-10-07,17.40076440985199,13.7236685620561,6.457084408883616,34.04438176915791,4.421986920905066,9.02932658699777,5.674063628192984,4.459814011759685,4.085325812298949,0.7035838898959301
2024-10-08,17.394209965791987,13.709143395961561,6.408280719314254,34.33007528204064,4.459095333856167,8.75798364972948,5.721679213673441,4.424765258574127,4.119609033844877,0.6751581472134659
2024-10-09,17.880668672604564,13.812051211354728,6.574491422817344,33.71534062983253,4.379248132919359,8.859642287728215,5.7278617581126605,4.345532792289526,4.049587024538774,0.6555760678022993
2024-10-10,19.769323372214085,13.493783628081033,6.5305297034887095,32.45431658277106,4.352484457267185,8.845604286393044,5.564112276357305,4.183000804001603,4.0784257839015625,0.728419105524417
2024-10-14,20.113928868943766,13.489036312990018,6.45096502979042,31.69653392638509,4.365477172588491,8.918252045651078,5.701774227894045,4.178179472114398,4.1745775932591265,0.9112753503835712
2024-10-15,20.12892209522296,13.57930660476748,6.562971713591914,31.663460021715377,4.360921993899891,8.887357528822385,5.710217165279808,4.170221609678196,4.170221609678196,0.7663996573437927
2024-10-16,20.227741523718787,13.694032957020827,6.684422419653965,31.796171509705346,4.379199985200327,8.519928684077865,5.553490410274672,4.1877003158805115,4.1877003158805115,0.7696118785871863
2024-10-17,20.356852671200837,13.770326928965948,6.628307625393454,31.393491444274694,4.320172515797347,8.501214785421205,5.872009876963199,4.131098078689784,4.159637616366398,0.8668884569271309
2024-10-18,20.401189139934615,13.420501530672253,6.790538264522546,31.401333015133158,4.3569349558497255,8.574704913109658,5.891318273634641,4.1321299581277495,4.1642449578023175,0.8671049912133361
2024-10-21,20.943677819725274,13.846323868573283,6.90538288463516,31.291127386606288,4.448318222800507,7.456533423831066,5.870642194918975,4.117627899282964,4.220746387261553,0.8996199123649308
2024-10-22,20.055255831079954,13.930282812027206,7.413926290421695,31.594455862329745,4.491439123156194,7.112342848099456,6.020898009218975,4.157543169156573,4.322696006618751,0.9011600478914507
2024-10-23,19.90161560843058,14.061225411919786,7.6934074162024375,31.358029301797796,4.479209412768163,6.88807620913354,6.175393725001771,4.126431583122938,4.418631401616962,0.8979799300060278
2024-10-24,19.440187742994226,14.264000385902026,8.375953714977353,30.407752760643852,4.433312135443871,7.902560291317329,5.9882540379767955,4.015205534985018,4.302005930341091,0.8707674654184377
2024-10-25,19.15472551118902,13.94210220280485,8.918621229804897,29.72873743268299,4.280262537182881,8.878082042396693,5.976151877092751,3.9998664909428023,4.270127740330829,0.8513229355722857
2024-10-28,19.42607547867795,14.323729350826897,8.94517403145926,29.637624803027673,4.2671443892540974,7.773140686975894,6.331674389737731,3.987607700770996,4.324398891714492,0.9834302775550091
2024-10-29,20.983427270115154,13.887545455004545,8.996151239966816,28.487272728214457,4.464085124114516,7.633294215128374,6.448482644841272,3.8360702480606967,4.214821487742639,1.0488495868115322
2024-10-30,21.792919493221692,13.807630106605878,8.642530027448087,28.07466380271066,4.616368013922992,7.551446502388197,6.530549636835081,3.7836990079562325,4.153774121719237,1.0464192871919429
2024-10-31,22.594280706325193,13.487220658910584,8.6773720534229,27.01127487446817,4.487554984826416,8.576079772643643,6.4121083196322735,3.7447449257785417,3.9964408961997226,1.0129228077925565
2024-11-01,24.47613067511726,13.16465761909448,8.536161280392673,25.681442484600183,4.4008653712246675,8.49822278581315,6.5400127963623875,3.572055181948934,3.9164199789015273,1.2140318265447358
2024-11-04,24.661444467948726,13.017755923221186,8.389283701394072,25.034146006194586,5.157603035139862,8.272647339319757,6.653962216873765,3.516159598142785,3.880292630960161,1.4167050808051027
2024-11-05,24.362753913550048,14.411320841377066,8.242964884636766,24.4071638576055,5.1116367033598795,8.270700298111318,6.570519452121299,3.428097105454591,3.8136193527508593,1.381223591032675
2024-11-06,24.803842476411873,14.284535121945344,8.113262357987521,24.30940032355812,5.091161908672456,8.215472336620664,6.560775655505742,3.419890636427835,3.8149183916856546,1.3867407911847927
2024-11-07,24.77216262401147,14.29558103349457,8.01623947078129,24.300002529409355,5.033966433081051,8.063182657485832,6.925500720881667,3.459988996517036,3.8189663066105837,1.3144092277271424
2024-11-08,24.71192859015844,14.30678129420017,8.089884155479982,24.026655608580445,5.152079446976283,8.114456871443304,6.98138163535684,3.4265287259964152,3.833343690278061,1.3569599815300546
2024-11-11,25.14508547095131,14.368639043469186,8.167235188008494,24.09375449362211,5.054212590366638,7.693573878077061,6.981712949856407,3.40050489557712,3.819407672568505,1.2758738175031707
2024-11-12,25.104988851122854,14.434569123747462,8.032843172607008,24.00306279081211,5.035187944527176,7.533688571388981,7.023623487084224,3.387704998430527,3.8704938750184525,1.573837185261203
2024-11-13,21.58586066560339,25.43884865824333,6.767706877414968,20.487038363003688,4.483867714448307,7.023794856952515,6.025051736756084,2.900778386398022,3.3035349360343447,1.9835178051453568
2024-11-14,21.34742235343005,25.810773683045106,6.978929078404959,20.650496264278292,4.566575651168813,7.166660862625671,6.0214969788793296,2.933309128448621,3.3111193441928033,1.2132166555263497
2024-11-15,21.405462283075593,24.99266065215361,7.246673605028893,19.891056682549678,4.654055194246566,8.347462764619994,5.978618741516351,2.8774221769188335,3.2390777529651915,1.3675101469252902
