date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2025-03-03,98.44799660400679,2.4382983734032533,0.02178745642508715,0.13689272621454757,1.375788998422003,0.3408998182003636,0.9669333161333677,3.1058187883624235,0.12637474725050551,0.38401423197153606,107.34480506038989
2025-03-04,98.44799660400679,2.710587578824842,0.02036245927508145,0.12746374507250988,1.1086537826924345,0.34817480365039266,0.9650583198833603,3.1058187883624235,0.12637474725050551,0.38401423197153606,107.34450506098987
2025-03-05,98.44799660400679,4.4479103541792915,0.14808720382559235,0.8685177629644741,1.2344225311549377,0.909251681496637,1.0391116717766564,1.2936139127721744,0.4578740842518315,0.26947446105107786,109.11626026747948
2025-03-06,98.44799660400679,4.594495311009378,0.17006215987568024,0.6495707008585982,1.3828232343535312,0.8605317789364421,1.2523474953050093,1.185241379517241,0.50249899500201,0.3003743992512015,109.34594205811588
2025-03-07,98.44799660400679,4.67261515476969,0.21978706042587917,0.819488111023778,1.4324731350537299,0.892256715486569,1.1485994528010943,1.1459459581080838,0.5095489809020382,0.2989494021011958,109.58766057467886
2025-03-10,98.44799660400679,4.8412163175673655,0.18093713812572376,0.7781444437111126,1.4463991072017857,0.9127316745366509,1.1294422411155178,1.0051637396725206,0.503248993502013,0.2985744028511943,109.54385466229068
2025-03-11,98.44799660400679,4.453065843868313,0.13533722932554135,0.7766504466991067,1.4361016277967442,0.9567903364193272,1.1380394739210522,1.01500296999406,0.5146489707020586,0.2963244073511853,109.16995791008416
2025-03-12,98.44799660400679,4.496742006515987,0.09948730102539796,0.827280595438809,1.2155390689218621,1.2658647182705633,1.0818473363053274,0.953002093995812,0.5019739960520079,0.298986902026196,109.18872062255875
2025-03-13,98.44799660400679,4.32991009017982,0.22001205997588005,0.8260678478643042,1.1484667030665938,1.4316893866212268,1.054282641434717,0.9302051395897207,0.5168239663520673,0.3003743992512015,109.20582883834233
2025-03-14,98.44799660400679,4.29262016475967,0.25608698782602435,0.76250697498605,1.1542146915706168,1.4320306359387283,1.0136222227555545,0.9156926686146628,0.5489239021521957,0.3170243659512681,109.14071921856157
2025-03-17,98.44799660400679,4.3647160205679585,0.2959119081761836,0.80499514000972,1.126752746494507,1.361230777538445,0.9865435269129462,0.9175391649216701,0.5385739228521543,0.29677440645118713,109.14103421793155
2025-03-18,98.44799660400679,4.503391493217014,0.28736192527614945,0.8265170969658061,1.1217022565954868,1.363255773488453,0.9786970426059147,0.8858172283655433,0.5258239483521032,0.29377441245117514,109.23433778132443
2025-03-19,98.44799660400679,4.550828898342203,0.26411197177605644,0.8316680866638266,1.1334757330485339,1.3491558016883964,0.9655045689908621,0.9012019475961048,0.5140489719020561,0.2933994132011736,109.251391997216
2025-03-20,98.44799660400679,4.445945358109284,0.31158687682624636,0.8447120605758789,1.135235229529541,1.3730807538384924,0.9577795844408311,0.8443880612238777,0.5496739006521987,0.4116741766516467,109.32207260585479
2025-03-21,98.44799660400679,4.505812488375023,0.28203693592612816,0.8027871444257111,1.140485219029562,1.3808057383885233,0.9718045563908873,0.8383670732658534,0.5403739192521615,0.3926992146015708,109.3031688936622
2025-03-24,98.44799660400679,4.522617704764591,0.28083693832612333,0.7731134537730925,1.155260189479621,1.397005705988588,0.9474731050537899,0.8591450317099366,0.5409739180521639,0.39569920860158275,109.32012185975628
2025-03-25,98.44799660400679,4.460967828064344,0.17253715492569016,0.7523617452765095,1.2102868294263411,1.3481058037883924,1.0598228803542393,0.9138769222461556,0.5451739096521807,0.4019241961516077,109.31305387389226
2025-03-26,98.44799660400679,4.498543502912994,0.16301217397565207,0.8028133943732113,1.1675601648796703,1.3547057905884188,1.0601978796042406,0.9171296657406686,0.5406739186521627,0.3790492419015162,109.33168233663532
2025-03-27,98.44799660400679,4.462457325085349,0.18363713272573454,0.78999817000366,1.2204350591298818,1.336480827038346,1.044489161021678,0.9227951544096912,0.534523930952138,0.3876742246515507,109.33048758902481
2025-03-28,98.44799660400679,4.514282221435558,0.2093995812008376,0.8079673840652319,1.162047675904648,1.3082058835882326,1.0493454013091974,0.8953549592900814,0.5409739180521639,0.38504922990154017,109.32062285875428
