date,THE BANK OF EAST ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,KINGSTON SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,0.0,6.115372775720436,3.889779081288156,3.264307269805512,5.329220427199198,3.5658611413392576,0.0,3.4442741915089004,0.0,0.010553337765109812,25.61936822462657
2024-03-04,8.441840895628475,6.045806025967803,3.908668489893989,3.2771631539921,5.332525007711505,3.5658611413392576,0.0,3.4442741915089004,0.0,0.010500038079427438,34.02663894412146
2024-03-05,8.441840895628475,6.0630619324566855,3.8670840751246023,3.274370250462344,5.363718755356485,3.5669271350529055,0.0,3.4442741915089004,0.0,0.010500038079427438,34.031777273669825
2024-03-06,8.441840895628475,6.089970092224531,3.8619459854248217,3.270127595482027,5.338934401514182,3.5655200233508904,0.0,3.6007222804569854,0.0,0.010500038079427438,34.17956131216134
2024-03-07,8.441840895628475,5.76081255332447,3.8691094631805325,3.2698397771793424,5.338657243148633,3.5663941381960815,0.0,3.592727327604629,0.0,0.010500038079427438,33.84988143634159
2024-03-08,8.441840895628475,5.763205709211609,3.8708043931852316,3.2741783715938872,5.337900387611944,3.5661276397676698,0.0,3.5603447304705034,0.0,0.010500038079427438,33.82490216554875
2024-03-11,8.441574397200062,5.763738706068432,3.8792470633973197,3.2765661975124574,5.340069684819217,3.566607336938811,0.0,3.605798702420431,0.0,0.010500038079427438,33.88410212643616
2024-03-12,8.441307898771651,5.760892502852993,3.8735120172178963,3.2789966631795737,5.318491307070708,3.566180939453352,0.0,3.5997545180640502,0.0,0.010500038079427438,33.84963588468965
2024-03-13,8.441307898771651,5.720867103889816,3.869098803243396,3.27994539758472,5.319184202984579,3.565754541967893,0.0,3.5864295966434567,0.0,0.010500038079427438,33.79308758316494
2024-03-14,8.440774901914827,5.733215255270594,3.864845488325942,3.2889743643393143,5.259469900130332,3.565957427221443,0.0,3.5864189367063206,0.05407786109333543,0.010500038079427438,33.80423417308154
2024-03-15,8.440774901914827,5.766760851546309,3.8729790203610728,3.2857763831983715,5.239122745121087,3.5694219067907977,0.0,3.6531454261584684,0.053544864236511704,0.010500038079427438,33.89202613740687
