date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,58.26652580514436,16.417695659947313,9.079265489917212,5.018506234503574,3.992508062738434,0.4424867678028142,4.591464396632842,1.0337300804689808,0.3592173461924373,0.7986001566520295
2024-03-04,57.84084840833099,16.766305116066125,9.007288769240244,5.2328569096061015,4.097252633074566,0.44354030332629096,4.583924128869751,0.7852934862059707,0.3542783491203977,0.8884118961595608
2024-03-05,57.699822077946486,16.647586259666657,8.910121579479286,5.315777371628383,4.2709551112148505,0.44356483033565763,4.554342739498361,0.7181805252594159,0.3587847901300917,1.0808647148408224
2024-03-06,57.65692964036007,16.543007509152176,8.843987007187353,5.62776551770126,4.20769300148792,0.42817846310961494,4.508702861237028,0.6872296521545866,0.40156637735099654,1.0949399702590048
2024-03-07,57.389762333440466,16.700109045410265,8.832408729287506,5.6730469785941064,4.235302935099816,0.4253515430655657,4.499155382419003,0.7227811491607423,0.39881816764011274,1.123263735882416
2024-03-08,57.141832822601515,17.088269503489922,8.80586113758437,5.779557568067289,4.185345772821869,0.42367090593287604,4.488176526484568,0.6850073090659309,0.397666370511963,1.004612083439695
2024-03-11,57.058893534662346,16.84952284679024,8.811581764130505,5.881714075595511,4.13955699502166,0.4261588698981155,4.4724125650932605,0.9472241554220299,0.40784828975999043,1.0050869036263395
2024-03-12,56.971677476085844,16.969817704593048,8.781313616968555,6.097613298623769,4.11406354804042,0.4317438098422541,4.459146883486933,0.6823957849380725,0.4148020617680784,1.077425815653021
2024-03-13,57.16311739794938,16.72248098534875,8.76918986007458,6.320880592575445,3.8689107867202392,0.4339333180405022,4.456294603577163,0.638463257292557,0.41344311943852546,1.213286078982851
2024-03-14,57.137931397777976,16.87260658286894,8.891366715742882,6.309577675795588,3.7353980179406205,0.4004154064355484,4.454562601114967,0.6367176464786721,0.40946428200060214,1.1519596738442033
2024-03-15,57.047290816418425,16.959059159090582,8.888321149934876,6.349050848339233,3.659653576419095,0.4085909242202639,4.452601869698667,0.6380278058846673,0.41441775824034055,1.1829860917538544
2024-03-18,56.89626856869307,16.65939316588981,8.820409336534466,6.777661628572802,3.6530208520737664,0.4101282792940387,4.436973510975731,0.8231512767977444,0.4041236225111581,1.1188697586574226
2024-03-19,56.84548180722879,16.77851952909701,8.760826154436053,6.9682470767010285,3.658020871117382,0.40977609295195133,4.431181982241914,0.6302135084177827,0.40486676949104694,1.1128662083170406
2024-03-20,56.799143523796815,16.716418369284845,8.67220881089911,7.13640986784702,3.6658106210137653,0.4107460108052179,4.431188067844957,0.6822009481147153,0.3995177276358306,1.086356052757729
2024-03-21,56.6064605768554,16.74777109669401,8.656014795246605,7.307613913488834,3.665831065749735,0.409619131109645,4.423037743866825,0.6679821554193653,0.39319137954634775,1.1224781420232364
2024-03-22,45.427071175482425,13.093785589055395,6.895316621872223,5.961980158507368,2.8577080789243774,0.325076562208505,3.5435489682966983,0.5141344312058155,0.3124887289830685,0.8552030480459352
