date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,MERRILL LYNCH FAR EAST LTD
2024-03-01,19.67892196242905,27.95177804707735,17.271238009674356,20.296325841033127,4.373394923554708,2.969028136049512,0.9280843133634217,2.9679913911829763,1.6480312880815928,1.9152060875539056
2024-03-04,19.26263072109152,28.21114446812337,17.188494414626394,20.250885791783364,4.387284737221136,3.105253115808458,0.9319347373627406,2.9655802275770826,1.648816743292459,2.047975043113481
2024-03-05,18.655180600009192,28.525927688341547,17.42682299794399,20.208966396328805,4.433353223025876,3.127021447319209,0.9296180074762855,2.9903466222678152,1.6652473598948427,2.037515657392433
2024-03-06,18.318183529367072,29.020024815266105,17.557635829541233,20.180183888628616,4.453570019010532,3.004263447868052,0.9080781246342668,2.9959605487365484,1.6091110755701232,1.9529887213774528
2024-03-07,17.815082347481596,29.627533873031016,18.062148066079665,19.978587354661567,4.483646296161807,2.748105195052093,0.9048122628049483,2.993467836378414,1.493070388779465,1.8935463795694356
2024-03-08,17.749741353793983,29.309742084243712,17.87761454912224,20.12604637033267,4.515067080290395,3.115897454492172,0.907087889174135,3.0101752785945344,1.5442259065557733,1.8444020334003834
2024-03-11,17.915159816211194,29.461592034503887,18.01414866229957,19.829506415366822,4.525389569746398,2.946522346928649,0.8784486307304473,3.0309728350012826,1.551613760456313,1.8466459287554384
2024-03-12,18.04419610194884,29.260959518867185,17.99490792153229,19.693310926795238,4.567862740802655,3.0757835883769076,0.8799849327779716,3.0056358555992344,1.5656594097650154,1.911699003534661
2024-03-13,18.016286176754072,28.89226023050127,17.96469496496233,19.204946796148523,4.881257340726633,2.8954562927345036,0.8472735969195992,3.198257386957795,1.6372384541332194,2.462328760162055
2024-03-14,18.04514459428008,28.864251035344108,17.99059412611999,19.830499377374075,4.9899320565981125,2.6698914420085327,0.887967288497064,3.2105520308871967,1.6304037981920982,1.8807642506987383
2024-03-15,18.041868496591594,28.94925918895469,18.12087615842604,19.71031337604817,5.014405751915942,2.569447275156446,0.9325718460807387,3.1717635710820495,1.6262742099374463,1.8632201258068832
2024-03-18,18.106897143316615,29.14083514783321,18.20524186502928,19.164094855893005,5.005242217463219,2.476617322567541,0.8536477661262152,3.15764702417187,1.6122437112995018,2.277532946299547
2024-03-19,17.9575113607675,29.39287092192443,18.2857698218636,19.632145999945863,4.994381443603419,2.3988579371584398,0.8492055265522557,3.1499276728430385,1.5568972678369921,1.7824320475044577
2024-03-20,17.852115348391738,29.49098522061589,18.254320689511996,19.04150738412382,4.969298149917401,2.388242042827916,0.9339878591855444,3.1590714248601013,1.5553856602314804,2.3550862203341167
2024-03-21,17.63438263407536,29.57032044677784,18.236552193153184,19.783402381192435,4.974219907932574,2.31580574225008,0.9424097440308613,3.1630000517055517,1.5526137623847758,1.827293136497345
2024-03-22,17.656112289519744,29.794224690773973,18.29371524468148,19.19947103279248,4.98169945142383,2.237769997731356,0.8460593064149714,3.165518327436386,1.5511291217491554,2.274300537476626
