date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,DAH SING SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,61.58711903392754,38.41288096607246,0.0
2024-03-04,0.0,0.0,63.53233049456593,0.0,22.45401472328836,14.013654782145709,0.0
2024-03-11,70.91786216427334,0.0,18.472684627893507,0.0,6.528737878565008,4.0807153292681315,0.0
2024-03-14,59.39773261255537,16.24432716969509,15.471921299912514,0.0,5.473297202362621,3.412721715474391,0.0
2024-03-19,59.353259204924626,16.232164406031742,15.460336866760994,0.0,5.469199130485826,3.485040391796818,0.0
2024-03-20,59.34820962221675,16.230783426153067,15.459021551464982,0.0,5.402373959659104,3.559611440506093,0.0
2024-03-26,59.29372882720665,16.215883802553254,15.444830394064224,0.0,5.463713610492247,3.5818433656836235,0.0
2024-03-28,54.86103750768188,15.003613824062406,14.290202965945936,7.475818112978672,5.055256318757787,3.3140712705733226,0.0
2024-04-03,54.78239319656244,15.082258135181847,14.290202965945936,7.475818112978672,5.055256318757787,3.3140712705733226,0.0
2024-04-11,51.96356750026785,14.301684333287875,13.550621534638571,7.088911343818986,4.792132883861198,3.343903493811642,4.9591789103138755
2024-04-16,51.95926838598714,14.302964290440311,13.55183427395997,7.089545779775343,4.792561765146589,3.344202762981218,4.959622741709433
2024-04-18,51.9131424412044,14.30381772249649,13.552642887444177,7.089968800172327,4.792847728654469,3.387661746583972,4.959918673444168
2024-04-22,51.91391684362715,14.30403109642413,13.552845055893112,7.090074563159461,4.7929192248636845,3.3862205541364965,4.959992661895969
2024-05-03,51.64440099519273,14.262967537433907,13.921497829457458,7.069720601880522,4.779159864303096,3.376499499523196,4.9457536722090865
2024-05-06,51.60602044404698,14.252367732914701,13.985468759344197,7.064466600131679,4.775608137764092,3.373990187589321,4.942078138209027
2024-05-14,51.58685155297338,14.247073736550272,14.017418581591917,7.061842526630451,4.773834253410768,3.37273692973621,4.940242419107004
2024-05-16,51.55813335870085,14.249402610341095,14.039028306041859,7.062996878764741,4.774614600145829,3.3747742785344466,4.941049967471174
2024-05-20,51.509145110203534,14.170540264182893,14.1444584933031,7.056285932815137,4.770077973404834,3.413137024854563,4.936355201235939
2024-05-21,51.47781090525909,14.188626866225047,14.169979536380465,7.051993430792586,4.767176224589164,3.4110607346188893,4.9333523021347565
2024-05-22,51.37490618622067,14.195801618990261,14.157941828167827,7.037896417149327,4.75764658606392,3.5523168876337827,4.9234904757742095
2024-05-23,51.17108077732275,14.222073987525174,14.415919663126328,7.009974183874449,4.738771042870104,3.538223383705378,4.903956961575815
2024-05-24,51.176348125119496,14.211096407239024,14.404792459341598,7.0369855900096745,4.735113331651162,3.5354923381982997,4.900171748440745
2024-05-27,51.12963015191927,14.18045466521009,14.465262107708327,7.030561651681744,4.730790731351756,3.5676022228650193,4.8956984692638
2024-05-28,51.127371768198635,14.17982831786762,14.464623180488207,7.030251113429582,4.730581773439453,3.571861619160944,4.895482227415556
2024-05-29,51.049204282129956,14.158149098025882,14.574815247103826,7.019502720993925,4.723349293613411,3.5869817231300103,4.887997635002985
2024-05-30,50.95482098107617,14.131972532348222,14.621236145284112,7.006524578672608,4.7160837951244865,3.6904016007274687,4.878960366766932
2024-05-31,50.86190346290732,14.106202491569867,14.776926670517263,6.9937479883067795,4.70748388655289,3.683672051860771,4.870063448285115
2024-06-03,50.8507314498899,14.10310400985502,14.887900864710588,6.992211784620992,4.719629100705866,3.577429070128585,4.8689937200890485
2024-06-05,50.86711874913341,14.107648915681981,14.892698681371655,6.994465114388756,4.68892378132421,3.578581942447687,4.8705628156522955
2024-06-06,50.86786387733285,14.10785557191283,14.892916837422677,6.9945675729774255,4.6875276147561875,3.5786343633904267,4.870634162207601
2024-06-07,50.86041357754715,14.105789282013223,14.905381942797998,6.993543122148986,4.686841061727974,3.5781102230629505,4.869920790701723
2024-06-12,50.88202546198757,14.067825385147856,15.130039387879055,6.996514856650409,4.471974111138183,3.5796306531817113,4.871990144015223
2024-06-13,51.02632547002253,14.107721346397037,14.889350541728358,7.016356778053195,4.484656505251041,3.5897823860839755,4.885806972463864
2024-06-20,51.008328187937416,14.112905777483453,14.894822212872816,7.018935211331,4.486304566764793,3.5911015912864968,4.887602452324029
2024-06-24,50.864026215371375,14.072980529692034,15.13558377998432,6.999078724512289,4.47361286285066,3.580942406272662,4.8737754813166605
2024-06-26,50.838682099924995,14.078139453819293,15.148463909428509,7.001644472118087,4.475252816042204,3.5822551210980027,4.875562127568914
2024-07-03,50.824260483493,14.08226931721498,15.152907755634578,7.003698425007944,4.4765656445485575,3.5833059861179968,4.8769923879829475
2024-07-04,50.83544502838517,14.063361994083984,15.15624235166072,7.005239680674048,4.477550771512293,3.5840945395820882,4.878065634101696
2024-07-09,51.12227659866748,13.981314750769352,15.067819120822652,6.964370320644821,4.451428234258511,3.5631845269638083,4.849606447873378
2024-07-17,51.1491334829728,13.936125177230405,15.075734939557373,6.968029024842,4.4537667743438725,3.565056431756907,4.85215416929665
2024-07-18,51.164066170912,13.91099933641835,15.080136211484717,6.970063299831507,4.455067025293723,3.5660972289621777,4.8535707270975195
2024-07-19,51.174524241346994,13.893402517009786,15.083218631207615,6.9714879992031795,4.4559776527756645,3.5668261486667596,4.854562809790002
2024-07-22,51.18969420232142,13.889085869384541,15.078532310502105,6.96932197420827,4.4545931909543475,3.565717944135475,4.853054508493842
2024-07-29,51.21361407823828,13.895575949385433,15.085578194004556,6.972578592936815,4.40994681611441,3.567384129724339,4.8553222395961635
2024-07-31,51.217353578326744,13.89659057232168,15.086679708162581,6.973087714558757,4.410268820269081,3.5603428423231858,4.8556767640379785
2024-08-15,51.14639633026241,13.87733803864712,15.065778408120167,6.963427099939542,4.4041587712945365,3.720201664096808,4.822699687639414
2024-08-21,51.14863407899174,13.87794519766106,15.0664375635819,6.89810400909519,4.404351461325532,3.781616999740763,4.82291068960382
2024-09-02,51.144158777327185,13.95985214719195,15.065119310331909,6.828961907246306,4.40396609812315,3.775453055642661,4.82248870413684
2024-09-09,51.144158777327185,13.95985214719195,15.065119310331909,6.756048561250889,4.40396609812315,3.8483664016380774,4.82248870413684
2024-09-16,51.187452859474405,13.971669312633168,15.077872096350326,6.677116550444019,4.407694102935113,3.851624085313167,4.826570992849808
2024-09-19,51.18887765746186,13.971261491130619,15.077431985700981,6.676921650919605,4.4075654459799845,3.851511659583171,4.826430109223777
2024-09-24,51.182154815497825,13.969426588953787,15.088585209410263,6.67604474384292,4.406986582615606,3.8510058250074786,4.825796234672123
2024-09-26,51.1489400313479,13.96036109551134,15.076605955124442,6.671712308330166,4.4041266579285585,3.915589429317278,4.822664522440312
2024-09-27,51.15125918705834,13.960994075415412,15.074213810428825,6.6720148119536775,4.404326346435925,3.914308580739742,4.822883187968081
2024-09-30,51.169169045549936,13.965882311448432,15.079491823922679,6.639337395315489,4.4058684563051465,3.915679118120203,4.824571849338119
2024-10-02,51.234945966218106,13.983835167631097,14.897289635744396,6.6478721277977035,4.411532110128932,3.993751254666391,4.830773737813371
2024-10-03,51.18485046303341,13.970162326839263,14.980499699065039,6.641372101437391,4.407218688562761,3.9898463226922476,4.826050398369883
2024-10-04,51.1087734787759,13.94939821773668,15.031092651295827,6.631500907983886,4.400668158400885,4.05968923486916,4.818877350937657
