date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CMBC SECURITIES CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,MORGAN STANLEY HONG KONG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,91.87710157693184,0.9635602190635923,0.32905620985592227,1.8875633897109056,4.143621605979046,0.0,0.0,0.7953893228546911,0.0,0.0037076756040103917
2024-03-04,91.86633370886106,0.9581205604993582,0.34397636297683576,1.9022092527224395,4.130220951441258,0.0,0.0,0.7954312922563402,0.0,0.00370787124270221
2024-03-05,91.86808937747998,0.9487898640300233,0.3535882426189729,1.8994492242665844,4.130957959659483,0.0,0.0,0.7954168630832833,0.0,0.0037084688616753916
2024-03-06,91.85900416630308,0.9492093687142563,0.35738401213501797,1.9040986541569964,4.131142724388406,0.0,0.0,0.7954524395724472,0.0,0.00370863472979863
2024-03-07,91.89103032288376,0.9505039483580332,0.3544542721568623,1.8716583980456862,4.133667768264121,0.0,0.0,0.7949752214203348,0.0,0.0037100688712070943
2024-03-08,91.85141464412037,0.9621093924366182,0.3536983328188362,1.9013692591822013,4.133051321666607,0.0,0.0,0.7946481743354504,0.0,0.0037088754399232675
2024-03-11,91.84822944947679,0.9619386133561577,0.35440121432106253,1.9014563038437362,4.133287074358222,0.0,0.0,0.7936264228855708,0.0,0.007060921758459486
2024-03-12,91.85458742086855,0.9521782894933221,0.35621501678227807,1.90682740161006,4.13528436620538,0.0,0.0,0.7929816329032179,0.0,0.0019258721371889283
2024-03-13,91.85334373869101,0.9312017266631926,0.37168886712818944,1.8891865927379057,4.159752425741869,0.0,0.0,0.7929007999853567,0.0,0.0019258490524776655
2024-03-14,91.82305057896912,0.9310792618483622,0.4001266605580045,1.8903666687039842,4.160665156067511,0.0,0.0,0.7927859305669107,0.0,0.001925743286108043
2024-03-15,91.8892445998806,0.9170604934137209,0.4180490126658031,1.8357183808693507,4.145348671127397,0.0,0.0,0.7926516910542223,0.0,0.001927150988898187
2024-03-18,91.88376872931246,0.9013000284555995,0.3997114317579403,1.8713632710410142,4.148337785949757,0.0,0.0,0.7925922947864271,0.0,0.002926458696799206
2024-03-19,91.88481808394656,0.9012389438573172,0.39807430594467097,1.8723839328564833,4.149027562572153,0.0,0.0,0.7915306787045289,0.0,0.0029264921182950527
2024-03-20,91.8886877863157,0.9012768992731185,0.38581356236075354,1.8806002060973936,4.149130916797712,0.0,0.0,0.7915640137886756,0.0,0.002926615366658815
2024-03-21,91.90394677196684,0.9014265648261376,0.3864487720801947,1.883625420758148,4.130715228407166,0.0,0.0,0.7909101406026855,0.0,0.0029271013588191355
2024-03-22,91.90079746914755,0.933806857757582,0.3685165718354258,1.8827041907097732,4.122435189089744,0.0,0.0,0.789812184179888,0.0,0.001927537280038066
2024-03-25,91.90565273445125,0.9340703743830275,0.36368124634417,1.8835889914209334,4.122938560062919,0.0,0.0,0.7881404542227983,0.0,0.0019276391148984272
2024-03-26,91.8960083181549,0.920337523771846,0.35978820861506616,1.8981683466417871,4.135855190922691,0.0,0.0,0.7879149750618443,0.0,0.0019274368318664256
2024-03-27,91.90381554670667,0.9206298909232656,0.3557493962123154,1.8950455494801726,4.135706813345134,0.0,0.0,0.787125202750919,0.0,0.0019276005815236838
2024-03-28,91.93788107532144,0.8904751903846544,0.3578809942179415,1.891105736558945,4.133668821304512,0.0,0.0,0.7870598671368917,0.0,0.0019283150756105412
2024-04-02,91.9653135060827,0.8932413039698056,0.3599166692179815,1.8897411143616607,4.102992448133145,0.0,0.0,0.7868660677883329,0.0,0.001928890446384577
2024-04-03,91.96419661325885,0.8952307623456482,0.3639843507303767,1.8869320227362985,4.10229966277225,0.0,0.0,0.7854277211360222,0.0,0.0019288670205535176
2024-04-05,91.96294835338269,0.9071488488726092,0.3858396064327428,1.8526873455335588,4.103029804973724,0.0,0.0,0.7854170602707504,0.0,0.002928980533927505
2024-04-08,91.92125184262345,0.8904569383080392,0.3831654490514621,1.8140020625611895,4.2044204179793505,0.0,0.0,0.7837756369586116,0.0,0.00292765251791091
2024-04-09,91.92368049189221,0.8907660972325853,0.38317557265692875,1.814049990267726,4.201817997141396,0.0,0.0,0.7835821209398051,0.0,0.002927729869350369
2024-04-10,91.92203733252288,0.8907501745600952,0.3835257571410581,1.841866203629948,4.175467553940522,0.0,0.0,0.783425300670073,0.0,0.002927677535427924
2024-04-11,91.91829608704938,0.8705780315141021,0.3767981844539645,1.8732089389739068,4.176511477237353,0.0,0.0,0.7826793764733362,0.0,0.001927904297945242
2024-04-12,91.90681170963144,0.8792508383131572,0.36525652125769575,1.8896099194932434,4.176489423690786,0.0,0.0,0.7806539241903022,0.0,0.001927663423369387
2024-04-15,91.88916417576799,0.8874336127322077,0.3651863863383373,1.9038088565343618,4.174259848266127,0.0,0.0,0.7778629209155439,0.0,0.0022841994454313513
2024-04-16,91.89152553469924,0.8876705671171596,0.3601989561718355,1.9101394903293984,4.168299557298994,0.0,0.0,0.7784539748984515,0.0,0.0037119194849257716
2024-04-17,91.82742646968109,0.8841618765533301,0.40524993462178227,1.9276310061521758,4.174552006312468,0.0,0.0,0.7776248156900427,0.0,0.0033538909891219883
2024-04-18,91.75389467900668,0.8831269443271743,0.3673911140467569,2.0087422926209424,4.206331176762944,0.0,0.0,0.7775187569796869,0.0,0.002995036255815953
2024-04-19,91.73452329386674,0.8769605997000557,0.3543377988418156,2.050525036718201,4.205157940912051,0.0,0.0,0.7755009260272591,0.0,0.0029944039338744978
2024-04-22,91.72760423839253,0.8750409163346101,0.37434355015950993,2.0506555361527905,4.1907110988873235,0.0,0.0,0.7752285641840049,0.0,0.006416095889231745
2024-04-23,91.71319310907116,0.9096159780680368,0.3699100352412891,2.0646655532926004,4.157212255529021,0.0,0.0,0.7752070134703111,0.0,0.010196055327583721
2024-04-24,91.66892689879487,0.924183938204647,0.37259981710610723,2.072399327176276,4.157206812900245,0.0,0.0,0.7753087081814759,0.0,0.02937449763637891
2024-04-25,91.57504294285044,0.9165040118467253,0.3792683254151438,2.1648028500853105,4.152559195774543,0.0,0.0,0.7753147998761909,0.0,0.03650787415163633
2024-04-26,91.49290330387362,0.9255064862822019,0.4075338028973405,2.1856557513792825,4.166040425907597,0.0,0.0,0.774884715801359,0.0,0.0474755138586022
2024-04-29,91.3899512910044,0.9238196806581772,0.40947507767572944,2.236254231867017,4.198862505888931,0.0,0.0,0.7906755626815322,0.0009978504939008204,0.04996379973031964
2024-04-30,91.27657424391309,0.923682397427257,0.5471102904231842,2.2164524102774563,4.205016135936768,0.0,0.0,0.7766388091283236,0.000997856183679596,0.05352785671024117
2024-05-02,91.2469825500347,0.9181102685892297,0.48978854616459866,2.2941826606644966,4.190542448089741,0.0,0.0,0.7935588368583972,0.0009975326805796308,0.06583715691825563
2024-05-03,91.23990289997947,0.9320034084386503,0.5152569011168522,2.273058099174786,4.173680929562151,0.0,0.0,0.7897211856775758,0.0017099233444143327,0.07466665270609252
2024-05-06,91.25429739195458,0.9306540272773565,0.5153381907839003,2.2734167089006574,4.163550923437975,0.0,0.0,0.7852852613261047,0.0009976126480883026,0.0764598836713392
2024-05-07,91.2454547088982,0.9385439732806055,0.5152882537133382,2.2731964112929126,4.161366190359176,0.0,0.0,0.7856366728130728,0.000997515977874272,0.07951627366483482
2024-05-08,91.00774923519587,0.9492617254909834,0.764764743698947,2.1991352290614143,4.163117523981357,0.0,0.0,0.7813233366950787,0.000997922118723577,0.13365028375762195
2024-05-09,90.83191725708684,0.9561370610440467,0.86931043727698,2.160366248332987,4.191327635399984,0.0,0.0,0.7885920245812919,0.00099855153609105,0.2013507847417882
2024-05-10,90.5944396595644,0.9557127017231576,0.893213315134616,2.3119129420346116,4.2557464579935065,0.0,0.0,0.7876721015366237,0.0009993757121216711,0.2003034463009578
2024-05-13,90.50399549244376,0.9547157431282247,0.924753933861871,2.4285792607859653,4.257310228003836,0.0,0.0,0.7867417009340217,0.0009998267850086311,0.14290381405730507
2024-05-14,90.46479066495611,0.9136555392745797,0.9547626723430174,2.4159446627364254,4.313621085007784,0.0,0.0,0.7836438427621921,0.0010000657957573683,0.1525814671241242
2024-05-16,90.16181194747632,0.913605940260347,0.9817111524308881,2.673816478454168,4.3144512122715195,0.0,0.0,0.7902442351815288,0.0010000115058466687,0.1633590224193808
2024-05-17,89.92681772731498,0.9228882748058893,0.9911360879295252,2.806307401028408,4.487823395543797,0.0,0.0,0.7972408752493066,0.0017142989621431936,0.0660719391659356
2024-05-20,89.7471966589274,0.7893494122528653,1.1495927215131572,2.8367710982873597,4.630505573156409,0.0,0.0,0.8352780974003375,0.0017174336905024124,0.009589004771971804
2024-05-21,89.65538070379262,0.7941719158496461,1.340359974350088,3.114714906376381,4.2801156831377325,0.0,0.0,0.7782109329175108,0.0017164115942559042,0.03532947198176736
