date,HANG SENG BANK LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,MFG LIMITED
2024-03-07,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,89.59721414476124,0.0,5.709926168056384,4.6928596871823745,0.0,0.0,0.0,0.0
2024-03-11,0.0,89.60167959943168,0.0,5.705226824950825,4.693093575617499,0.0,0.0,0.0,0.0
2024-03-12,0.0,89.60257274377945,0.0,5.704286900118378,4.693140356102187,0.0,0.0,0.0,0.0
2024-03-18,0.0,89.60241728002678,0.0,5.704372191395333,4.6932105285778905,0.0,0.0,0.0,0.0
2024-03-20,0.0,86.85107454928948,0.0,5.52927455667471,4.549150843265017,0.0,0.0,3.0705000507708022,0.0
2024-03-28,0.0,86.85527057828244,0.0,5.529541692072519,4.549370626024538,0.0,0.0,3.065817103620509,0.0
2024-04-03,0.0,86.88762431626309,0.0,5.4942665326432225,4.551115905247663,0.0,0.0,3.066993245846039,0.0
2024-04-05,0.0,86.90980075760169,0.0,5.489144978897033,4.552480078734653,0.0,0.0,3.0485741847666277,0.0
2024-04-09,0.0,86.91400269686214,0.0,5.4894103696077705,4.547865355449425,0.0,0.0,3.048721578080658,0.0
2024-04-10,0.0,86.92661095287554,0.0,5.49020669573653,4.548525095525094,0.0,0.0,3.034657255862839,0.0
2024-04-12,0.0,47.29428160214088,45.606015879623705,2.987064360105868,2.4747223477835636,0.0,0.0,1.637915810345979,0.0
2024-04-16,0.0,46.26600442988209,44.61444515567881,2.9218619299667976,2.4209166780133446,2.192483438000085,0.0,1.584288368458878,0.0
2024-04-18,0.0,46.21580991292571,44.68738797791393,2.9186919685665167,2.418290197841954,2.190104787661431,0.0,1.5697151550904669,0.0
2024-04-19,0.0,46.216403997106745,44.68796241489426,2.918729487085204,2.4183212839130284,2.188847483903159,0.0,1.5697353330976063,0.0
2024-04-22,0.0,46.270479875217205,44.622484211503945,2.922388418889531,2.4213529018474564,2.1915914324976113,0.0,1.571703160044249,0.0
2024-04-23,0.0,46.26356363013249,44.62822816820371,2.9227645985853634,2.421664586561313,2.191873541540043,0.0,1.5719054749770835,0.0
2024-04-24,0.0,46.25927466390895,44.631790164051594,2.922997878636843,2.421857871384762,2.1920484856230713,0.0,1.5720309363947773,0.0
2024-04-25,0.0,46.25816772277421,44.632709481089854,2.9230580859855233,2.4219077563478613,2.192093637016599,0.0,1.5720633167859557,0.0
2024-04-30,0.0,46.25971610198311,44.63420345205324,2.923155928217275,2.4186415679813047,2.1921670119983285,0.0,1.5721159377667386,0.0
2024-05-09,43.093954564264784,26.32457506343663,25.399560096303915,1.66345244066871,1.3763532696030196,1.247475555874968,0.0,0.894629009847975,0.0
2024-05-16,43.095848916145115,26.32573225610494,25.40067662656702,1.6591296992155824,1.3764137722287506,1.247530393210943,0.0,0.8946683365276481,0.0
2024-05-23,43.096164657650625,26.325925131440847,25.400862724487833,1.658409205357762,1.3764238565168567,1.2475395332356651,0.0,0.8946748913104081,0.0
2024-05-24,43.095324163997276,26.32541170354843,25.40036733785473,1.6583768618204,1.3783472873018894,1.2475152027861154,0.0,0.8946574426911649,0.0
2024-05-28,43.0969028793442,26.326376085004576,25.401297832067538,1.6555069652562024,1.3783977804367726,1.2475609031360806,0.0,0.8939575547546291,0.0
2024-05-31,43.10208187766581,26.329539752192915,25.40435033166843,1.6510163088319498,1.3712359233154232,1.2477108237891155,0.0,0.8940649825363569,0.0
2024-06-05,43.10574582324205,26.33177792716027,25.406509859769166,1.6511566555075055,1.3757493609889169,1.2478168869850008,0.0,0.8812434863470843,0.0
2024-06-06,43.102460877633995,26.33739193749532,25.404573714102597,1.651030826347143,1.3756445197030314,1.2477217950077184,0.0,0.8811763297101946,0.0
2024-06-07,42.69983006865837,26.091367807870636,25.167263271545064,1.6356081366974022,1.3627942820471501,1.2360665153445296,0.9341248754187721,0.8729450424180696,0.0
2024-06-14,42.697846397381994,26.090155702417324,25.16609409646459,1.6340803967470996,1.3659248346550459,1.2360090924077582,0.9369849912059636,0.8729044887202277,0.0
2024-06-17,42.69867145826583,26.090659848849512,25.166580387029335,1.6341119724805422,1.364018904400968,1.2360329761124473,0.9370030967951261,0.8729213560662354,0.0
2024-06-18,42.693526970982845,26.087516353672424,25.163548228221217,1.6339150888779783,1.3759029170191848,1.2358840544783591,0.9368902033408112,0.8728161834071817,0.0
2024-06-24,42.69396079553802,26.087781438475215,25.163803924245677,1.633931691687278,1.3780943336527842,1.2358966127486222,0.9368997234251084,0.8696314802272906,0.0
2024-06-26,42.6932790751954,26.08738556436869,25.163402118540297,1.6337397563480218,1.3780723287854961,1.2358768784385092,0.9386266840290962,0.8696175942944887,0.0
2024-06-28,42.69848549134625,26.090566903176065,25.166470778199105,1.6217440582633296,1.3782403837624164,1.2360275927776216,0.9387411489105298,0.86972364356468,0.0
2024-07-02,42.67952537108206,26.07898147384402,25.210583854393015,1.6210239282158916,1.3731298687019082,1.2354787388419552,0.9383243040300738,0.8629524608910776,0.0
2024-07-03,42.704995297516426,26.094544667995013,25.17030765542949,1.6219913091752869,1.3695933168370336,1.2362160374017666,0.9388842692777526,0.8634674463672316,0.0
2024-07-05,42.70493329000023,26.094506778799847,25.170271108223506,1.6221341537283642,1.3695913281919303,1.2362142424200455,0.938882906020805,0.8634661926152691,0.0
2024-07-09,42.70741373111048,26.09602243243467,25.171733079251275,1.6222283725441136,1.369670878500828,1.23047772123799,0.9389374393868212,0.8635163455338305,0.0
2024-07-12,42.7130578082051,26.099471200449493,25.175059696100497,1.6224427611291348,1.3698518898840317,1.230640337292561,0.939061526397294,0.8504147805418921,0.0
2024-07-16,42.712685625316425,26.107521665232387,25.17484033165035,1.6182170687791333,1.3698399535942976,1.2306296140313582,0.9390533438262146,0.8472123975698336,0.0
2024-07-17,42.717028162636794,26.110175979413615,25.177399821461727,1.618381590581281,1.3678006112126577,1.2307547303743893,0.9391488160291841,0.83931028829035,0.0
