date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,60.91512538176463,21.17873168830194,0.6381499613033936,1.5966596452651176,1.1391281071613906,5.109054979681813,0.0,3.253794311854915,2.809590421519316,3.3597655031474813
2024-03-04,60.87536285075787,21.178809639045795,0.6617318694311701,1.6084890122937796,1.1547910104498496,5.114347000586094,0.0,3.2563558169880507,2.8032265050870078,3.3468862953603926
2024-03-05,58.39711325974074,20.340095436626992,0.6424760767347076,1.5453712267565556,1.1152741260614776,4.908901911519927,4.027552740523477,3.129405804882315,2.688607626406834,3.2052017907469774
2024-03-06,58.39737097320029,20.3449464468727,0.6516580098057136,1.53931669085567,1.1147178408120648,4.908835388042179,4.028614305965361,3.1276799069622996,2.687615789274745,3.1992446482089827
2024-03-07,58.4110406336367,20.33503980318072,0.6644375719562348,1.549239903980797,1.1025172867995008,4.903925035739635,4.028771314466985,3.1247408034844297,2.6836392018446347,3.196648444910356
2024-03-08,58.40146408955429,20.376105768286816,0.6727120000771346,1.5502812578993903,1.1393343724425493,4.828262506428889,4.031479337146142,3.1253096346558062,2.687144764294575,3.1879062692144085
2024-03-11,58.404233110772076,20.38900429344957,0.696244910626872,1.5490682404409244,1.1316934027188532,4.824679441586858,4.010557114029592,3.1249340915738837,2.6900354215096187,3.1795499732917563
2024-03-12,58.42060550427463,20.398153088242402,0.6926594867967153,1.5488740243146464,1.127590571043496,4.822221614193163,4.010494990090777,3.1226728143102642,2.6869297763646993,3.1697981303691987
2024-03-13,58.385695801931334,20.372062879129196,0.7582230632734132,1.5538773011748508,1.1140606587644957,4.823656924623432,4.011546523022036,3.122783940888711,2.6927422426895773,3.165350664502955
2024-03-14,58.3289990850394,20.38192979787421,0.759712889036804,1.58565780453287,1.1356189859632833,4.828956200466568,4.013120509253902,3.1240092087249036,2.684941496070966,3.157054023037088
2024-03-15,58.3447312743518,20.370264701909555,0.7753007528375107,1.5848149191633663,1.1212674578098902,4.833249744079102,4.0135741053643805,3.124362310113937,2.6852449703914285,3.1471897639790294
2024-03-18,58.30834660384053,20.352293400842818,0.7724445820623734,1.6193258048996833,1.1309444897015721,4.833883485268836,4.014666369724382,3.1432747648653967,2.686657331653496,3.138163167140906
2024-03-19,58.324950563650425,20.350534538776664,0.7717934909741417,1.6461206990650155,1.1118287842844092,4.82728515301043,4.013938793047512,3.142560638929938,2.6836149235787676,3.1273724146827018
2024-03-20,58.352808077155146,20.348918990819104,0.7771828711510465,1.6437740203829476,1.1103767441062102,4.8199133229639,4.01361671516821,3.1375385851301147,2.6844217110937314,3.1114489620295833
2024-03-21,58.36668559808573,20.320883291670917,0.7822770552666863,1.6562349536043863,1.1103974469551219,4.815462983995979,4.016156174627391,3.141228352154123,2.6857792518806387,3.1048948917590233
2024-03-22,58.433849220045175,20.332643644097075,0.7934683313679491,1.6348362810183754,1.1023321789270628,4.749133219703014,4.021857576191921,3.1408023947434973,2.6924275830480613,3.098649570857864
2024-03-25,58.38820859002624,20.312654191886466,0.7949688931968111,1.6289499372261353,1.1194049455698838,4.836220959298833,4.020285677436196,3.1331718023897017,2.6885989873677176,3.0775360156020235
2024-03-26,58.42547460588163,20.306737673489376,0.8064156699186328,1.6250736682624216,1.0767673165222011,4.835347891068239,4.018709945079014,3.134840757725558,2.6861819151996063,3.084450556853317
2024-03-27,58.34676340170063,20.326262026161583,0.8275306613363993,1.6238622901276116,1.102364908129461,4.833653030299041,4.008461104040417,3.1450726771379154,2.6870682902432437,3.0989616108236975
2024-03-28,58.311441255216536,20.403700289971237,0.8135614294691444,1.6180771995842007,1.089945459336455,4.8290994355607255,4.004261560542382,3.1610056612861435,2.6842531300423147,3.084654578990868
2024-04-02,58.29390408657675,20.43476186422657,0.8145682725224136,1.621965756231388,1.0908320961568219,4.856083697229321,3.9991183059325746,3.130276210621008,2.682575426765346,3.0759142837377995
2024-04-03,58.31546580283491,20.482730728417593,0.8112476106188957,1.5550934340941052,1.0966142824659177,4.855205458259878,4.000617967677686,3.1319260542506533,2.683406088335922,3.067692573044441
2024-04-05,58.27379714776563,20.46623544027597,0.8335113626396458,1.5594495975040203,1.1206296493947814,4.862010985555129,4.0013180771168635,3.125497272166289,2.69017188516815,3.06737858241352
2024-04-08,58.18676322756249,20.616602612045735,0.8352122739427716,1.547321522900015,1.092769518940319,4.9053369764775105,3.997242394323645,3.121633710417038,2.6927015375658936,3.0044162258245843
2024-04-09,58.14560404884405,20.58942059473254,0.835100123799695,1.5471137525695342,1.121317357824917,4.927964383456829,3.9967056549575926,3.1234241738272845,2.705087824192671,3.0082620857948905
2024-04-10,58.10274090137673,20.616658101808312,0.8389212268684628,1.5494222960127015,1.112017960238265,4.930612675301525,3.998715567145393,3.1522040212453835,2.701516542137297,2.9971907078659354
2024-04-11,58.07859950802826,20.63078487950658,0.8418960330056402,1.5499708233785976,1.1098095064573426,4.9529129635382985,3.9974987212383697,3.1497147303622324,2.7006944458186526,2.988118388666027
2024-04-12,58.05066494486199,20.658594710493624,0.8486384319793226,1.5586215931100762,1.1183957007517573,4.933441149560036,3.999629980457833,3.1483322711532655,2.7021343161820934,2.9815469014499993
2024-04-15,58.05415896851973,20.650274525866433,0.8480215108599106,1.570815945579214,1.112525604902097,4.935001472663339,3.9999293165145104,3.148567895291439,2.714924575726597,2.9657801840767255
2024-04-16,58.03249951433761,20.658579810008366,0.8511204612052545,1.570150964206831,1.1125083400761624,4.932082402037238,4.001702860391911,3.168343134367615,2.723616449331862,2.949396064037149
2024-04-17,57.942159786816184,20.702676202752677,0.8624847445451276,1.5666469487451133,1.1341252780580464,4.945263508427018,4.002316067993873,3.161935135410452,2.724033807234192,2.9583585200173146
2024-04-18,57.87003897613957,20.690454489884125,0.8559581748241056,1.5826314438152589,1.1132667451013716,5.014634112646997,4.004430850330851,3.1647979687821537,2.7353505552490045,2.968436683226565
2024-04-19,57.7414266761074,20.783676138604186,0.8611201101420771,1.5827563281893535,1.1168611257088412,5.0154832466914785,4.0038851566366,3.1727102540627343,2.7349778022647833,2.9871031615925454
2024-04-22,57.697940092012466,20.832565369259264,0.8731939322095728,1.5852188904659466,1.1135291415993205,4.9841328041339334,4.005374692977755,3.1754887051050353,2.749622482936957,2.9829338892997472
2024-04-23,57.77369222648867,20.846055295548517,0.8804812535962886,1.589755450968501,1.1050121742068215,4.888323933489209,4.009082880784187,3.1809860487765995,2.7596699941707827,2.9669407419704212
2024-04-24,57.67876449706081,20.867770161767783,0.8801038756508999,1.6046326451594317,1.106247547030539,4.972370801940517,4.010470946906649,3.1820874026526926,2.7630132710839157,2.934538850746756
2024-04-25,57.721478627838685,20.859386239338637,0.8795189465409315,1.5379445104325966,1.1316151426314665,4.970021493560035,4.010914660608455,3.193697460342944,2.764512997372691,2.9309099213335634
2024-04-26,57.762679327939594,20.93992123955053,0.8620475626607584,1.5329442475140147,1.1146935239662736,4.915449016968472,4.004800138233681,3.1938700397923423,2.758412736550277,2.915182166824059
2024-04-29,57.65737650645416,21.019326695838135,0.8790223075586525,1.47764049318217,1.1131553834091816,4.967931984809442,4.006013980775973,3.196202456087428,2.758737166364358,2.9245930255205
2024-04-30,57.60595754324294,21.19461455788384,0.8597141930533918,1.4769437590619712,1.111693872631584,4.913879969004744,4.005049578332915,3.1568338652526964,2.750741339764598,2.9245713217713303
2024-05-02,57.574877927817965,21.278222665019605,0.8714587984994473,1.4033950190118893,1.1225570154091518,4.916651878149827,4.007308818205016,3.159297031038013,2.7572404457318513,2.908990401117224
2024-05-03,57.52144724505638,21.282563255524007,0.8728759198361352,1.4087680740847537,1.131548954965258,4.92087130984854,4.007549012331457,3.1611925048747707,2.757405711996643,2.9357780114820637
2024-05-06,57.475262713784424,21.283220334082724,0.8728818767615841,1.4087776881962233,1.1407697270428907,4.924487744959769,4.007576361775011,3.1711095763534964,2.760836770543087,2.9550772065007838
2024-05-07,57.459561953988484,21.308285242447198,0.8743266153164478,1.4111094074076702,1.1284736196401384,4.917599393032237,4.014209447230855,3.177896244979968,2.7545545362478103,2.953983539709195
2024-05-08,57.446832426438135,21.31305808005334,0.8685314382850396,1.436367808697359,1.1358946093289806,4.915747640486573,4.013176650821153,3.180286729727507,2.748820519340086,2.941284096821829
2024-05-09,57.45509360573977,21.33311945125943,0.8730409421141215,1.42438319805706,1.13300438561314,4.911377309874582,4.015049142383206,3.1830357445485196,2.736764237383163,2.9351319830269995
2024-05-10,57.39649796585683,21.35378605152424,0.8688875258237961,1.4388856028706616,1.1494614887357262,4.9227836458831975,4.018184671236138,3.1919817000015573,2.7341698679854383,2.92536148008242
2024-05-13,57.31077554523161,21.35685892811712,0.9364000491239748,1.4489117178169209,1.1569308527929973,4.926815949577392,4.02511488586337,3.2002777125944877,2.7284261739922844,2.9094881848898453
2024-05-14,57.24200976387244,21.33970427066416,0.9674634391482624,1.4732522081136452,1.153695144854086,4.938266452625871,4.031663501515286,3.2128693497402194,2.7340673626719396,2.9070085067940883
2024-05-16,57.25005316383057,21.3805103786876,0.9966701008453033,1.4680871260057846,1.1717495309400427,4.882568056012709,4.034212715550424,3.191526716603406,2.7295324616324184,2.895089749891745
2024-05-17,57.215596617455944,21.431988446966347,0.9981453448542631,1.4661493200645639,1.1590821255561536,4.885391159956495,4.037398280557091,3.194046865277536,2.7309995663114757,2.8812022730001345
2024-05-20,57.16381697350392,21.52119386233319,0.9378381515439891,1.5041394688388856,1.1309586327953842,4.9085505675903285,4.035357443691674,3.1993692814819776,2.731248632371702,2.867526985848944
2024-05-21,56.77045505497674,21.89424854558098,0.933423637926193,1.5584422253293932,1.1443428459456852,4.949303235283865,4.0356143817485615,3.1945415499967424,2.7434685323579857,2.7761599908538535
2024-05-22,56.69962009370511,21.90573737969605,0.943125354669313,1.5909038395881272,1.1506171318759053,4.969263057001392,4.036289046297154,3.194761459060485,2.7467551452570307,2.762927492849443
2024-05-23,56.58163552080436,22.0716734422666,0.9529500447983844,1.5664295593124247,1.1363842099700416,4.984354346230272,4.037082225592179,3.195389268073369,2.746778521646395,2.7273228613059666
2024-05-24,56.598060099610784,22.13905375383549,0.945806065681213,1.5006688086623574,1.1372452672731928,4.981970740853612,4.038917617677193,3.1968419984968377,2.748199508267915,2.7132361396414084
2024-05-27,56.57726112092176,22.16717203844521,0.9381410990625193,1.5037747836093793,1.1353798498442818,4.995080554607454,4.045662094871365,3.2071389486967123,2.779856275950209,2.6505332339911125
2024-05-28,56.568193173104234,22.28536527586133,0.945200308250911,1.3865245504335955,1.1432616231674932,5.001122129352936,4.043376910666395,3.230343110071363,2.7778955113012236,2.618717407790512
2024-05-29,56.56453299333223,22.287059644775415,0.9563402808158211,1.3883144194801722,1.1570743996302386,4.979522914793161,4.032915268466588,3.239205217446222,2.7773294532858492,2.6177054079743
2024-05-30,56.5150753490681,22.292098874531995,0.9614784317146137,1.3899435919108476,1.1880904452804855,4.985651923211868,4.025859350092424,3.24139399766892,2.77747846886639,2.6229295676543587
2024-05-31,56.51634571439129,22.274382616745697,0.9588477793918675,1.3947713073571428,1.195268968648563,4.98250898819286,4.0293248843112925,3.2441842495974913,2.7791777115745666,2.6251877797892273
2024-06-03,56.489870901860215,22.248243813375066,0.9694678714221207,1.3902584318995683,1.2140960508774234,4.994718308695528,4.031782672542963,3.2461631215174696,2.784976307350483,2.6304225204591547
2024-06-04,56.3983988493475,22.2696130641545,0.969665786354761,1.388634386192853,1.2254460802594311,5.0351344964010805,4.027574142493204,3.275614328468236,2.7786124336983775,2.631306432630064
2024-06-05,56.37260800217708,22.359409144054066,0.9767836733174795,1.404850842884065,1.2204298659012391,4.973833866741274,4.026991150459301,3.262870290276519,2.767150044322481,2.635073119866491
2024-06-06,56.356226224561766,22.37025088277524,0.9805774300434243,1.4097319962741524,1.22106527325417,4.974348590460966,4.029087772197823,3.252984419165865,2.7665158752089716,2.639211536057622
2024-06-07,55.68464264110639,22.408260404528843,0.9929862408544996,1.4107120682931813,1.2125436079849843,4.975356627879462,4.663881666445299,3.2438614435648256,2.766057595408152,2.6416977039343603
2024-06-11,55.76197828180142,22.41779489722387,0.999569009356335,1.4047811869971965,1.1343500040868342,4.965742627940426,4.663134000342152,3.24334142067014,2.769417322687311,2.6398912488943154
2024-06-12,55.77105994488802,22.369261625634216,1.0092337772428006,1.4088033371816164,1.1620170658399456,4.954584739370311,4.6625722880952445,3.243845672308021,2.7758993041692057,2.6427222452706105
2024-06-13,55.83875029752178,22.32105352890811,1.020856547459692,1.4082723315658698,1.155813645425558,4.948055475190884,4.646734430966095,3.24341911013349,2.77553427643266,2.641510356395864
2024-06-14,55.937590353281664,22.266795374172073,1.0196453654403261,1.409613224626315,1.1626722022266078,4.89300732646093,4.647284099763429,3.2445159176654728,2.7764728621646597,2.6424032741985206
2024-06-17,55.96777405219139,22.301866933449553,1.0097501987105748,1.4092865221547992,1.1642519086801413,4.8428156480213325,4.643662683966827,3.2421729282072826,2.774467864558828,2.6439512600592683
2024-06-18,55.984994878021254,22.297930284265096,1.014472467700123,1.41251286411686,1.1492356137624078,4.856811168576581,4.622765792648606,3.2412490187758825,2.775404826114297,2.644623086018896
2024-06-19,56.012536557452165,22.30308424117226,1.022247719150844,1.3872175601688956,1.1522586217706954,4.852154239657254,4.6129942170160785,3.23906288357402,2.773014962575701,2.645428997462089
2024-06-20,55.994713203451006,22.316296278912702,1.0204702022607717,1.3874933785826646,1.1687737920406376,4.8431069920395835,4.612763272820321,3.2389007236541354,2.7721855991051982,2.645296557132985
2024-06-21,55.96199020781968,22.308850217670113,1.0326687237333476,1.3882184856100035,1.162989218389533,4.872400073217687,4.610670352777502,3.238175989023602,2.7767431552752924,2.6472935764832393
2024-06-24,55.93613439476168,22.32903057493914,1.0366945112031398,1.3876589246656876,1.1700845237541526,4.865002572436876,4.609384969452488,3.237273235822597,2.772863193159893,2.655873099804346
2024-06-25,56.136532972939115,22.274163885854207,1.0320215186858261,1.377458229103213,1.12656129370921,4.824034468696166,4.601325163356321,3.2339844745743918,2.7624618652192354,2.631456127862322
2024-06-26,56.138154705853296,17.71593419665294,1.0398010568949798,1.3811109581290926,5.707096023778416,4.791591507315403,4.598373805163371,3.232447796936435,2.7632167186174375,2.6322732306586345
2024-06-27,56.256180577490376,17.717611622908358,1.0436144948361215,1.3859547420330494,5.74030336985568,4.7977823287797605,4.407382346059913,3.247095052188183,2.766518758526784,2.6375567073217763
2024-06-28,56.32842635379879,17.681082833155365,1.0730872157963338,1.3866337012771177,5.71185485797445,4.798339636325235,4.385582679479568,3.240303561728334,2.766149492283186,2.6285396681816215
2024-07-02,56.33598054132041,17.68865942164042,1.0686731272467087,1.3932552523930153,5.712880079340901,4.746915999594796,4.383057611658592,3.2821008990201164,2.7655921771217917,2.6228848906632494
2024-07-03,56.37420951139346,17.545812927385697,1.061746329286875,1.3627301810602133,5.743187879883775,4.750166559170872,4.376801753412405,3.39991325827706,2.765977777526347,2.619453822603298
2024-07-04,56.38346220692976,17.53338072345538,1.0757461088876217,1.3619743027114954,5.738696029081123,4.743386146715525,4.375482281791244,3.3987157601278613,2.768076904085519,2.621079536214469
2024-07-05,56.39679518281701,17.558957722007428,1.07932224750149,1.3626051320800021,5.707572006483655,4.74680271974066,4.375291920578287,3.39874041542063,2.7643335348067737,2.6095791185640675
2024-07-08,56.397867494358664,17.561588119849873,1.0833141411018472,1.3648780307436534,5.686304916112207,4.747597594179224,4.375388495610221,3.407441674151194,2.764222026665002,2.6113975072281153
2024-07-09,56.5478219771152,17.513729652628694,1.0826586637343456,1.3653568398380338,5.709872875772213,4.761689227517819,4.188373971321273,3.434352239331742,2.7658820769711876,2.630262475769498
2024-07-10,56.53444338526954,17.664211485410846,1.0710680296305055,1.3644424792860843,5.7081186897316405,4.767123876430893,4.177660993545303,3.3089923937574857,2.7718157772923293,2.632122889645368
2024-07-11,56.55389034263555,17.654127045713064,1.0708960041072078,1.3088119349459981,5.705992173455762,4.761070741421379,4.17900880070872,3.3541374196633473,2.7765055853103346,2.6355599520386384
2024-07-12,56.54132752233528,17.66789340938253,1.0895052026608758,1.3108539156220198,5.695345066343662,4.7601052626287075,4.178918506495217,3.339616950964558,2.7774807242694406,2.638953439297711
2024-07-15,56.82882337211386,17.28590199216306,1.0949681422712274,1.3040506944346237,5.7288626221655,4.761763577635798,4.195885743444044,3.353176457338578,2.794127731642532,2.6524396667907792
2024-07-16,56.777666769194866,17.185630572897704,1.079754153037265,1.290001281812662,5.7108456253123485,4.995809828035911,4.179405138519156,3.344147620648505,2.7921323839007743,2.644606626640809
2024-07-17,56.71022525327223,17.16345774972969,1.077444934083957,1.288963102989515,5.823045054425825,4.992567189919,4.172413866039558,3.339839832014942,2.790634447093125,2.64140857043216
2024-07-18,56.73890952839737,17.143755611836898,1.0909263119236694,1.2875496197377112,5.794428619017969,5.0321492957902825,4.171188190395922,3.338686257234649,2.7795387040792723,2.6228678615862564
2024-07-19,56.82066334394014,17.225977291381813,1.0915815872666754,1.2933727021873689,5.696647235158355,4.987492941786525,4.171055907701094,3.338580376033626,2.7546034225443963,2.6200251920000155
2024-07-22,70.80183241403502,11.709670442274996,0.7401871644827446,0.8796360032713868,3.8659146011249526,3.271418612000507,2.829232359586775,2.2645631811158666,1.8673980264310122,1.7701471956767392
2024-07-23,70.9809564087715,11.525639390503041,0.7440244894009258,0.8806207494866529,3.872677937381431,3.246313995573945,2.8331532433520397,2.2677015196769137,1.8697516598878754,1.779160605965667
2024-07-24,71.01215049745709,11.516554619260301,0.7409142184113694,0.8642620899773232,3.8912002568098423,3.244040822576783,2.8200494111177554,2.2675043142353597,1.869589061239647,1.773734708914532
