date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA GALAXY INTERNATIONAL SECURITIES,CHINA SECURITIES DEPOSITORY AND CLEARING,THE BANK OF EAST ASIA LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,40.40997287243373,12.71142793397671,16.268227904747967,20.296835744221475,7.483959968672095,0.0,1.9504200401166758,0.0,0.3471207964251878,0.5320347394061576
2024-03-04,37.54234957076292,11.77758539715572,15.118277030525793,18.892722154037685,6.914633831406096,6.21555105582437,1.863689555021035,0.8694834347551404,0.3147297372430716,0.4909782332681664
2024-03-05,37.513060739125635,11.780420435017406,15.117179872706673,18.895101036135927,6.939708167954517,6.2154503996629265,1.8708189352655784,0.8694693541266982,0.3154065034124721,0.4833845565921601
2024-03-06,37.479530108984136,11.813075422813254,15.107853443883041,18.885041034969603,6.9892452117842065,6.211914186271161,1.8827917161566021,0.8687274507591337,0.2938210302808634,0.46800039409800753
2024-03-07,37.461314596889075,11.775523594825318,15.100688381874082,18.932611222444322,7.008768880723819,6.209283296249211,1.8901276460043273,0.8679336953901575,0.28909763591791776,0.4646510496817729
2024-03-08,37.45358232165136,11.807110874248428,15.100588573444353,18.925032351845214,6.995072280965966,6.208606300357348,1.8904769965867405,0.8678985848856733,0.2883194796758709,0.46331223633904134
2024-03-11,37.446308636872196,11.79163377047007,15.122186147763461,18.93772857640576,6.9744549830578695,6.207386441585749,1.9007913363695106,0.8677280613171922,0.28885885054667526,0.4629231956115186
2024-03-12,37.44441724987607,11.800665089050584,15.126348405015719,18.924761022615805,6.935549493074509,6.207277565921868,1.9370294048258334,0.8677128416318007,0.29272784286023923,0.4635110851275764
2024-03-13,37.43409944887669,11.811253003749128,15.10853388656937,18.95343822695287,6.907328522771468,6.205101533077817,1.9669489481479518,0.8674086548731869,0.28185826460715585,0.46402951037436796
2024-03-14,37.45595801821671,11.780826013154053,15.112652218419056,18.98649810040303,6.869815912086892,6.206967774773778,1.9626449819745144,0.867669536051445,0.2937349122811078,0.46323253263941205
2024-03-15,37.465134737373575,11.776929822887396,15.114606104372614,18.99071812548642,6.840983707777015,6.208347363551173,1.9776859466370276,0.8678623882133798,0.2954607961993133,0.46227100750208494
2024-03-18,37.438787940026245,11.811884004411349,15.102734827698121,18.992677275973016,6.82295551193775,6.203995537619442,1.9834479876189888,0.8672540482115986,0.3134223533099821,0.4628405131935071
2024-03-19,37.424870830633,11.812975515769068,15.097223641512194,18.970303850461374,6.814000552068,6.201731618210504,2.0285333608014753,0.8669375758253239,0.31785912349110007,0.46556393122796547
2024-03-20,37.42658139290413,11.814144939436202,15.102427863272498,18.98961021195465,6.7750771927991575,6.203869440859583,2.0335725917535186,0.8672364211961063,0.32222356397658203,0.46525638184757023
2024-03-21,37.422049114552294,11.802505129847795,15.100633326349383,18.97705396654648,6.798607113075057,6.203132269798176,2.0406484605958046,0.8669206541256734,0.3222703632444155,0.46617960186492463
2024-03-22,37.42359091777341,11.8140715830439,15.103802704174777,18.97607109601146,6.7836365568194275,6.203408998530148,2.0358893043707886,0.866959328434539,0.3262414755506215,0.4663280352909286
2024-03-25,37.420247261842555,11.866344183433426,15.100230906575558,19.037467291261287,6.753424937285983,6.20289705857213,1.960889858003173,0.8604639353518493,0.3348931267082519,0.4631414409657893
2024-03-26,37.420063223386165,11.838961722607525,15.09586232162019,19.03994445201728,6.769149314169745,6.202570387580445,1.9776323464458008,0.8604186196542941,0.33368437565951564,0.46171323685903143
2024-03-27,37.42296626738381,11.825868365457454,15.097033456800816,19.030360364879435,6.779246659498178,6.203051582244017,1.9864645615479488,0.86048537082717,0.33379534903576485,0.46072802232540266
2024-03-28,37.4245496408534,11.820291497969176,15.097262480551887,19.061841087951322,6.746109274186152,6.203250566957206,1.9893362184873193,0.8605129739242016,0.33482712364068484,0.4620191354786491
2024-04-02,37.44882974901799,11.716221023650016,15.143075955045177,19.091536762359105,6.754092060637492,6.2073809290028175,1.982359101979168,0.8610859364522971,0.33675297572561685,0.4586655061303114
2024-04-03,37.47653930762285,11.70413844674835,15.154801331299547,19.234148562796342,6.649993891866539,6.212623729541773,1.9744890593697568,0.8316888361906253,0.30968258807551874,0.45189424648869336
2024-04-05,37.48207747705902,11.628030504382645,15.103652104347958,19.10241922581027,6.753743679709364,6.212072753753617,2.075543339080646,0.8328932254938571,0.3406289309415128,0.4689387594211096
2024-04-08,37.472655366500305,11.634297786997069,15.094902893829534,19.16122048768575,6.777679539407269,6.210581779292592,1.999695094097768,0.8326933207958283,0.3467234125672741,0.4695503188266076
