date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK LTD
2025-04-09,1088863311.0,450818109.0,135166617.0,49754096.0,36904767.0,27016191.0,2532171.0,27671453.0
2025-04-10,1132884658.0,433324155.0,148354292.0,49353796.0,37610567.0,26909291.0,7787731.0,27715838.0
2025-04-11,1129414658.0,447165813.0,130333607.0,49677096.0,45615967.0,26820891.0,703547.0,27064438.0
2025-04-14,1120097687.0,445583037.0,156084734.0,49448996.0,46409637.0,26840983.0,703502.0,0.0
2025-04-15,1114266087.0,484594594.0,116653433.0,49241901.0,45889037.0,26926183.0,612921.0,0.0
2025-04-16,1114978407.0,476427969.0,120568671.0,49088801.0,40838437.0,26829033.0,9398169.0,0.0
2025-04-17,1078969000.0,501607815.0,111887369.0,49195085.0,38384037.0,26949033.0,1444382.0,0.0
2025-04-22,1126186667.0,492084513.0,118388557.0,49403785.0,38932937.0,27846673.0,1285034.0,26754438.0
2025-04-23,1105495187.0,507564016.0,110042463.0,48097585.0,39139637.0,28371183.0,9822264.0,26960074.0
2025-04-24,1105755272.0,489533064.0,125770398.0,48144685.0,40353937.0,27228283.0,13157227.0,26973010.0
2025-04-25,1104643512.0,492294766.0,129844470.0,47619485.0,41983237.0,28053943.0,12828393.0,26933010.0
2025-04-28,1062951265.0,487729722.0,127241520.0,47497485.0,43262037.0,28129683.0,13686953.0,26918994.0
2025-04-29,1107280872.0,499492617.0,119428158.0,46793985.0,43475137.0,28557703.0,12951295.0,26964494.0
2025-04-30,1119786472.0,505351256.0,101832094.0,47135785.0,45613337.0,28420503.0,12250754.0,26908494.0
2025-05-02,1083363665.0,483587696.0,103678352.0,47227085.0,45544537.0,28411783.0,23305805.0,0.0
