date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,11.771802007454863,3.8206584145570583,1.2207059147892603,2.21541692357617,1.7807727976167878,0.4051456379651187,1.2978102311677084,1.7387435176556068,2.1208128771826784,0.712984205057656,27.084852527022907
2024-03-04,11.761885477567361,3.8459842051100757,1.2487261913378682,2.213120179596776,1.7739264740193879,0.41576470130514087,1.2845701776394367,1.7393109485211042,2.14947172961911,0.706742465537185,27.139502550253447
2024-03-05,11.755376964478554,3.82748212198139,1.2780164322044942,2.212904015457539,1.7660364829372344,0.43257146313082473,1.2823004541774472,1.737851840581254,2.146769677878647,0.7046348651796234,27.14394431800701
2024-03-06,11.762012419958127,3.812237551369455,1.3041993135695868,2.212958056492348,1.7602258017309196,0.4318689296783042,1.2803819974417179,1.7380680047204908,2.1457428982172706,0.7062560962239016,27.153951069402122
2024-03-07,11.759472491322091,3.851039014362513,1.3031725339082108,2.2117961742439487,1.7607391915616073,0.43305783244410817,1.2797069438553978,1.7390677638644623,2.142743620785356,0.7137137590275812,27.194509325375275
2024-03-08,11.760607353053086,3.8050230732224173,1.3343812315105659,2.2102830252692893,1.7597664529350405,0.4328146477874665,1.2798960874772303,1.738797558690416,2.1415006769847427,0.7063101372587108,27.169380244188968
2024-03-11,11.75655427544239,3.793001645029095,1.359483292179473,2.207310768354779,1.7594151862087803,0.4307610884647141,1.2788963283332588,1.7385273535163699,2.139609240766418,0.7152809490370502,27.178840127332325
2024-03-12,11.73973675945078,3.7890026084532082,1.3954476008450443,2.2043925524750785,1.757118442229386,0.43059896536028625,1.27843697953738,1.7363657121239988,2.1377448250654982,0.7183612880211787,27.187205733561843
2024-03-13,11.711716482902172,3.7473883095983282,1.527686013023335,2.1975563615717055,1.752984303066477,0.43857001799465406,1.2443641070901335,1.7353389324626225,2.1365559222996944,0.7042565779359584,27.19641702794508
2024-03-14,11.699827455244133,3.7456319759670267,1.571756476910297,2.1927737299910843,1.7481746509684517,0.43940765403419774,1.2445532507119659,1.7364737941936172,2.1361506145386246,0.6989335360072452,27.21368313856664
2024-03-15,11.700829916439845,3.681188041956969,1.6614105536588806,2.174021490912267,1.7634952843368805,0.41109015179413877,1.2490386566011356,1.7097505024804318,2.086000534235619,0.711498076600401,27.148323209016567
2024-03-18,11.61222872117245,3.592825708063431,1.7563066107839638,2.2076620350810394,1.8345052040762648,0.4392995719645792,1.3188596735747162,1.7494976835826521,1.6604273851125957,0.7563791560095022,26.927991749421192
2024-03-19,11.582060313490175,3.5343614145550193,1.8462038721891894,2.245571820999744,1.9034075234580876,0.4577545853519459,1.3819796022319468,1.7581172286347309,1.5618295171030772,0.7932891827842354,27.064575060798152
2024-03-20,11.420882927171515,3.4269051671400828,1.963337815138288,2.2500302063715094,1.948369664419403,0.4890443445065149,1.4188085674544664,1.7646291733292483,1.5699897133592773,0.8061239285514379,27.058121507441747
2024-03-21,11.322218669750734,3.398174250983732,1.9915742558261333,2.258055300040686,1.9683175613933754,0.48574784138314925,1.4333456058181606,1.7910822598683878,1.5750105578213374,0.8154730275734421,27.03899933045914
2024-03-22,11.165152428134677,3.362018150685623,2.0396707768063864,2.2738623027223985,1.9941221555148034,0.5294940590612556,1.476024513058784,1.802647041317572,1.5802903669222033,0.8357654361443241,27.059047230368027
2024-03-25,11.06722085906384,3.3706213213041547,2.0080837919603662,2.2728895640958315,2.0066056345557457,0.5291427923349954,1.4961818190426428,1.8005934819948197,1.53618555995762,0.834657594930734,26.922182419240748
2024-03-26,10.977991761012996,3.3611614922018265,2.012407074745108,2.271106209947126,2.012739292006598,0.5310612490707246,1.5045311589206753,1.814617130527826,1.5385093244544188,0.8337929383737854,26.857917631261085
2024-03-27,10.901577737792683,3.457322920156969,2.036050027474165,2.265350839739938,2.030653895045872,0.5196856112433726,1.5133668681119916,1.822344998505552,1.5469127053672604,0.8708921087703514,26.964157712208152
2024-03-28,10.755391820899433,3.3857185490346824,2.0485064859977022,2.289588243851897,2.0431643946042186,0.5401131224012778,1.5245263418001063,1.8375305292869577,1.5525599935048298,0.8836728135027444,26.86077229488385
2024-04-02,10.597524447962844,3.3843945436818554,2.073581526149205,2.3259038192437282,1.9980131100210712,0.5468682517524369,1.5395497494770842,1.8459339101997996,1.556099681284837,0.8575709936898657,26.72544003346273
2024-04-03,10.459094797611112,3.474114496451871,2.074094915979893,2.3275250502880063,2.005395871950505,0.5552986531826835,1.5476559046984752,1.8459609307172042,1.5691235706738718,0.8648395128717129,26.723103704425338
2024-04-05,10.435581651447666,3.4975193443815584,2.083335932932279,2.3119882527803406,2.018933151170228,0.5544339966257351,1.5713258779449366,1.853715819212335,1.5704745965441036,0.8726484424016528,26.769957065440835
2024-04-08,10.441056008273847,3.477947086640545,2.0796881630826527,2.3146903045208043,2.0269523273460934,0.5620537825338425,1.571601298078842,1.8535536961079069,1.5873083788871922,0.8772149098430363,26.792065955314765
2024-04-09,10.39220388554489,3.454355472894557,2.0796881630826527,2.3252823473434217,2.0348152979108427,0.5620537825338425,1.5739520830930456,1.8851136604365222,1.5856060862907002,0.887347603869775,26.78041838300025
2024-04-10,10.328786731196208,3.4912801988307582,2.083687199658539,2.3274710092531974,2.034426823932116,0.5784822571158615,1.5759786218983933,1.8816009931739197,1.594739021173467,0.8898875325058108,26.78634038873827
2024-04-11,10.323879805235526,3.5016584823401877,2.0998184485491067,2.3465204740234658,2.036885691015938,0.5757531848579932,1.5810854996878696,1.8897611894301196,1.5896861844188002,0.8920761944155864,26.837125153974593
2024-04-12,10.366247976525997,3.452133332563717,2.0946034886900122,2.364597200167168,2.034372782897307,0.5719703124213441,1.585138577298565,1.8961650520550186,1.5852818400818443,0.9057485762223323,26.856259138923306
2024-04-15,10.378617645147632,3.4220546870402586,2.0944954066203936,2.363165112744722,2.0373720603292216,0.5722134970779859,1.5860032338555135,1.8987320012084592,1.586497763365053,0.9054513505308814,26.844602757920118
2024-04-16,10.322414968945987,3.4069231972936618,2.0951438990381046,2.3859434089168303,2.038074593781742,0.5716730867298931,1.5887863471481907,1.8955165596373076,1.586794989056504,0.9118011721209709,26.803072222669194
2024-04-17,10.242082970702002,3.374009505043075,2.1175168874491437,2.398832195718842,2.0420195893228192,0.6060161643511861,1.5942985326987367,1.9001911091483095,1.5921707209941565,0.9199365095011588,26.787074184929427
