date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,KGI ASIA LTD,TFI SECURITIES AND FUTURES LTD,SUPREME CHINA SECURITIES LTD,YUET SHEUNG INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,15.451395099167945,19.88172537340062,0.0,0.0,0.0,0.0,20.47663146514891,29.274096213948912,0.0,14.916151848333614
2024-03-04,15.170579142251142,19.650807276992357,0.0,1.573970324985458,0.0,0.0,20.082674588781845,28.910118671472024,0.0,14.611849995517174
2024-03-05,10.205272985113327,13.19216801936412,15.172036173008143,0.9687853534951163,18.02317378601258,0.0,13.432944785898146,19.231432217617467,0.0,9.774186679491098
2024-03-06,10.325334580778142,13.2987362312061,15.305563067837122,0.8361778485962592,18.188739374182276,0.0,13.559851768472294,18.5719193351509,0.0,9.913677793776907
2024-03-07,10.364379574853935,13.292871088751252,15.31227834124297,0.8365447193114594,18.196719633207316,0.0,13.565801115880454,18.533853005052904,0.0,9.897552521699707
2024-03-08,10.357029581699367,13.261558114687366,15.303147011062993,0.8261068472447758,18.18586819415557,0.0,13.55771128062639,18.616928759246566,0.0,9.891650211276973
2024-03-11,10.374161341094323,13.308645475443424,15.300821158682815,0.825981291202247,18.18310421072168,0.0,13.555650708704222,18.561488987646815,0.0,9.890146826504472
2024-03-12,6.4360829724135495,15.509774073432709,9.492560534339587,5.6346098575753265,11.280715958472086,0.0,8.409864647147835,11.525981237913305,25.574608171217868,6.135802547487736
2024-03-13,6.446528760815175,15.51309337799812,9.494592072605064,5.6358157414351435,11.283492921677324,0.0,8.411664473630516,11.497615469927897,25.580081488447338,6.137115693463422
2024-03-14,6.404344366573911,15.369635287189423,9.41339363179875,6.435632437097942,11.186995670917828,0.0,8.339727308281898,11.404321889511754,25.361318774190938,6.0846306344375565
2024-03-15,6.409406745901499,15.372288910690408,9.415018888488229,6.436743572473615,11.188927146457948,0.0,8.341167192570857,11.37931375572927,25.365697498230748,6.091436289457427
2024-03-18,6.347631590062123,15.348766572039905,9.408757963071299,6.432463180483702,11.181486583758165,0.0,8.335620371443746,11.479583354676027,25.34882947682094,6.116860907644099
2024-03-19,6.3252933513031895,15.356494547455435,9.413495193902717,6.435701871820024,11.187116368602622,0.0,8.339817286485836,11.451197725656405,25.361592400153565,6.1292912546202105
2024-03-20,6.290541980251252,15.35594229114615,9.413156662078464,6.435470428572841,11.186714053114658,0.0,8.339517366689652,11.450785913170597,25.360680336572045,6.16719096840434
2024-03-21,6.342961214996905,15.486079444755191,9.491596718645322,5.634037754253767,11.27993320526779,0.0,8.409010761675706,11.546568203060337,25.572011484197443,6.237801213147538
2024-03-26,6.347439055681532,15.47111202584382,9.492870373812371,5.6347937726045005,11.281446833125857,0.0,8.410139147164877,11.548117610045216,25.575442932616944,6.238638249104887
2024-03-27,6.358767739426155,15.470438747358294,9.492457259009901,5.634548555233499,11.280955882286277,0.0,8.40977315112409,11.540361982663345,25.574329929527345,6.238366753371092
2024-03-28,6.3587422741861115,15.481068075936044,9.484305602987149,5.629709881704349,11.271268351497243,0.0,8.402551251031543,11.531901055230907,25.552367951199763,6.288085556226895
2024-04-02,6.3569925560558405,15.467113152476411,9.475756273050207,5.624635156232324,11.261108220014933,0.0,8.39497703464036,11.698169559019842,25.529334570219696,6.191913478290382
2024-04-03,6.411947826913643,15.417303075119666,9.390294543135713,6.419840338086479,11.159544422730074,0.0,8.342581622467108,11.495442523235821,25.29908581401836,6.06395983429314
2024-04-05,6.606541539789398,15.390910319967983,9.374219374640184,6.408850265871485,11.140440489823106,0.0,8.305021161382514,11.464661341775802,25.255776515745016,6.05357899100451
2024-04-08,6.668116101521281,15.391208730250334,9.367643782595508,6.404354746496528,11.132625973335767,0.0,8.29919556365569,11.449461695999828,25.23806072774156,6.04933267840351
2024-04-09,6.897335307510971,15.389997002947847,9.366906281731849,6.403850541035013,11.131749518011388,0.0,8.298542180154147,11.283946088846939,25.23607377221509,5.991599307546756
2024-04-10,6.908617891993616,15.402151902695019,9.360374414976599,6.399384915224688,11.123986965209268,0.0,8.292755320528007,11.276077404127683,25.21847578774211,6.018175397503006
2024-04-11,6.9117790289447285,15.394059508566006,9.355456411346998,6.396022635379352,11.118142347692366,0.0,8.2883982511462,11.27015287727196,25.20522583106744,6.060763108584949
2024-04-12,6.909679822559365,15.389384111988408,9.352615025105564,6.394080071605121,11.11476560846041,0.0,8.285880945766445,11.236715847546122,25.197570642614874,6.119307924353691
2024-04-15,6.846065316013111,15.417843376925555,9.34820593910184,6.3910657222627485,11.109525795066254,0.0,8.281974748236832,11.285704209192671,25.18569179848947,6.133923094711522
2024-04-16,6.896016291432453,15.409753263685436,9.343300710608439,6.387712176364394,11.103696359682274,0.0,8.277628996893597,11.278711463346507,25.17247626025242,6.130704477734477
2024-04-17,6.894662694535822,15.406728532693794,9.341466744110727,6.386458352850485,11.101516850774752,0.0,8.276004207674992,11.296126280213667,25.167535235709202,6.129501101436552
2024-04-18,6.903661121510815,15.37651433005958,9.32854937047884,16.356591150262705,11.086165681095476,0.0,8.264560154887777,11.28264435417838,15.153769598195233,6.247544239331196
2024-04-19,6.863326061134304,15.379150844540582,9.274046752887841,16.26102677072732,11.021394083211318,0.0,8.216273959061327,11.38714760615329,15.06523277680195,6.532401145482068
2024-04-22,6.8798364724777334,15.44662569629718,9.264789816695204,16.244795745452777,11.010393023533629,0.0,8.2080728440781,11.351712481804466,15.050195339288639,6.543578580372272
2024-04-23,6.8791060028932804,15.444985644197292,9.26380612366783,17.134944545458566,11.009223990338036,0.0,8.20720134842794,11.361124751704336,14.156723780199169,6.5428838131135505
2024-04-24,6.884912864479137,15.435712965967067,9.255911362493139,17.12034187641281,10.999841756625225,0.0,8.200207042449007,11.421105069180644,14.144659197697248,6.537307864695727
2024-04-25,6.88466941122286,15.435167153019469,9.25558406978728,17.11973649431714,10.999452797847258,0.0,8.199917079867646,11.424237254123685,14.144159036924211,6.537076702890447
2024-04-29,6.891254135769021,15.434075642917062,9.254929553809857,17.118525858556037,10.998674962807913,0.0,8.199337216219728,11.42342938011419,14.143158821485931,6.536614428320261
2024-04-30,6.925934075839561,15.430202028503684,9.25260676951465,17.114229484089847,10.9959145366671,0.0,8.197279362445022,11.40925066257325,14.139609198876254,6.534973881490632
2024-05-02,6.92342706634671,15.43178614200927,9.253980670051838,17.116770740804572,10.99966855370093,0.0,8.198496559587417,11.398217260839399,14.14170876034665,6.535944246313212
