date,UOB KAY HIAN (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,FUTU SECURITIES INTERNATIONAL,GET NICE SECURITIES LTD,CINDA INTERNATIONAL SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,CHINA CONSTRUCTION BANK (ASIA),CS WEALTH SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.277632455445282,0.0,0.0,0.0,0.0,0.0,0.277632455445282
2024-03-04,0.0,0.0,0.26981807156432924,0.0,0.0,0.0,0.0,0.0,0.26981807156432924
2024-03-05,0.0,0.0,0.2529289193054959,0.0,0.0,0.81202565114362,0.0,0.0,1.064954570449116
2024-03-06,0.0,0.0,0.24284584333007295,0.0,1.1055513030182629,0.81202565114362,0.0,0.0,2.1604227974919556
2024-03-07,0.0,0.0,0.24027465895634015,0.0,1.1055513030182629,0.7958927295829433,0.0,0.0,2.1417186915575464
2024-03-08,0.0,1.307150055378774,0.23094781367907397,0.0,1.1055513030182629,0.7958927295829433,0.0,0.0,3.4395419016590543
2024-03-11,0.0,1.307150055378774,0.24279542795019585,0.0,1.1055260953283244,0.7958927295829433,0.0,0.0,3.451364308240237
2024-03-12,0.0,1.307150055378774,0.23699765926432767,0.0,1.1055260953283244,0.7958927295829433,0.0,0.0,3.445566539554369
2024-03-13,0.0,1.307150055378774,0.2388126129399038,0.0,1.1055260953283244,0.7958927295829433,0.0,0.0,3.447381493229946
2024-03-14,0.0,1.307150055378774,0.2582225341925929,0.0,1.1055260953283244,0.7958927295829433,0.0,0.0,3.4667914144826346
2024-03-15,0.0,1.307150055378774,0.2506602272110257,0.0,1.1055260953283244,0.7958927295829433,0.0,0.0,3.4592291075010677
2024-03-18,0.0,1.307150055378774,0.2524247655067247,0.0,1.1055260953283244,0.7820285001167369,0.0,0.0,3.4471294163305597
2024-03-19,0.0,1.307150055378774,0.24965191961348346,0.0,1.1055260953283244,0.7820285001167369,0.0,0.0,3.4443565704373187
2024-03-20,3.008433056215115,1.307150055378774,0.25318099620488144,0.0,1.1055260953283244,0.7820285001167369,0.0,0.0,6.456318703243831
2024-03-21,3.0245659777757914,1.307150055378774,0.25318099620488144,0.0,1.1055260953283244,0.7820285001167369,0.0,0.0,6.472451624804508
2024-03-22,3.050781975311891,1.307150055378774,0.2460220122623312,0.0,1.1055260953283244,0.7795077311228811,0.0,0.0,6.488987869404202
2024-03-25,3.072712665558436,1.307150055378774,0.2515172886689367,0.0,1.1055260953283244,0.7724495779400851,0.0,0.0,6.509355682874555
2024-03-26,3.087333125722799,1.307150055378774,0.24193836649228492,0.0,1.1055260953283244,0.7694246551474582,0.0,0.0,6.51137229806964
2024-03-27,3.1074992776736448,1.307150055378774,0.24874444277569538,0.0,1.1055260953283244,0.7548041949830949,0.0,0.0,6.523724066139533
2024-03-28,3.130942429316503,1.307150055378774,0.2459715968824541,0.0,1.1055260953283244,0.7422003500138163,0.0,0.0,6.531790526919871
2024-04-02,3.1390088900968416,1.307150055378774,0.2550463652603347,0.0,1.1055260953283244,0.7396795810199607,0.0,0.0,6.546410987084235
2024-04-03,3.1390088900968416,1.307150055378774,0.24622367378183962,0.0,1.1055260953283244,0.734133889233478,0.0,0.0,6.532042603819257
2024-04-05,3.1390088900968416,1.307150055378774,0.26361697983944415,0.0,1.1055260953283244,0.7308568895414655,0.0,0.0,6.5461589101848485
2024-04-08,3.1390088900968416,1.307150055378774,0.26739813333022777,0.0,1.1055260953283244,0.7260674284531397,0.0,0.0,6.545150602587308
2024-04-10,3.1390088900968416,1.307150055378774,0.2699189023240835,0.0,1.1055260953283244,0.7260674284531397,0.0,0.0,6.5476713715811625
2024-04-11,3.1390088900968416,1.307150055378774,0.27319590201609595,0.0,1.1055260953283244,0.7260674284531397,0.0,0.0,6.550948371273176
2024-04-12,3.0548840672371727,1.2721186901581572,0.2671009118409507,0.0,1.0758982127091812,0.7066089637143186,0.0,0.0,6.37661084565978
2024-04-16,3.0548840672371727,1.2721186901581572,0.27127137373526927,0.0,1.0758982127091812,0.7066089637143186,0.0,0.0,6.380781307554099
2024-04-17,3.0548840672371727,1.2721186901581572,0.2734792653263791,0.0,1.0758982127091812,0.7066089637143186,0.0,0.0,6.382989199145209
2024-04-18,3.0548840672371727,1.2721186901581572,0.26759155441675286,0.0,1.0758982127091812,0.7066089637143186,0.0,0.0,6.377101488235583
2024-04-19,3.0548840672371727,1.2721186901581572,0.27004476729576377,0.0,1.0758982127091812,0.7066089637143186,0.0,0.0,6.379554701114594
2024-04-22,3.0548840672371727,1.2721186901581572,0.27127137373526927,0.0,1.0758982127091812,0.7066089637143186,0.0,0.0,6.380781307554099
2024-04-23,3.0548840672371727,1.2721186901581572,0.27249798017477467,0.0,1.0758982127091812,0.705137035986912,0.0,0.0,6.380535986266198
2024-04-25,3.0548840672371727,1.2721186901581572,0.2842734019940271,0.0,1.0758982127091812,0.7014572166683956,0.0,0.0,6.388631588766934
2024-04-26,3.0548840672371727,1.2721186901581572,0.2906517554794555,0.0,1.0758982127091812,0.6967961121982749,0.0,0.0,6.390348837782242
2024-04-29,3.0548840672371727,1.2721186901581572,0.2965394663890817,0.0,1.0758982127091812,0.6960601483345716,0.0,0.0,6.395500584828165
