date,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,DBS VICKERS (HONG KONG) LTD,DBS BANK LTD
2024-03-01,38.480568396261475,0.0,0.0,29.178549695454397,24.700199065831168,0.0,0.0,7.6406828424529545,0.0,0.0
2024-03-04,38.488460992169564,0.0,0.0,29.15171742954993,24.70936734537955,0.0,0.0,7.650454232900953,0.0,0.0
2024-03-05,31.820839891964354,0.0,17.282990744222502,24.115130629276713,20.44914240026182,0.0,0.0,6.33189633427461,0.0,0.0
2024-03-06,31.820839891964354,0.0,17.282990744222502,24.115130629276713,20.452533881962022,0.0,0.0,6.32850485257441,0.0,0.0
2024-03-07,31.869478030154745,0.0,17.30940778711059,24.216527240621062,20.43284558630906,0.0,0.0,6.17174135580454,0.0,0.0
2024-03-08,31.856493327634922,0.0,17.302355349329922,24.220241735566127,20.44828752603226,0.0,0.0,6.172622061436773,0.0,0.0
2024-03-11,31.85757498203623,0.0,17.302942832974907,24.24483188753087,20.425214047945552,0.0,0.0,6.169436249512442,0.0,0.0
2024-03-12,31.85757498203623,0.0,17.299547436029663,24.210877918078406,20.428609444890796,0.0,0.0,6.203390218964905,0.0,0.0
2024-03-13,31.85324880508867,0.0,17.344727303898956,24.153271169228642,20.425835292140597,0.0,0.0,6.222917429643137,0.0,0.0
2024-03-14,29.589814051053065,0.0,15.85039387484192,21.724874360653857,18.510927006826545,0.0,8.522417689213302,5.801573017411312,0.0,0.0
2024-03-15,29.588896071689085,0.0,15.849902140271944,21.724200379184634,18.51345508244299,0.0,8.522153294055007,5.801393032356339,0.0,0.0
2024-03-18,29.598649270960912,0.0,15.85678920192693,21.733639926892412,18.521499504766307,0.0,8.525856319767719,5.763565775685713,0.0,0.0
2024-03-19,29.59599076403937,0.0,15.86368225128287,21.687196845583323,18.532655967452904,0.0,8.529562564939134,5.790911606702398,0.0,0.0
2024-03-20,29.62680710586697,0.0,15.886867097525508,21.57896148429796,18.559741531338197,0.0,8.542028560756034,5.805594220215331,0.0,0.0
2024-03-21,29.62588586391871,0.0,15.886373097333575,21.575181001340578,18.565383394013693,0.0,8.541762947421281,5.805413695972164,0.0,0.0
2024-03-22,23.68710281616913,20.100621198696878,12.701802560809197,17.190568370858326,14.843780445775092,0.0,6.82948749942119,4.646637108270188,0.0,0.0
2024-03-25,23.671861479662617,20.09612459845812,12.698961109897652,17.19666518669542,14.8528878547387,0.0,6.827959712054972,4.655540058492524,0.0,0.0
2024-03-26,23.69397223212346,20.10012147707924,12.70148678124896,17.20008539754765,14.83098091265366,0.0,6.829317711507319,4.644035487839706,0.0,0.0
2024-03-27,23.683831682008716,20.093627356411183,12.69738307531289,17.194528245557297,14.826189191380617,0.0,6.827111236618616,4.67732921271068,0.0,0.0
2024-03-28,23.683243083046314,20.093127982476606,12.69706751545739,17.194100921059295,14.828305961054497,0.0,6.826941566835279,4.677212970070621,0.0,0.0
2024-04-02,21.258311367203696,18.035788827347478,11.397012383292301,15.43359369227007,13.310032923401158,10.236788045740857,6.1279297351544235,4.200543025590018,0.0,0.0
2024-04-03,21.237839154220236,18.043033807255878,11.370347216817402,15.448720040906469,13.317611233992316,10.24090016550606,6.130391325730599,4.211157055571038,0.0,0.0
2024-04-05,21.237365206788695,18.04263115567404,11.370093474107513,15.448375284496422,13.319545653742718,10.240671627739346,6.130254518817142,4.211063078634127,0.0,0.0
