date,CITIC SECURITIES BROKERAGE (HK) LTD,BOCI SECURITIES LTD,EAST ASIA SECURITIES CO LTD,MERRILL LYNCH FAR EAST LTD,EVERBRIGHT SECURITIES INVESTMENT,FOSUN INTERNATIONAL SECURITIES LTD
2024-03-07,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,28.57142857142857,71.42857142857143,0.0,0.0,0.0
2024-04-15,0.0,70.58823529411765,29.411764705882355,0.0,0.0,0.0
2024-04-16,0.0,67.41573033707866,28.08988764044944,0.0,4.49438202247191,0.0
2024-04-17,33.08270676691729,45.11278195488722,18.796992481203006,0.0,3.007518796992481,0.0
2024-04-18,68.29268292682927,8.130081300813007,20.32520325203252,0.0,3.2520325203252036,0.0
2024-04-22,48.554913294797686,34.68208092485549,14.450867052023122,0.0,2.312138728323699,0.0
2024-04-25,48.554913294797686,34.68208092485549,14.450867052023122,0.0,2.312138728323699,0.0
2024-05-03,48.275862068965516,34.48275862068966,14.367816091954023,0.5747126436781609,2.2988505747126435,0.0
2024-05-06,48.275862068965516,34.48275862068966,14.367816091954023,0.5747126436781609,2.2988505747126435,0.0
2024-05-07,48.275862068965516,34.48275862068966,14.367816091954023,0.5747126436781609,2.2988505747126435,0.0
2024-05-09,47.72727272727273,34.090909090909086,14.204545454545455,1.7045454545454544,2.272727272727273,0.0
2024-05-10,47.72727272727273,34.090909090909086,14.204545454545455,1.7045454545454544,2.272727272727273,0.0
2024-05-13,48.0,34.285714285714285,14.285714285714285,1.1428571428571428,2.2857142857142856,0.0
2024-05-14,48.0,34.285714285714285,14.285714285714285,1.1428571428571428,2.2857142857142856,0.0
2024-05-17,48.275862068965516,34.48275862068966,14.367816091954023,0.5747126436781609,2.2988505747126435,0.0
2024-05-21,45.90163934426229,32.78688524590164,13.661202185792352,5.46448087431694,2.185792349726776,0.0
2024-05-22,45.90163934426229,32.78688524590164,13.661202185792352,5.46448087431694,2.185792349726776,0.0
2024-07-24,45.90163934426229,32.78688524590164,13.661202185792352,5.46448087431694,2.185792349726776,0.0
