date,FUZE SECURITIES (INTERNATIONAL) LTD,KINGKEY SECURITIES GROUP LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MINERVA HOLDING FINANCIAL SECURITIES LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-04-18,0.0,20.68541840361578,24.292421782438897,0.0,23.730747290359382,0.0,12.84830400631884,9.78542279169775,8.657685725569355
2024-04-23,0.0,20.71268509161211,24.32444307746386,0.0,23.753240476295094,0.0,12.865240124785798,9.675293290566369,8.669097939276769
2024-04-24,0.0,38.97026487601908,18.71384594567166,0.0,18.287608673590203,0.0,9.90494232265485,7.449003754947397,6.6743344271168095
2024-04-25,0.0,38.972901654318484,18.715112148584186,0.0,18.28207990798065,0.0,9.905612503805948,7.449507764132751,6.674786021177984
2024-04-29,0.0,38.97553878945766,18.716378522854146,0.0,18.27655039415367,0.0,9.906282775653821,7.450011841526543,6.675237676354164
2024-04-30,0.0,38.96499238964992,18.711314053779805,0.0,18.271604938271604,0.0,9.903602232369355,7.4750549636394386,6.6734314222898705
2024-05-02,0.0,38.97026487601908,18.71384594567166,0.0,18.260545989648524,0.0,9.90494232265485,7.476066438889077,6.6743344271168095
2024-05-06,0.0,38.57877397703131,17.032544105421966,0.0,13.578004248899289,8.904215031250962,9.015055882262384,6.8167123372025005,6.074694417931586
2024-05-07,0.0,38.59303292573998,17.038839436966764,0.0,13.54606215541935,8.907506083099763,9.018387901561585,6.819231835402101,6.076939661810454
2024-05-09,0.0,38.597788251239876,17.040938915072545,0.0,13.535409543172229,8.908603641068293,9.019499122077441,6.820072082062656,6.077688445306965
2024-05-10,0.0,38.604923437163016,17.044089102504852,0.0,13.53791169855501,8.910250485257418,9.0211664664017,6.802846843516036,6.0788119666019655
2024-05-13,0.0,38.612061261594405,17.047240454839603,0.0,13.521925364395551,8.911897938430249,9.022834427290375,6.804104650087825,6.079935903361991
2024-05-28,0.0,38.61920172599784,17.05039297272307,0.0,13.524425951610416,8.913546000924642,9.02450300508553,6.786870087840962,6.081060255817537
2024-05-31,0.0,34.32970766322365,15.156579632318692,11.107153620647141,12.02224718485438,7.923504753554892,8.022137592810761,6.033042001150717,5.405627551439766
2024-06-04,0.0,38.22263460398464,14.258099435552463,10.448722905229516,11.309569834274079,7.45380035567927,7.546586252222995,5.675404005257867,5.08518260779917
2024-06-05,0.0,38.187202265997165,14.244882193897258,10.531736835328957,11.299085876142655,7.446890691386636,7.53959057551178,5.67014291232136,5.080468649414188
2024-06-06,0.0,38.1852357288153,14.249298349512063,10.531194479491207,11.298504003913793,7.446507196745372,7.539202307078302,5.669850915364215,5.080207019079744
2024-06-11,0.0,33.500656421345276,14.271372306741833,10.528483537982341,11.295595541483255,12.119339974772826,7.537261564599583,5.6683913815738665,5.078899271501017
2024-06-13,0.0,33.50583146674905,14.273576890399319,10.530109935377565,11.29734043922659,12.121212121212121,7.5384258901676064,5.653819417625705,5.079683839242038
2024-06-14,0.0,33.483417809452746,14.264028610389277,10.651709676589395,11.284637353024417,12.113103661203592,7.533383075616847,5.593434018576169,5.076285795147554
2024-06-25,0.0,33.47480515471873,14.260359595647811,10.71070298634154,11.281734701751677,12.109987910589808,7.531445327571571,5.576561977518842,5.05440234586002
2024-07-03,0.0,33.483417809452746,14.253737103455375,10.713458718192811,11.284637353024417,12.113103661203592,7.533383075616847,5.562559497774462,5.055702781279749
2024-07-05,0.0,33.481694923975404,14.258149167717205,10.71290745838586,11.284056703285394,12.112480382824359,7.5329954462425075,5.562273276904474,5.055442640664797
2024-07-09,0.0,36.536809288852886,13.604340034857746,10.22166580749687,10.761715393867982,11.557061148341802,7.187569040430075,5.307214571519749,4.8236247146328886
2024-07-11,0.0,35.51742199386427,13.822861846207568,10.38585289202604,10.934577108223381,11.742698226623101,7.303020477390068,5.392462524630235,4.901104931035343
2024-07-12,78.83138106257604,5.74945726077725,3.3053415082186226,2.48347925662619,2.614690936851397,2.8079299568194287,1.7463081804518454,1.2894529665768066,1.1719588711024167
2024-07-16,78.83044074670484,5.749388680145524,3.3064949006977993,2.4834496332080875,2.614659748315143,2.807896463290988,1.7462873501520846,1.289437585733882,1.171944891751655
2024-07-19,78.81821868142353,5.748497280793818,3.3059822536017553,2.498568838851255,2.6142543650415035,2.8074611201221256,1.7460166014693252,1.289237668161435,1.1717631905352541
2024-07-22,78.82103882163516,5.748702963802254,3.3061005426680183,2.4986582384161253,2.614347903870237,2.807561571948238,1.7460790744826764,1.2857057665931184,1.1718051165841732
2024-07-29,78.58578291476408,6.028824200913243,3.29742199391172,2.4983352359208526,2.5994101978691018,2.7991818873668186,1.7408675799086757,1.2818683409436835,1.1683076484018264
2024-07-31,78.58484844881505,6.028752511980214,3.2985718872254663,2.498305528140124,2.5993792882029085,2.7991486022093537,1.7408468791990201,1.2818530982080216,1.168293756019834
2024-08-02,78.58204518430439,6.028537455410226,3.3020214030915573,2.498216409036861,2.5992865636147444,2.7990487514863256,1.740784780023781,1.2818073721759808,1.1682520808561236
2024-08-06,78.57176825861065,6.027749045903627,3.3146675226783655,2.497889693381365,2.5989466300483883,2.7986826931079167,1.7405571209473196,1.2816397379653077,1.1680992973570639
2024-08-07,78.55308982420273,6.02631610226908,3.337651995102876,2.497295883800264,2.5983287967574378,2.798017377661029,1.7401433478741484,1.2813350607980412,1.1678216115343927
2024-08-08,78.53815346952358,6.025170237798139,3.337017362472815,2.496821039371576,2.616849085528896,2.7974853530131796,1.7398124710328353,1.281091423342484,1.1675995579165033
2024-08-09,76.56193885471333,8.513768695188777,3.253049734125743,2.433994833119012,2.5405762346644423,2.596183922427276,1.7134118791922983,1.2488559876736294,1.1382198588954924
2024-08-12,76.2914862914863,8.834632034632033,3.2415584415584417,2.425396825396825,2.5316017316017314,2.587012987012987,1.7096681096681097,1.2444444444444445,1.1341991341991342
2024-08-13,76.29236701145179,8.834734022903582,3.2415958625785004,2.425424824528999,2.531630956778722,2.5858884373845585,1.7096878463243443,1.2444588104913188,1.1342122275581825
2024-08-14,75.89895834529648,9.472511570750978,3.2696702766644083,2.4186602046558634,2.301517117820679,2.571405602195859,1.70087168238145,1.2380416432189083,1.1283635570153778
2024-08-15,75.88501418089541,9.470771279954988,3.269069572506287,2.423957101356084,2.301094282860063,2.5686366820149504,1.71204170446325,1.2401106913617104,1.1293045045872612
2024-08-19,75.86846213895394,9.468705514992882,3.2683565229370437,2.4452403912384626,2.300592368094779,2.568076410892226,1.7116682738669238,1.2398401983744316,1.129058180649309
2024-08-21,75.85539983701204,9.467075284368077,3.2677938087531424,2.4930270996177817,2.300196274232981,2.5676342642011867,1.6803829069246927,1.2396267346165766,1.1288637902735215
2024-08-22,75.86323667837547,9.468053355373417,3.2681314140092295,2.5208347682347267,2.300433914181417,2.5678995339440274,1.643823036480933,1.2397548040498656,1.1278324953509196
2024-08-23,75.86323667837547,9.468053355373417,3.2681314140092295,2.538053584957642,2.300433914181417,2.5678995339440274,1.6266042197580184,1.2397548040498656,1.1278324953509196
2024-08-27,75.84234203217885,9.48725010902247,3.272969313043678,2.537354541072781,2.2998003167389656,2.5671922697330674,1.6261562119855861,1.239413344350341,1.1275218618742684
2024-08-29,75.81363067992795,9.522662353305572,3.270583106767159,2.5363939842378773,2.298929689919813,2.5662204173406296,1.6255406040999874,1.2389441442681626,1.1270950201328422
2024-08-30,73.91676360057265,11.786417322834646,3.1887526843235503,2.4729330708661417,2.241410164638511,2.502013242662849,1.5848693629205441,1.2079455977093772,1.0988949534717252
2024-09-02,73.8894913965631,11.813374179626793,3.187576167529433,2.4720206616652316,2.2461734551268435,2.5010901040909648,1.5842846122024574,1.207499916145839,1.0984895070493397
2024-09-03,74.00035831457781,11.831099465887332,3.192358941628316,2.4757297860190133,2.249543708779827,2.504842845465641,1.436617510385524,1.2093117000906983,1.1001377271658437
2024-09-04,73.96557320171463,11.88037918723209,3.1942159397419108,2.4745660275996375,2.2484862729297475,2.5036654019630884,1.4247501371028215,1.2087432427895108,1.0996205889265689
2024-09-09,74.10657217506363,11.903026497269536,3.009677166148981,2.4792832393276445,2.2527725137083845,2.5084380851994306,1.4274661074916741,1.2110474439049552,1.101716771885758
2024-09-11,74.0642160708282,11.952258209122492,3.009077664462625,2.477866188501625,2.2514849265941947,2.5070043707273335,1.4266502297433599,1.2103552616832904,1.1010870783368822
2024-09-12,73.91841710847147,12.124465919513232,3.004272643894146,2.472988390040937,2.247052770507572,2.5020692123571124,1.4238418003266,1.2079726192872962,1.0989195356016375
2024-09-17,73.91759034527497,12.124330309707293,3.005357522341651,2.4729607301441723,2.247027637657007,2.5020412271969756,1.4238258749314932,1.207959108347221,1.098907244399208
2024-09-20,73.88783918249612,12.249141911608511,3.004147893071565,2.399293404738213,2.246123229319231,2.5010341781916976,1.4064823407086078,1.2074729157116821,1.0984649441543777
2024-09-23,73.88123106505238,12.301707079853774,3.009468871225587,2.34877195335994,2.2459223485483673,2.500810499603135,1.40635655274955,1.2073649260488983,1.0983667035583728
2024-09-25,75.76756397321837,10.062597450243052,3.0863065211409704,2.408740713565074,2.3032651563789783,2.5646611024488672,1.4422635971750895,1.2381913234889481,1.1264101623406402
2024-09-26,75.52857142857144,10.384,3.0502857142857143,2.4011428571428572,2.2960000000000003,2.5565714285714285,1.4377142857142857,1.2228571428571429,1.1228571428571428
2024-10-02,75.51648879036496,10.397193591882441,3.049797746646251,2.400758735745138,2.2944900244532307,2.5561624425806158,1.4363416139132024,1.2260895399593208,1.12267751445483
2024-10-04,75.51648879036496,10.397193591882441,3.0520830952761844,2.400758735745138,2.2944900244532307,2.5561624425806158,1.4363416139132024,1.2238041913293873,1.12267751445483
2024-10-07,75.52080357448948,10.398930395730725,3.0534002216914833,2.392896730621993,2.2946211246843182,2.556308493983476,1.4364236821355518,1.2238741158052315,1.1227416608577405
2024-10-08,75.51994057821963,10.398811564392641,3.054508056222146,2.3928693863558452,2.294594903439607,2.556279282367729,1.4364072677408297,1.223860130270826,1.122728830990744
2024-10-16,75.46173389283777,10.46844223687591,3.052153806628415,2.391025092061317,2.2928263538009195,2.554309040564072,1.4353001627130257,1.222916845080072,1.1212925694384974
2024-10-21,75.4643189512929,10.468800849562372,3.0488327081513455,2.3911070003254373,2.292904898115319,2.554396542372494,1.4353493311409142,1.222958737988798,1.12133098105042
2024-10-22,75.47810892146394,10.470713865587006,3.031116339361684,2.3915439391949382,2.2933238920264736,2.5548633199518034,1.4356116196599986,1.223182215318901,1.1215358874352577
2024-10-23,75.47810892146394,10.46957177201528,3.031116339361684,2.3915439391949382,2.2933238920264736,2.5548633199518034,1.4356116196599986,1.2243243088906275,1.1215358874352577
2024-10-25,75.44192099360163,10.512497074788387,3.029663072699357,2.3903973150838183,2.292224359450003,2.553638392474929,1.434923316647736,1.2237373074354598,1.120998167818677
2024-10-29,75.38856409525168,10.575787822615142,3.0275203194068157,2.3887066875802083,2.2906031655496935,2.5518323114216455,1.433908455725082,1.222871809496649,1.1202053329530872
2024-11-05,75.14511663340781,10.541636108315851,3.0325254558168884,2.3809929900564546,2.2832062674466864,2.840363175339553,1.4406485761229837,1.2189228678799042,1.1165879256138675
2024-11-06,75.56959492295817,10.614905234270031,3.0496555272862413,2.3944426974643376,1.7175037877705042,2.8564077642148593,1.4487864840913638,1.2258082959320773,1.1228952860124068
2024-11-07,75.56959492295817,10.619479145822018,3.046225093622252,2.3944426974643376,1.7163603098825075,2.8564077642148593,1.4487864840913638,1.2258082959320773,1.1228952860124068
2024-11-11,75.53936276610943,10.639234176310902,3.0461494499214172,2.3934847835405058,1.7156736676668096,2.855265037862552,1.4630661523074726,1.225317902557508,1.122446063723389
2024-11-12,75.51778317383231,10.6361948293101,3.073846593343808,2.3928010284245107,1.7151835452078275,2.8544493643765176,1.462648193115269,1.224967861734038,1.1221254106556207
2024-11-13,75.47638489958372,10.703456467242649,3.0538884542687628,2.391489313103511,1.71424329463628,2.852884576949652,1.4618463805026238,1.2242963436709475,1.1215102700418569
2024-11-18,75.31725273660757,10.680889618271022,3.0474497267666147,2.3864471682308497,1.921466058088449,2.8468696400385207,1.4587642671134131,1.2217150737074836,1.1191457111760716
2024-11-19,75.31296117970838,10.68597899727067,3.047276083896958,2.3863111891100335,1.9213565734668179,2.846707426168512,1.4586811471159709,1.2216454607096254,1.119081942553034
2024-11-21,75.28036132295233,10.730334838845634,3.045957044487604,2.385278253985431,1.9148293910933665,2.8454752046110823,1.4580497445565195,1.2211166610660849,1.1185975384019549
2024-11-22,75.2812188523423,10.730457069628365,3.045991741421045,2.385305425032038,1.9137120888509183,2.8455076178271392,1.4580663534102236,1.2211305709810623,1.1186102805069058
2024-11-27,75.28207640126898,10.730579303195821,3.046026439144971,2.38533259669767,1.9125947611534804,2.845540031781652,1.4580829626423197,1.2211444812129428,1.1186230229021548
2024-11-28,75.28036132295233,10.730334838845634,3.045957044487604,2.385278253985431,1.9125511883674968,2.8454752046110823,1.4580497445565195,1.2233948637919545,1.1185975384019549
2024-11-29,75.28207640126898,10.730579303195821,3.046026439144971,2.38533259669767,1.9103165065243517,2.845540031781652,1.4580829626423197,1.2234227358420713,1.1186230229021548
2024-12-02,75.2812188523423,10.732735298305569,3.045991741421045,2.385305425032038,1.9091556314965115,2.8455076178271392,1.4580663534102236,1.2234087996582659,1.1186102805069058
2024-12-06,75.29236851249509,10.734324889347134,3.0464428734997067,2.385658704976958,1.908299107371731,2.8789682652706654,1.4115716979304924,1.223589994816262,1.118775954291964
2024-12-11,75.29322631545968,10.734447185084337,3.0464775815023897,2.3856858846918487,1.9071815525186986,2.8790010652417872,1.4115877799107932,1.223603935128484,1.1187887004619845
2024-12-13,75.29408413797032,10.734569483608192,3.046512290295935,2.385713065026062,1.9060639722008603,2.879033865960295,1.4116038622575409,1.2236178757583527,1.1188014469224417
2024-12-16,75.29494198002769,10.734691784918795,3.0476863218698553,2.3857402459796178,1.9038070444278612,2.8790666674262146,1.4116199449707478,1.2236318167058784,1.118814193673345
2024-12-17,75.29579984163244,10.734814089016242,3.047721045225902,2.385767427552538,1.902689400197105,2.8790994696395713,1.411636028050427,1.2236457579710722,1.1188269407147047
2024-12-18,75.29579984163244,10.848747586034031,3.047721045225902,2.385767427552538,1.902689400197105,2.7651659726217805,1.411636028050427,1.2236457579710722,1.1188269407147047
2024-12-19,75.29579984163244,11.019647831560718,3.047721045225902,2.385767427552538,1.902689400197105,2.594265727095095,1.411636028050427,1.2236457579710722,1.1188269407147047
2024-12-20,75.29579984163244,11.133581328578508,3.047721045225902,2.385767427552538,1.902689400197105,2.4803322300773036,1.411636028050427,1.2236457579710722,1.1188269407147047
2024-12-27,75.29408413797032,11.505881682759407,3.0476515993050213,2.385713065026062,1.9026460451736023,2.1100002848272523,1.4116038622575409,1.2236178757583527,1.1188014469224417
2024-12-30,75.29494198002769,11.506012771799503,3.0476863218698553,2.3857402459796178,1.9015284004488926,2.1100243245244754,1.4116199449707478,1.2236318167058784,1.118814193673345
2025-01-02,75.28636443897632,11.504702015800596,3.058731053809743,2.3854684643119564,1.901311779816932,2.1097839521994954,1.4114591343278482,1.2234924215238974,1.1186867392332096
2025-01-03,75.28722210513725,11.504833077961505,3.0587658990322453,2.385495639692187,1.90133343965915,2.1098079869674926,1.4114752137433713,1.2223671544363497,1.1186994833704524
2025-01-06,75.29065296520139,11.505357356467847,3.0589052878617853,2.385604347405057,1.9014200839632476,2.1099041315158384,1.4115395350691813,1.2178658296924576,1.118750462823193
2025-01-13,75.29665772278526,11.506274958841054,3.0591492488848635,2.385794609744843,1.9015717304986357,2.1100724055622964,1.4116521114965905,1.2099875241399347,1.118839688046531
2025-01-27,75.29408413797032,11.505881682759407,3.0636019254322253,2.385713065026062,1.90036742715543,2.1100002848272523,1.4116038622575409,1.2099461676493208,1.1188014469224417
2025-02-14,75.29837354373771,11.50653715783177,3.0626370809240324,2.3858489759876944,1.8959181929529723,2.1101204887914093,1.4116842794884212,1.2100150967043608,1.118865183581622
2025-02-19,75.2992314835387,11.506668261808322,3.0729264582728035,2.385876160038283,1.8845459258373067,2.1101445312277463,1.4117003640341133,1.2100288834578115,1.1188779317849067
2025-02-20,75.30180542024874,11.50706159166396,3.073031499427439,2.3859577159069545,1.8811920673172788,2.110216661824107,1.4117486198704474,1.2100702456032406,1.1189161781378363
2025-02-21,75.30094742179355,11.506930478724312,3.072996484911325,2.387069942858445,1.881170632772932,2.1101926177440764,1.4117325342251137,1.2100564579072404,1.1189034290630038
2025-02-25,75.30180542024874,11.50706159166396,3.071892073584121,2.387097141750272,1.8811920673172788,2.110216661824107,1.4117486198704474,1.2100702456032406,1.1189161781378363
2025-03-03,75.30609570582907,11.507717201182793,3.0720670932160417,2.387233145507273,1.8756017935584588,2.110336890443661,1.4118290535959481,1.210139188796527,1.1189799278702348
2025-03-10,75.30867011184485,11.508110602754243,3.0721721145683176,2.3873147552005287,1.8722473235295793,2.110409034191589,1.4118773182307662,1.210180558483514,1.1190181811966202
2025-03-12,75.31725273660757,11.509422135608094,3.0611256417708033,2.387586827814532,1.8724606959901076,2.11064954897972,1.4120382241824367,1.21031847787066,1.1191457111760716
2025-03-14,75.31896949631597,11.509684478052504,3.061195416184675,2.387641249779186,1.8702240051969663,2.1106976585160155,1.4120704097739434,1.210346065520523,1.1191712206602198
2025-03-18,75.3206863342888,11.509946832456706,3.0612651937794544,2.3876956742248536,1.8679872124365324,2.110745770245551,1.4121025968327416,1.210373654428064,1.1191967313073061
2025-04-03,75.31811110667905,11.509553305335377,3.0668588914404893,2.387614038486743,1.8656440004786625,2.110673603473722,1.412054316794785,1.210332271538387,1.1191584657727836
2025-04-09,74.61985038997739,12.202389430445013,3.0776593380924435,2.3871515413934357,1.8618642571059063,2.1102647516279918,1.4117807922608434,1.2100978219378657,1.1189416771591187
2025-04-10,72.63808780909976,14.130762792445525,3.075766806543264,2.4141523990639464,1.860719349089853,2.1089670957860513,1.4439364349118322,1.2093537017952412,1.1182536112645263
2025-04-15,72.59592677527841,14.122560930502523,3.120643248564584,2.4127511622745867,1.859639339224847,2.1077429964776107,1.4544792383900578,1.208651761479062,1.1176045478083227
2025-04-22,72.26202951088958,14.532272225211704,3.0915630575773885,2.4016539692429695,1.8510861253504773,2.0980486561499903,1.4477895154209974,1.2030926959132233,1.1124642442436772
2025-04-23,70.78258939717591,16.29428246456016,3.0171720254112686,2.35248425666491,1.8131883374483313,2.0550947374261384,1.4181485283102617,1.177351790717674,1.0896884622853498
2025-04-25,70.78337485366166,16.294463278090028,3.0172055062058556,2.3525103615875005,1.8120987832416928,2.055117542292477,1.4181642651456725,1.1773648554926124,1.0897005542825122
2025-04-30,70.7841603275796,16.75183514489738,3.017238987743507,2.3392202229361208,1.811009204853771,1.6112655425537228,1.4181800023303426,1.1773779205575068,1.0897126465480411
