date,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,QUAM SECURITIES LTD,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,62.082429501084604,0.0,0.0,37.9175704989154
2024-03-08,0.0,0.0,0.0,0.0,0.0,62.01516793066089,0.0,0.0,37.98483206933911
2024-03-11,0.0,0.0,0.0,0.0,0.0,61.90785204412719,0.0,0.0,38.092147955872804
2024-03-12,53.91691216256839,32.15294895689292,0.0,0.0,0.0,8.603378825226958,0.0,0.0,5.3267600553117305
2024-03-15,53.90070921985816,32.143286452698646,0.0,0.0,0.0,8.630845053492006,0.0,0.0,5.325159273951196
2024-03-18,53.88451601273809,32.13362975425104,0.0,0.0,0.0,8.658294778585592,0.0,0.0,5.323559454425284
2024-03-21,41.254470806067644,24.601796372753096,23.17688866399089,0.0,0.0,6.879578622934229,0.0,0.0,4.087265534254137
2024-03-22,41.21844442657046,24.607889324248237,23.156648933114248,0.0,0.0,6.933321076882419,0.0,0.0,4.083696239184639
2024-04-03,38.07461656848697,22.730987634665393,21.0614021121902,0.0,7.8458844133099825,6.440588016770153,0.0,0.0,3.8465212545772967
2024-04-05,38.07461656848697,22.762829698031098,21.0614021121902,0.0,7.8458844133099825,6.4087459534044475,0.0,0.0,3.8465212545772967
2024-04-09,38.07461656848697,22.752215676909195,21.0614021121902,0.0,7.8458844133099825,6.419359974526349,0.0,0.0,3.8465212545772967
2024-04-11,34.95921489898744,20.890547797019813,19.338082661702934,8.182358616522595,7.20390601397511,5.89410492052509,0.0,0.0,3.531785091267018
2024-04-23,34.96262219666475,20.892583892944515,19.339967446711047,8.183156109589575,7.194861648521944,5.894679389089775,0.0,0.0,3.5321293164783967
2024-04-24,34.95580826536479,20.888512097913683,19.33619824402413,8.201050467253292,7.193459428382106,5.893530563919666,0.0,0.0,3.5314409331423393
2024-04-25,34.94899698950712,20.884441889693203,19.351915901053186,8.199452460517726,7.192057754698415,5.892382186455705,0.0,0.0,3.5307528180746486
2024-04-26,34.913621100783494,20.863302350479344,19.33232760718283,8.235923889240352,7.184777848070466,5.942868266095673,0.0,0.0,3.527178938147842
2024-04-29,34.918379067662144,20.866145564629957,19.334962182788058,8.237046266462897,7.185756976959243,5.930050325607654,0.0,0.0,3.527659615890043
2024-05-02,33.238512643273445,19.784475968977883,18.497447254060763,7.840775367623213,6.840061895981394,5.61326130667235,4.827515914123959,0.0,3.357949649286992
2024-05-03,33.23543309275199,19.782642935895417,18.495733464278764,7.849313926232014,6.839428163768263,5.612741237619635,4.827068644436826,0.0,3.3576385350170943
2024-05-07,33.20098107270119,19.865796658799574,18.476560692304133,7.841177287241427,6.832338377527882,5.6069230413253734,4.822064880373919,0.0,3.354157989726503
2024-05-10,33.269339565769826,19.700805950492935,18.514602635801268,7.857321721710581,6.846405683388516,5.618467302894558,4.831993173998127,0.0,3.361063965944186
2024-05-13,33.26193589065991,19.679731471436387,18.55498993945126,7.855573173106345,6.844882101495638,5.611653546227526,4.830917874396135,0.0,3.360316003226794
2024-05-16,33.27119099956408,19.726017232903903,18.560152851591123,7.857758980494727,6.778151868443752,5.613214984649916,4.832262073698953,0.0,3.361251008653552
2024-05-17,33.27983374926941,19.727430442809563,18.598372746755235,7.859800165137444,6.750224976574604,5.59055191160508,4.831661857889024,0.0,3.3621241499596435
2024-05-20,33.290952456080106,19.73402132655239,18.57117667257524,7.862426104145593,6.75248020936772,5.592419700611584,4.833276103681568,0.0,3.3632474269857915
2024-05-22,33.282303931119586,19.72889470314805,18.56635213998757,7.886362160306549,6.750726009222404,5.590966868000854,4.8320204859854705,0.0,3.3623737022295206
2024-05-28,33.29527840429186,19.697602539470388,18.573589879245215,7.889436508599486,6.75335765136116,5.59314640009653,4.833904157268956,0.0,3.363684459666416
2024-05-29,33.283539159560945,19.709214396392554,18.583742356903606,7.886654852148417,6.7509765534390445,5.591174369299572,4.832199819998701,0.0,3.362498492257161
2024-05-31,7.822067160924553,4.627562145660707,4.361753161796773,1.8534670737025731,1.5865678150894025,1.3139991277802006,1.135630178805059,0.0,0.7902311382468382
2024-06-03,31.66443047807358,18.785749593955227,17.676188122307746,7.503001200480192,6.422569027611044,5.319186498128663,4.597132970835393,4.8328154791328295,3.1989266294753196
2024-06-05,31.63985323172453,18.77116850127011,17.662468247248096,7.497177533163986,6.417583968388371,5.3926756985605415,4.593564775613887,4.829064352243861,3.1964436917866212
2024-06-06,31.575241180198578,18.741637912823037,17.626399549327513,7.677276248151539,6.40447855784804,5.381663263150482,4.58418421237941,4.81920287303711,3.18991620308429
2024-06-07,31.560795354566253,18.733063522787262,17.60777758226289,7.730072144993841,6.401548477916593,5.379201126165758,4.582086925919409,4.816998064402604,3.1884568009853953
2024-06-12,31.56357237131544,18.73471183457985,17.609326880774308,7.730752309722834,6.40211174659041,5.3708754949406075,4.582490101187857,4.817421909370875,3.188737351517818
2024-06-13,31.585249885535166,18.7475786285352,17.62142077272567,7.73606170534991,6.406508646497376,5.3058852534075305,4.585637304969535,4.820730461733526,3.190927341246082
2024-06-20,31.593595321555018,18.726110161878424,17.62607669408677,7.738105722992373,6.408201370417996,5.30728717126702,4.586848919342621,4.822004192281271,3.1917704461785066
2024-06-21,31.600824277436285,18.724131250330238,17.62421403032918,7.737287986332494,6.407524173520968,5.306726315233281,4.586364196769819,4.8214946193000685,3.191433150747662
2024-06-25,31.562467016148894,18.822784364775007,17.602821658515992,7.727896421911833,6.399746684023502,5.300284980473561,4.580797241670479,4.815642261548746,3.1875593709319916
2024-06-26,31.56302225349635,18.823115489488963,17.603131322016008,7.726273199050048,6.3998592664262475,5.300378221479462,4.580877825666285,4.815726976866919,3.1876154455097194
2024-06-28,31.56746485563981,18.91373577071274,17.586255432200858,7.64466808592994,6.400760068265391,5.301124267642557,4.581522599714974,4.816404806728012,3.1880641131657192
2024-07-02,31.571908708581887,18.9163983177603,17.588731105597493,7.6316669306164115,6.401661123722044,5.3018705238522585,4.582167555297471,4.817082827429657,3.18851290714248
2024-07-04,31.649320867877933,18.96278003175163,17.38666431469395,7.650379255600635,6.41735755865232,5.314870347503969,4.593402716528488,4.828893984829776,3.196330922561298
2024-07-10,31.649879165270157,18.963114537211805,17.386971017304944,7.650514209105823,6.4174707615234,5.314964102383178,4.5934837446418175,4.828979167034169,3.194623295524705
2024-07-11,31.65546322271035,19.03526879443886,17.390038638649237,7.6518640060692675,6.418603009933133,5.315901833130436,4.594294183030752,4.829831154395808,3.1087351576421605
2024-07-16,31.656021736829103,19.035604643777127,17.38858110730795,7.651999011962314,6.418716256748651,5.315995624404531,4.594375242598539,4.8299163696672425,3.1087900067045418
2024-07-17,31.654904728299222,19.034932956951305,17.387967537050105,7.651729004940014,6.418489767113621,5.319336626676076,4.594213126323218,4.829745942131263,3.1086803105151732
2024-07-19,31.64597149710738,19.052490475518553,17.383060533370962,7.64956963454212,6.416678425285735,5.323126851982503,4.592916607873572,4.828382954705799,3.1078030196133763
2024-07-29,31.64764609387402,19.048207009683736,17.38398038558552,7.649974423650185,6.417017974000318,5.323408533681407,4.593159649339425,4.828638456246804,3.1079674739385816
2024-07-30,31.651554175634196,19.050559220971667,17.386127086052994,7.633278058074304,6.417810394100837,5.32935821896059,4.593726846134849,4.8292347316797795,3.1083512683907846
2024-08-07,31.650995819147248,19.050223155220774,17.38582038209819,7.634907474376841,6.417697179247446,5.329264205196959,4.593645809444846,4.829149540459012,3.108296434808686
2024-08-08,31.6677550876326,19.007360079072313,17.39502621035353,7.638950173853187,6.421095363326685,5.332086061739944,4.596078154508711,4.831706585241012,3.109942284272023
2024-08-09,31.668314035583165,19.007695566224232,17.393568201073144,7.639085004236092,6.421208698107879,5.332180175091782,4.596159277040384,4.831791866704321,3.109997175939
2024-08-16,31.6621666931371,19.004005858789068,17.390191822401043,7.65701378227187,6.4199622355162616,5.3311451109111125,4.5952670866641965,4.830853936153317,3.1093934741560343
2024-08-20,31.662725443828748,19.004341227543854,17.39049871174955,7.657148907634208,6.420075530300356,5.329474464405464,4.59534818056683,4.830939187519853,3.109448346451135
2024-08-21,31.648204332180907,18.99562548507726,17.38252310731673,7.653637197488182,6.417131164890989,5.3182106822832145,4.593240668877443,4.883405065970507,3.1080222959147674
2024-08-22,31.663284214241592,19.004676608135533,17.390805611929764,7.609635577516986,6.420188829083208,5.320744727786112,4.595429277331686,4.885731933292155,3.1095032206829614
2024-08-26,31.646529676338304,18.994620336890378,17.381603315989064,7.658523679336803,6.4167916041979005,5.317929270658788,4.59299761883764,4.883146661963137,3.1078578357879882
2024-08-28,31.64373897707231,19.001763668430335,17.380070546737215,7.657848324514991,6.416225749559083,5.317460317460317,4.592592592592593,4.882716049382716,3.107583774250441
2024-08-29,31.647087875260166,18.996719229548102,17.381909902282427,7.6586587645959,6.416904787102691,5.314495361061136,4.59307863265954,4.883232793593678,3.107912653896356
2024-08-30,31.63983282487171,19.02057946990671,17.377925123882413,7.656903027844887,6.415433720704675,5.307986668312554,4.592025675842488,4.882113319343291,3.107200169291269
2024-09-03,31.66943199068027,19.059554488650406,17.39418222896883,7.637589578847035,6.421435379673103,5.312952306986268,4.596321530695096,4.79842553041268,3.110106965086313
2024-09-04,31.677819170536203,19.06460212927488,17.372305302000388,7.639612281290277,6.423136001694946,5.314359363689331,4.59753879835449,4.799696322322075,3.110930630837409
2024-09-10,31.75856270466413,19.120276130631026,17.416585538543234,7.659084874767679,6.43950792105496,5.43941941764758,4.6163377290025664,4.431365607575892,3.1188600761129304
