date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HSBC BROKING SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-03-01,49.25875499194486,21.48585241147008,9.856303983042027,0.0,0.0,8.337619611597773,6.012516887639741,0.0,1.8148729214567343,3.234079192848786
2024-03-04,49.23370904342543,21.484331735984995,9.881584103209178,0.0,0.0,8.336424408055846,6.0150535142649275,0.0,1.8150902199561878,3.2338069751034433
2024-03-05,49.21096289214141,21.485687564420505,9.909943823219738,0.0,0.0,8.328859478745109,6.014282069938998,0.0,1.8168719395475732,3.2333922319866657
2024-03-06,45.670555082885514,19.94413848864763,9.194904604066148,0.0,7.232382838578204,7.718241261964898,5.57801593591216,0.0,1.6797798094987204,2.981981978446726
2024-03-07,45.68000184802208,19.94117265738425,9.19312565044987,0.0,7.232423391138541,7.713288771362609,5.579191281174986,0.0,1.6826112647135436,2.9781851357541216
2024-03-08,38.49205316120051,16.79714462638231,7.7642948856768745,13.536796836441736,6.070833269833514,6.496956760304115,4.698049395226934,2.220742654406329,1.4180863685961371,2.5050420419315373
2024-03-11,38.49427059147507,16.76697236518247,7.799877097297152,13.535724817764086,6.070352502726436,6.495884002681647,4.6989620665575975,2.220566787276716,1.4164002796989852,2.5009894893398394
2024-03-12,38.499352023023334,16.766385046960426,7.79272329229518,13.536911288232101,6.070884597909508,6.498990949342248,4.7000806128114965,2.2207614304857666,1.4183232046714016,2.495587554268545
2024-03-13,38.415043405744626,16.74078407841605,7.827317816963903,13.547060638252958,6.075147959490622,6.5028477982452175,4.706209933411224,2.222320990515423,1.465284394985292,2.497982983974686
2024-03-14,38.366240468442,16.67234583219099,7.857130649029911,13.548362757270423,6.0757318917474565,6.4777234508488,4.708366053153689,2.2225345959979648,1.574948543405535,2.496615757913232
2024-03-15,38.3788916756504,16.62835591771927,7.890447044736922,13.547948172434568,6.032434767234404,6.45445744408793,4.7093877625096265,2.2226830231187034,1.636361294535396,2.499032897972782
2024-03-18,38.352788505880845,16.639027581991968,7.918105733223362,13.549892175535422,6.033300364869112,6.447839658998729,4.690539058839385,2.223001957221061,1.6435733659978073,2.501931597442306
2024-03-19,38.35982376407785,16.595138307722355,7.928706038756641,13.553117348343225,6.034736423254375,6.446737187604773,4.725836828994558,2.2235310806540185,1.6356992042424894,2.496673816349714
2024-03-20,38.36123235248445,16.591616498402725,7.935802277000156,13.550261442872646,6.034801173905115,6.448639553648746,4.72521214805633,2.2235549383794124,1.6321790104474987,2.496700604802922
2024-03-21,38.34859926317213,16.586435642816387,7.911865668680648,13.552229932210555,6.067747354474721,6.451248999074193,4.726509748263922,2.2238779612381894,1.6366620321252345,2.494823397944015
2024-03-22,38.350824122206504,16.58502543460734,7.917735577642285,13.552917514471927,6.068055206058431,6.447381554285986,4.726106198863658,2.2239907913071337,1.6375170921460644,2.4904465084106757
2024-03-25,38.34530513312055,16.58391838250948,7.929505525022808,13.551592310329266,6.0513796364381,6.448359352904491,4.725579751304565,2.2237733295092053,1.6503835862862173,2.490202992575322
2024-03-26,38.32573461592321,16.578985382523268,7.959154450457648,13.551416583311513,6.04927483126235,6.448565211834264,4.725261161057196,2.2237444932627763,1.6476925689015338,2.4901707014662424
2024-03-27,38.31506636756997,16.57584364542317,7.9888950904514,13.533004203966392,6.048194993781617,6.443223580789162,4.722211512521747,2.223347539459489,1.6612908350959608,2.4889222309410943
2024-03-28,38.29922894565874,16.570484345389318,8.007712941087787,13.529101167941022,6.046450641781616,6.438471885767635,4.719885114566994,2.222706306706389,1.6809691506770468,2.4849895004234512
2024-04-02,38.28661708777096,16.568144687318885,8.012590956051744,13.529234693980452,6.046007470614731,6.435074633672612,4.715617278208546,2.2225433947095916,1.6993624331435915,2.4848073645288835
2024-04-03,38.32348271863897,16.57894320384577,8.03026251778646,13.548962349086016,5.894392571542593,6.455725682903937,4.722815291633279,2.225784196613005,1.7315228168352497,2.4881086511147203
2024-04-05,38.31555323352614,16.58158489399217,8.037190966236492,13.548247211401113,5.894515638210383,6.456214605925685,4.72243098399229,2.2258306678720823,1.730271199502356,2.4881605993412896
2024-04-08,38.303585632336436,16.582186900864855,8.059614115263422,13.542329497297134,5.893985811779685,6.457469197415549,4.7210085786212455,2.225630599878293,1.726252714627987,2.4879369519153993
2024-04-09,38.298436156708135,16.58232953035222,8.066360805608568,13.541658344278027,5.893693707945338,6.454992455066508,4.720774607120153,2.225520298419683,1.728420443853823,2.487813650647552
2024-04-10,38.28264705260659,16.5828822714187,8.092298657325554,13.540138414108805,5.893032193480336,6.447090433848897,4.720557752415795,2.225270503648778,1.7285483053553843,2.4875344157911634
2024-04-11,38.279009542036704,16.588011454825295,8.09884037127573,13.53999024216831,5.892967705069006,6.444702506612862,4.719862379117972,2.225246152151137,1.7257935988421087,2.4855760479008735
2024-04-12,38.27787834575478,16.583652669437654,8.101131419031644,13.54060976625931,5.899674787792063,6.442929032427183,4.718404600273288,2.22534796859081,1.7246816346630167,2.485689775770255
2024-04-15,38.288256059503695,16.564072765546285,8.11658787418753,13.538135982527175,5.899024556997063,6.439966068147446,4.717884562799237,2.225102702566696,1.7255536114688566,2.485415816256018
2024-04-16,38.28284841442021,16.544430005601924,8.14508743457534,13.535757438712261,5.897988144865277,6.438834616854638,4.718503679637363,2.2247117695551233,1.7268593474962945,2.4849791482815733
2024-04-17,38.27910319368974,16.54790787555962,8.178917854832479,13.536628241617377,5.898372699834388,6.432812826916774,4.6889711551481055,2.2248548930914858,1.7277427651735806,2.4846884941364444
2024-04-18,38.27358188572365,16.53400979731066,8.204418756670336,13.535077041435384,5.897696788769821,6.437288253955568,4.6801884626199195,2.2245999407316015,1.733819181457148,2.4793198913259085
2024-04-19,38.26409986990609,16.525071981440938,8.210520491052497,13.534898484522111,5.897618985405216,6.43527277209109,4.6794832007801475,2.2245705934513857,1.7487259735828133,2.479737647767714
2024-04-22,38.1935414697697,16.52447754023998,8.233718593261168,13.53495006956594,5.897641462776153,6.429183834913685,4.679501035516498,2.2245790718726823,1.802659823386693,2.4797470986975005
2024-04-23,38.185046858581224,16.521801323843142,8.24658675072846,13.534471034055834,5.897432730592287,6.427733640661248,4.679335416348783,2.2245003384924344,1.8034325724097604,2.4796593342868265
2024-04-24,38.1658726168695,15.968786720740063,8.272515038837906,13.52408040036545,6.443497410704022,6.425099740875684,4.675252160343797,2.224256833531064,1.8212511793901809,2.479387898342332
2024-04-25,38.147438350236094,15.974257005798542,8.296736423245918,13.525333286919766,6.444094343806285,6.415652392488312,4.676007025589767,2.2244628912738147,1.8164006889175273,2.4796175917239744
2024-04-26,38.14048577302966,15.968180584066452,8.314649736625162,13.525111166702775,6.443988515461534,6.415547031232413,4.673581537857556,2.222081331929694,1.8184383226785827,2.477936000416171
2024-04-29,38.14144802748618,15.971064944576357,8.314730412057456,13.527336183970377,6.445048616598036,6.412317856165246,4.674350389181224,2.2224468867316194,1.813717517560488,2.4775391656730172
2024-04-30,38.1414120849775,15.917187906101853,8.367730229825153,13.523124850439801,6.443042142523899,6.4192002684876694,4.673056015255794,2.221754994036212,1.816723650763694,2.4767678575884235
2024-05-02,38.123503553662516,15.909265667248931,8.421899468831853,13.51688590078163,6.440069618346442,6.416352345173854,4.670546383665841,2.2207299781679204,1.8086186148264813,2.47212846929453
2024-05-03,38.11587887985609,15.907291321242875,8.420918608577152,13.515208450027416,6.4392704032226495,6.4333030715400055,4.668584301621101,2.220454384721018,1.808394164558735,2.470696414632956
2024-05-06,38.106962041513995,15.905603434240637,8.436479000693055,13.514074829074543,6.440434119871498,6.430995341183925,4.668353451078939,2.220268138713439,1.8063404646629797,2.4704891789669903
2024-05-07,38.10133850283195,15.90301955011042,8.442332068778116,13.513152115925031,6.440315834989872,6.433256465345276,4.669320524229528,2.220116543385387,1.8068278953418972,2.4703204990625207
2024-05-08,38.07851354243868,15.901694524087729,8.470822416004278,13.512654427132443,6.440078638443553,6.43134802605755,4.6688271105277215,2.2200347765916435,1.8065684842502145,2.4694580544661915
2024-05-09,38.06782625306919,15.905046690031845,8.47921546092838,13.510150224632007,6.438885145254158,6.42959710466255,4.668604637098536,2.2196233536052437,1.8120507230501712,2.4690004076679206
2024-05-10,38.069246193706945,15.912377183902443,8.498682274412857,13.510289168018359,6.438951365132661,6.428249128117046,4.669938197031807,2.2196461810335144,1.7845586685683879,2.468061640075981
2024-05-13,38.076875270158325,15.910328916983127,8.505482548508919,13.508932082709046,6.43830458354299,6.424550555831774,4.669469109772181,2.2194232213924074,1.7819049847174393,2.4647287263837856
2024-05-14,38.06708235868961,15.909965476443915,8.518602885242501,13.510424514650431,6.439015870812037,6.429626243171617,4.670049258622246,2.2196684175401695,1.7728136800956968,2.462751294731779
2024-05-16,38.065859819356895,15.91567558843171,8.522777347160725,13.51171611595495,6.4394016695249565,6.431168551858528,4.668933638797318,2.219801410723565,1.7611241876845207,2.463541670506835
