date,IMPERIUM INTERNATIONAL SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,NANYANG COMMERCIAL BANK LTD,YUANTA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),FUTU SECURITIES INTERNATIONAL,HUARONG INTERNATIONAL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,QUAM SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,69.62221590098714,0.0,30.37778409901285,0.0
2024-03-19,97.66437418141386,0.0,0.0,0.0,0.0,0.0,1.6261144500552414,0.0,0.7095113685308995,0.0
2024-03-20,97.67073601069919,0.0,0.0,0.0,0.0,0.0,1.619706403403132,0.0,0.7095575858976766,0.0
2024-03-21,97.73834374517769,0.0,0.0,0.0,0.0,0.0,1.5516075127930917,0.0,0.7100487420292256,0.0
2024-03-22,91.86165110818901,0.0,0.0,0.0,6.006989827677269,0.0,1.4640032720184628,0.0,0.6673557921152661,0.0
2024-03-25,91.86111511651912,0.0,0.0,0.0,6.0069547782690575,0.0,1.4645782069645796,0.0,0.6673518982472472,0.0
2024-03-26,91.84878903419855,0.0,0.0,0.0,6.000314766976439,0.0,1.4836338470025388,0.0,0.6672623518224716,0.0
2024-03-27,91.8525401003712,0.0,0.0,0.0,5.996475859101598,0.0,1.4836944379890356,0.0,0.667289602538159,0.0
2024-03-28,91.8696917338806,0.0,0.0,0.0,5.997595581606505,0.0,1.4652984789240746,0.0,0.6674142055888189,0.0
2024-04-02,91.86995977897885,0.0,0.0,0.0,5.997613080588667,0.0,1.4650109875517712,0.0,0.667416152880716,0.0
2024-04-08,91.85763132311926,0.0,0.0,0.0,5.996808233081334,0.0,1.4782338545867268,0.0,0.6673265892126732,0.0
2024-04-15,91.39265045964893,0.0,0.0,0.0,5.957454777437725,0.0,1.4838123584370881,0.0,1.1660824044762563,0.0
2024-04-22,91.39291572827601,0.0,0.0,0.0,5.957472069045329,0.0,1.4835264136296207,0.0,1.1660857890490521,0.0
2024-04-23,91.3854887887503,0.0,0.0,0.0,5.956987941972345,0.0,1.49153224084042,0.0,1.1659910284369408,0.0
2024-04-25,90.7266765912515,0.0,0.7209155482242049,0.0,5.914043089692826,0.0,1.4807795530094245,0.0,1.1575852178220396,0.0
2024-04-26,90.75439514832746,0.0,0.7211358002991313,0.0,5.915561707633666,0.0,1.4509684637630211,0.0,1.1579388799767225,0.0
2024-04-29,90.73347391528964,0.0,0.7209695598641053,0.0,5.9003664675017555,0.0,1.5001970333157266,0.0,1.1449930240287858,0.0
2024-04-30,90.72719942617327,0.0,0.720919702678423,0.0,5.899958439641857,0.0,1.5127713345683402,0.0,1.1391510969381076,0.0
2024-05-02,90.73138232249094,0.0,0.7209529400360042,0.0,5.877178399505335,0.0,1.5312827214879667,0.0,1.1392036164797532,0.0
2024-05-03,90.71857342045679,0.0,0.7208511603061712,0.0,5.87634869537839,0.0,1.5451839331830095,0.0,1.1390427906756386,0.0
2024-05-07,90.71805068494842,0.0,0.7208470066418935,0.0,5.876314834879852,0.0,1.5457512462081993,0.0,1.139036227321633,0.0
2024-05-08,90.71935753501485,0.0,0.720857390892342,0.0,5.876399486857868,0.0,1.544332951386478,0.0,1.139052635848471,0.0
2024-05-09,90.83974903005303,0.0,0.7218140235378648,0.0,5.884197916420064,0.0,1.4136747845626032,0.0,1.1405642454264384,0.0
2024-05-10,90.82874350905456,0.0,0.7217265735010929,0.0,5.883485027355312,0.0,1.4256188276043926,0.0,1.1404260624846407,0.0
2024-05-13,90.81040689887608,0.0,0.7215808705185077,0.0,5.882297262697676,0.0,1.445519135935344,0.0,1.14019583197239,0.0
2024-05-14,90.81171641121384,0.0,0.7215912759234046,0.0,5.869403826767542,0.0,1.4660167915270488,0.0,1.1312716945681673,0.0
2024-05-16,90.81119260174671,0.0,0.7215871137254342,0.0,5.869369971562373,0.0,1.4763908838202582,0.0,1.1214594291452242,0.0
2024-05-17,90.81171641121384,0.0,4.5418143138456335,0.0,2.0491807888453133,0.0,1.475822588242235,0.0,1.121465897852981,0.0
2024-05-21,90.80935931619749,0.0,4.541696427208232,0.0,2.0491276006222967,0.0,1.4783798667162642,0.0,1.1214367892557282,0.0
2024-05-24,90.8038599036447,0.0,4.541421382185001,0.0,2.0547711221961245,0.0,1.4866533802695059,0.0,1.1132942117046734,0.0
2024-05-29,90.79679020902874,0.0,4.541067801815967,0.0,2.0546111443674833,0.0,1.49432331056692,0.0,1.1132075342208878,0.0
2024-05-31,90.7954811271266,0.0,4.54100233001171,0.0,2.0545815215773073,0.0,1.4957435369682601,0.0,1.1131914843161168,0.0
2024-06-04,90.79495750493511,0.0,4.540976141818618,0.0,2.0545696727004072,0.0,1.4963116160620704,0.0,1.113185064483793,0.0
2024-06-07,90.78134544750715,0.0,4.5402953548044485,0.0,2.0542616498636432,0.0,1.5110793729947833,0.0,1.113018174829983,0.0
2024-06-11,90.8297915390181,0.0,4.5427183147546595,0.0,2.05535792077025,0.0,1.4585200807966932,0.0,1.1136121446602973,0.0
2024-06-12,90.82297977653752,0.0,4.542377634481679,0.0,2.0552037796043217,0.0,1.4659101798415222,0.0,1.1135286295349582,0.0
2024-06-13,90.84708752585504,0.0,4.543583348075167,0.0,2.055749306051891,0.0,1.46860743111539,0.0,1.084972388902506,0.0
2024-06-17,90.84603909671998,0.0,4.543530912435352,0.0,2.05572558148872,0.0,1.4697445416766854,0.0,1.0849598676792698,0.0
2024-06-19,90.84551489122701,0.0,4.543504695069295,0.0,2.05571371941248,0.0,1.4703130871151937,0.0,1.0849536071760277,0.0
2024-06-20,90.84446649838968,0.0,4.543452261244858,0.0,2.0588636034223744,0.0,1.4682765505568034,0.0,1.0849410863862896,0.0
2024-06-21,90.82533757869561,0.0,4.542495556485733,0.0,2.0728525252741794,0.0,1.4746017068187642,0.0,1.0847126327257175,0.0
2024-06-24,90.82428965151206,0.0,4.542443145950284,0.0,2.072828609056892,0.0,1.4757384759835568,0.0,1.0847001174972088,0.0
2024-06-25,90.82507559463268,0.0,4.542482453738488,0.0,2.072846546168118,0.0,1.474885901569205,0.0,1.0847095038915153,0.0
2024-06-26,90.82428965151206,0.0,4.542443145950284,0.0,2.072828609056892,0.0,1.4757384759835568,0.0,1.0847001174972088,0.0
2024-06-27,90.82533757869561,0.0,4.542495556485733,0.0,2.0728525252741794,0.0,1.4746017068187642,0.0,1.0847126327257175,0.0
2024-07-03,90.82612353995276,0.0,4.542534865181009,0.0,2.0728704627993246,0.0,1.4737491127302718,0.0,1.084722019336626,0.0
2024-07-17,90.81983623074483,0.0,4.542220414666421,0.0,2.072726971290058,0.0,1.4805694523009199,0.0,1.0846469309977822,0.0
2024-07-26,90.81983623074483,0.0,4.542220414666421,0.0,2.077341876461169,0.0,1.484895925898837,0.0,1.0757055522287537,0.0
2024-07-30,90.81957427841796,0.0,4.542207313506408,0.0,2.0773358847685963,0.0,1.48518007374378,0.0,1.0757024495632557,0.0
2024-08-05,90.81852648422137,0.0,4.5421549096221066,0.0,2.0773119183439377,0.0,1.4863166487323463,0.0,1.0756900390802415,0.0
2024-08-06,90.82219386968812,0.0,4.542338328507527,0.0,2.07739580324974,0.0,1.4823385215309461,0.0,1.0757334770236742,0.0
2024-08-07,90.82926752101316,0.0,4.542692106765541,0.0,2.0761152927872084,0.0,1.4761078193260002,0.0,1.0758172601080827,0.0
2024-08-13,90.8208840551635,0.0,4.542272820062235,0.0,2.08169236709126,0.0,1.4794327946132775,0.0,1.0757179630697298,0.0
2024-08-14,90.8206220967921,0.0,4.542259718599915,0.0,2.0816863627812614,0.0,1.479716961494069,0.0,1.0757148603326379,0.0
2024-08-29,90.82166993934467,0.0,4.5423121249026694,0.0,2.0817103802290795,0.0,1.47858028413518,0.0,1.0757272713883987,0.0
2024-09-04,89.99156720983605,0.0,4.500795758867118,0.0,2.0626837154493116,0.0,1.465066179731705,0.0,1.0658952109915492,0.9139919251242724
2024-09-20,89.9838519646121,0.0,4.50040989223473,0.0,2.062506875427768,0.0,1.432933596074815,0.0,1.0658038286188358,0.95449384303175
2024-10-02,89.98179478930405,0.0,4.500307005640032,0.0,2.062459723209629,0.0,1.4351869974436895,0.0,1.0657794626323662,0.954472021770238
2024-10-04,89.98076623692236,0.0,4.500255564106777,0.0,2.062436147909032,0.0,1.436313659491289,0.0,1.0657672800569107,0.9544611115136296
2024-10-07,90.01008919738715,0.0,4.5017221088085675,0.0,2.063108255251028,0.0,1.3876138186311733,0.0,1.0661145926340838,0.9713520272880055
2024-10-08,90.01214766665416,0.0,4.501825060118718,0.0,2.0631554371278136,0.0,1.3853586207071227,0.0,1.066138973946708,0.9713742414454789
2024-10-09,90.00314255864483,0.0,4.5013746828979055,0.0,2.0735250333171185,0.0,1.384648349196868,0.0,1.066032313936229,0.9712770620070538
2024-10-10,89.99825482594875,0.0,4.501130230142262,0.0,2.073412427958979,0.0,1.390003778628516,0.0,1.065974421724382,0.9712243155971176
2024-10-14,89.99696866873418,0.0,4.501065904882508,0.0,2.0733827970027106,0.0,1.391413005488665,0.0,1.0659591879768424,0.9712104359150853
2024-10-15,89.9943964645841,0.0,4.500937259878441,0.0,2.0733235376308223,0.0,1.394231338377588,0.0,1.0659287217879505,0.9711826777411064
2024-10-16,89.99413925225585,0.0,4.500924395782482,0.0,2.073317611879939,0.0,1.394513162805918,0.0,1.0659256752648443,0.9711799020109775
2024-10-17,89.73689346237427,0.0,4.488058626288928,0.0,2.067391090095577,0.0,1.67637425463757,0.0,1.062878755825791,0.9684038107778625
2024-10-18,89.74200861853278,0.0,4.488314453294257,0.0,2.061808764161882,0.0,1.6764698108325944,0.0,1.0629393417298028,0.9684590114486847
2024-10-21,89.43966615417054,0.0,4.487444760446903,0.0,2.0614092510810886,0.0,1.980475101631591,0.0,1.0627333778312626,0.9682713548386193
2024-10-22,89.37574169097246,0.0,4.4842374866524315,0.0,2.0562341718703667,0.0,2.054233520830157,0.0,1.061973819308499,0.9675793103660757
2024-10-23,89.36836188414242,0.0,4.483867220562265,0.0,2.0617589101813234,0.0,2.054918079990745,0.0,1.0618861315142856,0.9692077736089633
2024-10-24,89.29844148312723,0.0,4.480359113357984,0.0,2.0783540382844015,0.0,2.115047576275653,0.0,1.0610553285032134,0.9667424604515134
2024-10-25,89.29793337186284,0.0,4.48033361995747,0.0,2.07834221237702,0.0,2.115035541580754,0.0,1.0610492910611753,0.9673059631607441
2024-10-28,89.29590098462735,0.0,4.480231649256513,0.0,2.0782949100932613,0.0,2.117832356957865,0.0,1.0610251419800716,0.9667149570849399
2024-10-30,89.3391091277053,0.0,4.4823995258106315,0.0,2.1134564998126177,0.0,2.0363135728452346,0.0,1.0615385465780258,0.967182727248192
2024-10-31,89.42514141973314,0.0,4.486716012831324,0.0,2.1277427309516694,0.0,1.929724932911658,0.0,1.062560793107342,0.9681141104648742
2024-11-01,89.45623520700772,0.0,4.488276077384196,0.0,2.128767569037213,0.0,1.8953401622201147,0.0,1.0629302534038834,0.9684507309468818
2024-11-04,89.52078555121345,0.0,4.491514753425223,0.0,2.118895187080688,0.0,1.8359577083671106,0.0,1.0636972487236076,0.9691495511899231
2024-11-05,89.52716910151906,0.0,4.4918350344661055,0.0,2.1147677998818013,0.0,1.833236305931525,0.0,1.063773098872323,0.9692186593291737
2024-11-06,89.5527124093062,0.0,4.493116615532119,0.0,2.115371171633112,0.0,1.80522800538245,0.0,1.0640766076725325,0.969495190473593
2024-11-08,89.5527124093062,0.0,4.493116615532119,0.0,2.1210774411473765,0.0,1.7995217358681852,0.0,1.0640766076725325,0.969495190473593
2024-11-11,89.55986714766068,0.0,4.4957582794556155,0.0,2.115540177427001,0.0,1.7951001268085747,0.0,1.0641616211747726,0.9695726474733551
2024-11-12,89.56088934646696,0.0,4.4958095921573085,0.0,2.1161350023709717,0.0,1.7934085781656333,0.0,1.064173767069731,0.9695837137693916
2024-11-13,89.5527124093062,0.0,4.495399123337826,0.0,2.13191935322448,0.0,1.7863973159853763,0.0,1.0640766076725325,0.969495190473593
2024-11-15,89.53942807047939,0.0,4.494732271340722,0.0,2.1316031021777193,0.0,1.80096641992823,0.0,1.0639187614854801,0.96935137458846
2024-11-18,89.53380895965738,0.0,4.494450201203665,0.0,2.137744903393025,0.0,1.8008533989930025,0.0,1.0638519945029872,0.96929054224994
2024-11-20,89.52359420119153,0.0,4.493937437100634,0.0,2.1375010117491478,0.0,1.8120567709453153,0.0,1.063730621456386,0.9691799575569914
2024-11-21,89.51491348888459,0.0,4.49350167959598,0.0,2.1429976085821343,0.0,1.8158737663924756,0.0,1.063627476139452,0.9690859804053782
2024-11-22,89.50878694075881,0.0,4.493194136939451,0.0,2.142850938295914,0.0,1.8225936497181936,0.0,1.063554679723006,0.9690196545646265
2024-11-25,89.50802118120819,0.0,4.493155697067337,0.0,2.142832605921768,0.0,1.8234335704582278,0.0,1.063545580871581,0.9690113644728872
2024-11-26,89.50444780987394,0.0,4.492976319693595,0.0,2.1427470589896935,0.0,1.8273530105658915,0.0,1.0635031216233348,0.9689726792535438
2024-11-27,89.49628117525559,0.0,4.492566368044826,0.0,2.146828554092606,0.0,1.8320335504719503,0.0,1.0634060846422428,0.9688842674927849
2024-11-28,89.49321907147669,0.0,4.492412655462897,0.0,2.1467551006290457,0.0,1.8353923548500073,0.0,1.0633697003394817,0.9688511172418711
2024-11-29,89.49143294103668,0.0,4.492322994647515,0.0,2.147852728057798,0.0,1.8362110783023018,0.0,1.063348477312637,0.968831780643073
2024-12-02,76.20222308878152,9.7493991097487,3.8252264800647575,2.3064008352764156,1.8289030286636099,1.7616046800805967,1.5635387452761877,1.0322964580626652,0.9054444121224623,0.82496316192308
2024-12-04,76.19463871981957,9.748428756955715,3.824845757195898,2.3061712803605627,1.828720998864441,1.7614293484522363,1.5733360767870557,1.0321937141150646,0.9053542936952337,0.8248810537542308
2024-12-05,76.19352893879943,9.74828677030951,3.824790048010874,2.306137690791019,1.8286943633965165,1.7614036930925934,1.5747696690362272,1.0321786801308857,0.9053411071373797,0.8248690392955668
2024-12-06,76.19371390005777,9.748310434463315,3.8247993327623484,2.3061432889846607,1.8284560506621326,1.7614079689339681,1.5747734918199154,1.032181185764503,0.9053433048703464,0.8248710416810396
2024-12-09,76.18335745231337,9.746985418757387,3.8242794560901796,2.3058298319914132,1.8282075221606024,1.7611685537820732,1.588151704573781,1.0320408890134198,0.905220248253892,0.824758923063876
2024-12-13,76.18483677247654,9.747174684661939,3.824353715533425,2.305874606344728,1.8282430220957644,1.761202751961826,1.586240753988957,1.0320609290713456,0.9052378257223856,0.8247749381430932
2024-12-16,76.18955248893549,9.741588182782603,3.8245904367567705,2.306017336201404,1.8283561873406542,1.7613117675239356,1.5863389396903158,1.0321248119503548,0.9052938584592776,0.8248259903591969
2025-01-08,76.19177185163147,9.741871950263922,3.8247018451200634,2.306084509306969,1.828409446421258,1.7613630736348806,1.5834722000784167,1.0321548772182347,0.9053202292063516,0.8248500171184294
2025-01-09,76.18622368730723,9.741162562555877,3.8244233363807036,2.305916583880216,1.8282763045371118,1.7612348139615628,1.5906387359809981,1.0320797173324923,0.9052543052190806,0.8247899528447341
2025-02-07,76.18677846737862,9.741233496677562,3.824451185429375,2.3059333753223576,1.8282896178529537,1.7612476390883185,1.589922129358105,1.032087232828491,0.9052608971857612,0.82479595887846
2025-02-14,76.18733325552977,9.741304431832326,3.8244790348836375,2.3059501670090476,1.8275747365731076,1.761260464401858,1.5899337070882091,1.0320947484339442,0.9052674892484467,0.8248019649996573
2025-02-19,76.18918260772301,9.741540889809608,3.824571869327225,2.30600614106427,1.8276190986632739,1.761303216796036,1.5875449258543777,1.0321198012426605,0.9052894634841259,0.8248219860354095
2025-02-20,76.1890716440596,9.741526702007251,3.824566299133516,2.306002782544326,1.8276164368771306,1.7613006515938556,1.5876882559987384,1.0321182980398393,0.9052881449999014,0.8248207847458546
2025-02-28,76.26126626507113,9.750757498670728,3.82819035056952,2.308187885910792,1.829348234799951,1.7629696105440744,1.4944355178315045,1.0330963043044934,0.9061459705793998,0.8256023617184074
2025-03-03,76.26552816914412,9.751302425278082,3.8284042911562213,2.3083168802985594,1.8272636424443396,1.7630681350996154,1.491117305067742,1.0331540394767866,0.906196611060366,0.8256485009741583
2025-03-05,76.27108789039643,9.752013290653736,3.828683380034393,2.308485155517056,1.8273968491073014,1.763196661940185,1.4839360536976003,1.0332293559219496,0.9062626723685117,0.8257086903628376
2025-03-06,76.27294131095205,9.752250268811403,3.8287764187030913,2.3085412527087694,1.7965797041606815,1.7632395083847192,1.5124036220477646,1.0332544638439671,0.9062846949449848,0.8257287554425683
2025-03-10,76.2747948215877,9.752487258486696,3.8288694618936603,2.3085973526269217,1.7966233628885635,1.763282356911678,1.5100102725291884,1.033279572986281,0.9063067185918002,0.825748821497503
