date,ELSTONE SECURITIES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,SDICS INTERNATIONAL SECURITIES (HONG,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD
2024-05-06,0.0,0.0,36.14983190900444,36.1946436808776,0.0,0.0,14.369969009229367,10.526611340597421,2.758944060291178,0.0
2024-05-07,0.0,0.0,36.149631477310216,36.194443000725805,0.0,0.0,14.369889335353104,10.526552976106245,2.7594832105046345,0.0
2024-05-09,0.0,0.0,36.13360413972394,36.22273189773847,0.0,0.0,14.3635182865196,10.521885912812012,2.7582597632059764,0.0
2024-05-10,0.0,0.0,36.1402136940936,36.229357755346534,0.0,0.0,14.366145659495938,10.523810574872936,2.740472316190995,0.0
2024-05-14,0.0,0.0,36.14662526858371,36.23578514473453,0.0,0.0,14.368694333220208,10.525677586396215,2.723217667065329,0.0
2024-05-16,0.0,0.0,33.42467652717701,33.52357583271536,0.0,0.0,13.293213108887478,9.73784200753106,2.502974821478655,7.517717702210438
2024-05-17,0.0,0.0,26.23022399604991,26.307835844745455,21.52437444017571,0.0,10.431932144200015,7.6418324314373525,1.9642251487602698,5.89957599463129
2024-05-21,0.0,0.0,26.228534856778406,26.31258137526381,21.522988341979715,0.0,10.431260362431583,7.641340322819899,1.9640986591871215,5.8991960815394595
2024-05-22,0.0,0.0,26.242054065487746,26.31970091783249,21.53408212869074,0.0,10.436637040416503,7.645278967323199,1.9200101232211597,5.902236757028163
2024-05-27,0.0,0.0,26.184677811669964,26.333274113235166,21.545187357639296,0.0,10.442019263958429,7.6492216741820425,1.9403392106165047,5.905280568698596
2024-05-28,0.0,0.0,26.187209974643245,26.332597179537704,21.547270863347165,0.0,10.443029048945535,7.649961384482741,1.9340799161176647,5.905851632925945
2024-05-29,0.0,61.73034410383068,10.016589043783943,10.07219954543961,8.241815659714566,0.0,3.9944511254490873,2.9335025877342424,0.752113917886545,2.2589840161613255
2024-05-30,0.0,61.702955981357576,10.012144947910565,10.06773077665614,8.238158983893848,0.0,3.992678893036895,2.944525336133571,0.7838233163650785,2.257981764646327
2024-05-31,0.0,61.66376781654013,10.001790710674525,10.074555183220973,8.229639345699312,0.0,4.050107396472269,2.9414802030440605,0.783012711583485,2.255646632765253
2024-06-03,0.0,61.60157827023801,9.991703639311062,10.064394726955891,8.221339536017528,0.0,4.1468754095217335,2.9385136421970453,0.7871426641347731,2.2484521116239633
2024-06-05,0.0,61.60612447107643,9.992441027747166,10.06513747999941,8.221946271457448,0.0,4.147181449220601,2.9387305047119194,0.779820748238008,2.2486180475490167
2024-06-11,0.0,61.604608996241026,9.994655161354657,10.064889883470709,8.221744016360581,0.0,4.147079430968712,2.9386582136505,0.7798015651011002,2.2485627328527142
2024-06-12,0.0,61.597032740320444,9.993425999014791,10.063652083526646,8.23303108670493,0.0,4.1465694149877015,2.938296811686386,0.7797056635716411,2.2482862001874615
2024-06-19,0.0,61.597032740320444,9.993425999014791,10.063652083526646,8.23303108670493,0.0,4.1465694149877015,2.938296811686386,0.7526496310817733,2.275342232677329
2024-06-20,0.0,61.59400275970254,9.99293441872697,10.063157048791986,8.232626100888089,0.0,4.1512844803717215,2.9381522757892333,0.7526126079705487,2.2752303077589136
2024-06-21,0.0,61.61067134298427,9.995638708952063,10.065880342681478,8.234854016068814,0.0,4.152407901938545,2.9389473992380934,0.7528162801686973,2.2487840079680437
2024-06-25,0.0,61.61494828851084,10.006174014097734,10.049795795480161,8.235425670642256,0.0,4.1526961575607215,2.9391514177572557,0.752868539852801,2.248940116098234
2024-06-26,0.0,61.613432379528135,10.005927832781481,10.049548540939762,8.235223054944322,0.0,4.157514577365992,2.9390791059861763,0.7503897228985434,2.248884785555593
2024-07-04,0.0,61.617607637644376,10.007405102409363,10.05103225070477,8.236438898702264,0.0,4.158128390509087,2.9395130299930026,0.7406578803808487,2.249216809656289
2024-07-05,0.0,61.60851179118125,10.005927832781481,10.049548540939762,8.235223054944322,0.0,4.157514577365992,2.9390791059861763,0.740548546204792,2.26364655059622
2024-07-08,0.0,61.59941862973673,10.00445099923137,10.048065269153602,8.234007570093398,0.0,4.156900945415458,2.938645310070126,0.7404392443032793,2.278072031996028
2024-07-09,0.0,61.617607637644376,10.007405102409363,10.05103225070477,8.236438898702264,0.0,4.158128390509087,2.9395130299930026,0.7406578803808487,2.249216809656289
2024-07-15,0.0,61.613059378711164,10.00666641307363,10.050290341062787,8.235830931949982,0.0,4.165202888618247,2.9392960519746967,0.740603209257609,2.249050785351882
2024-07-19,0.0,61.64339379417528,9.962359326271672,10.055238475205371,8.239885739805674,0.0,4.167253573914348,2.9407431774463375,0.7409678359401698,2.250158077241146
2024-07-22,0.0,61.629739611680044,9.960152636082318,10.07516148905582,8.238060582287467,0.0,4.166330515703242,2.9400917946858334,0.7408037095118163,2.249659660993456
2024-07-24,0.0,61.61912387318188,9.958436997229182,10.07342603989818,8.236641574233488,0.0,4.165612864200407,2.93958536311806,0.7579011316005252,2.2492721565382774
2024-07-25,0.0,61.60663351366632,9.955113371183526,10.07379787152836,8.236945606233288,0.0,4.165766625851692,2.939693869480572,0.7726939600875516,2.2493551819686894
2024-07-26,0.0,61.600570024698676,9.954133562408803,10.072806381508979,8.236134904106553,0.0,4.175198886367245,2.939404536979683,0.7726179094898296,2.249133794440232
2024-07-29,0.0,61.62786512857751,9.958544221425445,10.028036486973429,8.239784320949246,0.0,4.177048909626324,2.9407069819432055,0.7729602551221787,2.2550536953826654
2024-07-31,0.0,61.63089941110822,9.959034535939818,10.028530222978501,8.240190011355198,0.0,4.177254568973925,2.9408517693020513,0.7729983122541946,2.250241168088089
2024-08-02,0.0,61.63042251938982,9.95915831734258,10.028654868147083,8.240292429142276,0.0,4.177306488306906,2.940888321314799,0.7730079198938785,2.2502691364626672
2024-08-13,0.0,61.627388222626855,9.958667990640135,10.028161119868889,8.239886728651813,0.0,4.182024198763119,2.940743530356879,0.7729698618158517,2.2501583472764595
2024-08-15,0.0,61.639527202709466,9.96062958719443,10.030136404748067,8.241509770350754,0.0,4.1606883967964565,2.9413227797486288,0.7755842889632057,2.2506015694889867
2024-09-09,0.0,61.63345711496181,9.95964869233102,10.02914866504822,8.240698169584986,0.0,4.160278663873357,2.9410331265313263,0.7853556311102003,2.250379936559083
2024-09-19,0.0,58.99523544214501,9.533325681036386,9.604563799499934,7.887954878395124,4.273432859558709,3.9821978316475173,2.815142130016001,0.7540950105925163,2.1540523671088043
2024-09-20,0.0,58.87037771621767,9.51314931668869,9.624213178110654,7.871260782660908,4.264388551069239,3.973769894006013,2.8679731408048075,0.7524990412324472,2.2623683792095695
2024-09-23,0.0,58.857921004901236,9.511136376406236,9.735027709571757,7.869595258723917,4.263486225329496,3.972929061887588,2.883823723854094,0.7570419396150375,2.1490386997106423
2024-09-24,0.0,58.86732525259831,9.511136376406236,9.723272399950405,7.869595258723917,4.263486225329496,3.972929061887588,2.883823723854094,0.7593930015393079,2.1490386997106423
2024-09-27,0.0,58.877014898154236,9.512701922996403,9.7248728644321,7.870890605308774,4.264188001232829,3.9571228692812292,2.8842984053452265,0.7595179987086371,2.1493924345405637
2024-09-30,0.0,58.87991565148282,9.512030911354163,9.724186886571747,7.8703354045599525,4.2638872118444215,3.9568437398039733,2.884094951287132,0.7594644234548608,2.149240819640928
2024-10-02,0.0,58.71812275485991,9.484378343447853,9.763906537084477,7.847455434315085,4.40622514253648,3.928929606785821,2.863988317570748,0.794767734536464,2.1922261288631657
2024-10-03,0.0,58.73120351659655,9.4864911986876,9.766081663417511,7.849203628738871,4.407206726731331,3.9298048628337865,2.9115257318131413,0.7691501180506198,2.1493325531305905
2024-10-04,0.0,58.752807272352705,9.489980720893312,9.725852414226953,7.852090889137471,4.408827878895602,3.9195212446855607,2.9313633704901854,0.7694330431448672,2.1501231661733398
2024-10-07,0.0,58.752807272352705,9.489980720893312,9.709431587086666,7.852090889137471,4.408827878895602,3.910137914891111,2.9477841976304724,0.7788163729393166,2.1501231661733398
2024-10-08,0.0,58.72902818251963,9.484204581472039,9.705921088288454,7.8492519221616455,4.407233842743066,3.9157591357583814,2.9924456037655993,0.7668098660641698,2.1493457772270195
2024-10-09,0.0,58.712204692755954,9.483759796115523,9.745328768527402,7.848883811975431,4.407027154553334,3.915575496497095,2.9524424020458797,0.7855328992169791,2.149244978312404
2024-10-10,0.0,58.72255209433841,9.483537419081383,9.735720980801586,7.848699769829602,4.406923817728165,3.915483683325465,2.9758213660348876,0.7620662864600722,2.149194582400425
2024-10-14,0.0,58.67439879151053,9.47576078756702,9.7277375552876,7.842263727741128,4.403310079401643,3.9708453466574642,2.9968101170490624,0.7614413815920433,2.1474322131935124
2024-10-16,0.0,58.664777606120424,9.474206991480019,9.726142441091744,7.840977785750128,4.402588042815387,3.9701942238505414,3.0103737867945375,0.7613165235816183,2.1494225985156024
2024-10-17,0.0,58.59477552270963,9.579887697670639,9.714536665663806,7.831621493893616,4.39733462930267,3.974815635405618,3.006781640953029,0.7533889267679349,2.1468577876330563
2024-10-18,0.0,58.59477552270963,9.579887697670639,9.714536665663806,7.831621493893616,4.39733462930267,3.981834786897245,3.006781640953029,0.7463697752763082,2.1468577876330563
2024-10-21,0.0,58.60025984406022,9.580784350694186,9.715445921486895,7.832354513665184,4.3977462085941355,3.982207476464557,3.0070630680359542,0.7370798889594997,2.14705872803937
2024-10-22,0.0,58.57695856571233,9.576974734089404,9.711582759270671,7.829240126917959,4.395997528489602,3.980624027430456,3.0456304639356455,0.7367868031659729,2.146204990987957
2024-10-23,0.0,58.57695856571233,9.576974734089404,9.72561679361669,7.829240126917959,4.407692557111283,3.9548949644627553,3.0456304639356455,0.7367868031659729,2.146204990987957
2024-10-24,0.0,58.57843576187848,9.574694442494817,9.725862054623622,7.829437565019603,4.4078037104846635,3.954994699167698,3.045707268770771,0.7368053834860775,2.146259114074271
2024-10-30,0.0,58.574325487749576,9.574022614742042,9.725179619890357,7.82888819673674,4.407494428044447,3.9547171889853163,3.0525102623283122,0.7367536840498192,2.1461085174733925
2024-10-31,81.1768755150204,11.027839574634443,1.8025096251663864,1.830968086949381,1.473951639433192,0.8298028372300214,0.7445580697689895,0.5746987812932174,0.1347461397835879,0.4040497307203805
2024-11-01,81.17731586188243,11.027839574634443,1.8025096251663864,1.830968086949381,1.473951639433192,0.8298028372300214,0.7445580697689895,0.5746987812932174,0.13430579292155004,0.4040497307203805
2024-11-04,81.1917432328358,11.016294217030826,1.800622526785451,1.8290511945987464,1.472408517713609,0.8289340931363591,0.7437785708368583,0.5789358572160838,0.13416518438285824,0.40406660546340545
2024-11-06,81.20056182711113,11.011644105256167,1.7998624621168282,1.828279129843676,1.4717869961701175,0.8285841899737377,0.7434646128559032,0.578691481349447,0.1332291512882105,0.40389604403478035
2024-11-07,81.20091886768884,11.011692523686833,1.7998703761499188,1.8282871688254518,1.471793467648486,0.8285878332758432,0.7434678818854382,0.5786940258680583,0.13322973709959002,0.40345811787153957
2024-11-18,81.14704127543452,11.004386159570586,1.8623906464369688,1.827074082668554,1.4708169184980788,0.8280380572628294,0.7429745837805279,0.5783100568046474,0.1357778000213403,0.4031904195219458
2024-11-20,81.14739784550432,11.004434514195466,1.8623988300102992,1.8266426987696847,1.470823381448336,0.8280416957637932,0.7429778485021374,0.5783125979700934,0.13577839664567645,0.4031921911901886
2024-11-25,81.14976761434782,11.003564195960177,1.862251536693132,1.8243013456585628,1.4707070570331093,0.8279762076383947,0.7429190879025688,0.5782668604086527,0.13708579081376285,0.403160303543816
2024-11-28,81.11940531888116,11.021287768830204,1.86525108758638,1.8272397697237892,1.4730759425352598,0.8293098388500085,0.7441157165909177,0.5791982817786974,0.13730659654176736,0.4038096786818086
2024-12-03,81.13118784965495,11.022888602339677,1.8523175388407007,1.8160612965331087,1.4732899056746196,0.8395537263110212,0.7442237988222349,0.5792824098803809,0.13732654021853416,0.403868331724778
2024-12-06,81.14011628831103,11.024101664631841,1.8525213852770155,1.816261152991661,1.4734520403467979,0.839646118696028,0.7443057002057879,0.5683412194248311,0.13734165292207878,0.40391277719292057
2024-12-10,81.14118783300883,11.024247250049104,1.8525458498644323,1.8162851387227312,1.4734714989055664,0.8396572071487893,0.7443155295832041,0.5683487249972664,0.13602285641359102,0.4039181113064832
2024-12-13,81.14118783300883,11.024247250049104,1.8525458498644323,1.8154047318851028,1.4734714989055664,0.8396572071487893,0.7443155295832041,0.5683487249972664,0.1369032632512194,0.4039181113064832
2024-12-17,81.14583152042835,11.024878164626916,1.8469288985938581,1.815508626988686,1.473555825266139,0.8397052604952299,0.744358126552181,0.5683812514353758,0.13691109818657382,0.40394122742669397
2024-12-19,81.14583152042835,11.024878164626916,1.8931529028047596,1.815508626988686,1.473555825266139,0.8397052604952299,0.744358126552181,0.5683812514353758,0.13691109818657382,0.3577172232157928
2024-12-20,81.14583152042835,11.024878164626916,1.927490734504286,1.815508626988686,1.473555825266139,0.8397052604952299,0.7100202948526545,0.5683812514353758,0.13691109818657382,0.3577172232157928
2024-12-23,81.15047573939214,11.025509151422987,1.9276010505717165,1.8098892344919797,1.4736401612792116,0.8397533193421445,0.7100609314405882,0.568413781596656,0.13691893401876185,0.3577376964438146
2024-12-27,81.15583511419916,11.02623730286563,1.9211241107952655,1.810008763979373,1.4737374840599229,0.8398087786939571,0.7101078255916421,0.5684513210253938,0.13692797647820398,0.3577613223114436
2025-01-02,81.15833639803972,11.026577139787387,1.92118332128441,1.8100645498100068,1.4737829057569445,0.8398346622317748,0.710129711648593,0.568468841122395,0.13385012153445186,0.3577723487843153
2025-01-07,81.15762172978104,11.02648004138649,1.9211664036293696,1.810048610650367,1.4737699278435263,0.8398272667724508,0.7101234583518031,0.5684638352701952,0.13384894287015778,0.358649783444601
2025-01-13,81.15583511419916,11.02623730286563,1.9211241107952655,1.810008763979373,1.4737374840599229,0.8398087786939571,0.7101078255916421,0.5684513210253938,0.13560712783050427,0.35908217095914324
2025-01-14,81.164411586462,11.027402545244792,1.921327133382939,1.810200044001788,1.473893227250008,0.8398975288951769,0.7101828691182257,0.568511394425916,0.13562145866412634,0.348552212555034
2025-01-16,81.318705915488,10.873311190501859,1.9213313634764795,1.809983864241811,1.4738964722498376,0.8398993780571702,0.7101844326936912,0.5685126460901098,0.13562175725536896,0.3485529799456763
2025-01-17,81.31875067438355,10.87766544021947,1.921332421002775,1.8055815542503346,1.4738972835020274,0.8398998403489406,0.7101848235886334,0.5685129590070194,0.13562183190338506,0.3485531717938648
2025-01-22,81.35027316887785,10.878358060515732,1.9220772085230025,1.7732438734707046,1.474468626748438,0.8402254200937548,0.7104601204544344,0.5687333380274989,0.13347189794037406,0.34868828534821383
2025-01-23,81.41069983040606,10.885115976359232,1.8842711819588343,1.7745610320145575,1.4755638562193645,0.7875092857840591,0.7109878474251707,0.5647475057444543,0.16707400755258162,0.33946947653569354
2025-01-24,81.41285317684085,10.885403892145844,1.8838801815291457,1.773726289530295,1.475602885489175,0.7875301157279909,0.7110066533456411,0.5647624435478462,0.16619674637654572,0.33903761546665667
2025-01-27,81.41213538203895,10.885307918524658,1.8838635718741714,1.773710651071981,1.4755898755031644,0.7875231722909123,0.7110003845949465,0.5647574641922473,0.16707695364400274,0.33903462626497005
2025-02-03,81.41962959895702,10.885307918524658,1.8838635718741714,1.773710651071981,1.4755898755031644,0.7875231722909123,0.7110003845949465,0.5647574641922473,0.16707695364400274,0.3315404093469013
2025-02-10,81.43650267681414,10.887563746129288,1.8842539762137271,1.7740782277615208,1.4758956708374984,0.7876863754381853,0.7111477294662609,0.5648745022666115,0.14638797861963668,0.3316091164531268
2025-02-11,81.43722083525647,10.887659759533149,1.8842705927536816,1.7736529411674153,1.4759086862163662,0.7876933217534351,0.7111540008154577,0.5648794836862367,0.14594833802633575,0.33161204079146034
2025-02-12,81.43865719014082,10.889174609356553,1.884303826712817,1.7736842240997042,1.4759347176627804,0.7877072147514828,0.7111665438456853,0.5648894467890679,0.14639185151250944,0.32809037512858485
2025-02-19,81.44045270499916,10.89029658597421,1.8843453708103655,1.7737233293169106,1.4759672582621342,0.7877245816882289,0.7111822232556891,0.5644609521284712,0.14374938487954336,0.3280976086852735
2025-02-20,81.44009359569368,10.890248565528431,1.8843370618443058,1.7737155081355225,1.4759607500274738,0.7877211082396165,0.7111790873183781,0.5644584631543342,0.14374875102081525,0.3285371090374397
2025-02-24,81.43506639792754,10.889576323751141,1.8842207440130054,1.7736060188379719,1.475869640768412,0.7876724831752184,0.7111351870996868,0.5644236198210353,0.14770815641458002,0.33072142819139894
2025-02-25,81.43542546289954,10.889624338268607,1.88422905195329,1.7736138390538034,1.4758761481996043,0.7876759561950197,0.7111383226498539,0.5644261084878985,0.14726788587805653,0.3307228864143194
2025-02-27,81.43829809666966,10.890008469651725,1.8842955181131276,1.7710307790580675,1.47592820971509,0.7868218667209893,0.7111634080466482,0.5644460186128933,0.14727308075117007,0.3307345526606325
2025-03-03,81.44045270499916,10.89029658597421,1.8843453708103655,1.7684319409164366,1.4759672582621342,0.7868426836214834,0.7111822232556891,0.5644609521284712,0.14727697714652602,0.33074330288551046
2025-03-04,81.44224829903233,10.888331900778683,1.8843869167398373,1.7684709311938194,1.475999800296394,0.7868600318800061,0.7111979033570903,0.5644733973284171,0.14728022430015303,0.33075059509327015
2025-03-10,81.44229318989763,10.888282782538788,1.8843879554115466,1.7684719059727825,1.476000613865636,0.7868604655962705,0.7111982953684842,0.5644737084654471,0.14728030548082827,0.3307507774025841
2025-03-13,81.4426523186016,10.890535600327725,1.8755770459683918,1.7684797042431741,1.4760071224518603,0.7868639353435991,0.7112014314751933,0.5644761975740343,0.15345440813008773,0.3307522358843308
2025-03-14,81.44480715733911,10.890823746002207,1.8756266706547053,1.7658806596498027,1.4760461751746505,0.7868847544701962,0.711220248696282,0.564491132686562,0.15345846828153994,0.3307609870449342
2025-03-17,81.3396911024557,10.995872204752567,1.8756432128003648,1.7658962338872277,1.4760591932081497,0.786891694423882,0.7112265213245902,0.5644961112330322,0.15345982171310216,0.33076390420137675
2025-03-19,81.48773991694584,11.01809501763851,1.8786153482057324,1.7691103946542057,1.2026338542828405,0.7883239396280695,0.7125210460749168,0.5655235675574861,0.24607097749580242,0.3313659375165938
2025-03-20,81.4837801552266,11.01755961156498,1.8785240600052182,1.7690244276654907,1.2025754142831142,0.788285632332252,0.7124864222951277,0.5654960868766326,0.25091835441273636,0.3313498353378394
2025-03-21,81.47694147315859,11.013542897670058,1.8783664012812487,1.7688759589075571,1.2024744858418288,0.7882194739531483,0.7124266255096745,0.5787002442620449,0.24913041324656932,0.3313220261692803
2025-03-24,81.47694147315859,11.013101177079196,1.877924680690386,1.7688759589075571,1.2024744858418288,0.7860108709988347,0.7124266255096745,0.5787002442620449,0.2522224573826083,0.3313220261692803
2025-03-25,81.47514201076511,11.01506650094935,1.877883205706426,1.7688368923236966,1.202447928541355,0.7859935115229186,0.7124108911816851,0.5786874633536331,0.25221688691299265,0.331314708742835
2025-03-26,81.45751148470285,11.012682934474597,1.8774768477918153,1.7684541311015574,1.202187729061864,0.7858234292285197,0.7122567315389519,0.5785622403205366,0.27380145671461203,0.3312430150647002
2025-03-27,81.44851925759802,11.01146722650396,1.8768280235685435,1.7792980711288382,1.2020550176042546,0.7857366809027835,0.7121781043605591,0.5784983718943544,0.27421279782887137,0.3312064486098201
2025-03-31,81.4176011521941,11.007287240084757,1.8756741750656152,1.7786226441743693,1.2015987138669448,0.8136879413289826,0.711907759388082,0.5782787721545278,0.2842608801071181,0.33108072163550656
2025-04-02,81.41364820393008,11.00675281956178,1.875141730782438,1.7785362893420709,1.20154037442335,0.8136484355428918,0.7043697785078514,0.5782506958413455,0.2970470249048601,0.33106464716333694
2025-04-07,81.40538418869615,11.005635562504965,1.874510059042127,1.7783557563317776,1.2014184102542278,0.8135658449304488,0.7042982803904186,0.5781919996317432,0.3076088562714737,0.3310310419466696
2025-04-08,81.40825843848316,11.006024147928235,1.8741348957466764,1.7784185462652053,1.20146082976547,0.8135945701981914,0.7043231476544527,0.5605584850973084,0.32218420891744176,0.3310427299438616
2025-04-09,81.39317089103464,11.003984380529491,1.8733462923246624,1.7780889485718658,1.2012381607436249,0.813443785168304,0.7041926141052384,0.5692799244363,0.33227362592109977,0.3309813771647785
2025-04-10,81.37521681510418,11.0015570715926,1.8724918919778515,1.7776967296222377,1.200973186165138,0.8132643520374383,0.70403728009472,0.5691543500806493,0.3546999555383716,0.33090836778681554
2025-04-11,81.37521681510418,11.0015570715926,1.8702860464832098,1.7776967296222377,1.200973186165138,0.8132643520374383,0.70403728009472,0.5691543500806493,0.3569058010330132,0.33090836778681554
2025-04-14,81.37449881681779,11.001460001508685,1.8698283791742574,1.7776810444633466,1.200962589613468,0.8132571763587244,0.7040310681596809,0.5691493282587232,0.35822614756366356,0.33090544808164835
2025-04-16,81.36947318355783,11.000780558881134,1.8586844508479736,1.7775712561007444,1.200888418987263,0.8132069501530478,0.7039875876835655,0.5814660408747527,0.3630565413256583,0.33088501158802974
2025-04-17,81.36983213677563,11.000829087714187,1.858251510340485,1.7775790976769186,1.2008937165853097,0.8132105375334259,0.7039906932537505,0.5814686059535007,0.36305814291294464,0.33088647125385995
2025-04-22,81.36983213677563,11.000829087714187,1.8357533751174473,1.7775790976769186,1.2008937165853097,0.8132105375334259,0.7039906932537505,0.5814686059535007,0.3855562781359825,0.33088647125385995
2025-04-23,81.37090901543105,11.000974676782342,1.8357776701611312,1.7776026228205546,1.2009096096598915,0.8132212998644673,0.7040000101287063,0.5814763013255339,0.3851202349867801,0.3300085588395339
2025-04-24,81.37090901543105,11.000974676782342,1.8291604839929734,1.7776026228205546,1.2009096096598915,0.8132212998644673,0.7040000101287063,0.5814763013255339,0.3917374211549378,0.3300085588395339
2025-04-25,81.37162695037019,11.001071738301997,1.8291766226626354,1.7776183065955817,1.2009202052766532,0.8132284749100884,0.7040062215156814,0.5814814316867163,0.39085857817781977,0.3300114705026511
2025-04-28,81.37090901543105,11.000974676782342,1.8291604839929734,1.7776026228205546,1.2009096096598915,0.8132212998644673,0.7040000101287063,0.5814763013255339,0.3917374211549378,0.3300085588395339
