date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-04-02,53.00940267073643,27.35520821693384,0.0,0.0,8.724463259218886,2.1181658434480646,2.546598956684033,1.5412716049178847,3.7316946856302726,0.9731947624305912
2024-04-03,52.89504612221976,27.47983691728643,0.0,0.0,8.697922160470034,2.116038596377058,2.5406116141724144,1.5412022116575799,3.7052608617082337,1.024081516108483
2024-04-05,52.7344737416797,27.63971501983783,0.0,0.0,8.584703592920086,2.122934845355558,2.5380111828334813,1.5798624562324306,3.753630828842374,1.0466683322985375
2024-04-08,52.92446521543573,27.52849135733179,0.0,0.0,8.504090002577124,2.141698699535507,2.5264043527505686,1.5693449112830744,3.7837771709760895,1.0217282901101066
2024-04-09,52.948922424666556,27.530459296719616,0.0,0.0,8.472802784593853,2.1478598384318093,2.5302336700856127,1.5387719641373967,3.810626760522017,1.0203232608431345
2024-04-10,52.93381251104729,27.54166449067946,0.0,0.0,8.442107156797283,2.1377884670217733,2.5280096765534297,1.5337750986121796,3.8635627093960645,1.019279889892517
2024-04-11,52.906757837620646,27.538225293459924,0.0,0.0,8.434708040718505,2.141306493538048,2.526832127311489,1.531526178587165,3.9049353983039117,1.0157086304603167
2024-04-12,52.81395700013595,27.530489051153356,0.0,0.0,8.510073924668651,2.1679020510695457,2.497077255428497,1.542199019041208,3.9370544908484804,1.0012472076543135
2024-04-15,52.745946183324,27.550612249323763,0.0,0.0,8.539440910168045,2.168706704603721,2.4981794153932624,1.5329591431276595,3.959930203609935,1.0042251904496136
2024-04-16,52.77081643803524,27.50596683973011,0.0,0.0,8.491849629296215,2.159796095825782,2.50374396630791,1.5340314074512196,4.018616944692103,1.0151786786614154
2024-04-17,52.72466216444979,27.49356068409482,0.0,0.0,8.47649977378666,2.156094141199861,2.5137249493404137,1.5476260567647337,4.037297983289508,1.050534247074216
2024-04-18,52.76363023470587,27.411747671547953,0.0,0.0,8.48309317632843,2.1573216365046872,2.541099657463638,1.5682180892496111,4.0501316742779325,1.024757859921873
2024-04-19,52.769866952888655,27.322158324852168,0.0,0.0,8.479395758074807,2.1603777939288924,2.548023312173748,1.550240529117539,4.111370660523561,1.058566668440624
2024-04-22,52.69317971342101,27.310461766127254,0.0,0.0,8.48206264533423,2.1375639545860516,2.5502835980800356,1.5532526452106357,4.239959567670825,1.0332361095699623
2024-04-23,52.62315841098868,27.264192266524752,0.0,0.0,8.490707101742194,2.1229065100254085,2.555449837831677,1.5456333683851722,4.369375309071864,1.0285771954302554
2024-04-24,49.61372636201727,27.311577522181558,0.0,0.0,8.458898442814611,5.083750805975763,2.552468873262948,1.5374318514764054,4.4260611627710045,1.016084979500446
2024-04-25,49.58173690933186,27.347033216717527,0.0,0.0,8.393702012210031,5.044174212316935,2.5462458562277237,1.5531095755263313,4.492360031242196,1.0416381864274002
2024-04-26,49.56474056520878,27.290073574917677,0.0,0.0,8.387198582059053,5.066290631240998,2.531500366866228,1.5447193732269497,4.519142475373631,1.0963344311066838
2024-04-29,49.50346937347361,27.26153080413955,0.0,0.0,8.384015367927917,5.054567138459966,2.5132385927301915,1.6555839813565496,4.5240891487591455,1.1035055931530748
2024-04-30,49.316823176080725,27.37369931678602,0.0,0.0,8.368122401109671,5.082550420368247,2.4812041743742217,1.663125504983658,4.554673950354634,1.1598010559428213
2024-05-02,49.35319747082986,27.35712492957485,0.0,0.0,8.381310053366182,5.060464874491259,2.4766626839300763,1.6205152226064667,4.591344198684333,1.1593805665169725
2024-05-03,49.23473795440039,27.365638516565827,0.0,0.0,8.440512622919133,5.042288537426512,2.470359322320806,1.6889907952822498,4.609589436804849,1.1478828142802313
2024-05-06,49.175466012459054,27.387620945466175,0.0,0.0,8.423618774288734,5.118473828920099,2.4636804669317187,1.644837643647919,4.609505313597628,1.1767970146886706
2024-05-07,49.223662738591656,27.40559372114465,0.0,0.0,8.428929431429335,5.082837836115072,2.4566922068913954,1.6331066832627368,4.5998453406462865,1.1693320419188689
2024-05-08,49.204527287419815,27.432382209316618,0.0,0.0,8.386547974283726,5.0718327815355035,2.4537233302465418,1.6633695158533781,4.616424804973473,1.171192096370944
2024-05-09,49.17377918261728,27.403261616188068,0.0,0.0,8.38776084139539,5.088576464493508,2.45160436604796,1.6726335598157405,4.637143906335336,1.1852400631067184
2024-05-10,49.12917112965977,27.398181312126624,0.0,0.0,8.35903683755187,5.071160984293044,2.453731697862418,1.6780485344220206,4.71478927191091,1.195880232173346
2024-05-13,48.991993576042354,27.44043354225066,0.0,0.0,8.351758976952139,5.068573338328509,2.4554299823098225,1.6704698777340425,4.760459591873542,1.2608811145089296
2024-05-14,48.8726075805773,27.547189976448514,0.0,0.0,8.329459038779996,5.087101549550999,2.4570735306643723,1.679674198344602,4.795549935020184,1.231344190614022
2024-05-16,48.87639503931667,27.519579879313444,0.0,0.0,8.312326490372698,5.081498661831337,2.4394339308613384,1.7205641566158048,4.849610675013223,1.2005911666754903
2024-05-17,48.86133756686492,27.423748530214965,0.0,0.0,8.485945348690349,5.084105087752492,2.4338679124681786,1.7067531941428762,4.777219377425274,1.227022982440955
2024-05-20,48.7481517237641,27.304906782202735,0.0,0.0,8.462830146508246,5.059486032341297,2.439324634877827,2.0115598095492517,4.7628185442966045,1.210922326459927
2024-05-21,48.68676701868276,27.251550612800095,0.0,0.0,8.353093001879774,5.09595885876095,2.412641263233035,2.118459459202248,4.799577360008472,1.281952425432664
2024-05-22,48.80778414179109,27.415139450180547,0.0,0.0,8.317093534762126,5.106082301842049,2.402091798017759,2.0391205390330827,4.759794421155907,1.1528938132174371
2024-05-23,48.82539760238191,27.37192723359406,0.0,0.0,8.290983330928647,5.096907155415258,2.395158974446683,2.016646240135626,4.815778927196618,1.1872005359011981
2024-05-24,48.93436223437335,27.458663207380447,0.0,0.0,8.31098454246903,5.110062407538933,2.401890981729763,1.6684109703077,4.846888225290159,1.2687374309106234
2024-05-27,48.92370515028943,27.576059117202878,0.0,0.0,8.322467425726407,5.116289734444248,2.409167478997984,1.7002591080244305,4.7680114614133515,1.1840405239012728
2024-05-28,48.892200911273,27.736501223619157,0.0,0.0,8.2998515057845,5.134374699502087,2.402502315247238,1.6878089923685426,4.745943310536722,1.1008170416687515
2024-05-29,49.02231172220931,27.657241427436073,0.0,0.0,8.173929070733912,5.168430687913099,2.4120595347809015,1.6674042638395927,4.771945142266858,1.1266781508202464
2024-05-30,48.8132559947182,27.599531285968993,0.0,0.0,8.404296376099417,5.128697756300335,2.4064128697168847,1.6197741852623622,4.894257161249118,1.1337743706846914
2024-05-31,48.82013069411912,27.805881992431246,0.0,0.0,8.044238924724485,5.123549679052222,2.423545029725031,1.6184268328412645,4.997598552317043,1.1666282947895807
2024-06-03,48.85495358325055,28.147459493179237,0.0,0.0,7.997338452937304,5.160048939671964,2.4367821843396626,1.601993107710283,4.882076772954804,0.9193474659561937
2024-06-04,48.3510154821368,28.11698244648785,0.0,0.0,7.708889833537796,5.140049429499125,2.4502548301663585,1.6687838668354735,4.978827004606247,1.585197106730349
2024-06-05,48.324148860900166,28.89414127590574,0.0,0.0,7.57080292584588,5.1100000601095035,2.446928407640655,1.6431558296460036,5.0412165148028745,0.9696061251491787
2024-06-06,50.493717714454824,29.806291583164114,0.0,0.0,7.904866622425464,5.319127738393875,2.5532168671453954,1.859894153250366,1.0213202870026328,1.0415650341633271
2024-06-07,50.72048544004095,29.76081186492222,0.0,0.0,7.906469977018755,5.345074071632127,2.558597735797564,1.6699901611512806,1.034071126772327,1.0044996226647793
2024-06-11,50.24968896538958,29.326000344558995,0.0,0.0,7.739320883114123,5.507715846615473,2.522445933090784,1.73134258399621,1.90911642280349,1.014369020431341
2024-06-12,49.84885412289739,28.057124770585734,0.0,0.0,7.558143262773727,5.851960496936417,2.4624016527376598,3.2762675806083803,1.8606795354361976,1.0845685780244931
2024-06-13,49.9170812652054,27.932250914346763,0.0,0.0,7.511075553396182,5.859842767294755,2.4676153521225572,3.239884219546061,1.8544989508305885,1.217750977257694
2024-06-14,50.510238518599614,29.23545270972521,0.0,0.0,7.566862266602293,5.466117079754362,2.4924050441348307,1.6411498013300643,1.928601028240951,1.1591735516126769
2024-06-17,50.558068360412356,29.601279409926175,0.0,0.0,7.656011879188725,5.33677368542653,2.5187530038939023,1.6758626820700593,1.3235888735941626,1.3296621054880866
2024-06-18,50.216493502369154,29.861956490720974,0.0,0.0,7.606337484522048,5.3219021229309655,2.5172022328879455,1.7308258224905666,1.382752171522785,1.3625301725555645
2024-06-19,50.1547096222256,30.117304840532395,0.0,0.0,7.62725304600652,5.294140167515246,2.520400170490164,1.7258892401622212,1.2270647794124856,1.3332381336553656
2024-06-20,50.0573050937962,30.089737546031724,0.0,0.0,7.622270846513302,5.304867491596495,2.524502449631509,1.7514830656443436,1.3049066537182432,1.3449268530681822
2024-06-21,50.00837430956575,30.149376304763383,0.0,0.0,7.647104410860601,5.318285510582308,2.5253217425818755,1.765632620032234,1.260611480021489,1.3252936215923585
2024-06-24,49.795546609283235,30.273593797329294,0.0,0.0,7.516699476178614,5.334239408779906,2.5355199084105844,1.857307018428759,1.362843363796397,1.324250417793209
2024-06-25,49.67372066052943,30.36910214814158,0.0,0.0,7.431983263161077,5.3257297477070304,2.537386333554888,1.8409729584914036,1.4689284751804645,1.3521764132341287
2024-06-26,49.49612725634089,30.475521755143696,0.0,0.0,7.4252307315248265,5.3479037030963665,2.5476070356579124,1.8414749461306894,1.5480448589707496,1.3180897131348683
2024-06-27,49.44084285654092,30.48091794459818,0.0,0.0,7.450530914764267,5.33913790888643,2.546085012400981,1.7996405111123561,1.6121118133827994,1.3307330383140725
2024-06-28,49.5297530626877,30.50283734618331,0.0,0.0,7.461790545727963,5.331394409026053,2.5450487788739555,1.8158975711144978,1.5222060077433568,1.291072278643162
2024-07-02,49.48904382852361,30.39828874331254,0.0,0.0,7.4945892827565155,5.313407327946988,2.5489649595939787,1.8461612281583817,1.6194921118219212,1.2900525178860636
2024-07-03,49.442152682698044,30.486493402623882,0.0,0.0,7.416175916181388,5.300480162044332,2.557475370802043,1.8661621336660792,1.655520961754476,1.275539370229757
2024-07-04,49.524864711603456,30.211558164834422,0.0,0.0,7.290362605632642,5.278660565798342,2.630469099420881,2.0899236231190312,1.6917642870605765,1.2823969425306483
2024-07-05,49.57823560365591,30.250521668422277,0.0,0.0,7.261351094986557,5.2933501807830385,2.6944941578069805,1.8721312468273756,1.7622447351013995,1.2876713124164563
2024-07-08,49.47798477586222,30.22966196162389,0.0,0.0,7.250299608181414,5.312850999153129,2.6976818266017206,1.8766297785053878,1.8275934146816915,1.3272976353905472
2024-07-09,49.58908788956692,30.183704148082903,0.0,0.0,7.243565986547075,5.2816324867740745,2.6898146893485277,1.872745890166759,1.8386073319714997,1.3008415775422437
2024-07-10,49.538440638422834,30.089476129948896,0.0,0.0,7.237926685198419,5.349431038636434,2.6897009933834726,1.8409330580566243,1.9048204701240357,1.3492709862292864
2024-07-11,49.54196929911599,30.053918096349243,0.0,0.0,7.229498809343847,5.323158021916627,2.6874997980314657,1.8279512121784125,1.9507952203881689,1.3852095426762467
2024-07-12,49.507025297240794,30.04206031051117,0.0,0.0,7.24525366499323,5.301328400520936,2.681342813965591,1.8167342417319543,2.0037645543427485,1.4024907166935814
2024-07-15,49.53046033888506,29.90288688884378,0.0,0.0,7.271589840545463,5.302880537386683,2.6837887265765086,1.8086027305710226,2.0877742498191387,1.4120166873723397
2024-07-16,49.50111818060058,29.87758108508708,0.0,0.0,7.389116454625695,5.293674780755388,2.671543388978099,1.8031114343269996,2.0853127746662614,1.378541900959899
2024-07-17,49.43383126316172,29.851491377018764,0.0,0.0,7.400483500170465,5.2956426404316845,2.6707979218633295,1.8032046312359293,2.169631026415379,1.3749176397027256
2024-07-18,49.42620386887848,29.82503552141887,0.0,0.0,7.359763284622015,5.292229684450349,2.6710731495295263,1.7909891323126153,2.220345583750246,1.4143597750378982
2024-07-19,49.40256015241496,29.849633000195364,0.0,0.0,7.321113427605903,5.268293507680145,2.677083232970583,1.815292693080221,2.2583413489107467,1.407682637142083
2024-07-22,52.23785468233238,28.154237841089664,0.0,0.0,6.932213626900283,4.951524565025057,2.5326595368245703,1.7138538534939483,2.1408724693426207,1.3367834249914687
2024-07-23,52.20847833392358,28.119565522304747,0.0,0.0,6.915861964817648,4.952803056678637,2.5409363914391805,1.7138333357047324,2.1741603749777725,1.374361020153704
2024-07-24,52.2127417320524,28.12033722557753,0.0,0.0,6.894189747055746,4.972609154668086,2.5370827424925935,1.7190747230972172,2.170355913734168,1.3736087613222596
2024-07-25,52.206280690489535,28.141074400829062,0.0,0.0,6.884901165716883,4.993569533379644,2.5375751286334487,1.6945683433377448,2.203296131895079,1.3387346057185947
2024-07-26,52.1988278737709,28.047447278128047,0.0,0.0,6.895012491211486,4.967332269893053,2.5381846966552253,1.74352638976966,2.26507304549826,1.3445959550733644
2024-07-29,52.14051174456378,28.103898213233286,0.0,0.0,6.8953855495288305,4.964478500604434,2.5389698554414357,1.7299814179921351,2.30245837977492,1.324316338861181
2024-07-30,52.12700940582171,28.06158016952347,0.0,0.0,6.891358262108609,4.980614796132055,2.5394453969964377,1.6779360031669035,2.355487200772266,1.3665687654785434
2024-07-31,52.12300304459555,28.150062594767522,0.0,0.0,6.878494239890161,4.9771029727409,2.532940135872748,1.7004133066637603,2.3701376615005754,1.2678460439687824
2024-08-01,52.085840494139646,28.10936306305424,0.0,0.0,6.894696637697686,4.9804942360440325,2.532491525773886,1.7162776548941643,2.4219852186124173,1.258851169783926
2024-08-02,52.106114370344535,28.035024926009395,0.0,0.0,6.9174648204478855,4.98450738754808,2.5146591334386104,1.7256318271925384,2.4427009069180747,1.2738966281008828
2024-08-05,52.12003099877168,28.119029659715494,0.0,0.0,6.913744350826715,4.971882970948551,2.5038171864542402,1.6992885108604454,2.4477227469762752,1.2244835754466024
2024-08-06,52.08747593815144,28.133255200727803,0.0,0.0,6.915475772442521,4.979032955515174,2.506140222996198,1.7106145923255127,2.4485647906306016,1.2194405272107463
2024-08-07,52.07237795005436,28.15318482791625,0.0,0.0,6.907372468820346,4.975853054403365,2.509224673719851,1.680116940444061,2.538085571826973,1.1637845128147932
2024-08-08,52.13217630590016,28.173855536400126,0.0,0.0,6.875166056524027,4.939913155874449,2.5069509351199653,1.6709531177638688,2.5813790017363707,1.1196058906810364
2024-08-09,52.09143930888898,28.093974813175144,0.0,0.0,6.881248341494619,4.93747990617567,2.5033722396997065,1.690438128174462,2.6458445025431323,1.1562027598482878
2024-08-12,57.9166403757597,25.560298233991546,0.0,0.0,6.269136855304113,4.512870778844437,2.280451978058607,1.5119715878240216,0.8728264553854245,1.0758037348321552
2024-08-13,57.84090885914917,25.517046263470295,0.0,0.0,6.275299690530709,4.507631504302631,2.2797957582499055,1.5759968685632497,0.9114945338128733,1.091826521921179
2024-08-14,57.82441752575149,25.496769699184295,0.0,0.0,6.275354849003538,4.533731196314425,2.269279947507707,1.5151974990651944,1.008744139857527,1.0765051433158244
2024-08-15,57.79305124094834,25.489572970419122,0.0,0.0,6.298745551947134,4.540301914331725,2.266695439291864,1.5047045271511115,1.0330638339161347,1.073864521994572
2024-08-16,57.845082634009934,25.478526580161436,0.0,0.0,6.299000075329123,4.5344432721514405,2.2658921589831666,1.493183755080824,1.0424544371985214,1.0414170870855473
2024-08-19,57.96565481030187,25.470420499551906,0.0,0.0,6.275083421379798,4.552743840835694,2.266468483445955,1.4758820416318068,1.035766728692989,0.957980174159982
2024-08-20,58.05945973783081,25.47159512263768,0.0,0.0,6.3353871296223385,4.553362567231857,2.256053356715053,1.4823316400778366,0.8742658195523939,0.9675446263320283
2024-08-21,58.026964240375875,25.42729139277153,0.0,0.0,6.434871868493419,4.535604150267487,2.247463443408175,1.5370052079486876,0.8925817022119751,0.898217994522855
2024-08-22,58.01886057266836,25.507092985905583,0.0,0.0,6.497533196719848,4.526683490588301,2.2425890552908467,1.5220075339159402,0.8923077052061594,0.7929254597049608
2024-08-23,58.07186685530481,25.48039937123971,0.0,0.0,6.479715113523402,4.513999425840451,2.2406492608689152,1.524530259163175,0.9104847968250346,0.7783549172345041
2024-08-26,58.14363720385936,25.39429053309884,0.0,0.0,6.497479434527316,4.515438584552221,2.2330246073315676,1.509686342566986,0.9394687469246426,0.7669745471390624
2024-08-27,58.242656469702794,25.2743829013479,0.0,0.0,6.487230028291815,4.5249678949153065,2.225611998875869,1.5693982808918774,0.9353012968843811,0.7404511290900664
2024-08-28,58.169276443649935,25.333850782825213,0.0,0.0,6.497657490927927,4.512399058109995,2.2203090202306175,1.5250030672135833,0.8873724291444439,0.8541317078982882
2024-08-29,58.158721856001264,25.355073756104584,0.0,0.0,6.515191222619034,4.517586587252673,2.233418008407615,1.4856612456853815,0.8603258166029798,0.874021507326473
2024-08-30,58.21237187531568,25.3764334011575,0.0,0.0,6.512498635203332,4.494117000183695,2.2300629094989057,1.445513484124207,0.9112735178434963,0.8177291766731787
2024-09-02,58.77293052914826,25.091076976695742,0.0,0.0,6.422979908766389,4.441925499402274,2.209519995509002,1.4227856989490963,0.81840587381775,0.8203755177114898
2024-09-03,58.506117163270446,25.35785772467652,0.0,0.0,6.34533477030492,4.453807882705323,2.2051638756348777,1.4563415201757755,0.8410573041404782,0.8343197590916583
2024-09-04,58.353405590259946,25.365442671475975,0.0,0.0,6.35665949150562,4.452360126980216,2.210713837196918,1.4877325120698237,0.8458356171495165,0.9278501533619874
2024-09-05,58.25729835758998,25.375404570318732,0.0,0.0,6.376613895283318,4.460960343776128,2.2108566646171166,1.548202156591275,0.8256593752459789,0.9450046365774657
2024-09-09,58.20365773575281,25.343269180500634,0.0,0.0,6.388765173269887,4.465256049359286,2.2158123826507783,1.592594845574417,0.8394413300329596,0.9512033028592313
2024-09-10,58.139125765625636,25.347537090487304,0.0,0.0,6.4406089521084136,4.606262974399232,2.2162541355317797,1.4671929565773967,0.8304279541856108,0.9525901710846295
2024-09-11,58.13956928429758,25.146746075657433,0.0,0.0,6.4734334147202865,4.484515720854885,2.217670157275927,1.6453097697660675,0.8226659124014681,1.0700896650263592
2024-09-12,57.682661531594036,25.00315791653699,0.6674990385608834,0.2206714293068147,6.4715501074232895,4.40984383574467,2.1974113108555153,1.5657661018023294,0.8332818279763171,0.9481569001991539
2024-09-13,57.77815416901618,24.800374688072946,0.9306074969580257,0.28510336178158296,6.493646037105713,4.3880329525787625,2.1863744462840304,1.4030398828317776,0.8056613228963015,0.929005642474676
2024-09-16,57.84994861788362,24.457355282347752,1.137085099619468,0.4390901179602707,6.448539886937538,4.399754003374358,2.171579362169222,1.3963923352034038,0.7901111067172077,0.910144187787163
2024-09-17,57.71737881226817,24.502045492233744,1.2226874955376659,0.48683331419834935,6.4551276581785,4.367973079868686,2.1610625174213816,1.386495790123107,0.7788968248131191,0.9214990153572704
2024-09-19,57.556563689506554,24.330201013064375,1.2235872865851463,0.4871915809339868,6.483109790674053,4.377530557910274,2.1583699376945,1.600102711740989,0.7762069129483438,1.0071365189417782
2024-09-20,57.62316226118508,24.350199696912398,1.2243060824213463,0.48747778142302944,6.414029359176657,4.452115124818096,2.1579581375555033,1.5568883755542,0.7828633773702773,0.9509998035834148
2024-09-23,57.443232670169905,24.29674777992671,1.4618636168246621,0.6204799430427314,6.409444952757057,4.401018021695037,2.132002304025443,1.6248850793150016,0.7667110177620613,0.8436146144813849
2024-09-24,57.163833058442926,24.261477827082633,1.6878751485009078,0.7628751611693885,6.403225140559544,4.399531715906487,2.1034274592634903,1.6030094463515734,0.7872209365538245,0.8275241061692249
2024-09-25,57.343388522464025,23.89586008530952,1.82757693606532,0.8136626266305313,6.424463566802919,4.3793579242684135,2.093832062048995,1.6470786035392389,0.7712146611097045,0.8035650117613415
2024-09-26,57.35928223102367,23.6813954406522,1.9992799818568323,0.9249943460631886,6.445776830947526,4.3867186648614105,2.0604000516988643,1.5971912658101095,0.7596793975503193,0.7852817895358756
2024-09-27,57.39915653583638,23.4729855872678,2.148921678113243,1.01778439155577,6.472365195102543,4.380938261310449,2.058072609487058,1.5685440041052139,0.7789512264119806,0.7022805108095563
2024-09-30,57.11071216171083,23.445939819638316,2.4180145759808114,1.2579835134727113,6.374195885748833,4.418610664564169,1.9881084354664438,1.5256656404386295,0.7474893435807898,0.7132799593984672
2024-10-02,57.05686801058554,23.193224216312245,2.6079156664753484,1.3891513852332813,6.2909945844461985,4.3594268609357,1.9522976322302625,1.5347314362815303,0.8769952714719111,0.7383949360279876
2024-10-03,56.84455284884218,23.058473505806653,2.794666391086196,1.5716471468655853,6.302422220595415,4.3408161927942865,1.9169363311561074,1.5517401353005382,0.895926564124316,0.7228186634287285
2024-10-04,56.621291987099895,22.97326152621721,2.7937962249836112,1.5711577882513377,6.3229383762204705,4.344427674209514,1.913392591643092,1.7481984812935936,0.9649415626038428,0.7465937874774274
2024-10-07,56.83963983648859,22.91104005759476,2.7955918467659306,1.572167598889213,6.345671176733076,4.349945727026502,1.9061432229173871,1.5654615622225383,0.9698077001480809,0.7445312712139177
2024-10-08,57.04482127769042,22.83831944343305,2.797458590719902,1.5732174067727391,6.250246904915341,4.333082243627309,1.8989558286835195,1.5607280228554499,0.9760655834170373,0.7271046978852416
2024-10-09,57.139240196748666,22.625621415082247,2.7981132713179466,1.5735855819858189,6.2543986956778514,4.325060730192684,1.910462799934563,1.5727230504928593,0.9807104560650391,0.8200838025023357
2024-10-10,57.16076719503527,22.51567537075461,2.9384388428503625,1.717832666106579,6.260712207899231,4.322509070579193,1.915585308849951,1.5365978192840544,0.9034346952798235,0.7284468233609296
2024-10-14,57.122003573259875,22.45251645492522,3.0541493141421063,1.702322176266315,6.241322056070726,4.358754935360922,1.902528578492945,1.5885446351448076,0.8784213721709683,0.6994369041661248
2024-10-15,57.02068123452775,22.45455862406,3.1484760233303044,1.8357164472576186,6.23270290853782,4.297719118498586,1.8955965200930298,1.5513241033474214,0.8804411952931385,0.6827838250543321
2024-10-16,56.999650297517356,22.408860539767407,3.2074731309594697,1.9027015652364083,6.238107673459094,4.288689363502396,1.8922023085718787,1.5592316897391372,0.839484985165273,0.6635984460815849
2024-10-17,56.99813855292258,22.476323688103108,3.203348996523154,1.889400073695101,6.228842848125019,4.319628180129849,1.8997094333852622,1.5604143212693014,0.7660029914940565,0.6581909143525689
2024-10-18,56.99825894255919,22.57333519533113,3.2043090183309286,1.9313785396241314,6.194479564706342,4.318198059621283,1.8959444681342499,1.519699919922114,0.7460577903605066,0.6183385014101269
2024-10-21,57.02211772333303,22.558439849097788,3.2541234548905,1.9296057493903938,6.161402713424908,4.2529253877482,1.8908479098673614,1.5797761332690352,0.7294095011508168,0.6213515778279612
2024-10-22,56.87453509032083,22.539689696029008,3.32009667284529,1.9776074329971516,6.156630848713857,4.248940189755144,1.8897998880950932,1.6529778579543681,0.7187871089965758,0.6209352142926745
2024-10-23,56.83180263789897,22.59823195302847,3.3024229109868486,1.9834433640747908,6.19905905701231,4.247351057865441,1.8941077036453025,1.598157614641951,0.719547463337579,0.6258762375083361
2024-10-24,56.8274272092478,22.597009900752216,3.3089155546620974,1.9942997399086597,6.19265475903133,4.243447992905107,1.8917499810685179,1.6036880146569703,0.7217852815207395,0.6190215662465526
2024-10-25,56.791397518716536,22.587039986994355,3.308881309679025,2.0341208421158457,6.195153555495311,4.245316868957385,1.9003910767622585,1.6010963335529247,0.6898221899343628,0.6467803177919953
2024-10-28,56.79050935936096,22.586766954861638,3.254296706969783,2.1107753131827587,6.164715465695419,4.2379467725917,1.9021265485375163,1.6090921201602022,0.7026351755558766,0.641135583084143
