date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-08-30,71.01471629066384,8.769819600740853,4.9667947443773715,6.563930845499471,4.782701175089155,3.9020373436293054
2024-09-12,71.01471629066384,8.769819600740853,4.969282495313699,6.563930845499471,4.782701175089155,3.899549592692978
2024-09-16,71.00853348656545,8.769056067780335,4.977556221385582,6.563359365380237,4.782284775419181,3.899210083469215
2024-09-17,71.04476237526428,8.773530081545648,4.929075322393383,6.566708022284747,4.7847247196673965,3.9011994788445485
2024-09-19,71.0474147210756,8.773857627658609,4.9280148935561225,6.564464283714281,4.784903349930125,3.901345124065264
2024-09-24,71.05006726493673,8.774185198229333,4.926954385536981,6.5647093669380086,4.785081993531117,3.899001790827825
2024-09-26,71.05979495387894,8.77538649961602,4.9139376348127835,6.565608162015561,4.785737134208499,3.8995356154681993
2024-09-27,71.06067942132313,8.775495725144664,4.912754117092078,6.565689882863114,4.785796701347616,3.8995841522294095
2024-10-02,71.05802608504086,8.773923422644126,4.913815313728687,6.565444726423209,4.785618004378623,3.903172447784489
2024-10-03,71.05979495387894,8.774141834561611,4.9139376348127835,6.565608162015561,4.785737134208499,3.90078028052261
2024-10-04,71.13644929095526,8.69486261286194,4.926806879369727,6.561198255156604,4.782522709208937,3.8981602524475445
2024-10-07,71.13821896662598,8.695078916697451,4.924441724537252,6.561361479397325,4.782641684982505,3.8982572277594727
2024-10-08,71.1452985498881,8.695944239670892,4.914979928321654,6.56201445757953,4.78311764727835,3.898645177261469
2024-10-09,71.21262493634114,8.69919276212818,4.829979492198444,6.568224238552924,4.7876440184333635,3.9023345523459456
2024-10-10,71.22592809844588,8.700817849977396,4.818427840026701,6.569451242217847,4.78853839361661,3.8968365757155716
2024-10-15,71.22770222893644,8.701034574232912,4.816057010557465,6.569614877344356,4.78865766888892,3.8969336400399035
2024-10-18,71.22858932732534,8.69989750027711,4.816116991664269,6.569696697964577,4.788717308753327,3.8969821740153865
2024-10-21,71.21173823555414,8.697839299032896,4.838635370349849,6.568142454605108,4.787584405299837,3.896060235158177
2024-10-22,71.1585765671833,8.691346104795333,4.910920358981186,6.563239142038449,4.784010331969258,3.8919074950324677
2024-10-23,71.16034734396833,8.691562388406606,4.912286813844487,6.563402467839328,4.784129381771036,3.8882716041702183
2024-10-24,71.15946194455954,8.691454245255434,4.913469925059941,6.563320803922814,4.784069856129519,3.888223225072757
2024-10-25,71.13556448613707,8.68853539706883,4.951621870720504,6.561116646081552,4.7824632235419084,3.8806983764501313
2024-10-28,71.10284217423035,8.684538676619228,4.995344060849209,6.558098536829163,4.780263293669788,3.8789132578022723
2024-11-01,71.09488724440261,8.683567057290857,5.005973106724064,6.557364821944237,4.77972848158779,3.87847928805043
2024-11-07,71.08339993213758,8.682163990906933,5.005164255644948,6.556305301347678,4.778956186479967,3.894010333482896
2024-11-15,71.02954746708497,8.675586422398,5.077131917250698,6.551338273849666,4.775335670701794,3.8910602487148824
2024-11-18,71.02513694861958,8.675047719344436,5.078058539868783,6.550931474152073,4.775039150353503,3.8957861676616217
2024-11-20,71.02690109027594,8.67526319253759,5.075700842886754,6.55109418796859,4.775157754073787,3.895882932257339
2024-11-27,71.02601900849335,8.675155454603034,5.076879706017865,6.551012830049961,4.7750984514771755,3.895834549358622
2024-12-05,71.02601900849335,8.67142976010253,5.080605400518368,6.551012830049961,4.7750984514771755,3.895834549358622
2024-12-06,71.01896314288233,8.670568323070064,5.090034881453969,6.550362039441252,4.774624083725424,3.895447529426958
2024-12-10,71.01719939551904,8.670352990554054,5.092391958962845,6.550199361991956,4.7745055065135675,3.895350786458534
2024-12-11,71.0383701475259,8.672937686860543,5.0640992995718435,6.5521520248323455,4.775928821892013,3.896512019317359
2024-12-12,71.03925253611803,8.670561156869784,5.065404331802616,6.552233411049239,4.7759881451155115,3.896560419044827
2024-12-17,71.03925253611803,8.658139861303814,5.077825627368586,6.552233411049239,4.7759881451155115,3.896560419044827
2024-12-18,71.03484081235196,8.657602168126699,5.083720543174363,6.551826500181961,4.775691543734529,3.896318432430485
2024-12-23,70.99780395486749,8.653088180708817,5.1332089445700335,6.548410443193936,4.773201545797287,3.894286930862441
2025-01-02,70.80809093824327,8.630268092498289,5.385869706525817,6.531140851016939,4.7606135681820145,3.8840168435336753
2025-01-06,70.80896764599912,8.630374947843087,5.384698245175254,6.531221716095531,4.760672511542619,3.884064933344394
2025-01-07,70.72665190038573,8.620342097875461,5.4946889620194925,6.523629141267798,4.755138208184774,3.8795496902667455
2025-01-08,70.71615728083549,8.604224705985638,5.470379699252769,6.52266114682603,4.754432627402101,3.932144539697967
2025-01-09,70.7135341125615,8.603905538059397,5.473886211914945,6.5224191930994655,4.754256264922739,3.931998679441953
2025-01-13,70.71440848036264,8.604011924737152,5.472717403266072,6.52249984234716,4.754315050962053,3.9320472983249233
2025-01-14,70.68381846743684,8.600289955740346,5.513608515256047,6.519678304858921,4.752258404205223,3.93034635250263
2025-01-15,70.65500068567701,8.596783618867361,5.552130602320924,6.517020233031347,4.750320909195361,3.928743950907997
2025-01-17,70.66023853444517,8.597420921988883,5.545128923011915,6.517503357595332,4.750673063498398,3.929035199460314
2025-01-20,70.67770364044644,8.574828927318363,5.546499513692612,6.519114290269279,4.751847288357418,3.9300063399158884
2025-01-24,70.66460400168539,8.5732396402363,5.570183947046184,6.517906016119925,4.750966565304475,3.923099829607727
2025-02-03,70.67246320217396,8.574193141782386,5.5596816189436975,6.518630926856636,4.751494959955216,3.923536150288117
2025-02-04,70.67333655458602,8.574299099490984,5.558514549393297,6.518711482447674,4.751553677727262,3.9235846363547613
2025-02-10,70.6235898930449,8.56826368675898,5.62499151002928,6.5141229891118435,4.748209079267307,3.9208228417876976
2025-02-12,70.60092168401768,8.56551351231237,5.704663602616664,6.512032136724281,4.74668503615258,3.8701840281764213
2025-02-13,70.59656408123058,8.564984834999612,5.710483662906174,6.511630203594914,4.746392063094302,3.869945154174418
2025-02-14,70.5721714428859,8.59657760847219,5.70851056740818,6.509380294655891,4.74475208207619,3.868608004501653
2025-02-18,70.46261284404574,8.58323199392826,5.707041024901772,6.499274915016589,4.737386170282234,4.010453051825403
2025-02-21,70.45566822592826,8.589777863741809,5.708942490473802,6.498634362807361,4.736919265401764,4.010057791647006
2025-02-24,70.47824324141135,8.56048870600617,5.710771718247234,6.500716619282295,4.738437042870223,4.011342672182725
2025-02-25,70.47824324141135,8.56048870600617,5.7120040815873825,6.500716619282295,4.738437042870223,4.0101103088425765
2025-02-26,70.47824324141135,8.556791615985725,5.715701171607828,6.500716619282295,4.738437042870223,4.0101103088425765
2025-02-28,27.56120481927711,3.3269397590361445,2.2486746987951807,2.5421686746987953,1.853012048192771,1.5681927710843373
2025-03-03,70.5060477433306,8.486196400325966,5.752475870052729,6.503281229003031,4.740306412420219,4.011692344867463
2025-03-04,70.5069169875197,8.486301023647579,5.812957161649523,6.503361405663041,4.740364853985667,3.9500985675344804
2025-03-05,70.49648747163289,8.48504571402509,5.826889486328937,6.502399416201637,4.739663650292947,3.949514261518492
2025-03-06,70.48779856508808,8.48399990632769,5.8384966086925445,6.501597975692035,4.739079472329076,3.9490274718705747
2025-03-07,70.48606104079698,8.4837907757232,5.840817689826575,6.501437711296726,4.738962654016286,3.9489301283402294
2025-03-11,70.42183280609876,8.451432645527209,5.950013483577741,6.495513478036545,4.734644421431377,3.946563165328365
2025-03-12,70.48866735935731,8.371942824674083,6.059194235630675,6.501678110852688,4.7391378836452285,3.839379585840023
2025-03-13,70.48953617504336,8.372046013959984,6.058036358078635,6.501758247988769,4.739196296401292,3.8394269085279644
2025-03-17,70.47390076882411,8.370188995919897,6.078873787891297,6.500316081720372,4.738145087054944,3.838575278589376
2025-03-18,70.4253016098584,8.364416871187931,6.1436422722979485,6.495833430822144,4.734877638201166,3.8359281776324132
2025-03-19,70.42616886419417,8.36451987503217,6.143717928351614,6.495913423943629,4.734935945983556,3.8347439624948745
2025-03-20,70.40102715738134,8.361533793157783,6.177224040702219,6.493594423017976,4.7332456031287435,3.833374982611939
2025-03-21,70.34906678114841,8.355362456469674,6.298135530464155,6.488801742812192,4.729752170827085,3.778881318278493
2025-03-25,70.34906678114841,8.306158272637923,6.3485698188917,6.488801742812192,4.729752170827085,3.777651213682699
2025-03-26,70.34906678114841,8.281556180722047,6.373171910807576,6.488801742812192,4.729752170827085,3.777651213682699
2025-03-27,70.32311534493549,8.27850115402729,6.407710402477009,6.486408054704705,4.728007387742103,3.7762576561133936
2025-04-01,70.30409645722771,8.263969050683563,6.447774257829836,6.484653805539062,4.726728698065914,3.772777730653911
2025-04-02,70.24019926332505,8.256458187740344,6.5499957627066605,6.478760106558716,4.7224327222214715,3.7521539574477494
2025-04-03,70.30236797753845,8.263765874718338,6.555793081321092,6.484494375392604,4.726612487845414,3.666966203184102
2025-04-08,70.2669528645798,8.25960296797229,6.604094661557043,6.4812277841327255,4.724231436964992,3.663890284793135
2025-04-09,70.25573113158292,8.258283897550303,6.625152484155775,6.480192722774285,4.723476970439265,3.657162793497449
2025-04-10,70.23983374867507,8.256559594885218,6.645877062942388,6.478839679730382,4.722490723898259,3.6563991898686914
2025-04-11,69.90925860502983,8.21770111204967,7.085236767440183,6.448347817157862,4.700264901795636,3.6391907965268158
2025-04-14,69.91524128665023,8.213514204083529,7.082175485868046,6.448899652676324,4.700667140197245,3.6395022305246285
2025-04-15,69.91182248606067,8.213112569666103,7.086719094777686,6.448584306529635,4.700437281252406,3.6393242617135018
2025-04-16,69.92891983335963,8.215121134641462,7.088452193605109,6.4501613457420985,4.701586800830023,3.615758691821685
2025-04-25,69.92720972232581,8.214920233936434,7.090724344575699,6.4500036071110225,4.701471823571921,3.6156702684791076
2025-05-02,69.91011321114533,8.208021964991461,7.118329545774049,6.448426645021142,4.700322360209723,3.6147862728582973
