date,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL
2024-03-07,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,56.86235620785403,43.13764379214597,0.0,0.0,0.0
2024-03-11,39.911986710576166,0.0,0.0,33.42173520240142,25.354821787660654,0.0,1.3114562993617578,0.0
2024-03-12,15.518606492478227,0.0,0.0,12.939712702183012,9.274968894921388,61.75771971496437,0.508992195453003,0.0
2024-03-13,15.494710640945861,0.0,0.0,12.943372744243934,9.277592351643378,61.77518809752785,0.5091361656389659,0.0
2024-03-27,15.696703918517471,0.0,0.0,12.723157448012449,9.279954731928138,61.79091809308247,0.509265808459471,0.0
2024-03-28,15.7532890083463,0.0,0.0,12.66657235818362,9.279954731928138,61.79091809308247,0.509265808459471,0.0
2024-04-03,14.634658271021909,0.0,7.241243604879968,11.746031746031745,8.60553587826315,57.30027548209367,0.47225501770956313,0.0
2024-04-09,14.635349432742462,0.0,7.241585592393187,11.741863711260141,8.605942298206395,57.302981644154784,0.47227732124303395,0.0
2024-04-10,14.766537577532194,0.0,7.241585592393187,11.610675566470409,8.605942298206395,57.302981644154784,0.47227732124303395,0.0
2024-04-19,15.028913867111656,0.0,7.241585592393187,11.348299276890945,8.605942298206395,57.302981644154784,0.47227732124303395,0.0
2024-04-22,15.130053406360497,0.0,7.2397620321697245,11.265699266580627,8.60377516866547,57.288551732821304,0.47215839340237337,0.0
2024-05-03,16.44160449914487,0.0,7.2397620321697245,11.265699266580627,8.60377516866547,55.977000640036934,0.47215839340237337,0.0
2024-05-07,16.389142455433493,0.0,7.2922240758811,11.265699266580627,8.60377516866547,55.977000640036934,0.47215839340237337,0.0
2024-05-14,16.677683695846053,0.0,7.2922240758811,10.977158026168068,8.60377516866547,55.977000640036934,0.47215839340237337,0.0
2024-05-16,16.732954843584388,0.0,7.293448489364159,10.909739639630185,8.605219800400878,55.98639955504717,0.4722376719732189,0.0
2024-05-17,16.72417952402429,0.0,7.342066896718095,10.904018208325903,8.600706936155483,55.95703841998721,0.4719900147890204,0.0
2024-05-20,17.24861287378987,0.0,7.342066896718095,10.904018208325903,8.600706936155483,55.432605070221626,0.4719900147890204,0.0
2024-05-21,17.249969842710065,0.0,7.342644505866248,10.897008921313073,8.601383564014748,55.43696601929018,0.4720271468056874,0.0
2024-05-22,17.171298651575782,0.0,7.42131569700053,10.897008921313073,8.601383564014748,55.43696601929018,0.4720271468056874,0.0
2024-05-27,17.48598341611291,0.0,7.42131569700053,10.582324156775949,8.601383564014748,55.43696601929018,0.4720271468056874,0.0
2024-05-31,36.7719236326337,0.0,15.606560269999006,22.253962301609185,18.088168793497083,6.286741592861792,0.9926434093992301,0.0
2024-06-04,37.83891151057702,0.0,15.614482294390925,21.166175610509704,18.097350503746373,6.289932797033799,0.993147283742179,0.0
2024-06-05,38.05961090696417,0.0,15.614482294390925,21.166175610509704,18.097350503746373,6.06923340064665,0.993147283742179,0.0
2024-06-11,38.16996060515774,0.0,15.614482294390925,21.166175610509704,18.097350503746373,6.06923340064665,0.8827975855486034,0.0
2024-06-14,38.33548515244811,0.0,15.614482294390925,21.00065106321934,18.097350503746373,6.06923340064665,0.8827975855486034,0.0
2024-06-17,38.55618454883526,0.0,15.614482294390925,21.00065106321934,18.097350503746373,6.06923340064665,0.6620981891614527,0.0
2024-06-21,38.776883945222416,0.0,15.614482294390925,21.00065106321934,18.097350503746373,6.06923340064665,0.4413987927743017,0.0
2024-06-24,39.33948518698397,0.0,15.61879111660559,20.426950417236963,18.10234447436973,6.070908207867897,0.44152059693584705,0.0
2024-07-09,39.51290600366535,0.0,15.621894941376494,20.245534235686367,18.105941840181945,6.072114641524432,0.44160833756541323,0.0
2024-07-17,39.86303639476446,0.0,15.629314629701222,19.876290937206605,18.114541337604244,6.074998619318495,0.4418180814049815,0.0
2024-07-19,39.92938710211287,0.0,15.61207039223258,19.854360898107796,18.094555083576985,6.068295912175208,0.4413306117945606,0.0
2024-08-06,40.20521873448447,0.0,15.61207039223258,19.578529265736194,18.094555083576985,6.068295912175208,0.4413306117945606,0.0
2024-08-08,40.19796080508475,0.0,15.613965395480225,19.580905720338983,18.09675141242938,6.069032485875706,0.4413841807909605,0.0
2024-08-14,40.440072425366544,0.0,15.622239886945769,19.31747924394983,18.106341635753402,6.0722487193075425,0.4416180886769122,0.0
2024-08-15,40.660881469705004,0.0,15.622239886945769,19.096670199611378,18.106341635753402,6.0722487193075425,0.4416180886769122,0.0
2024-08-16,40.72632229035246,0.0,15.605011248842033,19.075609863690502,18.08637346155543,6.065552075521637,0.4411310600379373,0.0
2024-08-19,48.887246901054304,0.0,15.605011248842033,19.075609863690502,9.925448850853588,6.065552075521637,0.4411310600379373,0.0
2024-08-20,48.887246901054304,0.0,15.605011248842033,18.083064978605144,10.917993735938948,6.065552075521637,0.4411310600379373,0.0
2024-09-13,26.83069389915744,0.0,15.605011248842033,18.083064978605144,32.974546737835816,6.065552075521637,0.4411310600379373,0.0
2024-09-16,37.858970400105875,0.0,15.605011248842033,18.083064978605144,21.94627023688738,6.065552075521637,0.4411310600379373,0.0
2024-09-23,48.887246901054304,0.0,15.605011248842033,18.083064978605144,10.917993735938948,6.065552075521637,0.4411310600379373,0.0
2024-09-24,48.51273857468044,0.0,15.485466643319908,17.94453685869375,11.600420241638943,6.0190859744353,0.43775170723165824,0.0
2024-09-26,47.58251619681317,0.0,15.485466643319908,17.94453685869375,11.600420241638943,6.949308352302575,0.43775170723165824,0.0
2024-10-02,47.889149017259214,0.0,15.408068819077695,17.810203081613764,11.542440246093538,6.914575053084336,0.4355637828714542,0.0
2024-10-03,48.2158218544128,0.0,15.408068819077695,17.483530244460173,11.542440246093538,6.914575053084336,0.4355637828714542,0.0
2024-10-04,50.090780290706824,0.0,14.850186283255496,16.850501128194363,11.124521173322139,6.664217872697696,0.41979325182347693,0.0
2024-10-07,51.66500498504486,0.0,14.850186283255496,16.850501128194363,11.124521173322139,5.0899931783596575,0.41979325182347693,0.0
2024-10-08,52.47914354991165,0.0,14.537870381786053,16.493034151152756,10.890560144659515,4.982944971848929,0.41096453376073644,0.20548226688036822
2024-10-09,52.45471926975186,0.0,14.545342406611706,16.50151107090726,10.896157562550112,4.9855060545630225,0.4111757570773627,0.20558787853868135
2024-10-10,52.60891017865587,0.0,14.545342406611706,16.50151107090726,10.896157562550112,4.9855060545630225,0.4111757570773627,0.05139696963467034
2024-10-15,52.560144882797225,0.0,14.560309522339528,16.518491078594803,10.907369677512296,4.9906361260315695,0.411598855755181,0.05144985696939763
2024-10-21,52.89308046733585,0.0,14.552822116175745,16.201456310679614,10.901760737205858,4.9880697712687185,0.4113871976304097,0.05142339970380121
2024-10-23,52.91729199646389,0.0,14.545342406611706,16.193129253099237,10.896157562550112,4.9855060545630225,0.4111757570773627,0.05139696963467034
2024-10-28,52.82611837080159,0.0,14.60539625523833,16.259986375178052,10.941144897917052,5.00608988253752,0.3096550442806713,0.05160917404677856
2024-10-29,53.23611439862508,0.0,14.562257510111248,15.941298150644753,10.908828947503833,4.991303810886188,0.3087404419104859,0.05145674031841432
2024-11-06,53.29854141576341,0.0,14.56525543237707,15.872525707933175,10.911074740861974,4.992331367281187,0.30880400209986725,0.05146733368331121
2024-11-14,51.556663804074546,0.0,14.640606731575081,15.954639985928463,10.96752165050854,6.518432679075831,0.31040155614646814,0.05173359269107803
2024-11-15,51.80598873894739,0.0,14.56525543237707,15.872525707933175,10.911074740861974,6.484884044097211,0.30880400209986725,0.05146733368331121
2024-11-20,51.857456072630704,0.0,14.56525543237707,15.821058374249864,10.911074740861974,6.484884044097211,0.30880400209986725,0.05146733368331121
2024-12-03,51.95636318811698,0.0,14.535331641824776,15.78855458196797,10.888658332391705,6.471561084346013,0.30816957544504825,0.05136159590750804
2024-12-06,52.19988075412735,0.0,14.545940500421473,15.521495096527477,10.896605604556015,6.476284463085179,0.3083944982421513,0.05139908304035856
2024-12-11,52.6825104636933,0.0,14.55147520078979,15.026583437027591,10.900751740520974,6.478748675970013,0.3085118417128577,0.05141864028547629
2024-12-12,52.731120493933695,0.0,14.536526232522782,15.011146382305505,10.889553220123073,6.472092951582581,0.30819490245631337,0.051365817076052235
2024-12-17,52.76026370376455,0.0,14.530406029861782,14.99558439958103,10.884968474666776,6.469368055698179,0.3080651455094371,0.05134419091823951
2024-12-18,52.93114605910571,0.0,14.535033024827685,14.81443436636501,10.888434633439822,6.471428131195365,0.3081632443426365,0.05136054072377273
2024-12-19,52.97944608059435,0.0,14.520117802793198,14.799232434762086,10.877261392905153,6.464787431632307,0.3078470205539194,0.05130783675898657
2024-12-20,53.1846774276303,0.0,14.520117802793198,14.594001087726138,10.877261392905153,6.464787431632307,0.3078470205539194,0.05130783675898657
2024-12-23,53.18904385127716,0.0,14.521309893989306,14.586989316831378,10.878154408218139,6.46531818601644,0.3078722945722115,0.05131204909536857
2024-12-27,53.30479680555128,0.0,14.52488734230489,14.463297713998296,10.880834334164794,6.466910972192283,0.30794814153296585,0.051324690255494305
2024-12-30,53.458770876317764,0.0,14.52488734230489,14.309323643231814,10.880834334164794,6.466910972192283,0.30794814153296585,0.051324690255494305
2025-01-06,53.41094750254318,0.0,14.539812369629773,14.324027168384385,10.892014920005343,6.473556037361666,0.3082645732076984,0.051377428867949736
2025-01-07,53.23944822754948,0.0,14.577259475218659,14.36091852187619,10.920067168715038,6.490228600274032,0.36056825557077954,0.05150975079582565
