date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,SDICS INTERNATIONAL SECURITIES (HONG,CHINA SECURITIES DEPOSITORY AND CLEARING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,6.145916202840422,32.41486418975779,0.0,0.01775733428841623,8.0718598570243,0.0,5.522998261968196,40.95366530165103,0.0,6.872938852469843
2024-03-04,5.7795313424134465,30.297524831936606,0.0,0.23979143732388422,5.941892178692383,0.0,3.9323648508553175,37.94532189114168,9.497461116265567,6.366112351371113
2024-03-05,5.587631364298564,30.4930733463808,0.0,0.674982567128747,5.811519502597969,0.0,4.073775347568209,37.50727606970201,9.486464570358027,6.365277231965676
2024-03-06,4.511586552170847,24.610264904529416,0.0,20.98918550838454,5.005228375193769,0.06635703032759362,2.8191260463386087,29.29356948128695,7.5739495318881715,5.1307325698801
2024-03-07,4.632517530805562,24.651863884135743,0.0,20.894344101024934,4.545884243513424,0.06676099784838439,2.971215777925992,29.45503658038869,7.621112250592507,5.161264633764766
2024-03-08,4.59968373179466,25.050152329816722,0.0,21.169108389494458,4.464595754731505,0.000712575771655607,3.0476865753710314,29.247045480925333,7.332931996407222,5.088083165687413
2024-03-11,4.6291356306844005,24.945755249505204,0.0,21.083429243374745,4.997012798201013,0.0007096081144482649,2.8778157081449383,29.096856277810385,7.2999089792767675,5.069376504888103
2024-03-12,4.5275388258908205,24.814853425479775,0.0,20.995978812466056,5.473562186710688,0.006361374727854204,2.8862970779102937,28.978267161948224,7.270160721475456,5.046980413390827
2024-03-13,4.527412214050643,24.626300945524136,0.0,21.200755784606503,5.6335794389587095,0.006341397013848829,2.841650461872481,28.883034151036984,7.247328991247273,5.0335966156894205
2024-03-14,4.5765569694911665,24.706571927789433,0.0,20.967615002960482,6.1703716226997525,0.006352887976639273,3.1990320344587984,28.384082308355445,7.016934180544121,4.9724830657241625
2024-03-15,4.62141783386492,24.960933442278463,0.0,21.467695574123805,6.697777927242964,0.010673825663209974,2.6357233504353164,27.732107640379915,6.9342437262205845,4.939426679790823
2024-03-18,4.682648047399379,24.938686525916857,0.0,21.129383473013736,7.3639117272129555,0.006384935774143879,2.840586982185788,27.604290796025694,6.627024161207086,4.807083351264361
2024-03-19,4.702266537287499,24.954299982531627,0.0,21.126685622397346,7.39772947476521,0.006384120530152691,2.7770924306164204,27.602894253810582,6.6261780067870575,4.806469571274103
2024-03-20,4.698034217493633,24.889249377196123,0.0,21.020940171797026,7.746985811044102,0.006376450639863715,2.649060993605603,27.569732102565947,6.618217308346725,4.801403567310978
2024-03-21,4.6979367561208525,24.85573095681316,0.0,21.015936605585956,7.812836946575757,0.006374395757746132,2.632979581046805,27.560847449851796,6.616084514232052,4.801272794015871
2024-03-22,4.674961305722648,24.84863543009115,0.0,21.02161873789085,7.854583962259293,0.005666611178737787,2.61230775339812,27.566023404534988,6.614521896717044,4.801680898207172
2024-03-25,4.683580698107962,24.86052064258517,0.0,21.158203851359094,7.6782090909566,0.0056650421733356465,2.648761281170248,27.55839075809552,6.606317255646231,4.800351379905844
2024-03-26,4.756388022789255,24.833405784043823,0.0,21.011593343156555,7.6277901013089675,0.005663622467230687,2.7992454044287673,27.559625856285734,6.604661658273403,4.801626207246261
2024-03-27,4.764056498533851,24.78952330585361,0.0,20.99675264134786,7.6960241108099,0.005660957352944267,2.800404840534617,27.546657203621656,6.601553721922722,4.7993667200228405
2024-03-28,4.753076586850835,24.679944929865407,0.0,21.042231228002485,7.639016672114014,0.00566853846294306,2.876783269943603,27.58354747241181,6.610394471253364,4.809336831095544
2024-04-02,4.767992096329486,24.67045600627296,0.0,21.03127922202645,7.6583556654991805,0.005670266101973371,2.8510806743984856,27.59195429782533,6.612409166146757,4.810802605399385
2024-04-03,4.779953205327668,24.636526024536835,0.0,21.0503961017713,7.70964594331279,0.005674368437295884,2.7726382776737015,27.61404446759965,6.616838476967452,4.814283134373308
2024-04-05,4.751414079875762,24.677461047856923,0.0,21.08432051111927,7.653418466840091,0.005682651489384242,2.735131194984253,27.64440890703625,6.626497281884794,4.821665858913274
2024-04-08,4.760327742662342,24.670857855220973,0.0,21.07503894825549,7.631233846496774,0.005680149920172948,2.7814984140346906,27.63223951704014,6.623580220789274,4.819543305580145
2024-04-09,4.756489779832262,24.668432114546867,0.0,21.076909573352843,7.631911196493235,0.005680654091530519,2.781745300446351,27.634692160703743,6.624168131228052,4.819971089305115
2024-04-10,4.760579669608942,24.697372716319432,0.0,21.101332958184244,7.654972952106578,0.005687236688494684,2.6559395335270173,27.66671453661181,6.631844048178487,4.8255563487749935
