date,THE HONGKONG AND SHANGHAI BANKING,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,16.827766257293387,0.0,0.2699350918801047,24.37243184254654,37.00676135337297,3.027444870582633,6.09777366237981,6.610488803433682,1.2882199432181645,4.4991781752927045
2024-03-04,13.803361845395537,0.0,0.5248300644203696,24.636349628085092,37.05764830293957,3.005363070372693,5.993010160406845,6.505488089141003,1.2911098813347632,7.182838957904133
2024-03-05,13.510796270107445,0.0,0.5936499533668013,24.97760801040917,37.007246352866375,3.013852066778725,5.999118865345177,6.562742068236141,1.257987276397575,7.076999136492591
2024-03-06,13.353547052200868,0.0,0.36450968892726204,25.480445423065955,37.030672901625486,3.0145853288806275,6.048484878502095,6.6259337764160975,1.2765992787051155,6.805221671676484
2024-03-07,13.392168423126932,0.0,0.4841113223712665,25.56352192688582,36.963160967463836,3.0315990978829923,6.015922355289029,6.6194170533770915,1.3182503409379174,6.611848512665117
2024-03-08,13.362325789115879,0.0,0.37808470370481007,25.413337885463132,37.091301878003094,3.101471468826153,6.024774229227556,6.540114319762659,1.3262836840568684,6.762306041839854
2024-03-11,13.485757813403662,0.0,0.5015112992379812,25.307846479741585,37.63953823087023,3.1035900134135104,6.0097809054687295,6.500113500667758,1.3698584018207205,6.082003355375823
2024-03-12,13.439940591669448,0.0,0.44600344673515746,25.311539034601665,37.81771183141815,3.1047027802047196,6.05465539796219,6.523248510387199,1.3531544231057127,5.9490439839157565
2024-03-13,13.490048191536202,0.0,0.33420203429701445,25.131814568886107,37.78143084653593,3.079792247873653,6.028590750983581,6.521261023572509,1.3311014918841408,6.301758844430856
2024-03-14,13.755156670144203,0.0,0.4422843614544889,24.58994718149155,37.638928191889676,3.1477327632388135,6.0822015382254095,6.558515822535915,1.3520229783176303,6.433210492702318
2024-03-15,13.698323342590179,0.0,0.4155671036666469,24.854794641511663,37.42445523375861,3.1523944070321246,6.152513732733583,6.578123124905078,1.342789922623385,6.381038491178731
2024-03-18,13.694064310083876,0.0,0.2863260049082963,25.095217818477334,37.44670586803812,3.1554165866112776,6.179999812673304,6.579924042522538,1.4033758645685162,6.1589696921167425
2024-03-19,13.65452527430881,0.0,0.411650281709578,25.097218179646585,37.62404890331258,3.1584354873381675,6.197734978677959,6.573619345657029,1.4239934967138965,5.858774052635405
2024-03-20,13.537578978395956,0.0,0.3190259130798447,25.415821470968762,37.980756319026746,3.1774950610547306,6.117657093641822,6.566886197497289,1.4613567330204562,5.423422233314393
2024-03-21,13.489137522716513,0.0,0.3573492705884948,25.328695794649708,38.6604369875463,3.191052320137951,6.084269608216777,6.595530396260423,1.4701738886496434,4.823354211234194
2024-03-22,13.174734114138293,0.0,0.49747757364226863,25.34796416095747,38.524643673427356,3.171540934374111,6.140582250278107,6.540682194275551,1.4584178272478459,5.1439572716590005
2024-03-25,13.513804791794007,0.0,0.46546027980423654,25.391188263098226,38.83725389483874,3.193427893165144,6.086562870214759,6.598095592673626,1.3896743707586101,4.524532043652659
2024-03-26,13.592537316759795,0.0,0.5995301515642643,25.333532462886566,38.77352507238363,3.1853322838438185,6.117392414164088,6.581368863287512,1.372166000273185,4.444615434837142
2024-03-27,13.540661571959237,0.0,0.5771462996543772,25.348791788305146,38.6889217829402,3.169963399105935,6.080281230031865,6.561481219660013,1.3814883047232485,4.651264403619975
2024-03-28,13.562754432073412,0.0,0.38196750026876947,25.50826747704341,38.57603193649016,3.19808241497497,6.067069217629928,6.538186077330545,1.333912640789161,4.833728303399639
2024-04-02,13.589003842186582,0.0,0.31085936390475627,25.54818047482138,38.72127292510958,3.2037042773373132,6.0962165304449,6.523157851504675,1.3207923490634739,4.68681238562734
2024-04-03,13.518960545844106,0.0,0.41511140367658744,25.679775855907135,38.82619320777921,3.1964873058604675,6.059695979250485,6.500464018532351,1.2971309710375485,4.506180712112111
2024-04-05,13.523001018953137,0.0,0.3823710106052093,25.48010675273396,39.030056805469705,3.205494231407694,6.097720815276377,6.502018103581237,1.2996728939208433,4.479558368051836
2024-04-08,13.56943447997094,0.0,0.32534343549869676,25.501372503861713,39.11725879644958,3.2119848875466235,6.059313764093493,6.480416409071626,1.2907765718285362,4.4440991516787856
2024-04-09,13.585584675415586,0.0,0.30252688421589985,25.507215472538157,39.126221487293826,3.212720829389922,6.057128022108499,6.481901226019529,1.2849666089956158,4.441734794022966
2024-04-10,13.398909750895042,0.0,0.28487518308978266,25.70007570797018,39.14991811489876,3.207885229996854,6.033023610398763,6.527510378592666,1.2911884297887124,4.4066135943692375
2024-04-11,13.393539074677879,0.0,0.3093000832363887,25.664285439046136,39.184745653606164,3.2067774001277436,6.031201508734959,6.557432502428971,1.2817083194394554,4.371010018702302
2024-04-12,13.452327783291246,0.0,0.3591155951280543,25.72883391613158,39.07575303154023,3.2069436968642964,6.030710373900634,6.497805589374788,1.3231515510648586,4.3253584627043145
2024-04-15,13.563419970159224,0.0,0.4607026677821982,25.72031726000507,38.864175319677976,3.2061364583193988,6.019366566520036,6.50577225115608,1.3157857517701301,4.344323754609881
2024-04-16,13.64738669198194,0.0,0.35943552716855326,25.748807631674737,38.89549696914163,3.2095105427106287,5.9996216360630426,6.495509759148252,1.3024709372780774,4.3417603048331435
2024-04-17,13.567354297783584,0.0,0.3744445028958219,25.822212342768065,38.88150065980589,3.2502624776369315,5.927229958250079,6.528584843398928,1.2662840305078251,4.382126886952876
2024-04-18,13.484516595669394,0.0,0.3114236126483019,26.255817963973264,38.8641896666281,3.2258149234146036,6.013189104286967,6.501745830616536,1.2016233191800019,4.1416789835828265
2024-04-19,13.558281714944759,0.0,0.33592737282486124,26.469063197368403,38.63057237639538,3.2232605360355127,5.961227225042758,6.49834719797888,1.1798462992563794,4.143474080153068
2024-04-22,13.527784813711644,0.0,0.3271868683212968,26.73856281166974,38.62030537481477,3.221598796882135,5.877570249355473,6.487617231533337,1.1790259718493057,4.0203478818623015
2024-04-23,13.3313297958115,0.0,0.374756919511192,26.946284287117372,38.71273274695427,3.1144388194292736,5.9424810718454975,6.5170894717032715,1.1407146704915958,3.920172217136016
2024-04-24,13.243079352816583,0.0,0.19081651663641216,26.78549966628759,38.72005400511516,3.109570843896979,5.940867725785721,6.620176127474954,1.1363804032892073,4.253555358697399
2024-04-25,13.227575788273946,0.0,0.21930818488613274,26.693035956704165,38.769814335544275,3.109101841499964,5.9373998221774,6.651094537657571,1.1353534089652966,4.257316124291242
2024-04-26,13.479028558865553,0.0,0.34160835904213027,26.548217294431613,38.78941572795749,3.1248084711313835,5.856537074379261,6.524666642836628,1.1702527713087696,4.165465100047176
2024-04-29,13.528690735616358,0.0,0.32122828685343696,26.736290347813124,38.45726628228331,3.125317878260779,5.869089037955206,6.530040369833906,1.1654903890952275,4.26658667228865
2024-04-30,13.797487509032896,0.0,0.3890633545096147,26.291489597836748,37.97324687412174,3.0449821590523873,5.914923416324261,6.5947999979420056,1.1703826808366908,4.823624410343655
2024-05-02,13.935843297274136,0.0,0.25515868465916136,26.201968723328896,37.79658723467437,2.900886949703063,6.037466055918393,6.719172110753674,1.3973720118599846,4.755544931828318
2024-05-03,14.133460378204454,0.0,0.2547444154199624,25.601068109535387,38.24834680574307,2.9018330250553728,6.039209540054699,6.576516622357979,1.5959613236456147,4.648859779983466
2024-05-06,14.072964545638843,0.0,0.3383930744868956,25.55743850452111,38.18316357758853,2.869291721432213,5.979584353816728,6.565312845523831,1.5993762662113542,4.834475110780497
2024-05-07,14.103956214059524,0.0,0.17450222036432922,25.51916169710187,38.125977502440264,2.8713532100698083,6.030589709727189,6.555468761454384,1.6007749778929758,5.018215706889652
2024-05-08,14.23989311758974,0.0,0.18127747647096373,25.110863689461034,38.84824875495473,2.879170008231827,5.905467441067578,6.604397341176216,1.54946746510446,4.681214705943452
