date,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,KINGKEY SECURITIES GROUP LTD,DBS VICKERS (HONG KONG) LTD,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SUNHIGH FINANCIAL HOLDINGS LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-04,72.88688033067048,0.0,0.0,0.0,0.0,14.730945344128815,12.382174325200706,0.0,0.0
2024-03-05,72.88483491705561,0.0,0.0,0.0,0.0,14.730531951814177,12.384633131130208,0.0,0.0
2024-03-06,72.89915522363904,0.0,0.0,0.0,0.0,14.733426185352979,12.36741859100798,0.0,0.0
2024-03-07,72.91757531711438,0.0,0.0,0.0,0.0,14.737149014331088,12.345275668554526,0.0,0.0
2024-03-08,72.92166993544164,0.0,0.0,0.0,0.0,14.737976565167537,12.340353499390828,0.0,0.0
2024-03-13,72.91143425173799,0.0,0.0,0.0,0.0,14.735907862315745,12.35265788594627,0.0,0.0
2024-03-15,72.89097150233002,0.0,0.0,0.0,0.0,14.759837411484774,12.34919108618521,0.0,0.0
2024-03-21,72.88892585909205,0.0,0.0,0.0,0.0,14.76222962767572,12.348844513232223,0.0,0.0
2024-03-25,72.89097150233002,0.0,0.0,0.0,0.0,14.759837411484774,12.34919108618521,0.0,0.0
2024-03-28,72.8684757400189,0.0,0.0,0.0,0.0,14.78333875152105,12.348185508460046,0.0,0.0
2024-04-02,72.8684757400189,0.0,0.0,0.0,0.0,14.769310475735587,12.362213784245512,0.0,0.0
2024-04-05,72.86860024651483,0.0,0.0,0.0,0.0,14.769335711272294,12.362064042212882,0.0,0.0
2024-04-10,72.86451158567478,0.0,0.0,0.0,0.0,14.768507003099613,12.36698141122562,0.0,0.0
2024-04-24,72.72780609642318,0.0,0.0,0.0,0.0,14.928414929416856,12.343778974159958,0.0,0.0
2024-04-25,72.72576960109369,0.0,0.0,0.0,0.0,14.92799690983243,12.346233489073875,0.0,0.0
2024-04-26,72.64643514541669,0.0,0.0,0.0,0.0,15.018002411502499,12.335562443080818,0.0,0.0
2024-04-29,72.5125704206657,0.0,0.0,0.0,0.0,15.171805779184297,12.315623800150018,0.0,0.0
2024-05-02,72.17403960986991,0.0,0.0,0.0,0.0,15.548380656678217,12.277579733451867,0.0,0.0
2024-05-03,72.17403960986991,0.0,0.0,0.0,0.0,15.545601739397688,12.280358650732396,0.0,0.0
2024-05-07,72.17604532246578,0.0,0.0,0.0,0.0,15.54325475630954,12.280699921224675,0.0,0.0
2024-05-08,72.17805114654203,0.0,0.0,0.0,0.0,15.540907642772705,12.28104121068526,0.0,0.0
2024-05-09,72.18005708210796,0.0,0.0,0.0,0.0,15.541339547747587,12.278603370144449,0.0,0.0
2024-05-20,72.15599321159128,0.0,0.0,0.0,0.0,15.569496941234048,12.274509847174679,0.0,0.0
2024-05-21,72.15398861328826,0.0,0.0,0.0,0.0,15.571842543250186,12.274168843461547,0.0,0.0
2024-05-22,72.14396729226077,0.0,0.0,0.0,0.0,15.569679801645533,12.286352906093697,0.0,0.0
2024-05-24,72.01993378220195,0.0,0.0,0.0,0.0,15.714836622966006,12.265229594832054,0.0,0.0
2024-05-27,72.01793673652395,0.0,0.0,0.0,0.0,15.71717377203574,12.264889491440316,0.0,0.0
2024-05-28,72.01194626394928,0.0,0.0,0.0,0.0,15.721411765426128,12.2666419706246,0.0,0.0
2024-05-30,72.00196435730328,0.0,0.0,0.0,0.0,15.71923254832775,12.278803094368973,0.0,0.0
2024-06-06,71.99996830803798,0.0,0.0,0.0,0.0,15.704935702340023,12.295095989622002,0.0,0.0
2024-06-11,72.00196435730328,0.0,0.0,0.0,0.0,15.70259879712862,12.295436845568105,0.0,0.0
2024-06-13,72.02992067215487,0.0,0.0,0.0,0.0,15.669868513861577,12.300210813983558,0.0,0.0
2024-06-14,72.02792307259183,0.0,0.0,0.0,0.0,15.672207234107757,12.299869693300405,0.0,0.0
2024-06-19,72.01993378220195,0.0,0.0,0.0,0.0,15.670468883072457,12.3095973347256,0.0,0.0
2024-06-24,72.01793673652395,0.0,0.0,0.0,0.0,15.6700343555672,12.312028907908855,0.0,0.0
2024-07-02,72.06589642082362,0.0,0.0,0.0,0.0,15.527858231830932,12.406245347345452,0.0,0.0
2024-07-09,60.54575757517831,0.0,0.0,0.0,15.985562405793557,13.045642763898446,10.423037255129685,0.0,0.0
2024-07-10,60.5471690468474,0.0,0.0,0.0,15.985935068872756,13.043615642318695,10.423280241961146,0.0,0.0
2024-07-11,60.54858058432784,0.0,0.0,0.0,15.986307749327757,13.04391972841635,10.421191937928054,0.0,0.0
2024-07-16,60.55281559168322,0.0,0.0,0.0,15.98742589495975,13.044832071785256,10.414926441571778,0.0,0.0
2024-07-18,60.537290126944164,0.0,0.0,0.0,15.983326792142236,13.067126978807428,10.412256102106166,0.0,0.0
2024-07-19,60.56693656250034,0.0,0.0,0.0,15.94451399790707,13.071194227848748,10.417355211743848,0.0,0.0
2024-07-22,60.56834902182303,0.0,0.0,0.0,15.944885834072482,13.06916699303893,10.417598151065558,0.0,0.0
2024-07-23,60.571174138114316,0.0,0.0,0.0,15.945629558434463,13.069776583975152,10.413419719476076,0.0,0.0
2024-07-24,60.57682516140953,0.0,0.0,0.0,15.947117215317027,13.061666377683585,10.414391245589858,0.0,0.0
2024-07-25,60.56976154702615,0.0,0.0,0.0,15.945257687581208,13.06014331049988,10.424837454892762,0.0,0.0
2024-08-01,60.6050961017333,0.0,0.0,0.0,15.896222710147331,13.067762200462486,10.43091898765688,0.0,0.0
2024-08-02,60.602267820303126,0.0,0.0,0.0,15.89548087498176,13.06715236215609,10.435098942559028,0.0,0.0
2024-08-12,60.6050961017333,0.0,0.0,0.0,15.896222710147331,13.063095244040051,10.435585944079314,0.0,0.0
2024-08-14,60.60792464716512,0.0,0.0,0.0,15.896964614558382,13.059037747218468,10.43607299105802,0.0,0.0
2024-08-15,60.6093390188932,0.0,0.0,0.0,15.897335592733992,13.057008856776529,10.436316531596269,0.0,0.0
2024-08-20,60.61641186784017,0.0,0.0,0.0,15.89919074336138,13.058532553501125,10.42586483529733,0.0,0.0
2024-08-21,60.633393442227224,0.0,0.0,0.0,15.903644871904834,13.071529147942071,10.39143253792587,0.0,0.0
2024-08-22,60.65605034760458,0.0,0.0,0.0,15.909587593506934,13.039046550038835,10.395315508849661,0.0,0.0
2024-08-27,60.66030040255065,0.0,0.0,0.0,15.910702348276729,13.03295336018873,10.396043888983895,0.0,0.0
2024-09-09,60.66171721988836,0.0,0.0,0.0,15.91107396791581,13.030922107150566,10.39628670504527,0.0,0.0
2024-09-13,60.65888365139387,0.0,0.0,0.0,15.910330745996367,13.03498451834506,10.3958010842647,0.0,0.0
2024-09-16,53.004510103805146,0.0,0.0,12.618718128045927,13.902650955919258,11.390136563940672,9.083984248288996,0.0,0.0
2024-09-17,53.004510103805146,0.0,0.0,12.618718128045927,13.902650955919258,11.396259062412543,9.077861749817124,0.0,0.0
2024-09-20,53.00775550282578,0.0,0.0,12.619490756174635,13.903502197628844,11.396956840920968,9.072294702449774,0.0,0.0
2024-09-27,53.009919322972635,0.0,0.0,12.620005894159295,13.904069750015879,11.401504156256685,9.064500876595515,0.0,0.0
