date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-03-01,41.87724935258714,15.587667740110561,10.827872749556647,9.544092430048586,6.730139138441639,5.425717343085252,5.158752447401704,3.616462395374952,1.2320464033935186
2024-03-04,41.879788539647414,15.584339230148334,10.828719829182672,9.65994363450357,6.733078181170271,5.3509813248659865,5.117220691675916,3.6084175970236583,1.2375109717821773
2024-03-05,41.8267040387677,15.521233371408771,10.81401980545626,9.665357404551896,6.723341882145386,5.359361697354549,5.242211774840267,3.6129660489058484,1.2348039765693188
2024-03-06,41.11928534807281,17.024599909592553,11.530986549271836,9.361988543358201,6.5806808527161085,5.09837887280079,4.560726880129291,3.5034749836287125,1.2198780604296988
2024-03-07,41.017219386389584,17.285867327638897,11.693339067099362,9.329291479112493,6.584215012601451,5.058421791010707,4.286197710679041,3.5073085504599013,1.238139675008567
2024-03-08,41.02492672346641,17.19968164426421,11.814496959380234,9.367714516149883,6.584638764699031,5.049457891109693,4.202041337891339,3.5091082983294677,1.2479338647097307
2024-03-11,40.91719732210386,17.563574424282923,11.860737724616548,9.224333079896876,6.572394886426311,5.048248430402181,4.045831806853041,3.5153340607714316,1.2523482646468287
2024-03-12,40.885899913848704,17.689283862140943,11.827550126253493,9.237192164013175,6.536434361645773,5.016914902611024,4.044367198865924,3.5036803575575224,1.258677113063437
2024-03-13,40.968905805451996,17.81056761503069,11.906117151586377,8.99635038495178,6.554599977470447,4.929979820148534,4.042999673699721,3.523019009024406,1.2674605626360493
2024-03-14,40.69926604429948,18.386042182205866,11.902853056473898,8.825887441341116,6.65022412335626,4.793417036586005,4.019022381883114,3.4940423261434566,1.2292454077108053
2024-03-15,40.560091847690266,18.901304511465632,11.920528228190474,8.518002884337308,6.6273818331091725,4.798281842312583,3.9583843963688405,3.4824465624920897,1.233577894033634
2024-03-18,40.612991385322466,18.859766069541852,12.247952761198832,8.56935396992088,6.487270991228241,4.796781436694727,3.764497138134408,3.4378943737879974,1.2234918741705973
2024-03-19,40.497383998850054,18.893036931789336,12.306356043366753,8.55929135541918,6.542045975166312,4.832420866110647,3.6998436178645093,3.426524786157662,1.2430964252755445
2024-03-20,40.4815679047583,19.091977325900316,12.244403760889215,8.505133239306055,6.540024798558202,4.8521109098637,3.60182729504955,3.4379854457809182,1.2449693198937424
2024-03-21,40.37488644574505,19.23898566306629,12.29551949613472,8.41800838604818,6.5561055562484425,4.868873003986971,3.5346499647423535,3.447980151156721,1.2649913328712723
2024-03-22,40.44484984049843,19.225593935622744,12.376492896323535,8.308617663021883,6.571277665576717,4.92259049350213,3.4561189662981335,3.428885623333172,1.2655729158232634
2024-03-25,40.456730372779724,19.079035990218095,12.474984976724665,8.312615515998647,6.579248917351325,4.913912371644131,3.4792306859693762,3.4311010388339382,1.2731401304800933
2024-03-26,40.4178488204599,19.124323753457258,12.460688932960378,8.311359103368078,6.591058122632831,4.9252567091767405,3.4614025435247906,3.4279644648139014,1.280097549606121
2024-03-27,40.447773284336726,18.887503014849756,12.663289905201298,8.29777783723393,6.586462493475148,4.939506154749132,3.4733065740042512,3.4318714339876912,1.2725093021620708
2024-03-28,40.39009962145631,18.958434940961883,12.71358505485853,8.233370607695516,6.5667512565583435,4.926994894386434,3.511348476796037,3.4253697277412565,1.2740454195456898
2024-04-02,40.39689430827054,18.93344798260408,12.711622038668208,8.175212866243182,6.635387856551741,4.93380215510493,3.509968716518415,3.4304766886680373,1.2731873873708637
2024-04-03,40.39689430827054,18.93344798260408,12.711622038668208,8.171854233373727,6.638746489421197,4.93380215510493,3.509968716518415,3.4304766886680373,1.2731873873708637
2024-04-05,40.36715149256238,18.921392540594123,12.916344563684772,8.130320404482864,6.639595923904778,4.86394971665266,3.514807410699062,3.4272834917391535,1.2191544556802068
2024-04-08,40.33442222267071,18.895156869966083,13.003734359017347,8.120998132500953,6.637424716386342,4.867447460743334,3.4964324507878954,3.422791561199013,1.2215922267283217
2024-04-09,40.33856225489973,18.897347140078264,13.005241713039823,8.122662302486674,6.63891691497564,4.852939792170932,3.4992738779718695,3.425303204082923,1.219752800294146
2024-04-10,40.31343017016341,18.952364726176448,13.079562178709873,8.12287018985187,6.635710911110972,4.825296584779519,3.424878071366308,3.4336230329279904,1.2122641349136167
2024-04-11,40.32149950195256,18.98195355198449,13.0168404452942,8.091705167062845,6.705270764008805,4.79275385568216,3.443264148562554,3.4371357998926473,1.20957676555974
2024-04-12,40.29198229568487,18.94534233058787,13.044699783710003,8.086753253360563,6.702745663747033,4.747254293575291,3.511853756097377,3.4403578262707395,1.2290107969662554
2024-04-15,40.303920437598414,19.018484595153847,12.971621938254263,8.104901577686807,6.707860688841527,4.69541671643031,3.5435965501010904,3.433648118178978,1.2205493777547578
2024-04-16,40.28309595189773,18.97676196676574,13.120353544929717,8.093110127263621,6.706535728940217,4.558999111525878,3.583481797796837,3.441588546948651,1.2360732239316112
2024-04-17,40.29579972592638,19.02042563915348,13.110271961646522,8.094426858388953,6.692550035940881,4.536548298012735,3.5356063585708366,3.4768878427654846,1.237483279594727
2024-04-18,40.153154403295574,19.247877611914408,13.218458008333203,8.129325690354134,6.669953566968527,4.467394654566696,3.3774669045809413,3.487258648607825,1.2491105113786969
2024-04-19,40.07209266079854,19.376966642037893,13.100251694125465,8.110915616727263,6.660562577163705,4.544683423294034,3.4030294502121086,3.4847846828648867,1.2467132527761047
2024-04-22,40.04223176560452,19.392424857215513,13.122220902734222,8.074548790523473,6.65270252511658,4.549960459008128,3.449578683718544,3.4797163641824995,1.2366156518965246
2024-04-23,40.06600705365006,19.378555371110608,13.102056973723524,8.012598886644724,6.655699250276838,4.553016159920118,3.5043411973072196,3.4873001586604264,1.2404249487064807
2024-04-24,40.0893292939638,19.445748515551458,13.224281208705433,7.822173294925149,6.63843686755938,4.507518283853162,3.5289917905507604,3.5010065445140723,1.242514200376785
2024-04-25,40.222600814428226,19.45754447565767,13.062079888343137,7.81785953949711,6.663548256493375,4.522663062903395,3.441298330505096,3.5658943189269507,1.246511313245038
2024-04-26,40.36442572722454,19.381520714125333,13.053660405183393,7.822302668560499,6.685707980699118,4.513233001732233,3.354503815958091,3.5883017510133195,1.2363439355034682
2024-04-29,40.34155931361917,19.400032975511,13.216240566560236,7.739982504930048,6.676232027965797,4.506186771584666,3.2452600840926915,3.6322362511713826,1.2422695045650003
2024-04-30,40.753090036302375,19.159594018050804,13.156213862670164,7.665660058223443,6.734371092890641,4.5152114358215885,3.208996227657932,3.628450885020478,1.1784123833625748
2024-05-02,40.56340512621085,19.602148562969568,13.293558277888263,7.419248546986827,6.6751071662646115,4.213776322137909,3.445022152928981,3.5785851259570736,1.2091487186559144
2024-05-03,40.70176238673823,19.28125852923835,13.309741618712408,7.538636002044119,6.766727651445907,4.21750649404596,3.457880213586101,3.5254773569104616,1.2010097472784558
2024-05-06,40.73802085277243,19.299971908424958,13.322659356494357,7.429825407959477,6.781893091884483,4.219139348267934,3.476485550189121,3.494561039394682,1.2374434446125573
2024-05-07,40.67294500024313,19.268937068660183,13.30123618550057,7.492625243395256,6.795280039427586,4.226175941253088,3.509200167670966,3.48051947981833,1.2530808740308854
2024-05-08,40.422724750402885,19.538992244994418,13.405423893672056,7.460607091576953,6.761802009193351,4.222902374961887,3.511310123346955,3.3636166620606227,1.3126208497908711
2024-05-09,40.47370025750563,19.527201447284444,13.42853186632782,7.6407741721174425,6.786800287673296,4.228525450063722,3.2546928181311467,3.3459862816815686,1.3137874192149392
2024-05-10,40.37966260441324,19.534308083867913,13.352340537065215,7.660124336776441,6.795148313077033,4.215970707485637,3.371697243341803,3.367059234916525,1.3236889390561897
2024-05-13,40.55963396164936,19.053745720498412,13.388800623293273,7.76642326982961,6.831661735000032,4.227657591365895,3.4743295415664655,3.374332137445519,1.3234154193514338
2024-05-14,40.329418973841435,19.21430716789276,13.910211738832581,7.590324228947656,6.743564007619904,4.107627133498175,3.6523169508108437,3.1923110460801087,1.2599187524765365
2024-05-16,40.06618301801818,19.17373046770605,14.220812853418613,7.6204228873082425,6.721025711424382,4.12475013101811,3.695798334203082,3.1955904374723456,1.1816861594309955
2024-05-17,40.02416937853191,19.279196116634225,14.14280215417655,7.604491631575169,6.725552945437169,4.13291696147705,3.691753675183984,3.219445537378207,1.1796715996057412
2024-05-20,40.56177222436673,18.91377626300289,14.052589986346353,7.60892553641692,6.772194675696529,3.9079284657239843,3.7964602272514023,3.14277168467965,1.2435809365155437
2024-05-21,39.86207524322112,19.346472590612144,15.14516557182484,7.086710981060769,6.6310906911580165,3.8860514466647613,3.7684243363616283,3.0130605200635943,1.2609486190331232
2024-05-22,39.590467460788524,19.764507452635698,14.983251925358191,7.002814802216739,6.611755662355885,3.9429906326864184,3.838673615628238,2.9961009700593517,1.2694374782709543
2024-05-23,39.53552944802388,19.959525927389315,14.897579598411536,7.015175162496989,6.6155901593138955,3.9252675168856976,3.822432064647611,2.9912666571315216,1.2376334656995571
2024-05-24,39.485319033041,19.847880550352553,14.96566291549668,6.994391020679112,6.6128242617374156,3.9725263521053336,3.8153194580415004,3.0156474807636258,1.2904289277827805
2024-05-27,39.54065043556149,19.81709491314718,15.00398965037959,6.989618310789836,6.609260224214235,3.9459901453049726,3.7814501388765938,3.0809980750858976,1.2309481066402088
2024-05-28,39.725223194173374,19.63816679587676,14.962052722451888,6.995137641843514,6.653533903025521,3.988373279222543,3.7721675721988155,3.028095226452995,1.2372496647545874
2024-05-29,39.753438643496565,19.603952506857013,14.942693801147994,6.902543515974398,6.6653974659592,4.019900890842698,3.8409824294994905,3.0332688221279582,1.2378219240946844
2024-05-30,39.57489112576567,19.838415045653193,14.942462367517303,6.873119190904814,6.650322767594867,4.015043824456968,3.8373140599893074,3.034817380292891,1.2336142378249908
2024-05-31,39.51652064847839,19.954445772809994,14.957499817012742,6.8497925562512485,6.639832210729822,4.022415987360106,3.795311811435832,3.0313900595814696,1.232791136340394
2024-06-03,39.58359139458939,19.974445886351994,14.807091212397333,6.878648837365989,6.653229404045807,4.014823348744851,3.7857577760292673,3.0452028396701367,1.25720930080523
2024-06-04,39.57946426692344,20.058032764173888,14.638515511803025,6.8985742613466075,6.656869088134982,4.0540879469989735,3.7580759362631793,3.0465398967422437,1.3098403276136639
2024-06-05,39.72565865677487,19.80195981835673,14.704395317084423,6.853554857396232,6.682208008729157,4.091673885588474,3.7620390892862834,3.065038381121285,1.3134719856625465
2024-06-06,39.7247412501892,19.61790562644157,14.517138299086987,6.90324006073848,6.691974568566756,4.0812954308452625,4.0740500182924455,3.101626438526389,1.2880283073129184
2024-06-07,39.77792041219265,19.509395448911544,14.568036034397863,6.7912468181370365,6.699428839891129,4.101273392209277,4.147456485153741,3.1053035429334805,1.2999390261732744
2024-06-11,39.61811133059405,19.800827940381545,14.436298911654754,6.815497820190962,6.698105896863319,4.078199934869441,4.1624934622566325,3.0946882780949765,1.2957764250943213
2024-06-12,39.63225315513237,19.828535986125896,14.330409330988427,6.816604404367917,6.701617379553965,4.120799420355954,4.168288658125741,3.103087593016399,1.298404072333334
2024-06-13,39.60952263947272,19.798545476201642,14.36080739377337,6.805827065266423,6.698588179204597,4.13049170611636,4.208754738890954,3.1021248570323334,1.2853379440416006
2024-06-14,39.671497011889116,19.845683487163186,14.385461358667886,6.8387688248805105,6.718202092080248,4.181060894891361,4.008848070246992,3.1264291090114567,1.2240491511692422
2024-06-17,39.68990847796504,19.72878830475241,14.459364061201398,6.876253709859215,6.720003380375942,4.219892910986979,3.96649658765977,3.1118577778915144,1.2274347893077318
2024-06-18,39.63008494819126,19.899935882943613,14.462534225551885,6.87104303914437,6.694116651149063,4.227151956008815,3.9285129860552117,3.095688896145045,1.190931414810734
2024-06-19,39.66644613992116,19.978524399379623,14.552556511017322,6.868538730903186,6.720526544515691,4.244059821942837,3.644312680337361,3.106109973404924,1.2189251985778948
2024-06-20,39.71461670833534,20.100480294247824,14.533807818898758,6.8871051607932925,6.469602034402016,4.280337805057126,3.647921327237644,3.127670933030944,1.2384579179970487
2024-06-21,39.69865143728891,20.02303780159601,14.574329567039202,6.8762227863705085,6.460942279306378,4.323005693884245,3.6785410920554305,3.128389362700897,1.2368799797584158
2024-06-24,39.680711578097124,20.10954805777569,14.55614883342004,6.87392464143553,6.4634107514973405,4.333772649551704,3.591088328952099,3.133184326960211,1.258210832310261
2024-06-25,39.652948233291575,20.171891631091896,14.627745842255102,6.896112536533254,6.459572650174154,4.367184255042394,3.4439056735596383,3.1273872253650623,1.2532519526869246
2024-06-26,39.73635653060126,20.193464812930138,14.553594150849813,6.90871968024964,6.472365339017458,4.3783217162650345,3.3654783032265323,3.1327525977837047,1.2589468690764118
2024-06-27,39.81453903975007,20.03063049033352,14.497551255420598,6.956976429787148,6.4826692364087375,4.408442445637432,3.371597997220367,3.1329453636563596,1.304647741785761
2024-06-28,39.83618201996155,19.973608007301277,14.589203968904615,6.958665626963842,6.482439439041995,4.3625900339405765,3.3616937242410048,3.134886330071978,1.3007308495731624
2024-07-02,39.77474776099903,20.0694966759404,14.60574169396003,6.9400159517186895,6.473019901793231,4.372780750856721,3.3333882298671513,3.128969639176689,1.3018393956880638
2024-07-03,39.78346524756403,20.20930006129564,14.586027802515634,6.959937685852796,6.426021315063749,4.196459003608204,3.4110215167789057,3.12801863035235,1.2997487369686938
2024-07-04,39.9082396285771,20.185317059528156,14.52793612524357,6.943181211117218,6.460476107153077,4.135839913455343,3.383452234087023,3.138120461951947,1.317437258886568
2024-07-05,40.058318014289846,19.9567263757351,14.516326796461284,6.9597752101373995,6.482804201971497,4.111014707018209,3.4328594604029967,3.156726683238205,1.325448550745464
2024-07-08,40.08784645247469,19.871068560525288,14.55873666856461,6.959585150052576,6.488301160887292,4.116093424593091,3.432543551517438,3.1603837115619697,1.3254413198230461
2024-07-09,40.01700234796424,20.12332820043864,14.479705330668896,6.933168068347752,6.474214562540849,4.064159592642913,3.429801388922269,3.15684752293591,1.321772985538538
2024-07-10,40.01198729221877,20.19889427097084,14.468146284845437,6.889073324906595,6.483094494645612,4.064685768329688,3.450772072003147,3.1663025068972463,1.2670439851826663
2024-07-11,40.012327256276286,20.093044814501287,14.501246469004755,6.956573264965428,6.4811050950277185,4.0716237552327454,3.438322076271506,3.1682676862094943,1.2774895825107786
2024-07-12,39.99528292742435,20.114638668425815,14.503363289674374,6.946362987462348,6.479445196055968,4.07774737925106,3.436152425309316,3.1663120713665975,1.2806950550301759
2024-07-15,40.10673916932157,20.070699928665405,14.438970082564003,6.945280267383136,6.482703699492713,4.0710391853885985,3.4253941400971066,3.1753752788463525,1.2837982482411103
2024-07-16,40.10076138886469,20.033646215189812,14.469789184604057,6.9336804790093005,6.484105863499977,4.076552968882487,3.4507520580062923,3.160239269408057,1.2904725725353243
2024-07-17,40.11205091641635,20.04605804388192,14.447377326104293,6.920273569199824,6.487554011587811,4.0847279516741555,3.4518566378929854,3.162193713111737,1.2879078301309177
2024-07-18,40.08601527982194,20.03267427640733,14.520809898143403,6.910833959495283,6.483343117485581,4.06896220593415,3.4466367820062347,3.159662395435483,1.2910620852705936
2024-07-19,40.111022750161155,19.959328087555207,14.441007330246686,6.9380827158405305,6.487563861879863,4.048449725102946,3.603949944799254,3.1336256455528164,1.2769699388615414
2024-07-22,39.90632121523658,20.023880412140038,14.407958374637428,7.143352592649268,6.468673602255998,4.056069865808014,3.586286079452286,3.1155970002816185,1.29186085753877
2024-07-23,39.8856685696863,20.247844084429847,14.26146871309183,7.1400136739270845,6.480701964460679,4.068857476535542,3.519075914466269,3.105781019843264,1.2905885835591775
2024-07-24,39.915606213908696,20.398629371602002,14.151259510418576,7.132712032004703,6.487791209290397,4.0721027429647645,3.4374088062788326,3.1092246358615543,1.2952654776704817
2024-07-25,39.90286844195363,20.45850113783404,14.092443638790037,7.144221758506361,6.488153562672508,4.075325705627225,3.4225649018652526,3.113788813711092,1.3021320390398632
2024-07-26,39.93430027082233,20.472788008914307,14.100019945365327,7.121097384476455,6.488918421325248,4.086154396005873,3.3758923498599556,3.1216474660295384,1.2991817572009687
2024-07-29,39.927962429528165,20.490019688984507,14.094152324731473,7.126458561335676,6.481927149207353,4.077265864863603,3.3774232046793267,3.126080161093826,1.2987106155760755
2024-07-30,39.92686224133749,20.54811402637113,14.054763997269651,7.122049563650318,6.478277758456335,4.079326071360046,3.385013560558054,3.126788860451615,1.2788039205453665
2024-07-31,39.939948448113576,20.49177107411376,14.07413280798086,7.122926169422798,6.481063623577356,4.086184811384799,3.3937559441370335,3.1319216801086016,1.278295441161218
