date,THING ON SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD
2024-05-27,100.0,0.0,0.0,0.0,0.0
2024-07-16,100.0,0.0,0.0,0.0,0.0
2024-08-14,99.53422323203635,0.0,0.0,0.0,0.4657767679636467
2024-11-11,98.56564292946338,0.0,0.0,0.9731128360895489,0.46124423444706936
2024-12-02,66.66920224398592,32.36093943139679,0.0,0.6579823143481982,0.3118760102690881
2025-02-12,66.66793443121743,32.360324040619176,0.0,0.6579698018484007,0.3137717263149888
2025-02-13,55.77510500190913,27.072992236222476,16.34370624920453,0.5456917398498154,0.26250477281405116
2025-02-25,55.77421766867652,27.072561528548928,16.34344623510508,0.547273971077207,0.262500596592265
