date,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-03-01,32.87919540605757,22.667799631297935,17.427902629082745,11.735643489952352,5.062932568172852,2.73078984425925,3.676726036910991,1.9095754462260326,1.268292487931968,0.6411424601083019
2024-03-04,32.85398200544453,22.645148110616297,17.41330328896988,11.689050733857535,5.228753425140896,2.685654412115299,3.6130620840177277,1.950139166555866,1.280410838414663,0.6404959348673084
2024-03-05,32.98383802082557,22.70153562271003,17.45833025028098,11.70544089005731,4.984884808867867,2.6319712005306797,3.6271017491327404,1.9912932794911589,1.2888700893648364,0.6267340887388226
2024-03-06,32.95379637177469,22.705912978219846,17.465600235970978,11.676688609932645,4.992488674524886,2.662618047424837,3.629831138136734,1.9855411433005665,1.3006264352024632,0.6268963655123434
2024-03-07,32.87318598752011,22.68978385803436,17.455577103973305,11.674155024058878,5.000838638974954,2.7399736783046484,3.628989819355213,2.0025089221949224,1.308532996987284,0.6264539705963296
2024-03-08,32.84556295144414,22.719982051651755,17.480122887893096,11.62028826530001,4.985874088812661,2.7646996259944143,3.635540033527693,2.0058781657140616,1.3147642015291938,0.6272877281329734
2024-03-11,32.7324550803282,22.747314792607185,17.50557935564116,11.666609272288014,4.942652733193722,2.7979783768880715,3.6420062990047826,2.0186861259332196,1.3231274330673195,0.6235905310483288
2024-03-12,32.72854439195538,22.75208347127645,17.50817187975639,11.684920848181955,4.919859153032625,2.82263613831817,3.5976419089680807,2.0381435273517807,1.3242925007616142,0.6237061803975513
2024-03-13,32.70844904310846,22.767048213170764,17.519765623225098,11.69386002835986,4.900877834519649,2.8504631686339605,3.559012773616462,2.049372148316455,1.3270341866477788,0.6241169804015101
2024-03-14,32.58209851004289,22.7774364462804,17.52624284579356,11.91261568768267,4.8664313734508235,2.834327485131908,3.5121918229542373,2.050956976539246,1.313283995928064,0.6244148561961981
2024-03-15,32.60822140176393,22.749738498211865,17.50572735844527,11.910574503418548,4.888197005242823,2.8259884714503842,3.510074458302238,2.064033333731117,1.3138019342829126,0.6236430351509143
2024-03-18,32.55650502952477,22.75412332852519,17.51208223586724,11.931354795638157,4.927675383353736,2.8383027054759538,3.488043035914829,2.053277240614542,1.3148730077228754,0.6237632373627084
2024-03-19,32.49033380229411,22.776371479065833,17.52950415173228,11.937291895083067,4.946022297970487,2.8266715718839834,3.488490698344291,2.060243465505699,1.320724983675556,0.6243456544446943
2024-03-20,32.52161379288167,22.795427624459776,17.545233753485054,11.841871100720088,4.95107269366987,2.839559051425759,3.4911494555214015,2.0658278953763247,1.323376611159068,0.6248680213009825
2024-03-21,32.23747801483657,22.71936494822115,17.472865684698537,11.731694798423806,5.428004817253548,2.9165880621541533,3.4848524598360555,2.0613367416254933,1.3250314809274695,0.6227829920232212
2024-03-22,32.28423601916621,22.718057288098674,17.472305358844913,11.713124287056665,5.403156749804784,2.91292817927597,3.486351258988528,2.060604704897556,1.3264890074089528,0.622747146457754
2024-03-25,32.3216233882785,22.86432631780934,17.5831407537229,11.739001967108324,5.188755076712316,2.891726770024324,3.3733388760080816,2.08318267018556,1.3281475085952057,0.626756671555447
2024-03-26,32.19742167683451,22.874453151696304,17.59119459066202,11.799028089155787,5.1664673254680205,2.9025346316518337,3.409089993088382,2.0957243048220815,1.3370531123998497,0.6270331242212135
2024-03-27,32.14284151038709,22.868308705973593,17.586584635015996,11.823166617804858,5.184099073482272,2.913244334854261,3.4086394206497395,2.0961320141244553,1.3501178509699805,0.626865836737748
2024-03-28,32.137106055923326,22.870848947450952,17.59246712928403,11.78913590494158,5.187100974346376,2.917969922869505,3.4345574807219412,2.1042799626283153,1.3396004396545893,0.6269331821793898
2024-04-02,32.15536343613624,22.866287248471227,17.588471999302936,11.813359195955064,5.156526048991553,2.9435010988898154,3.4267523441428116,2.081056374946243,1.341874115772692,0.6268081373914122
2024-04-03,32.15193358799729,22.846630395593532,17.574389444192466,11.881135910218784,5.09026499186747,2.9423685758365274,3.4528975307833125,2.1059586222325613,1.3256277325394907,0.6287932087385636
2024-04-05,32.258586641894794,22.836300778066544,17.5643416646004,11.785966940165581,5.111456339665726,2.921627782852025,3.464605745447275,2.11822595852505,1.310375795303568,0.6285123534790357
2024-04-08,32.469155440419186,22.771346626427395,17.5125520209971,11.716573840749044,5.114724426737151,2.9266869104475903,3.456600826008723,2.1134201691557655,1.294281041730459,0.6246586973275834
2024-04-09,32.60942461083203,22.71845065825162,17.47195451686015,11.689357201910031,5.061058645547503,2.9198884571011448,3.4680949804401817,2.1507497250236915,1.2878135375614945,0.6232076664721566
2024-04-10,32.72708179292603,22.687726667355314,17.448149690036725,11.638787102279187,5.009170326641187,2.9032313226324202,3.463901538928736,2.214032057814681,1.2855546488430545,0.622364852542667
