date,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD,CHONG HING SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,22.55111216396354,22.58993156385667,6.996776368358155,2.2188978181127847,5.822402836005924,2.339348534395763,0.9351946129272846,0.1728433691892206,0.6538196978804202,0.0,64.28032696468976
2024-03-04,22.551479329909775,22.528109997659676,6.964878826779157,2.2188978181127847,5.822724106208878,2.3561199863835407,0.9340736093976917,0.1728433691892206,0.6668540889716943,0.0,64.21598113261243
2024-03-05,22.552121870315684,22.554872585793373,6.958616811566152,2.224382359434641,5.80989624596236,2.330577077627485,0.9321884417425012,0.17465625104874644,0.6598320402499868,0.0,64.19714368374093
2024-03-06,22.55211971321575,22.53269833280252,6.915933770316557,2.228170915355104,5.859440700832186,2.3426634921413285,0.9334276268110379,0.1736924404398846,0.6523877047943678,0.0,64.19053469670874
2024-03-07,22.553404794027564,22.534334240675964,6.862809447470959,2.2335636651904025,5.931887131598299,2.3196895058238356,0.9306738822142897,0.17410550212939682,0.63795349353308,0.0,64.1784216626638
2024-03-08,22.540599881652685,22.552646642244337,6.780220057440156,2.2473736943430938,5.992882574416269,2.3184698264461923,0.9334769647350629,0.17410550212939682,0.6357963935989608,0.0,64.17557153700615
2024-03-11,22.54140305716007,22.556898699276175,6.779669308520806,2.2487046708981886,6.041555010163791,2.3101382803772443,0.92992004463093,0.174518563818909,0.6180362096137206,0.0,64.20084384445983
2024-03-12,22.542619294356967,22.541994194333505,6.752590819986118,2.2518944250560886,6.023701566028207,2.333340919287754,0.9315263956456997,0.174518563818909,0.6386523939117347,0.0,64.19083857242498
2024-03-13,22.545923787873065,22.541847741016703,6.762641987764248,2.2531106622529857,5.947101570495333,2.341985887387555,0.9364372401765673,0.173830127669722,0.7104255341239436,0.0,64.21330453876011
2024-03-14,22.548700480341452,22.536064877363533,6.756698489009601,2.2613260002999507,5.93289683795044,2.3346913556379993,0.9370797805824751,0.173141691520535,0.7446149714350723,0.0,64.22521448414106
2024-03-15,22.58493516966033,22.53887617522235,6.745040970216699,2.2231177940200713,5.940928593024289,2.370867206613992,0.9357258561557404,0.173141691520535,0.7063738120115184,0.0,64.21900726844552
2024-03-18,22.544432176216496,22.543580488908464,6.7988078334682065,2.244868934153635,5.972367177170496,2.399271623172016,0.9295264886323115,0.1675883065837597,0.6494341760271257,0.0,64.2498772043325
2024-03-19,22.544202697500097,22.55158929611067,6.744696752142107,2.2315821164743257,6.0154632801096035,2.3821949644914318,0.9294151914548595,0.173141691520535,0.6330493956764747,0.0,64.2053353854801
2024-03-20,22.553726064230517,22.555008528984967,6.740910353321578,2.2170561137264797,6.0435744228680734,2.3609982449366798,0.9389844539285591,0.173141691520535,0.6861207089385855,0.0,64.26952058245597
2024-03-21,22.550765788789015,22.54299761296882,6.7481389328880415,2.2030120162830644,6.071731461369822,2.3505007410551597,0.9390039596194527,0.173141691520535,0.6757712188291407,0.0,64.25506342332305
2024-03-22,22.548929959057848,22.545379602045003,6.804957863067611,2.165538141895651,6.061588502105134,2.403066512705051,0.9367550681987752,0.173141691520535,0.6173812773571273,0.0,64.25673861795273
2024-03-25,22.545717257028308,22.569553119508843,6.740267812915671,2.143806507452981,6.015578019467801,2.458935171520025,0.9442590222249136,0.173141691520535,0.6407881064294859,0.0,64.23204670806855
2024-03-26,22.542688137971886,22.556504133571202,6.771981771521551,2.1503262731602417,6.037424393268669,2.49847954057399,0.9381778362404283,0.173141691520535,0.553271762461925,0.0,64.22199554029044
2024-03-27,22.540599881652685,22.561291059595217,6.78322622862494,2.1488576093753093,6.074852371912804,2.478988352735234,0.9310869439038021,0.16855211719262153,0.5409487553914774,0.0,64.22840332038409
2024-03-28,22.54032450719301,22.558789741586505,6.8464476149919475,2.1276767238519887,6.076894732488725,2.4304002733638588,0.9338865842438293,0.17042851876084567,0.5539905815931628,0.0,64.23883927807388
