date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,THE CORE SECURITIES COMPANY LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD,CHINA MERCHANTS BANK CO LTD,TOTAL_CCASS_PCT
2024-03-01,16.215527163381736,12.258163955710796,0.0,1.9911384330824875,0.0,2.52139609980129,0.0,1.2105247300921602,0.0,0.0,34.19675038206847
2024-03-04,16.202913487931912,12.241281036262572,0.0,1.9893919241740505,4.077178376146802,2.512469498713724,1.6030972402687935,1.2052852033668495,0.0,0.4921273990884448,40.32374416595315
2024-03-05,16.201749148659626,12.243221601716392,0.0,1.9890038110832866,4.07601403687451,2.5118873290775783,1.6030972402687935,1.206449542639141,0.0,0.4921273990884448,40.32355010940777
2024-03-06,16.196758305397218,12.248849241532467,0.0,1.9860929629025585,4.070968566694582,2.5091699552725957,1.6147406329917064,1.2093603908198691,0.0,0.48242457181935083,40.31836462743035
2024-03-07,16.1969523619426,12.255641220620832,0.0,1.9725090047258271,4.0717447928761095,2.5175143867240166,1.6147406329917064,1.2089722777291054,0.8365777671412798,0.48727598545389783,41.16192843020537
2024-03-08,16.21131254630086,12.263985652072252,0.0,1.9606715554575322,4.070774510149199,2.516738160542489,1.6147406329917064,1.215764256817471,0.8365777671412798,0.48727598545389783,41.17784106692669
2024-03-11,16.213835281390825,12.289989229153425,0.0,1.9569844810952766,4.070774510149199,2.497526562549683,1.6147406329917064,1.215958313362853,0.8369658802320437,0.48727598545389783,41.184050876378905
2024-03-12,16.21752235575308,12.301826678421719,0.0,1.9546558025506942,4.071356679785345,2.482002038919133,1.6147406329917064,1.2173167091805261,0.8369658802320437,0.48863438127157094,41.185021159105816
2024-03-13,16.22115121315172,12.289407059517279,0.0,1.9653871295103122,4.070774510149199,2.4835544912821876,1.6147406329917064,1.2116890693644518,0.8369658802320437,0.4863057027269885,41.17997568892589
2024-03-14,16.232988662420016,12.324919407322163,0.0,1.9593713766034737,4.071938849421491,2.4693883634693106,1.6030972402687935,1.2149880306359435,0.8369658802320437,0.49659069963222796,41.210248510005464
