date,VALUABLE CAPITAL LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,65.59052249986306,0.0,34.409477500136944,0.0,0.0,0.0
2024-03-04,0.0,0.0,34.47933909671975,22.62386695379785,18.0890262681895,0.0,10.716898375711656,14.090869305581249
2024-03-05,0.0,0.0,34.48127193795362,22.625135201509774,18.08630310501798,0.0,10.71563054462224,14.091659210896387
2024-03-06,0.0,59.975537995824446,13.799313611957743,9.055893235034011,7.239189002706044,0.0,4.289765657628316,5.640300496849438
2024-03-07,0.0,59.97688373612097,13.804110873663264,9.056096432551776,7.239351436736325,0.0,4.283130466152837,5.640427054774831
2024-03-08,38.00627152392654,37.177957882837454,8.553992467948317,5.619179134375655,4.4874672715273185,0.0,2.658792022806838,3.4963396965778735
2024-03-11,38.01393242652512,37.18545182272513,8.555716691359308,5.620311789127263,4.469235046561788,0.0,2.6583077719135715,3.497044451787818
2024-03-12,38.01164095224875,37.18321028913814,8.555200954010846,5.619972997556175,4.475921009435817,0.0,2.657220147149577,3.4968336504606965
2024-03-13,37.993464915666266,37.164070327611284,8.53846934998902,5.626627252392343,4.520549948082104,0.0,2.6617845418945683,3.495033664364413
2024-03-14,36.79484880662168,35.990390669457554,8.293680101383556,5.468321421914747,4.3830823509370065,3.108194742611864,2.582210803576384,3.3792711034972096
2024-03-15,36.79312563475564,35.99643293186799,8.289506234399163,5.46654612420577,4.383818206626214,3.108716563239767,2.5832727673158113,3.378581537589642
2024-03-18,36.79310228097285,35.99641008377175,8.290847646543687,5.466632432663497,4.382442445286697,3.1087145900371613,2.58327112762932,3.378579393095039
2024-03-20,36.79680225981796,36.0000299458533,8.291681388712693,5.466733230406105,4.3827933641001895,3.109027207824342,2.583530905901084,3.3694016973843346
2024-03-21,36.79572133622951,35.99906026855273,8.291458048475524,5.471254794190573,4.38258552669233,3.10894346475205,2.583461317312448,3.3675152437948337
2024-03-22,36.81102382255585,36.01403144203476,8.246581929804421,5.473530162049543,4.386204586275183,3.110236402167899,2.589475939901252,3.368915715211091
2024-03-25,36.80127238737335,36.00449113435517,8.256071159302572,5.466153500148155,4.402912540165771,3.1094124840714015,2.5916635229891165,3.368023271594457
2024-03-26,36.797868865720574,36.001161302063416,8.25171600240917,5.4647500684734815,4.41624322747615,3.1091249137774843,2.5914238360885014,3.367711783991222
2024-03-27,36.79908480894008,36.00235091899855,8.250462188714753,5.4648588103949685,4.416389157150168,3.1078807552155148,2.59115029443533,3.3678230661506303
2024-03-28,36.79921698152339,36.00248022992438,8.250491822193592,5.464878438722959,4.41640501965237,3.107891917901494,2.590800427601153,3.367835162480664
2024-04-02,36.79971263716702,36.00296515416937,8.248807057641464,5.464952046208717,4.416464505050487,3.1079337786880883,2.5912842965826623,3.3678805244921963
2024-04-03,36.80047266842065,36.003708730050256,8.248977421775304,5.464705729054548,4.41637612619817,3.1079979674177483,2.5896316822249172,3.3681296748584075
2024-04-05,36.80113359068226,36.004355342739565,8.249125570220643,5.464803873056718,4.414659481267207,3.1080537858596524,2.5896781910087463,3.368190165165207
2024-04-09,36.802290261765805,36.00548697083477,8.253156480156369,5.464975633543434,4.414798235388817,3.1054574462779785,2.5855389436023457,3.3682960284304877
2024-04-10,36.80166234558446,36.00487264961385,8.255709646522988,5.464882390796676,4.414722910640558,3.105404461342337,2.5845968358812166,3.368148759617913
2024-04-11,36.802937562403756,36.005680971365074,8.255894990038684,5.465005079282408,4.411589173251183,3.1099642473972584,2.580703600547802,3.3682243757138295
2024-04-12,36.79802317203462,36.00096088520938,8.256428914320947,5.4642886563702575,4.416308432048574,3.109556553422508,2.5866505609024375,3.3677828256912736
2024-04-15,36.79637120629278,35.9993447018134,8.260547538730707,5.464043349234555,4.4161101716637425,3.1094169567687815,2.5865344389549967,3.3676316365410313
2024-04-16,36.79898138013116,36.00189833807315,8.260235586499638,5.465418655930003,4.416423431228737,3.109637525225047,2.57953456129353,3.3678705216187392
2024-04-17,36.79908050795487,36.00199531874212,8.262233265614883,5.46543337848581,4.425145169577823,3.1096459018590967,2.568586863893492,3.3678795938719057
2024-04-18,36.826725834755614,36.02534985737714,8.267592986494378,5.5747327669210796,4.447964448816015,3.111393581692193,2.3761761824376446,3.3700643415059406
2024-04-19,36.80988833835728,36.008878756981346,8.264172209131626,5.661993299796888,4.417648759511469,3.1099710257348536,2.3589240914383574,3.368523519048173
2024-04-22,36.79150365281301,35.99089413538556,8.263096664060853,5.749019677253972,4.3730196667982035,3.1084177518201286,2.357207340684987,3.366841111183283
2024-04-23,36.78394232024545,35.983497342839925,8.263731842471312,5.764889896271494,4.372120930602554,3.1077789146417887,2.3578895896891314,3.3661491632383433
2024-04-24,36.783366688752125,35.98310982182374,8.263642846959547,5.766353478149995,4.372073845442104,3.1077454456981886,2.3575949613745575,3.366112911799747
