date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),TOTAL_CCASS_PCT
2024-11-27,33.1670176,41.25136,15.1467452,5.31332,5.1079680000000005,4.4949492,3.1852708,3.236976,1.42452,3.3736,115.70172679999999
2024-11-28,33.3231776,41.18512,15.085589999999998,5.32324,5.041408,4.4629492,3.2402859999999998,3.2366560000000004,1.42612,3.3736,115.69814679999999
2024-11-29,33.300617599999995,40.98176,15.15495,5.3098,5.041888,4.4629492,3.376816,3.2787360000000003,1.42612,3.3736,115.70723679999999
2024-12-02,33.246697600000005,40.90032,15.157670000000001,5.3056399999999995,5.055968,4.4629492,3.5036808,3.280816,1.42564,3.3736,115.7129816
2024-12-03,33.2895776,40.77744,15.23207,5.2882,5.0937280000000005,4.4720692,3.2788336,3.243376,1.42468,3.3736,115.47357439999999
2024-12-04,33.4465376,40.56848,15.37575,5.2878799999999995,5.045408,4.4720692,3.2735536,3.2544160000000004,1.42436,3.3736,115.5220544
2024-12-05,33.3537376,40.33248,15.7038124,5.2842,5.0545279999999995,4.4720692,3.3330564,3.255376,1.42548,3.3736,115.58833959999998
2024-12-06,33.632457599999995,40.24528,16.323932,5.30596,5.098688,4.4720692,2.5310243999999997,3.256016,1.42548,3.3736,115.66450720000002
2024-12-09,34.0846176,39.9144,15.4164104,5.327719999999999,5.106848,4.4720692,2.8107788,3.2555359999999998,1.42772,3.3736,115.18969999999999
2024-12-10,34.5282976,39.726879999999994,15.599024,5.37108,4.996248,4.4720692,2.8319068,3.266256,1.4293200000000001,3.3736,115.59468159999999
2024-12-11,34.8602976,39.65376,15.817944,5.39028,4.6968879999999995,4.4720692,2.9975396,3.2617760000000002,1.44564,3.3736,115.9697944
2024-12-12,34.9505376,39.63008,15.945624,5.39956,4.388888,4.4720692,3.0501468,3.2734560000000004,1.45332,3.3736,115.9372816
2024-12-13,35.1527776,39.30096,16.076504,5.412999999999999,4.403448,4.4720692,2.9991068,3.274256,1.45332,3.3736,115.9190416
2024-12-16,35.426697600000004,39.184799999999996,16.208984,5.39204,4.384088,4.4720692,2.9838268,3.273776,1.46052,3.0936000000000003,115.8804016
2024-12-17,35.7633376,39.2088,16.148642799999998,5.4246799999999995,4.474488,4.4792692,2.627484,3.278416,1.46212,3.0936000000000003,115.9608376
2024-12-18,35.8876576,39.17968,16.0216936,5.41764,4.481688,4.4792692,2.6899068,3.279216,1.46212,3.0936000000000003,115.9924712
2024-12-19,35.7903776,39.53392,16.0516136,5.4451600000000004,4.515928000000001,4.4792692,2.4838039999999997,3.2800160000000003,1.46212,3.0936000000000003,116.1358084
2024-12-20,35.8273376,39.24672,16.1140672,5.469799999999999,4.503768,4.4824692,2.667568,3.2835360000000002,1.46212,3.0936000000000003,116.150986
2024-12-23,36.0270812,39.26192,15.748147200000002,5.49332,4.484408,4.4872692,2.7793888,3.286576,1.46372,3.0936000000000003,116.12543040000001
2024-12-27,36.5016412,39.02256,15.3999868,5.50436,4.526648,4.4872692,2.7996192,3.283856,1.46356,3.0936000000000003,116.0831004
2024-12-30,36.6501212,38.95392,15.4217232,5.50276,4.489528,4.4872692,2.8900412,3.282736,1.46356,2.9736,116.11525879999999
2025-01-02,36.6896412,39.09088,15.3851632,5.51332,4.505528,4.512389199999999,2.9206012,3.2835360000000002,1.49092,2.9736,116.36557880000001
2025-01-03,36.456521200000005,39.03312,15.5429232,5.53412,4.588888,4.5203892,2.9898135999999997,3.327536,1.4925199999999998,2.9736,116.4594312
2025-01-06,36.6294812,38.99792,15.421243200000001,5.51556,4.611368,4.5723892,2.7791504000000002,3.3310560000000002,1.4946,2.9736,116.326368
2025-01-07,36.6373212,39.01216,15.3129084,5.52436,4.644168,4.6323891999999995,2.7939504,3.3310560000000002,1.4963600000000001,2.9736,116.35827320000001
2025-01-08,36.3918812,38.93504,15.207620799999999,5.51668,4.5756879999999995,4.6427892,2.9559784,3.288656,1.4963600000000001,2.9736,115.9842936
2025-01-09,36.4074012,38.954879999999996,15.0866608,5.5206800000000005,4.578248,4.6427892,3.0374184,3.288656,1.4963600000000001,2.9736,115.9866936
2025-01-10,36.525801200000004,38.96528,15.0792608,5.52564,4.654488,4.6427892,3.1845392,3.284976,1.4963600000000001,2.9736,116.3327344
2025-01-13,36.709161200000004,38.97952,15.092140800000001,5.5154000000000005,4.634808,4.6427892,3.1140524,3.284976,1.4963600000000001,2.9736,116.44280760000001
2025-01-14,36.7046812,39.01328,14.9301984,5.52868,4.656888,4.6749491999999995,3.2498776,3.287536,1.4963600000000001,2.9736,116.5160504
2025-01-15,36.6304412,39.08672,15.0235584,5.52436,4.749848,4.6123892,3.1644976,3.2916960000000004,1.49652,2.9736,116.5536304
2025-01-16,36.4248412,39.06752,15.2034784,5.52644,4.759448,4.5647092,3.2279099999999996,3.290096,1.49652,2.9736,116.5345628
2025-01-17,36.421001200000006,39.114399999999996,15.1165984,5.49124,4.788008,4.5391092,3.3578919999999997,3.282736,1.4981200000000001,2.9736,116.58270479999999
2025-01-20,36.4819612,39.027840000000005,15.115558400000001,5.49092,4.784167999999999,4.5391092,3.3562920000000003,3.2816159999999996,1.4981200000000001,2.9736,116.5491848
2025-01-21,36.5894812,38.97824,15.0995584,5.48292,4.785608,4.5391092,3.3726119999999997,3.2772959999999998,1.4981200000000001,2.9736,116.59654479999999
2025-01-22,36.6816412,38.94368,15.188838399999998,5.4842,4.751688,4.5391092,3.4094520000000004,3.2764960000000003,1.49412,2.9736,116.7428248
2025-01-23,36.6440412,38.8832,14.9870708,5.48196,4.765608,4.5487092,3.5021532,3.2764960000000003,1.49108,2.9736,116.5539184
2025-01-24,36.7560412,38.8304,15.0122268,5.47716,4.753608,4.5487092,3.4187412,3.2764960000000003,1.49108,2.9736,116.5380624
2025-01-27,36.8326812,38.8424,14.856306799999999,5.4797199999999995,4.744968,4.5487092,3.4202612,3.2764960000000003,1.49108,2.9736,116.46622239999999
2025-02-03,36.567081200000004,38.8424,14.9713068,5.481,4.743528,4.5487092,3.4960724,3.2752160000000003,1.49108,2.9736,116.3899936
2025-02-04,36.6493212,38.879999999999995,14.990882,5.432519999999999,4.705608,4.4375092,3.3889176,3.309776,1.49076,2.9736,116.258894
2025-02-05,36.6493212,38.879999999999995,14.877927199999998,5.43444,4.708328,4.4375092,3.3709976000000004,3.3094560000000004,1.49076,2.9736,116.13233919999999
2025-02-06,36.6493212,38.879999999999995,14.886327199999998,5.39812,4.685288,4.4400692,3.5680008,3.309776,1.49076,2.9736,116.2812624
2025-02-07,37.1280412,38.6064,14.941447199999999,5.3555600000000005,4.701928,4.4655092,3.3906408,3.309776,1.4963600000000001,2.9736,116.36926240000001
2025-02-10,36.8072412,38.69344,15.0875132,5.37844,4.746728,4.4797492000000005,3.6805176000000004,3.3102560000000003,1.4963600000000001,2.9736,116.65384519999999
2025-02-11,36.7360412,38.41072,15.1728028,5.41492,4.818408,4.3855091999999996,3.9801471999999998,3.305136,1.49492,3.0136,116.7322044
2025-02-12,36.6190812,38.51984,15.121762799999999,5.38836,4.642087999999999,4.3831092,4.3034964,3.304496,1.4981200000000001,3.0136,116.7939536
2025-02-13,36.6475612,38.5656,15.129589600000001,5.43236,4.645768,4.3831092,4.334978400000001,3.304496,1.49492,3.0136,116.95198239999999
2025-02-14,36.7734812,38.542559999999995,15.067854,5.42244,4.553448,4.3831092,4.4724144,3.269776,1.4958799999999999,3.0136,116.9945628
2025-02-17,37.0147612,38.65728,14.946069600000001,5.41396,4.564008,4.3831092,3.8728464,3.274256,1.49732,3.0136,116.63721039999999
2025-02-18,37.1262812,38.68704,15.080839600000001,5.43748,4.543208,4.3871092,3.8326583999999997,3.2734560000000004,1.49764,3.0136,116.8793124
2025-02-19,37.1851612,38.76896,15.033387600000001,5.41332,4.557928,4.3871092,4.1357292,3.2721760000000004,1.49924,3.0343999999999998,117.2874112
2025-02-20,37.261321200000005,38.758559999999996,15.0166676,5.37876,4.557448,4.3871092,4.1426732,3.259376,1.49092,3.0343999999999998,117.2872352
2025-02-21,37.358761200000004,38.672000000000004,15.0987888,5.35668,4.557928,4.3871092,4.1805788,3.2592160000000003,1.4925199999999998,3.0343999999999998,117.397982
2025-02-24,37.5696412,38.64544,15.2847192,5.3926799999999995,4.520968,4.2890292,4.0977684,3.253616,1.4925199999999998,3.0343999999999998,117.580782
2025-02-25,38.418281199999996,38.8864,15.238639200000001,5.33284,4.378408,4.2711092,3.7245724,3.2539360000000004,1.5022799999999998,3.0343999999999998,118.04086600000001
2025-02-26,38.444681200000005,38.895360000000004,15.404135199999999,5.3514,4.415208000000001,4.2751092,3.8542559999999995,3.253456,1.50324,3.0343999999999998,118.4312456
2025-02-27,38.3757212,38.84496,15.5184552,5.35828,4.347208,4.2511092,3.8035428000000002,3.256656,1.5016399999999999,3.0343999999999998,118.2919724
2025-02-28,38.263401200000004,38.50576,15.8018152,5.33988,4.324008,4.2391092,4.2230972,3.2491359999999996,1.46164,3.0343999999999998,118.44224679999999
2025-03-03,38.1834012,38.61264,15.7284644,5.35508,4.354568,4.243109199999999,4.252848,3.2478559999999996,1.48484,3.0343999999999998,118.4972068
2025-03-04,38.2126812,38.507039999999996,15.016903600000001,5.380999999999999,4.402728,4.2506292000000006,4.1076248,3.2486559999999995,2.04884,3.0343999999999998,118.2105028
2025-03-05,38.3114012,37.85504,15.2274764,5.363239999999999,4.351208,4.2013492,4.555017599999999,3.246896,1.8885200000000002,3.0343999999999998,118.0345484
2025-03-06,38.472521199999996,37.83952,14.960506400000002,5.39076,4.363207999999999,4.1984692,4.2300576,3.250096,2.11924,3.0343999999999998,117.8587784
2025-03-07,38.5989212,37.48944,14.972872,5.40196,4.404328,4.1984692,4.4181976,3.251216,2.23364,3.0343999999999998,118.003444
2025-03-10,38.4528412,37.378879999999995,15.169192,5.3802,4.365608,4.1984692,4.5927048,3.2550559999999997,2.23252,3.0343999999999998,118.0598712
2025-03-11,38.3234012,37.38816,15.013446,5.3634,4.021288,4.1983092,5.106602,3.252816,2.2338,2.89216,117.79338239999998
2025-03-12,38.1848412,37.222080000000005,14.580568399999999,5.61956,4.716328,4.2152692,4.0056252,3.307856,2.29316,2.83136,116.97664800000001
2025-03-13,38.1229212,36.74928,14.420143999999999,5.69636,4.823528,4.2800692,4.146021200000001,3.3094560000000004,2.40884,2.83136,116.7879796
2025-03-14,38.0424412,36.67216,14.1810772,5.77348,4.9168792,4.2859891999999995,3.7384952,3.286096,2.4147600000000002,2.83136,116.142738
2025-03-17,37.7334812,36.575039999999994,14.080810799999998,5.82468,4.9423192,4.3813492,3.2858892,3.3107360000000003,2.4459600000000004,2.83136,115.41162560000001
2025-03-18,37.6736412,36.36144,14.082730800000002,5.89444,5.0235992,4.4592692000000005,3.0746472000000002,3.308496,2.52836,2.83136,115.23798359999999
2025-03-19,37.5335912,36.13344,14.5448444,5.9681999999999995,5.2469592,4.3613568,3.115056,3.3150560000000002,2.5194,2.83136,115.5692636
2025-03-20,37.1393512,35.951840000000004,14.8282292,5.99684,5.3730392,4.3653568,3.2598655999999995,3.3248159999999998,2.5202,2.83136,115.590898
2025-03-21,37.026399999999995,35.94352,14.8731892,5.99892,5.3690392000000005,4.3287168000000005,3.2624048,3.326416,2.51156,2.83136,115.471526
2025-03-24,36.815039999999996,35.823519999999995,14.8933092,6.14916,5.4627191999999996,4.2466368,3.2742448,3.3214559999999995,2.51636,2.83536,115.33780600000001
2025-03-25,36.75744,35.632960000000004,14.862804399999998,6.13716,5.5969592,4.2341568,3.2061496000000003,3.335376,2.5213200000000002,2.83536,115.119686
2025-03-26,36.7536,35.15056,14.923191999999998,6.16404,5.7265592,4.2221568000000005,3.3557436000000003,3.3438559999999997,2.5336399999999997,2.83536,115.0087076
2025-03-27,36.55872,34.66592,15.3044184,6.192679999999999,5.8143991999999995,4.2421568,3.375178,3.353456,2.5622800000000003,2.83856,114.90776840000001
2025-03-28,36.54992,34.2568,15.8575628,6.20036,5.8294512,4.2501568,3.2036596,3.357296,2.56516,2.83856,114.90892640000001
2025-03-31,36.54912,33.8136,16.0717112,6.19972,5.9113712,4.2701568000000005,3.4084488000000004,3.3686559999999997,2.56756,2.83856,114.998904
2025-04-01,36.54736,33.29664,15.8171328,6.279559999999999,6.0395312,4.017996800000001,3.631882,3.3691359999999997,2.58228,2.8417600000000003,114.4232788
2025-04-02,36.5376,32.75344,16.0260928,6.32596,6.130131199999999,4.0365568,3.5088088,3.3665760000000002,2.58228,2.84336,114.11080559999999
2025-04-03,36.51088,32.52624,16.034378399999998,6.3456399999999995,6.1835712,4.0325568,3.7611004,3.3510560000000003,2.7038800000000003,2.84336,114.29266279999999
2025-04-07,36.496,32.04272,16.1987676,6.354279999999999,6.1098112,4.0445568000000005,3.8993832,3.358416,2.81364,2.84336,114.1609348
2025-04-08,36.47456,31.74768,16.4309828,6.381,6.182131200000001,4.2307968,3.4672168,3.376016,2.87876,2.84496,114.0141036
2025-04-09,36.4304,31.6672,16.115163199999998,6.39348,6.1718912,4.4813567999999995,3.3249908,3.3820959999999998,2.997,2.84624,113.809818
2025-04-10,36.397439999999996,31.52,16.0484432,6.35508,6.1883712,4.4813567999999995,3.5819904,3.386096,2.965,2.84624,113.7700176
2025-04-11,36.329119999999996,31.48256,16.1405232,6.344679999999999,6.0931712,4.4943168,3.5628255999999996,3.380976,2.9762,2.84624,113.65061279999999
2025-04-14,36.32512,31.48032,16.1382832,6.35732,6.1154112,4.4943168,3.5681472,3.3812960000000003,2.9762,2.84624,113.6826544
2025-04-15,36.32512,31.48032,16.061738000000002,6.36212,6.1112512,4.4943168,3.8751712,3.3710560000000003,2.98436,2.84624,113.9116932
2025-04-16,36.32512,31.43712,16.202162,6.40372,6.1021312000000005,4.4943168,3.7294912,3.369456,3.01316,2.84624,113.9229172
2025-04-17,36.32512,31.43664,16.237574799999997,6.423719999999999,6.0917312,4.4943168,3.9589156,3.369456,3.01316,2.84624,114.1968744
2025-04-22,36.32512,31.431520000000003,16.230736,6.450119999999999,6.0898112,4.4936768,3.5867812,3.3692960000000003,3.0138000000000003,2.84624,113.83710119999999
2025-04-23,36.32512,31.43072,16.1249292,6.4626,6.1510912,4.4936768,3.5983576000000004,3.3699359999999996,3.0138000000000003,2.84624,113.81647079999999
2025-04-24,36.32512,31.391999999999996,16.0741296,6.505,6.1358912000000005,4.4936768,3.5755908000000005,3.373296,3.03428,2.84624,113.7552244
2025-04-25,36.3232,31.36912,16.178609599999998,6.5099599999999995,6.0859712,4.5816768,3.7885608,3.354896,3.00964,2.84624,114.0478744
2025-04-28,36.3232,31.366719999999997,16.158529599999998,6.562759999999999,6.1107712,4.5922368,3.6824408,3.354896,3.05044,2.84624,114.0482344
2025-04-29,36.3232,31.35632,16.0560948,6.56196,6.1309312,4.5824768,3.6809676,3.353136,3.0682,2.84624,113.9595264
2025-04-30,36.3208,31.320320000000002,15.6331856,6.56196,6.2651712,4.5824768,4.1110768,3.353136,3.0682,2.84624,114.06256640000001
2025-05-02,36.3208,31.320320000000002,15.6493456,6.557,6.273011200000001,4.5824768,4.0051132,3.348656,3.0682,2.84624,113.97116279999999
