date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,HGNH INTERNATIONAL SECURITIES CO LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,OCBC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,90.05311443746982,0.0,0.0,0.0,0.0,0.0,0.0,9.946885562530179,0.0
2024-03-04,90.04349927501208,0.0,0.0,0.0,0.0,0.0,0.0,9.956500724987917,0.0
2024-03-05,90.09615384615385,0.0,0.0,0.0,0.0,0.0,0.0,9.903846153846153,0.0
2024-03-06,71.85349210259946,20.28991587344327,0.0,0.0,0.0,0.0,0.0,7.856592023957266,0.0
2024-03-11,29.433249029542395,8.27181582156081,0.0,59.09195083823343,0.0,0.0,0.0,3.2029843106633566,0.0
2024-03-12,28.15612545542737,7.910808056265262,0.0,56.512994345577894,4.356876027694861,0.0,0.0,3.0631961150346125,0.0
2024-03-13,28.17748530474645,7.908456099760339,0.0,56.496192508936375,4.355580688098502,0.0,0.0,3.0622853984583327,0.0
2024-03-14,28.266678083342327,7.819263321164466,0.0,56.496192508936375,4.355580688098502,0.0,0.0,3.0622853984583327,0.0
2024-03-19,28.333572667289232,7.819263321164466,0.0,56.496192508936375,4.355580688098502,0.0,0.0,2.995390814511427,0.0
2024-03-20,28.32824549818018,7.819844549217408,0.0,56.50039203140057,4.355904450782888,0.0,0.0,2.9956134704189488,0.0
2024-03-21,28.291079077951657,7.819844549217408,0.0,56.50039203140057,4.385637586965706,0.0,0.0,3.0030467544646533,0.0
2024-03-22,27.252786178303527,7.158040130700203,0.0,53.76289326272647,4.173149194186109,4.795585006200309,0.0,2.85754622788337,0.0
2024-03-27,27.299066289936725,7.153486349477246,0.0,53.72869054112094,4.170494332227516,4.7925341648309425,0.0,2.8557283224066383,0.0
2024-04-02,27.412164441319163,7.153486349477246,0.0,53.72869054112094,4.170494332227516,4.679436013448502,0.0,2.8557283224066383,0.0
2024-04-05,27.222486613279255,7.0154838034598015,0.0,53.178973720648045,4.126738720923628,4.630340734324478,0.0,2.8257668529714337,1.000209554393354
2024-04-09,26.963141888499575,7.153371889134497,0.0,53.16409952755765,4.125584469454033,4.768895946046865,0.0,2.8249764841685243,0.9999297951388588
2024-04-10,26.88622421195043,7.2302895656836395,0.0,53.16409952755765,4.125584469454033,4.768895946046865,0.0,2.8249764841685243,0.9999297951388588
2024-04-11,26.683441246502692,6.873671247137613,0.0,53.16409952755765,4.111599437354188,4.768895946046865,0.0,3.3983628002621358,0.9999297951388588
2024-04-12,26.473665765005027,6.873671247137613,0.0,53.16409952755765,4.2514497583526305,4.838821106546086,0.0,3.3983628002621358,0.9999297951388588
2024-04-15,26.46852406474851,6.874151923314148,0.0,53.167817295715444,4.251747062448374,4.839159485549794,0.0,3.398600447943931,0.9999997202797986
2024-04-16,26.60838416548695,6.874151923314148,0.0,53.167817295715444,4.111886961709941,4.839159485549794,0.0,3.398600447943931,0.9999997202797986
2024-04-17,26.370694945537444,7.02334373689693,0.0,53.238553815964195,4.117357575139675,4.845597690470502,0.0,3.403122077411364,1.001330158579887
2024-04-18,26.65405680765755,6.7423071505125955,0.0,53.23109900410306,4.116781035698092,4.844919178066463,0.0,3.4096468782057334,1.001189945756509
2024-04-19,26.951186534516037,6.7047534067385905,0.0,52.93460894392288,4.205248428532082,4.817933630040066,0.0,3.3906556037998734,0.9956134524504763
2024-04-22,26.96808500262366,6.708957305571324,0.0,52.90509881424026,4.207885130866621,4.820954487681625,0.0,3.3927815541921267,0.9962377048243822
2024-04-23,26.855979108015877,6.719255730043056,0.0,52.986309520985344,4.214344344308025,4.82835477857807,0.0,3.3979895623808085,0.9977669556888206
2024-04-24,26.72334934875602,6.914363444800044,0.0,52.91000127970968,4.209938186397662,4.823306663886063,0.0,3.394436915191492,1.0246041612590335
2024-04-25,26.689888030693233,7.052290717131507,0.0,52.89893995848364,4.209058060192875,4.731705998130733,0.0,3.3937272770098184,1.0243899583581997
2024-04-26,26.435491122447186,7.088562872095759,0.0,52.96168200329813,4.353588403380059,4.737318150472853,0.0,3.3977524878943735,1.0256049604116486
2024-04-29,26.309906841580457,7.088562872095759,0.0,52.96168200329813,4.479172684246791,4.737318150472853,0.0,3.3977524878943735,1.0256049604116486
2024-04-30,26.38665279099901,7.018793827169796,0.0,52.96168200329813,4.472195779754196,4.737318150472853,0.0,3.3977524878943735,1.0256049604116486
2024-05-02,26.175475461663737,7.038928900383739,0.0,53.11361513752725,4.485025333046366,4.750908270106837,0.0,3.4074997460118257,1.028547151260243
