date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,EVERBRIGHT SECURITIES INVESTMENT,CHINA INDUSTRIAL SECURITIES,INTERACTIVE BROKERS HONG KONG LTD
2024-05-10,33.12443467558819,6.14009914394816,6.4988931922673645,3.117138951419116,2.9640126444465937,2.9853548063223867,2.7396506546495734,2.6223524276880483,2.445989481585411,3.0551739308671895
2024-05-13,33.12884023961595,6.121053551766609,6.498808469882215,3.068508302343445,2.9558792954722657,2.984083970545148,2.7393464165645023,2.6215899262217053,2.445989481585411,2.999680768594429
2024-05-14,33.14129443023289,6.129424123419355,6.4841514972513945,3.0529193834759827,2.980957121476444,2.984168692930297,2.7393464165645023,2.6215899262217053,2.4498019889171276,2.903690306220326
2024-05-16,33.17586116337379,6.200654892345515,6.468732023154232,2.9313427607868054,2.9877349122883845,2.983406191463954,2.7393464165645023,2.6215899262217053,2.4498019889171276,2.8440457470752527
2024-05-17,33.03368166634163,5.919593632400749,6.450347265576843,2.972602562354491,2.9840071273418176,2.978407570740148,2.735714706802695,2.634298283994093,2.4498019889171276,2.8395554606623423
2024-05-20,33.041815015315954,5.908198471598174,6.377316569578189,3.0068304059547897,3.010101621967787,2.984761749626342,2.735396997858385,2.635992731697078,2.4498019889171276,2.8392165711217454
2024-05-21,33.06714700847559,5.944451688537851,6.253452442489982,2.958708091190014,3.0114571801301753,2.986710364484775,2.735396997858385,2.635992731697078,2.4498019889171276,2.8594652211724165
2024-05-22,33.0323017928547,5.975883693428223,6.239812138480951,2.9392219426056863,3.0105252338935333,2.97933951697679,2.735396997858385,2.635992731697078,2.4498019889171276,2.824390153720626
2024-05-23,33.058819899406416,5.980568841326977,6.239812138480951,2.9501511302899397,3.011203012974727,2.9862867525590286,2.735396997858385,2.636077454082227,2.4493783769913815,2.8326929474652527
2024-05-24,33.06229351719754,6.358815996500302,6.239812138480951,2.955996974865238,3.019675251489653,2.993911767222461,2.735231873929729,2.636077454082227,2.4493783769913815,2.7339066463812243
2024-05-27,50.76343911245156,9.685915382952599,9.537148417460282,4.5357135711625265,4.650815670330221,4.588028489058512,4.19600712398282,4.04389839198828,3.7964817307281127,4.20255210988508
2024-05-28,50.64322662323705,9.84433507291491,9.50765774829534,4.55492987873098,4.6685796503463575,4.575351576297301,4.1855990741437745,4.035164110123193,3.787064689741553,4.198091576169547
2024-05-29,50.6498747236424,9.817038259169594,9.509246660975581,4.567101916315271,4.682845375740568,4.578190900389109,4.1847837818425075,4.035838463743313,3.7876975811713587,4.187382337010305
2024-05-30,50.70706100789233,9.743943666431923,9.504027505936975,4.608819890710227,4.69604790083501,4.577373449377751,4.184966001364078,4.036375399514385,3.7882015037984913,4.15318367413883
2024-05-31,33.11871862570694,6.360031678004809,6.207194020198489,3.0394485242372515,3.070169793038607,2.9906923165867894,2.7339974687781043,2.63692467793372,2.474795092536157,2.674092642465852
2024-06-03,50.74542667534444,9.702015898648723,9.510179363944678,4.66303700876348,4.713999896007989,4.5840529773524565,4.188818043071107,4.041129111699797,3.7923373698041316,4.059003655363195
2024-06-04,50.82474522541077,9.682009542821634,9.475735612062815,4.72297346767903,4.69912553170716,4.564087850431826,4.173000402322126,4.026493041956079,3.7779556937634227,4.053873631845133
2024-06-05,50.88610334064525,9.668426119702584,9.465476199705934,4.708945440559333,4.697396838946621,4.561730194132408,4.167730495035047,4.02213354374288,3.7738652878134085,4.048192539716533
2024-06-06,50.87031857024338,9.669792720372653,9.465411886801798,4.710074956267152,4.700076215318577,4.565824296719312,4.167929730860533,4.022713422579026,3.778567732304403,4.049290468533166
2024-06-07,33.52287616782076,6.372904920842107,6.239040757407017,3.106306602184182,3.091455336251191,3.0088405547986157,2.7472532390382427,2.6515352209695515,2.4906087942503317,2.6675203299467247
2024-06-11,50.91900431349209,9.68683198044871,9.409330500227957,4.751328280337158,4.696705718272253,4.570867136331376,4.169539005873949,4.026358860651585,3.782638512930507,3.9873956914344184
2024-06-12,50.92950217127946,9.679728043510083,9.408925542479341,4.740137126853702,4.696631818283672,4.571298677193875,4.170320647945696,4.026738993856868,3.78609956471981,3.9906174138774877
2024-06-13,50.95789590238044,9.679704105132588,9.348733943075779,4.699318847770208,4.738733156965974,4.573745977398073,4.172317194812406,4.028666800805047,3.7879121652033527,4.0129719064561264
2024-06-14,50.96209777950702,9.673198308682386,9.342937659011712,4.712325319663496,4.738534794514068,4.572296966044016,4.171231370455501,4.027618360733517,3.788219966280431,4.0115394751078535
2024-06-17,50.986312681299296,9.661685679295354,9.341212124302045,4.713136357764921,4.733003591394589,4.57145251460853,4.170460991290567,4.032047893531711,3.7862269779145703,4.004461188598422
2024-06-18,51.02569336136995,9.623412092616194,9.339750577912273,4.701092126103175,4.7432094198695545,4.571939979171891,4.170905697199605,4.032477840131745,3.78663071206136,4.004888193564253
2024-06-19,51.058794466911806,9.586199725896996,9.333557692266405,4.7127363948550025,4.744243672135757,4.571570248741102,4.1704504085768725,4.032037662046858,3.786217370210248,4.004192358358951
2024-06-20,51.0749260632184,9.588618474362864,9.330423067222851,4.697846629570208,4.744743243968734,4.571428521913516,4.169027813490383,4.0319126616913,3.7860999907219686,4.004973533839775
2024-06-21,51.12706410218762,9.597222518668474,9.33753599010119,4.596590510574723,4.7593617971254885,4.574913489131609,4.171947158001372,4.034986336229763,3.7928691421330223,4.0075089558467445
2024-06-24,51.09987966204744,9.582626173062488,9.334563456581622,4.587480069449615,4.763814584126661,4.577064951407681,4.19383009608114,4.034372881481042,3.798892370921764,4.027475754840539
2024-06-25,51.044362637870755,9.512863259180362,9.32311688865996,4.638127360224739,4.821478978782349,4.585165590409036,4.191922748726744,4.032164792714106,3.811299072222917,4.039498671209033
2024-06-26,51.04943105263781,9.475313526140583,9.326169416448856,4.654007221650912,4.815682897234482,4.589513219824544,4.190350151640189,4.037237027031119,3.812546948493128,4.0497485388983785
2024-06-27,51.06998157307699,9.399205139771553,9.327289739341913,4.677275918654692,4.8235789395923305,4.594267037194031,4.190769146383375,4.050830231997622,3.8134224396761383,4.053379834311357
2024-06-28,51.09142562135205,9.367389626980573,9.33184464379537,4.670238552987534,4.821662151812649,4.597546328721925,4.192815673679268,4.052808421287282,3.815284692842792,4.0589842865405625
2024-07-02,51.08242306511347,9.36082978669593,9.328258743796122,4.686314318686254,4.824936862682977,4.596133938802313,4.193298841431069,4.051333257372688,3.817019153462419,4.059452031956759
2024-07-03,51.055407249592896,9.360729809313678,9.328546214166128,4.721289888629363,4.821071554673422,4.596275578561702,4.193428066959927,4.051458107926528,3.8093677531419003,4.0624257770344565
2024-07-04,51.07510331772578,9.302553262654454,9.325976519705499,4.732934151697899,4.8364423280912225,4.596692288458402,4.1911726119859205,4.050342070205494,3.8096128846551727,4.079170564820155
2024-07-05,51.06001504941931,9.302249196541105,9.327618642340424,4.73648641924032,4.8488168465466455,4.5975016763478855,4.191910595766866,4.048336366356678,3.81093103799727,4.076134169443487
2024-07-08,51.03809152335022,9.297352673008602,9.333198328348304,4.751367738713539,4.865708587024253,4.599604112766514,4.194418153782941,4.061510557449552,3.813728891565687,4.0450194339903955
2024-07-09,51.03120731848624,9.28536366485736,9.328717813415196,4.757069492163162,4.863996998443978,4.598223907791941,4.193277637286701,4.063644009753084,3.8213692724775954,4.057129885324743
2024-07-10,51.0522482619997,9.24738142692205,9.327912979224442,4.773431106184706,4.865587437992137,4.597891030285091,4.192974074904045,4.063349831889234,3.8213516411273143,4.0578722094712845
2024-07-11,51.09411478147272,9.192798360483739,9.336557266053156,4.7966501545064695,4.87683687367455,4.619780789196282,4.195599291368887,4.067115386039501,3.828522399584749,3.9920246976199434
2024-07-12,51.121782833174365,9.139141572635372,9.34495487509997,4.815365605600895,4.87291987646321,4.624584675177258,4.199372952426385,4.070773484414201,3.832225380330008,3.978878744678339
2024-07-15,51.136350610991684,9.111421371717853,9.348474786917237,4.838084554534458,4.875675043433505,4.606854458492342,4.201188014997314,4.072532963429282,3.8338817535385803,3.975536441947738
2024-07-16,51.39574146748188,9.057589108895264,9.349136082995459,4.621308334016143,4.8794010840513335,4.615532313604168,4.201905261664378,4.074235239516635,3.835484275921921,3.9696668318528174
2024-07-17,51.438696796168834,8.925446310331992,9.354586441575908,4.67922119916833,4.895758026211741,4.624199692296002,4.204354888046308,4.077389995454225,3.826676539187521,3.973670111559138
2024-07-18,51.458149308038024,8.894723070333203,9.355441730927108,4.671785031440648,4.900010771235839,4.6276530850145035,4.2066673719745955,4.079632646011784,3.830211268930971,3.9757257160933235
2024-07-19,51.47013955673584,8.854318188933286,9.357101496255664,4.68054530594322,4.906359964156786,4.630940513940504,4.207764496427738,4.080696639035239,3.83381084738714,3.978322991184587
2024-07-22,51.914590757786215,8.769692460854042,9.272522106336547,4.648546097034193,4.858789677385553,4.589081170683668,4.167245785078557,4.043810982476665,3.7991568059976077,3.9365641563669516
2024-07-23,51.92254317025872,8.693983449209467,9.277039546607108,4.692193870029308,4.860125456573037,4.594668805023889,4.169276007677217,4.045781069403318,3.8035860851897008,3.9408025400282396
2024-07-24,51.93316120295286,8.671403245008486,9.278840057218067,4.697103417030294,4.863009099432378,4.598009339159268,4.170201094149582,4.046678754596277,3.804430031723201,3.937163758729584
2024-07-25,51.94429801433179,8.653623275702808,9.264688075311636,4.723157244540828,4.866793442944989,4.591254009619791,4.162588774432436,4.040506805929953,3.801331332204004,3.951759024981761
2024-07-26,51.97181775063502,8.624202965256025,9.26851176688719,4.740437231813004,4.848585733928988,4.579880543996223,4.164422490133885,4.041513894525235,3.804551600132732,3.9560760226917004
2024-07-29,51.95078747781041,8.602690706772313,9.269204255816614,4.812465461454344,4.838771410085309,4.579321003417765,4.163445456489615,4.04181585277921,3.808056291223658,3.9334420841507574
2024-07-30,51.79450351193257,8.745541525863663,9.26718482872661,4.833708692951433,4.835410224647829,4.579608226957142,4.162769797163512,4.041159931955012,3.8087262716246637,3.9313869881775654
2024-07-31,34.237043739087206,5.902810988775866,6.126286649663523,3.1959307887319564,3.1950971407253843,3.0280871018907836,2.752468968138507,2.672059193753677,2.5184566743350163,2.5934296398131598
2024-08-01,51.70667904295896,8.90204641082859,9.245087156201565,4.831000067622291,4.82858346076479,4.573135807167732,4.157003411818269,4.0355620040020215,3.803578935462981,3.917323703172798
2024-08-02,51.71265694375891,8.896048603325376,9.24762819444353,4.822035599649818,4.825922351273458,4.574392746423726,4.155572905426771,4.036671189584237,3.8050103204184724,3.9240611456957084
2024-08-05,51.729775355891604,8.844589483284961,9.24976894880124,4.844641975779401,4.827168198255596,4.579440865447843,4.155248055327254,4.0376056477239946,3.80679193400629,3.9249695354818175
2024-08-06,51.78680059918662,8.83878537615789,9.260239170568592,4.85798440698477,4.832503454046369,4.584366878766731,4.159951564017952,4.04217599178067,3.811101009832057,3.826091548658343
2024-08-07,51.80726004801631,8.804069065743835,9.256029826323484,4.898155662416228,4.841107383054016,4.584835585106417,4.160259967273213,4.042475663595358,3.8115123891313942,3.7942944093397415
2024-08-08,51.79268091993501,8.79959311463814,9.254445630932203,4.930620609672358,4.842407280962742,4.582955321511381,4.15960582642422,4.041840042628539,3.8111707203304652,3.784680532964947
2024-08-09,51.77293215060597,8.789376126750097,9.251835243543196,4.950607636785227,4.8535332373621225,4.582564087765408,4.158432532741858,4.040699966961512,3.812671347733431,3.787347669751185
2024-08-12,53.203667049042544,8.499842787694506,8.960853820984712,4.867124615414967,4.722462302446679,4.4386863607900855,4.027644793645966,3.913615059635796,3.6952528482041274,3.6708503621406137
2024-08-13,53.1994170881446,8.495622232548145,8.962806613805249,4.855709406784118,4.7339711802970745,4.438655590810108,4.028273000054809,3.9144679336524324,3.693562960449342,3.6775139934541277
2024-08-14,53.21379798956766,8.411842690729552,8.960573454347701,4.902747975803736,4.748845345135764,4.429118323984461,4.027661765923967,3.9146224068326254,3.696744708802712,3.6940453388718284
2024-08-15,53.18661104523032,8.520077598999881,8.969447649204032,4.782873258635864,4.767416116842052,4.41727063042354,4.03176285368838,3.918608394482032,3.700508846750367,3.7054236057435275
2024-08-16,53.67678405346577,8.011573120588032,8.939536472630932,4.865121812884611,4.724028020276163,4.421912147770303,4.032351740413747,3.919180753658195,3.7022982007301612,3.707213677582094
2024-08-19,53.67513587516577,8.174107672355241,8.943340180222265,4.874267769028291,4.727360627039032,4.424353878122013,4.034236551205956,3.9130162845891387,3.70402873716496,3.5301524251073273
2024-08-20,53.673626144682686,8.141350421566138,8.947710120873046,4.892775040120041,4.72642041699616,4.428015782644064,4.0362077805167855,3.914928282632891,3.708338708787569,3.5306273011806284
2024-08-21,53.71131585113871,7.987110988885697,8.967798714312453,4.912529819198298,4.742293727277305,4.442467430761206,4.04526951095334,3.9237177272563573,3.719671180839094,3.5478250493775425
2024-08-22,53.70924889641198,7.962716462696565,8.973554024593554,4.912297688567956,4.745964041305887,4.4453184959213665,4.0496207822161105,3.9253583128258676,3.722058373334308,3.5538629221264038
2024-08-23,53.59970666424252,8.277150546130931,9.011772729827628,4.989244626242759,4.769954266189144,4.487794481206853,4.067873199741838,3.5014283203579946,3.7391697553852707,3.555905410675065
2024-08-26,53.133007466794545,8.678404992451657,9.027888200097802,5.006628623563894,4.777170402994215,4.489254483373351,4.081680701956556,3.5086701763397716,3.747281801584326,3.550013150843876
2024-08-27,53.1384299247339,8.64602517343714,9.031337072812462,5.003492953929378,4.778238149678795,4.492736400906105,4.083240003189682,3.5100105736251295,3.7488395623963293,3.567650185291077
2024-08-28,53.135464784341245,8.625631414411645,9.038797704435321,4.999794887699085,4.7933008560464225,4.494553087706087,4.086613097256032,3.5129101327569647,3.7530732251343726,3.559860810212826
2024-08-29,53.16777203814465,8.523955162492655,9.03761127918278,5.04725730515449,4.787114677604163,4.489037601478631,4.086076691736793,3.5124490310233383,3.7538435574383864,3.594882655744114
2024-08-30,53.06487461193564,8.511468030816488,9.037896641200414,5.123701722688339,4.803432198813766,4.49044234009157,4.0830482155356105,3.512559936384431,3.7526990872886477,3.6198772152450918
2024-09-02,53.325021667323846,8.540347792212675,8.986050574257797,5.126355747924412,4.729162783801039,4.4745159148625255,4.068352881993924,3.5006991880448735,3.733616805126351,3.515876644452561
2024-09-03,50.59818807247369,10.731464058760729,9.060067408536447,5.452182946364611,4.77889235245083,4.505413312339896,4.108709338039457,3.5401832970119553,3.7341969449580135,3.490702269064363
2024-09-04,51.003618458816916,10.30809820002913,9.059449975917252,5.465462596543536,4.76229805867766,4.527670451946892,4.108306058557216,3.5424985586670883,3.7353014377293254,3.4872962031149832
2024-09-05,50.62065676357634,10.794359629509106,9.009302694202107,5.424868014839831,4.731775300385411,4.52909200065754,4.085565121542477,3.521628433508167,3.71462521411898,3.568126827660033
2024-09-09,51.28564526379281,9.36110887129468,9.183656764776362,5.529861959921586,4.821773152135337,4.616238062386638,4.170239607388626,3.591289490207333,3.7855317639701505,3.6546550641264766
2024-09-10,33.9758905371564,5.068153344050383,6.075588867936585,3.6171553133558985,3.1639726195287774,3.0596239542227504,2.761786626519203,2.378796462546765,2.507009664737981,2.4093479450099617
2024-09-11,52.31921773017041,7.900560843400969,9.343094015245224,5.50956073999802,4.831755501786115,4.689613679980104,4.248053530055947,3.6434235658024687,3.8514072175532053,3.6633131760075393
2024-09-12,51.49646310192411,9.427273060907588,9.181993750266724,5.395362596639553,4.770475983866252,4.610169359357738,4.155864886683846,3.587558871276881,3.7849985180072605,3.5898398710700525
2024-09-13,50.77382696130398,10.46297837827911,9.022952854634825,5.248224399527395,4.65923147289867,4.5230996891789434,4.09401065480316,3.9660441115645546,3.720071813193803,3.529559664615558
2024-09-16,50.40740125596819,11.191415707879983,8.9466587258731,5.195610411827832,4.617283588152402,4.485923427077965,4.060020201456985,3.9321115766403283,3.6888092850715095,3.474765820051709
2024-09-17,50.50713532675908,11.243788186235246,8.936794895128434,5.089157569493484,4.600580216669649,4.503066361058983,4.057138325449004,3.9217919281149385,3.686190901307594,3.454356289783593
2024-09-19,50.559288462081184,11.259990379919515,8.94109174562715,5.068505760902542,4.593628038599677,4.486526531309576,4.059089015494108,3.8985702625229677,3.6879632381910636,3.445346565352212
2024-09-20,50.58427736077129,11.258639170301109,8.946288337859084,5.057508953818619,4.58549546512134,4.489134115437363,4.059457388697423,3.9008361245136793,3.6880969448453773,3.430266138634709
2024-09-23,34.17960813062727,7.676486062654685,6.068058208821941,3.4180423066274974,3.1025326085903733,3.0412547137783554,2.9174638245920583,2.6470324060873005,2.501866071837946,2.334632142560425
2024-09-24,34.10723738429289,7.768279432461453,6.06894766711267,3.428769862859369,3.1060553404909346,3.0374394444377173,2.9178914675541696,2.646056870670814,2.5022327963226667,2.3247478155472936
2024-09-25,50.215046027145846,11.474809279102237,8.94215597054078,5.109320941938292,4.558089314200705,4.4423400577121654,4.301441015043992,3.9003111864145676,3.6895015033194025,3.3669847045820123
2024-09-26,50.18291398357644,11.554860884549191,8.93269939142577,5.092143937930823,4.538769246536792,4.440507430080083,4.300518032518407,3.8957053692517047,3.686322853304925,3.3755588708258712
2024-09-27,50.18214644276293,11.651351925730028,8.92816267016172,5.039292663075531,4.52070790742196,4.438313890195693,4.296204863890929,3.8897472512027758,3.682094678328031,3.3719777072304074
2024-09-30,34.08681839618463,8.069951744434336,6.056420157714031,3.4792719177548315,3.025010024585459,3.0099982333740334,2.9137717918273696,2.6390687361763354,2.500102267513375,2.2689279607438375
2024-10-02,50.13901446672266,11.741703028516532,8.878100749175312,5.257796308288587,4.426235286258863,4.417218987497179,4.26967002184757,3.8694315074985735,3.666032499951248,3.3347971442434785
2024-10-03,50.103009273907986,11.925483099454668,8.848950052190473,5.153254838665074,4.357698009259,4.402484226836173,4.253354380663599,3.8525236678346766,3.6691028469160845,3.434139604272272
2024-10-04,50.134404010766296,11.818315151391376,8.839124680751711,5.316705551450789,4.261354174805189,4.41604661721502,4.238658368526106,3.831914718073167,3.66714821597819,3.4763285110421474
2024-10-07,50.22167837216192,12.040433942501801,8.834345359441441,5.20530489641873,4.154012926816247,4.333541568094937,4.2388585069023215,3.829842798925889,3.653826858461045,3.4881547702756777
2024-10-08,50.535944170567284,11.90210218054594,8.847875275198987,5.193684854214315,4.094236135516488,4.337308273110736,4.24323056602633,3.833212452765772,3.652684080517368,3.359722011536786
2024-10-09,50.643995864620535,11.7847174924813,8.855662483673294,5.206624220539463,4.080478481478074,4.348244925066634,4.251841091719515,3.8369608464375697,3.655649087913327,3.33582550607029
2024-10-10,50.64231458291134,11.750371751296266,8.843247064241144,5.235218463185999,4.09796863537476,4.358815847078868,4.228905423428457,3.8367651979614226,3.645963893129366,3.360429141392381
2024-10-14,50.629307781194875,11.867927459122129,8.829293057114052,5.199051918190758,4.086027923198059,4.370119896527188,4.224315495671268,3.8371559551974554,3.5720619582740145,3.3847385555102
2024-10-15,50.63132308779803,11.813639512255095,8.818132286338647,5.230952567051428,4.089817789015904,4.362436830005428,4.2263009367936215,3.8355591937164237,3.5704507336939333,3.421387063331485
