date,BOCI SECURITIES LTD,EMPEROR SECURITIES LTD,MFG LIMITED,CHINA MERCHANTS SECURITIES (HK) CO LTD,GET NICE SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,HANG SENG SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,34.35381268798455,19.335391795989583,20.325516433193577,15.55686922915574,10.428409853676557
2024-03-05,0.0,0.0,0.0,0.0,0.0,34.34862740199432,19.336919067264585,20.32712191280969,15.558098041054325,10.429233576877078
2024-03-06,0.0,0.0,0.0,0.0,0.0,34.401529322288226,19.35427052135515,20.345361898271516,15.460246294436104,10.438591963649005
2024-03-07,0.0,0.0,0.0,0.0,0.0,34.3976328701314,19.31590668042232,20.363321402271673,15.474752589302652,10.448386457871957
2024-03-08,0.0,0.0,0.0,0.0,0.0,34.42580233406685,19.307612486776264,20.354577451817693,15.46810777595146,10.443899951387731
2024-03-11,0.0,0.0,0.0,0.0,0.0,34.426191347370555,19.307830663771743,20.354807459570115,15.467152561303338,10.444017967984246
2024-03-12,0.0,0.0,0.0,0.0,0.0,34.394313401885626,19.317216941402688,20.36470271281047,15.474671737881419,10.449095206019795
2024-03-14,0.0,0.0,0.0,0.0,0.0,34.39586885790075,19.314698730940535,20.36562369061749,15.475371567849106,10.448437152692119
2024-03-15,0.0,0.0,0.0,0.0,0.0,34.38420969678962,19.31513548691419,20.3751292593982,15.475721506570435,10.449804050327554
2024-03-18,0.0,0.0,0.0,0.0,0.0,34.3554656124739,19.29898865998691,20.358096312049977,15.46278430522848,10.524665110260734
2024-03-19,0.0,0.0,0.0,0.0,0.0,34.3550775080043,19.298770644494347,20.357866332102667,15.462609626306381,10.525675889092305
2024-03-21,0.0,0.0,0.0,0.0,0.0,34.36089999590989,19.30204139417157,20.361316576989314,15.465230224601264,10.51051180832796
2024-03-22,0.0,0.0,0.0,0.0,0.0,34.316426369519675,19.330279407173855,20.368450790379853,15.470648943579432,10.514194489347183
2024-04-02,0.0,0.0,0.0,0.0,0.0,34.35253577135119,19.294047171047378,20.389883458407564,15.438275566409429,10.525258032784437
2024-04-09,0.0,0.0,0.0,0.0,0.0,34.37392657616829,19.306061282608592,20.40257993066234,15.447888747268962,10.46954346329182
2024-04-10,0.0,0.0,0.0,0.0,0.0,34.380759250660944,19.32071688500975,20.418067921456764,15.459615536700696,10.420840406171843
2024-04-12,13.155404828981943,64.22501750694158,0.0,0.0,0.0,7.779514972474208,4.363852524746222,4.6201034696729275,3.4981284054727757,2.3579782917103427
2024-04-16,13.152100422686686,64.20888531223363,0.0,0.0,0.0,7.777560895151367,4.366601030481478,4.640216593259718,3.4972497371478597,2.3573860090392653
2024-04-17,13.157125125973797,64.23341604015704,0.0,0.0,0.0,7.780788685277395,4.3298082960365285,4.641989368012019,3.4985858463384334,2.3582866382047927
2024-04-18,13.159520798543534,64.24511177394344,0.0,0.0,0.0,7.782718331398189,4.31136268587817,4.642834589630836,3.499222875025529,2.3592289455802944
2024-04-19,13.159487050619123,64.24494701572702,0.0,0.0,0.0,7.782954824952835,4.311351629279358,4.642822682963931,3.4992139011798327,2.3592228952779055
2024-04-23,13.159584076368352,64.24542069787697,0.0,0.0,0.0,7.78301220918219,4.311383417153794,4.642119608327519,3.4992397011102674,2.3592402899809155
2024-04-24,13.161237952639087,64.25349496346006,0.0,0.0,0.0,7.7839903661765835,4.299100932456463,4.642703022774478,3.4996794801696742,2.3597932823236607
2024-04-25,13.165725324282723,64.24410264313099,0.0,0.0,0.0,7.786955720023299,4.298472506981591,4.6420243709127025,3.4991679109430427,2.363551523725652
2024-04-26,13.174205394268009,64.28548239799728,0.0,0.0,0.0,7.727561113969325,4.301241161711293,4.645014308084348,3.5014217319855,2.365073891984244
2024-04-30,2.7920000809605177,13.623977058827913,0.0,0.0,0.0,1.6326388694169274,0.9115590134152372,0.9844146144766284,0.7420538443581481,0.5012284460640526
2024-05-02,13.185628235644318,64.32493341206951,0.0,0.0,0.0,7.687368330779767,4.283852565286463,4.647864882086412,3.5035705007723017,2.3667820733612346
2024-05-03,13.185662092709126,64.32509858079717,0.0,0.0,0.0,7.687131297344784,4.283863565040995,4.647876816524402,3.503579496977214,2.3667881506062938
2024-05-06,13.186237689414337,64.32790657895042,0.0,0.0,0.0,7.687466865435047,4.284050569511174,4.630875204094566,3.503732439529566,2.379730653064889
2024-05-08,13.188303479568846,64.32385903990134,0.0,0.0,0.0,7.688671203908065,4.284721719970946,4.6316006890000185,3.499144864954831,2.3836990026959657
2024-05-09,13.188450243022338,64.32354754826738,0.0,0.0,0.0,7.6887567657804,4.284769401657817,4.631566707544929,3.4991838045034576,2.383725529223677
2024-05-14,13.188280887838765,64.32272155840487,0.0,0.0,0.0,7.689685327032597,4.284714380188637,4.631507232791222,3.4991388708755755,2.383951742868333
2024-05-16,13.186621437183105,64.31462798022196,0.0,0.0,0.0,7.687433796028211,4.284175244561484,4.644791183845781,3.498698582384383,2.3836517757750917
2024-05-17,13.186756886888752,64.31528860413309,0.0,0.0,0.0,7.686485584237997,4.284219250547292,4.644838893989099,3.498734520148684,2.3836762600550823
2024-05-20,13.194855060081684,64.35478552900533,0.0,0.0,0.0,7.691205963330451,4.23545994961181,4.638184149432716,3.500883142311304,2.3846262062267054
2024-05-21,13.194007505071253,64.35065177985295,0.0,0.0,0.0,7.69071192833569,4.235187890139734,4.637886221475398,3.507081642379886,2.3844730327450807
2024-05-22,12.93373618397348,58.26465969704362,0.0,8.050968440670601,0.0,7.110448599891902,3.904953734403209,4.2879582406988135,3.242472736742219,2.2048023665761587
2024-05-23,12.93462724127924,58.268673784694094,0.0,8.051523104392318,0.0,7.100485578955154,3.9052227624322486,4.2882536554546755,3.2426961237805587,2.208517749011714
2024-05-24,12.06519946553774,53.396940277446134,7.7337415578842785,7.510323292955712,0.0,6.59329610651407,3.6427251212724907,3.972974943151571,3.024731583657848,2.060067651580149
2024-05-27,12.065734212071279,53.39819886959953,7.73408432813861,7.510656160999719,0.0,6.59469636563322,3.6428865719502683,3.973151030963856,3.0248656439967476,2.055726816646769
2024-05-28,12.065841167066207,53.39867221038336,7.734152885835602,7.510722738149315,0.0,6.593868387525878,3.642918863803212,3.9731862503994004,3.0248924574905587,2.0557450393464722
2024-05-29,12.06554704539271,53.39737054341993,7.7339643550934545,7.510539653828022,0.0,6.592599634989679,3.642830062585145,3.9730893984540696,3.0248187215264073,2.0592405847105746
2024-06-05,12.067285245108081,53.40506313240334,7.735078533720428,7.511621645207231,0.0,6.592441207673866,3.643354859857421,3.960363644614924,3.0252544861892967,2.0595372452254077
2024-06-06,12.06717826451031,53.4043680447882,7.735009959612121,7.511555052120425,0.0,6.592382763435014,3.6433225602744668,3.9614367022570063,3.0252276662768827,2.0595189867255748
2024-06-07,12.069211220282089,53.41336507092597,7.736313075617991,7.512820522710443,0.0,6.595931760682311,3.6439363502977025,3.962104084923597,3.0257373259429863,2.0405805886169146
2024-06-11,12.067653607188502,53.406471715984324,7.735314652247753,7.511850942561223,0.0,6.607986185534809,3.643466075739753,3.9615927486740117,3.025346834137795,2.0403172379318253
2024-06-12,12.067921083311075,53.40765545529603,7.7354861033050515,7.512017440608719,0.0,6.605916178013257,3.6435468321328663,3.9616805562546835,3.0254138900930765,2.0403624609852367
2024-06-13,12.067894335165251,53.40753707900352,7.735468957857308,7.512000790471836,0.0,6.606123182894705,3.643538756332461,3.9616717753214554,3.0254071843637838,2.0403579385896835
2024-06-17,12.06754662005935,53.405998234952044,7.73524607395286,7.511784345408774,0.0,6.605932839098319,3.64299049360754,3.961557626731598,3.0253200125879713,2.0436237536015427
2024-06-20,12.067867587138,53.407418703235756,7.735451812485569,7.511984140408762,0.0,6.606108540674777,3.6430873882003763,3.9616629944271535,3.025400478664217,2.0410183547653946
2024-06-21,12.06891084807023,53.412035747052485,7.73612053830733,7.512633547565463,0.0,6.598034686900288,3.6434023312271675,3.962005478150885,3.0256620229760807,2.041194799750071
