date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-01,60.3545834791079,23.83288369651744,0.0,0.0,10.392214930340085,0.0,5.420317894034577,0.0
2024-03-04,60.367065755813755,23.82537996279222,0.0,0.0,10.388942963143604,0.0,5.418611318250428,0.0
2024-03-05,60.3623145186056,23.831375345945368,0.0,0.0,10.388125293247912,0.0,5.418184842201121,0.0
2024-03-06,60.39237712808361,23.795090047541734,0.0,0.0,10.392214930340085,0.0,5.420317894034577,0.0
2024-03-07,60.48225095704709,23.69990514545542,0.0,0.0,10.394670258583655,0.0,5.423173638913836,0.0
2024-03-08,60.59774298289925,23.576302253108107,0.0,0.0,10.414519082118373,0.0,5.411435681874273,0.0
2024-03-11,60.67338515664639,23.48090505943703,0.0,0.0,10.427519184483982,0.0,5.418190599432594,0.0
2024-03-12,60.66048357129047,23.500063565412663,0.0,0.0,10.423401719208677,0.0,5.416051144088188,0.0
2024-03-14,60.63449021523147,23.498302707539604,0.0,0.0,10.453504960137462,0.0,5.413702117091457,0.0
2024-03-15,60.66430799069329,23.480503697246128,0.0,0.0,10.445586854531957,0.0,5.409601457528628,0.0
2024-03-18,60.67388257459987,23.468426705649154,0.0,0.0,10.447235470515635,0.0,5.410455249235346,0.0
2024-03-21,60.523359773334484,23.501999510633542,0.0,0.0,10.460773776456247,0.0,5.513866939575728,0.0
2024-03-22,60.52240331676679,23.501628106239107,0.0,0.0,10.460608463826228,0.0,5.515360113167879,0.0
2024-04-03,60.56469315129841,23.350495916670507,0.0,0.0,10.472092501480548,0.0,5.612718430550532,0.0
2024-04-05,60.526146171778905,23.388788730450994,0.0,0.0,10.472257977291301,0.0,5.612807120478805,0.0
2024-04-08,60.557309051891,23.370324305306536,0.0,0.0,10.46399058791327,0.0,5.608376054889187,0.0
2024-04-09,60.55971158886477,23.343059599944958,0.0,0.0,10.490092201212612,0.0,5.607136609977662,0.0
2024-04-11,60.562579645261984,23.344165107379844,0.0,0.0,10.490589003050923,0.0,5.602666244307253,0.0
2024-04-15,60.53080277627524,23.362974767584532,0.0,0.0,10.499041839705683,0.0,5.607180616434547,0.0
2024-04-16,60.586704165783935,23.292198964161948,0.0,0.0,10.508737911795107,0.0,5.612358958259012,0.0
2024-04-18,60.16143972866496,23.128708574345506,0.7254645418762865,0.0,10.41142193358504,0.0,5.5729652215282135,0.0
2024-04-19,60.1623844402811,23.12750146889248,0.7254759338041211,0.0,10.411585423542821,0.0,5.573052733479472,0.0
2024-04-22,60.1592563557899,23.129317460578946,0.7255328988103192,0.0,10.412402950355977,0.0,5.573490334464855,0.0
2024-04-24,60.1045540126987,23.05628962091469,0.7265041596373064,0.0,10.402754092353113,0.0,5.709898114396194,0.0
2024-04-25,60.16131693087991,22.983623753767834,0.7271902723096191,0.0,10.412578484016995,0.0,5.715290559025633,0.0
2024-04-26,60.188134239336655,22.951498785201956,0.7274192646096688,0.0,10.41585740617437,0.0,5.717090304677354,0.0
2024-04-29,60.15025159710042,22.990552349538536,0.7269614241382002,0.0,10.409301625625787,0.0,5.722933003597059,0.0
2024-04-30,60.130454114353846,23.006635079056295,0.7271216027308799,0.0,10.411595209892857,0.0,5.724193993966118,0.0
2024-05-02,60.13359131424332,23.004824764656576,0.727064387988122,0.0,10.410775956635362,0.0,5.723743576476622,0.0
2024-05-03,60.116561985146824,23.026629153007065,0.7268584894467778,0.0,10.407827712134397,0.0,5.722122660264942,0.0
2024-05-06,60.11939014464076,23.025904625983053,0.7268356190294564,0.0,10.407500232485138,0.0,5.720369377861591,0.0
2024-05-07,60.141151894022116,22.998041885387117,0.7270987157532374,0.0,10.411267493117704,0.0,5.722440011719824,0.0
2024-05-08,60.20429707825603,22.761430835373982,0.7277859524173229,0.0,10.421107979128548,0.0,5.885378154824111,0.0
2024-05-09,60.12717629959611,22.769297483335862,0.7263785127299328,0.0,10.410388451663353,0.0,5.966759252674744,0.0
2024-05-10,60.126211123009746,22.765360276540758,0.7262529092756219,0.0,10.408588314782472,0.0,5.973587376391401,0.0
2024-05-13,60.08496257917086,22.756407069467414,0.725716728915726,0.0,10.400903828348955,0.0,6.032009794097042,0.0
2024-05-14,51.500499006960595,19.503622197765026,0.6219832884937683,14.28450589950476,8.914205927331107,0.0,5.17518367994474,0.0
2024-05-16,51.5087392073434,19.504376588273118,0.622050285010111,14.28604454555948,8.915166115095218,0.0,5.163623258718671,0.0
2024-05-17,47.3037387219788,17.910232104810028,0.5712084636477339,13.155499653507047,8.186505918384238,8.170792740106101,4.702022397566048,0.0
2024-05-20,47.311170462597815,17.906025754252422,0.5710743111127186,13.152409987053856,8.184583256883645,8.168873768961713,4.705862459137825,0.0
2024-05-21,47.33986362276994,17.904255250315963,0.571017844684617,13.151109508992695,8.19613367896063,8.168066050746466,4.669554043529692,0.0
2024-05-22,47.38018347876443,17.898695929712417,0.5704467503732243,13.137956638379277,8.187936447712884,8.159896890885557,4.664883864172208,0.0
2024-05-23,47.374334012338366,17.90883199898093,0.5703763241133585,13.136334651493184,8.186925580809612,8.1588894856921,4.664307946572455,0.0
2024-05-24,47.37459621120287,17.91546742654945,0.5705876550804294,13.141201814080942,8.189958930594983,8.161912447782814,4.646275514708505,0.0
2024-05-27,47.39786220432058,17.897773391543936,0.5704960591039844,13.139092267543957,8.188644203087977,8.160602222555093,4.645529651844469,0.0
2024-05-28,47.40371580454858,17.899983753056738,0.5705665149369343,13.140714935527619,8.17730556990428,8.161610050773689,4.646103371252151,0.0
2024-05-29,47.39727692380765,17.897552385416155,0.5704890144776961,13.138930022786404,8.176194840619601,8.160501453422638,4.659055359469852,0.0
2024-05-30,47.37718763000791,17.88297803896276,0.5700244534938362,13.128230720778216,8.169536796340052,8.15385618859232,4.718186171824901,0.0
2024-05-31,47.399410904581046,17.89136642905145,0.5702918355521028,13.052918533582927,8.173368890823546,8.157680927754214,4.754962478654714,0.0
2024-06-04,47.39226762832903,17.893796116154324,0.570369282443776,13.054691148768116,8.17447885238293,8.15878875885354,4.755608213068285,0.0
2024-06-11,47.39517317015864,17.881477788285128,0.5724440639336373,13.045704125290388,8.168851432130134,8.153172139870366,4.783177280331699,0.0
2024-06-12,47.38855504510639,17.88060914765304,0.5723641294983958,13.043882460856631,8.167710757316751,8.164369088293451,4.782509371275335,0.0
2024-06-13,47.387970493932244,17.88038858530287,0.5723570692256439,13.043721560892479,8.167610006304008,8.164268378501136,4.783683905841612,0.0
2024-06-14,47.38027473898678,17.895216144648444,0.572239541272558,13.041043159631974,8.165932867089246,8.162591925457118,4.782701622913887,0.0
2024-06-17,41.316654507796045,15.605026920250928,13.29677909240008,11.372079997763509,7.120875276938038,7.117961901447798,4.170622303403602,0.0
2024-06-19,41.29979688182729,15.609223628403443,13.300355036325357,11.375138326408601,7.122790315949536,7.119876156956216,4.17281965412956,0.0
2024-06-21,41.29332657134425,15.598652244049799,13.291347338794965,11.367434486538853,7.11796638902704,7.115054203654927,4.216218766590164,0.0
2024-06-24,41.29919102749709,15.588530575097797,13.282722836140215,11.360058374365432,7.145576864307205,7.1104373802205565,4.213482942371702,0.0
2024-06-25,41.34920125009173,15.578100916999935,13.273835901151557,11.352457816747407,7.130060171519882,7.105680072888432,4.210663870601056,0.0
2024-06-26,41.36481479107278,15.59198715204158,13.248234251412,11.319846818738016,7.188099836803163,7.09197513230139,4.195042017631071,0.0
