date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FOSUN INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,53.99412843571508,16.264676760824752,8.906966176128423,0.0,6.855457984453732,4.457223772894791,3.1908720030705586,3.5049683355828045,1.0936072735122324,1.732099257817625
2024-03-04,51.50625247075117,15.559813392443203,8.488934660635087,4.506577786315871,6.530544014225683,4.2532793086735365,3.0417742830350267,3.377295321496742,1.0703061129598386,1.6652226494638398
2024-03-05,51.51291527346924,15.55471702702063,8.47976317444925,4.5011726081438415,6.5172690081169256,4.257441932795858,3.0400130806211823,3.383449821424178,1.1004656651450875,1.6527924088138068
2024-03-06,51.517769914894416,15.547476212425545,8.489551950328734,4.501345423902822,6.483040997585436,4.25856512425292,3.040311809171687,3.3781851059076087,1.1316693144871293,1.652084147043701
2024-03-07,51.53408635376987,15.546054834429157,8.48767859740899,4.502771066503184,6.463050940744605,4.222104272955543,3.0394083992470753,3.3892294791122004,1.163133090767336,1.6524829650620436
2024-03-08,51.523469012159126,15.549323025055518,8.486308476210105,4.502066206608871,6.462039220331607,4.225362010224702,3.0389326128809846,3.3804054678743833,1.194051505600163,1.6380424630545385
2024-03-11,51.51111195308393,15.556303664287249,8.484563388930473,4.501140421446661,6.429616299595575,4.231955708175962,3.0397380284825224,3.36298171283142,1.2352647598338335,1.6473240633323714
2024-03-12,51.49469978275463,15.547275737201339,8.48129521067379,4.561804910971304,6.426122481816172,4.1860991601125015,3.037562597554562,3.3610091875645196,1.2564244001850875,1.6477065311660974
2024-03-13,51.490642377434746,15.543320282082435,8.480286645581266,4.564564845952923,6.425515306041123,4.189433327312593,3.035949478645355,3.354288980877639,1.267826293858635,1.648172462213287
2024-03-14,51.47223219406803,15.543117715841657,8.478160577730593,4.564333646303829,6.423119679513769,4.18938341362845,3.033678381253723,3.352624144610646,1.2984227979957679,1.6449274490535433
2024-03-15,51.43380415106195,15.529744925686728,8.473147095118579,4.561634569403672,6.395826309332635,4.272578241401794,3.029151971548159,3.341305655784995,1.3287058032266468,1.6341012774348413
2024-03-18,51.42758579911795,15.525717526952064,8.47236138157391,4.561211569775934,6.373499669977928,4.27253392253176,3.0259732713908956,3.34271380286781,1.3596305288788288,1.638772526932917
2024-03-19,51.43101835813908,15.524074149720626,8.448861052595689,4.5614646047677665,6.3563619346135125,4.282085840634588,3.0267828313858924,3.3421747491836977,1.39075561363345,1.6364208653257002
2024-03-20,51.42151736543258,15.520942403654333,8.431845462602821,4.560568722813159,6.355113530767907,4.289109197959807,3.024429229304208,3.340628423110682,1.421526026585954,1.6343196377685536
2024-03-21,51.44451160441559,15.521834402682169,8.435558227649672,4.5625768621016345,6.355841373713848,4.223817167270828,3.026547748812588,3.342099390350161,1.453209191973437,1.6340040310300759
2024-03-22,51.44147224621314,15.520542575528376,8.434835462999365,4.566337754368315,6.33460930293024,4.218662515538991,3.0221759437528926,3.3429599096041684,1.484142891550132,1.6342613975143816
2024-03-25,51.44736235824664,15.510310525819696,8.435801262065603,4.566860605674501,6.324070849349013,4.214031307201034,3.021983644479383,3.3392637055979133,1.5077721220888425,1.6325436194773817
2024-03-26,51.469752826165724,15.505460678621432,8.428079654039426,4.56418739687104,6.317584498371582,4.219656050349176,3.032413216106794,3.3112817166466626,1.5395000390806601,1.6120839237474969
2024-03-27,51.45600754467955,15.50906471497322,8.426209155736453,4.562950141427733,6.315871933761611,4.220997253709225,3.031591192506151,3.2910627282820952,1.5597915761184997,1.6264537588054653
2024-03-28,51.433824210114466,15.513484536748495,8.422413806666999,4.564620805177581,6.313027126776221,4.222614945170966,3.0286732323052665,3.2713233712942533,1.5901383150557051,1.639879650690048
2024-04-02,51.42548110902136,15.513296133869986,8.421231066744319,4.563755481792244,6.309926358605118,4.222021412566594,3.030127251186682,3.2508147380527688,1.620880286809601,1.6424661613513185
2024-04-03,51.438510335043354,15.502715282728275,8.423324228502988,4.56477765654745,6.31133963489845,4.22779020435786,3.0306610272705656,3.170646280377514,1.7110616968666643,1.6191736534068801
2024-04-05,51.4724398305578,15.445061408685817,8.428456380446134,4.568220736989501,6.3145636138678185,4.211724533750484,3.0318654458197996,3.1702168216630375,1.737249621093923,1.6202016071256826
2024-04-08,51.465846048828226,15.442326806078679,8.426986694815405,4.567424167834711,6.309838413387581,4.19649365443534,3.0319166327201206,3.1717349497775564,1.7680105645010713,1.6194220676213134
2024-04-09,51.46070512517093,15.436963845210563,8.425822830186052,4.5669590046639685,6.308966951498267,4.195893363588435,3.018245802145131,3.168398002196508,1.7988259623072496,1.6192191130328868
2024-04-10,51.449769023903414,15.43412219983644,8.42343204238653,4.56560974679013,6.306296762762893,4.189320115058863,3.01725653272499,3.1653411168104766,1.8294112790489834,1.6194411806772853
