date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,QUAM SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,47.0042812348898,0.0,24.245584370643193,28.750134394467004,0.0,0.0
2024-03-04,92.40294034540433,0.0,0.0,3.5791938424329657,0.0,1.832530259957164,2.1853355522055273,0.0,0.0
2024-03-05,92.52256808291077,0.0,0.0,3.5243359102227783,0.0,1.801792254962355,2.1513037519041083,0.0,0.0
2024-03-06,92.51773171189218,0.0,0.0,3.527206879570262,0.0,1.80388545809414,2.151175950443419,0.0,0.0
2024-03-07,92.49885347981458,0.0,0.0,3.5288039103301965,0.0,1.8204235877101134,2.1519190221451105,0.0,0.0
2024-03-08,75.20122446239009,12.846292710610483,5.854171418544388,2.8689727308221045,0.0,1.479794880257691,1.7495437973752408,0.0,0.0
2024-03-11,75.17772526621657,12.84502876570586,5.853595427454824,2.8824650330050563,0.0,1.491813847606741,1.7493716600109506,0.0,0.0
2024-03-12,74.11080850442185,12.66243174838943,5.770207972603194,2.8541867162923062,0.0,1.4607316723959374,1.728030622981051,0.0,1.4136027629162264
2024-03-13,74.11244311226889,12.663012352431913,5.7665927248215105,2.854317587864087,0.0,1.4600932276381677,1.7298734148507153,0.0,1.4136675801247156
2024-03-14,74.1056045955444,12.663079348632285,5.766623234134059,2.856096255893245,0.0,1.4643335126116446,1.7305879937684725,0.0,1.4136750594158844
2024-03-15,74.1011613959846,12.662320099869731,5.7662774808276085,2.857688471961262,0.0,1.466361867724522,1.7326003848824065,0.0,1.4135902987498596
2024-03-18,74.10443670031552,12.660891172689274,5.7656267635374565,2.85260517809025,0.0,1.4656674120151243,1.7373419965214014,0.0,1.4134307768309708
2024-03-19,74.10443670031552,12.660891172689274,5.7656267635374565,2.85260517809025,0.0,1.464785781041552,1.7382236274949738,0.0,1.4134307768309708
2024-03-20,74.10438616585814,12.66160559596406,5.765952103823336,2.852060799080287,0.0,1.4641630907606897,1.7383217112237832,0.0,1.4135105332896984
2024-03-21,74.10634630996542,12.66194050962952,5.7661046197218395,2.852841602521081,0.0,1.4617330481949482,1.7374859877389177,0.0,1.413547922228272
2024-03-22,74.10412482114508,12.661560942147295,5.765931768979799,2.853637760390037,0.0,1.462041900811586,1.739197258278869,0.0,1.4135055482473298
2024-03-25,74.10113345734688,12.661471635458643,5.764833094050656,2.851854289836528,0.0,1.46802695396411,1.739184991075105,0.0,1.413495578268077
2024-03-26,74.11283963137052,12.662387088745284,5.759254105680648,2.8386581112728937,0.0,1.4746579357017926,1.7386053500055576,0.0,1.4135977772233035
2024-03-27,74.1327079253417,12.665178922074311,5.738122909264742,2.839283985388826,0.0,1.4718081254321125,1.7389886818629832,0.0,1.4139094506353251
2024-03-28,74.14352903898018,12.666876958620193,5.734834806826507,2.8311969930073544,0.0,1.4702413570298176,1.7392218302735067,0.0,1.4140990152624433
2024-04-02,74.14604178365077,12.667547361548701,5.735138326791338,2.8359337272543783,0.0,1.4618510636056978,1.7393138797512233,0.0,1.4141738573978908
2024-04-03,74.1505843663779,12.66886602767796,5.727089917420482,2.83711112853135,0.0,1.4660612963152437,1.7359661936330817,0.0,1.4143210700439863
2024-04-05,74.15055074827794,12.668709561410443,5.727019185250676,2.8342531276337897,0.0,1.4692190212330973,1.7359447536596648,0.0,1.4143036025343911
2024-04-08,74.14558303966726,12.668463693655646,5.724614426700065,2.837726755036696,0.0,1.473424867135054,1.7359110633428283,0.0,1.4142761544624567
2024-04-09,74.14087713475165,12.66826253622724,5.724523527855143,2.8313302571551118,0.0,1.479576481123321,1.7411763651460492,0.0,1.4142536977414866
2024-04-10,74.10464067563296,12.672353993312353,5.726372371947217,2.851128673687238,0.0,1.4904670028757132,1.7262079577427962,0.0,1.4288293248017256
2024-04-11,74.09117958143858,12.670565053103886,5.723622917057491,2.847549886870021,0.0,1.494491657642308,1.7439632851172102,0.0,1.428627618770508
2024-04-12,74.07952042582792,12.671347652292136,5.723976437411949,2.8620199836336506,0.0,1.492995718740695,1.7414239239423397,0.0,1.4287158581513155
2024-04-15,74.0823180637544,12.671705444120555,5.724138061262193,2.8562770619457054,0.0,1.4953320738419182,1.741473095290715,0.0,1.4287561997845182
2024-04-16,74.09156789776864,12.672532915117179,5.724511851376497,2.849404045687816,0.0,1.4897820935684283,1.7429987212891216,0.0,1.4292024751923154
2024-04-17,74.09209822163476,12.673136813511304,5.723196177306575,2.8491868380522942,0.0,1.4902060812974685,1.7427287888823857,0.0,1.429447079315216
2024-04-18,74.08302916383485,12.66980490645212,5.721691486082542,2.8607892789341185,0.0,1.4933432964250404,1.742270606315641,0.0,1.4290712619556791
2024-04-19,74.08163088489756,12.67022968304346,5.72188331544567,2.8608851917226277,0.0,1.4937462757805449,1.7423290188780132,0.0,1.4292956302321154
2024-04-22,74.0797291085766,12.670296755635263,5.721913605468309,2.8609003364350327,0.0,1.4955187550959732,1.742338242272221,0.0,1.429303196516608
